unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2019,7801,Adams County,Colorado,4215,1631,38.7,2584,61.3,749,17.8,755,17.9,12,0.3,919,21.8,0,0.0,41,1.0,108,2.6
08001007802,2019,7802,Adams County,Colorado,4389,2272,51.8,2117,48.2,636,14.5,975,22.2,48,1.1,295,6.7,0,0.0,43,1.0,120,2.7
08001007900,2019,7900,Adams County,Colorado,5627,3115,55.4,2512,44.6,1338,23.8,800,14.2,73,1.3,126,2.2,0,0.0,18,0.3,157,2.8
08001008000,2019,8000,Adams County,Colorado,5818,3079,52.9,2739,47.1,1409,24.2,643,11.1,114,2.0,361,6.2,0,0.0,0,0.0,212,3.6
08001008100,2019,8100,Adams County,Colorado,1574,429,27.3,1145,72.7,876,55.7,37,2.4,14,0.9,139,8.8,0,0.0,0,0.0,79,5.0
08001008200,2019,8200,Adams County,Colorado,6576,3029,46.1,3547,53.9,1982,30.1,1026,15.6,0,0.0,106,1.6,16,0.2,177,2.7,240,3.6
08001008308,2019,8308,Adams County,Colorado,5648,2637,46.7,3011,53.3,1477,26.2,873,15.5,53,0.9,567,10.0,0,0.0,0,0.0,41,0.7
08001008309,2019,8309,Adams County,Colorado,4251,2819,66.3,1432,33.7,787,18.5,498,11.7,0,0.0,62,1.5,59,1.4,26,0.6,0,0.0
08001008353,2019,8353,Adams County,Colorado,8538,3654,42.8,4884,57.2,2971,34.8,1050,12.3,32,0.4,504,5.9,0,0.0,0,0.0,327,3.8
08001008401,2019,8401,Adams County,Colorado,4978,910,18.3,4068,81.7,3873,77.8,27,0.5,39,0.8,29,0.6,0,0.0,0,0.0,100,2.0
08001008402,2019,8402,Adams County,Colorado,5141,544,10.6,4597,89.4,4368,85.0,0,0.0,4,0.1,0,0.0,0,0.0,28,0.5,197,3.8
08001008505,2019,8505,Adams County,Colorado,7266,2520,34.7,4746,65.3,4618,63.6,0,0.0,46,0.6,0,0.0,0,0.0,0,0.0,82,1.1
08001008506,2019,8506,Adams County,Colorado,6775,2537,37.4,4238,62.6,3612,53.3,231,3.4,82,1.2,164,2.4,84,1.2,0,0.0,65,1.0
08001008507,2019,8507,Adams County,Colorado,6703,2555,38.1,4148,61.9,3732,55.7,188,2.8,24,0.4,25,0.4,0,0.0,0,0.0,179,2.7
08001008508,2019,8508,Adams County,Colorado,5672,1413,24.9,4259,75.1,3829,67.5,11,0.2,27,0.5,187,3.3,0,0.0,14,0.2,191,3.4
