unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2019,7801,Adams County,Colorado,486,219,162,78,27,2409,531,495,580,550,104,125,24,45.1,33.3,16.0,5.6,22.0,20.5,24.1,22.8,4.3,5.2,1.0,1343,32250,42857,4215,1631,38.7,2584,61.3,749,17.8,755,17.9,12,0.3,919,21.8,0,0.0,41,1.0,108,2.6
08001007802,2019,7802,Adams County,Colorado,439,150,188,75,26,2822,593,467,1131,383,56,105,87,34.2,42.8,17.1,5.9,21.0,16.5,40.1,13.6,2.0,3.7,3.1,1454,33438,44457,4389,2272,51.8,2117,48.2,636,14.5,975,22.2,48,1.1,295,6.7,0,0.0,43,1.0,120,2.7
08001007900,2019,7900,Adams County,Colorado,578,98,309,170,1,3402,534,488,1040,501,309,313,217,17.0,53.5,29.4,0.2,15.7,14.3,30.6,14.7,9.1,9.2,6.4,1950,43308,54812,5627,3115,55.4,2512,44.6,1338,23.8,800,14.2,73,1.3,126,2.2,0,0.0,18,0.3,157,2.8
08001008000,2019,8000,Adams County,Colorado,529,192,147,141,49,3604,626,441,1108,768,256,244,161,36.3,27.8,26.7,9.3,17.4,12.2,30.7,21.3,7.1,6.8,4.5,1794,49634,58782,5818,3079,52.9,2739,47.1,1409,24.2,643,11.1,114,2.0,361,6.2,0,0.0,0,0.0,212,3.6
08001008100,2019,8100,Adams County,Colorado,298,81,19,45,153,1151,100,29,137,100,104,376,305,27.2,6.4,15.1,51.3,8.7,2.5,11.9,8.7,9.0,32.7,26.5,708,40938,57164,1574,429,27.3,1145,72.7,876,55.7,37,2.4,14,0.9,139,8.8,0,0.0,0,0.0,79,5.0
08001008200,2019,8200,Adams County,Colorado,416,83,275,51,7,4310,329,681,1666,772,424,278,160,20.0,66.1,12.3,1.7,7.6,15.8,38.7,17.9,9.8,6.5,3.7,1561,70953,77476,6576,3029,46.1,3547,53.9,1982,30.1,1026,15.6,0,0.0,106,1.6,16,0.2,177,2.7,240,3.6
08001008308,2019,8308,Adams County,Colorado,521,179,200,106,36,3451,303,383,1442,588,339,292,104,34.4,38.4,20.3,6.9,8.8,11.1,41.8,17.0,9.8,8.5,3.0,1884,43774,55899,5648,2637,46.7,3011,53.3,1477,26.2,873,15.5,53,0.9,567,10.0,0,0.0,0,0.0,41,0.7
08001008309,2019,8309,Adams County,Colorado,538,187,281,70,0,2292,309,340,1108,259,87,85,104,34.8,52.2,13.0,0.0,13.5,14.8,48.3,11.3,3.8,3.7,4.5,1159,53574,56396,4251,2819,66.3,1432,33.7,787,18.5,498,11.7,0,0.0,62,1.5,59,1.4,26,0.6,0,0.0
08001008353,2019,8353,Adams County,Colorado,672,56,256,330,30,5435,474,481,1688,1220,471,784,317,8.3,38.1,49.1,4.5,8.7,8.9,31.1,22.4,8.7,14.4,5.8,2742,79697,88167,8538,3654,42.8,4884,57.2,2971,34.8,1050,12.3,32,0.4,504,5.9,0,0.0,0,0.0,327,3.8
08001008401,2019,8401,Adams County,Colorado,325,38,125,162,0,3415,37,203,1256,891,489,433,106,11.7,38.5,49.8,0.0,1.1,5.9,36.8,26.1,14.3,12.7,3.1,1708,70694,92655,4978,910,18.3,4068,81.7,3873,77.8,27,0.5,39,0.8,29,0.6,0,0.0,0,0.0,100,2.0
