unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2019,100,Adams County,Illinois,336,0,55,261,20,3381,36,239,1144,859,272,546,285,0.0,16.4,77.7,6.0,1.1,7.1,33.8,25.4,8.0,16.1,8.4,2202,48088,73857,4761,0,0.0,4761,100.0,4378,92.0,266,5.6,0,0.0,5,0.1,0,0.0,0,0.0,112,2.4
17001000201,2019,200,Adams County,Illinois,199,18,69,99,13,1400,50,70,424,365,118,247,126,9.0,34.7,49.7,6.5,3.6,5.0,30.3,26.1,8.4,17.6,9.0,889,44855,55392,1985,32,1.6,1953,98.4,1749,88.1,149,7.5,0,0.0,18,0.9,0,0.0,16,0.8,21,1.1
17001000202,2019,202,Adams County,Illinois,328,20,133,136,39,1527,11,53,628,338,159,208,130,6.1,40.5,41.5,11.9,0.7,3.5,41.1,22.1,10.4,13.6,8.5,970,50375,59492,2376,19,0.8,2357,99.2,2145,90.3,191,8.0,0,0.0,2,0.1,0,0.0,0,0.0,19,0.8
17001000400,2019,400,Adams County,Illinois,241,96,86,53,6,2536,106,234,1294,481,183,153,85,39.8,35.7,22.0,2.5,4.2,9.2,51.0,19.0,7.2,6.0,3.4,1316,30164,42048,3422,20,0.6,3402,99.4,2689,78.6,496,14.5,0,0.0,31,0.9,0,0.0,0,0.0,186,5.4
17001000500,2019,500,Adams County,Illinois,245,36,116,77,16,1455,73,80,592,476,69,117,48,14.7,47.3,31.4,6.5,5.0,5.5,40.7,32.7,4.7,8.0,3.3,813,41008,46992,2175,77,3.5,2098,96.5,1777,81.7,250,11.5,14,0.6,17,0.8,0,0.0,0,0.0,40,1.8
17001000600,2019,600,Adams County,Illinois,409,25,133,146,105,2741,0,145,595,705,261,577,458,6.1,32.5,35.7,25.7,0.0,5.3,21.7,25.7,9.5,21.1,16.7,1691,54950,88328,4055,6,0.1,4049,99.9,3746,92.4,150,3.7,0,0.0,32,0.8,1,0.0,50,1.2,70,1.7
17001000700,2019,700,Adams County,Illinois,175,21,26,88,40,884,41,181,270,225,12,105,50,12.0,14.9,50.3,22.9,4.6,20.5,30.5,25.5,1.4,11.9,5.7,703,19869,29956,1140,77,6.8,1063,93.2,923,81.0,117,10.3,10,0.9,7,0.6,0,0.0,0,0.0,6,0.5
17001000800,2019,800,Adams County,Illinois,118,27,78,13,0,1826,111,266,816,466,94,47,26,22.9,66.1,11.0,0.0,6.1,14.6,44.7,25.5,5.1,2.6,1.4,1113,26738,40140,2583,155,6.0,2428,94.0,1957,75.8,458,17.7,0,0.0,13,0.5,0,0.0,0,0.0,0,0.0
17001000900,2019,900,Adams County,Illinois,662,58,342,240,22,1538,51,38,540,435,166,230,78,8.8,51.7,36.3,3.3,3.3,2.5,35.1,28.3,10.8,15.0,5.1,1175,46897,61792,2846,12,0.4,2834,99.6,2668,93.7,78,2.7,0,0.0,0,0.0,0,0.0,0,0.0,88,3.1
17001001001,2019,1001,Adams County,Illinois,179,0,100,31,48,2369,20,48,900,567,296,382,156,0.0,55.9,17.3,26.8,0.8,2.0,38.0,23.9,12.5,16.1,6.6,1474,55708,62044,3478,157,4.5,3321,95.5,3293,94.7,0,0.0,9,0.3,8,0.2,0,0.0,0,0.0,11,0.3
