School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Fairfield Comm High School,Fairfield Comm H S Dist 225,462.7,448.4,94.0,94.0,Illinois,38.37457440000001,-88.36347359999999,300 West King Street,62837,Wayne County,Fairfield,17191,"300 West King Street, Fairfield, Illinois, 62837",955200,17191955200,2021.0,955200.0,Wayne County,Illinois,244.0,44.0,22.0,170.0,8.0,2117.0,188.0,122.0,718.0,478.0,310.0,199.0,102.0,18.0,9.0,69.7,3.3,8.9,5.8,33.9,22.6,14.6,9.4,4.8,1319.0,44622.0,55131.0,3070.0,77.0,2.5,2993.0,97.5,2796.0,91.1,141.0,4.6,0.0,0.0,28.0,0.9,0.0,0.0,0.0,0.0,28.0,0.9
Grayville Jr Sr High School,Grayville CUSD 1,492.3,448.5,13.0,13.0,Illinois,38.2583236,-88.0055541,728 West North Street,62844,White County,Grayville,17193,"728 West North Street, Grayville, Illinois, 62844",958200,17193958200,2021.0,958200.0,White County,Illinois,202.0,41.0,65.0,90.0,6.0,2049.0,34.0,197.0,774.0,440.0,288.0,260.0,56.0,20.3,32.2,44.6,3.0,1.7,9.6,37.8,21.5,14.1,12.7,2.7,1185.0,58039.0,68384.0,2914.0,44.0,1.5,2870.0,98.5,2804.0,96.2,26.0,0.9,4.0,0.1,5.0,0.2,0.0,0.0,0.0,0.0,31.0,1.1
Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD,431.0,422.2,41.0,41.0,Illinois,38.0298072,-88.3044908,,N/A,White County,N/A,17193,,958400,17193958400,2021.0,958400.0,White County,Illinois,169.0,18.0,39.0,109.0,3.0,1926.0,43.0,86.0,698.0,483.0,325.0,196.0,95.0,10.7,23.1,64.5,1.8,2.2,4.5,36.2,25.1,16.9,10.2,4.9,1046.0,52786.0,69204.0,2866.0,72.0,2.5,2794.0,97.5,2765.0,96.5,9.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.7
Carmi-White County High School,Carmi-White County CUSD 5,470.9,458.0,81.0,81.0,Illinois,38.0839666,-88.1708438,800 West Main Street,62821,White County,Carmi,17193,"800 West Main Street, Carmi, Illinois, 62821",958100,17193958100,2021.0,958100.0,White County,Illinois,123.0,13.0,57.0,17.0,36.0,2545.0,137.0,174.0,790.0,463.0,482.0,296.0,203.0,10.6,46.3,13.8,29.3,5.4,6.8,31.0,18.2,18.9,11.6,8.0,1537.0,58794.0,70191.0,3430.0,11.0,0.3,3419.0,99.7,3299.0,96.2,44.0,1.3,7.0,0.2,64.0,1.9,0.0,0.0,0.0,0.0,5.0,0.1
Christopher High,Christopher USD 99,431.8,431.1,57.0,57.0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,021701,17179021701,2021.0,21701.0,Tazewell County,Illinois,384.0,82.0,111.0,114.0,77.0,3911.0,19.0,156.0,921.0,918.0,449.0,1009.0,439.0,21.4,28.9,29.7,20.1,0.5,4.0,23.5,23.5,11.5,25.8,11.2,2351.0,86202.0,97340.0,5805.0,110.0,1.9,5695.0,98.1,5626.0,96.9,16.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.9
Benton Cons High School,Benton Cons HSD 103,478.0,465.5,132.0,132.0,Illinois,37.9972422,-88.9126979,511 East Main Street,62812,Franklin County,Benton,17055,"511 East Main Street, Benton, Illinois, 62812",040600,17055040600,2021.0,40600.0,Franklin County,Illinois,233.0,47.0,71.0,78.0,37.0,1964.0,46.0,238.0,614.0,311.0,240.0,403.0,112.0,20.2,30.5,33.5,15.9,2.3,12.1,31.3,15.8,12.2,20.5,5.7,1178.0,46650.0,65200.0,2811.0,20.0,0.7,2791.0,99.3,2651.0,94.3,51.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.2
Frankfort Community High Schoo,Frankfort CUSD 168,445.3,427.3,88.0,88.0,Illinois,37.8983946,-88.9207706,601 East Main Street,62896,Franklin County,West Frankfort,17055,"601 East Main Street, West Frankfort, Illinois, 62896",041000,17055041000,2021.0,41000.0,Franklin County,Illinois,146.0,37.0,52.0,57.0,0.0,1858.0,61.0,264.0,687.0,496.0,235.0,95.0,20.0,25.3,35.6,39.0,0.0,3.3,14.2,37.0,26.7,12.6,5.1,1.1,1181.0,29712.0,41937.0,2734.0,1.0,0.0,2733.0,100.0,2628.0,96.1,19.0,0.7,6.0,0.2,19.0,0.7,0.0,0.0,0.0,0.0,61.0,2.2
Thompsonville High School,Thompsonville CUSD 174,448.6,435.7,28.0,28.0,Illinois,37.9191199,-88.7659753,21191 Shawneetown Road,62890,Franklin County,Thompsonville,17055,"21191 Shawneetown Road, Thompsonville, Illinois, 62890",041200,17055041200,2021.0,41200.0,Franklin County,Illinois,247.0,35.0,81.0,114.0,17.0,2616.0,145.0,221.0,806.0,701.0,338.0,301.0,104.0,14.2,32.8,46.2,6.9,5.5,8.4,30.8,26.8,12.9,11.5,4.0,1551.0,56798.0,68042.0,3721.0,82.0,2.2,3639.0,97.8,3572.0,96.0,5.0,0.1,3.0,0.1,0.0,0.0,0.0,0.0,11.0,0.3,48.0,1.3
Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,463.8,447.7,39.0,39.0,Illinois,37.93472670000001,-89.059528,4989 Illinois 148,62865,Franklin County,Mulkeytown,17055,"4989 Illinois 148, Mulkeytown, Illinois, 62865",040400,17055040400,2021.0,40400.0,Franklin County,Illinois,239.0,44.0,73.0,115.0,7.0,2718.0,109.0,137.0,1008.0,690.0,342.0,380.0,52.0,18.4,30.5,48.1,2.9,4.0,5.0,37.1,25.4,12.6,14.0,1.9,1587.0,50578.0,58932.0,3604.0,40.0,1.1,3564.0,98.9,3426.0,95.1,69.0,1.9,10.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.6
Sesser-Valier High School,Sesser-Valier CUSD 196,499.3,477.1,42.0,42.0,Illinois,38.0797157,-89.0678405,4626 Illinois 154,62884,Franklin County,Sesser,17055,"4626 Illinois 154, Sesser, Illinois, 62884",040100,17055040100,2021.0,40100.0,Franklin County,Illinois,231.0,6.0,124.0,89.0,12.0,1934.0,24.0,108.0,615.0,605.0,218.0,288.0,76.0,2.6,53.7,38.5,5.2,1.2,5.6,31.8,31.3,11.3,14.9,3.9,1093.0,59340.0,69386.0,2752.0,63.0,2.3,2689.0,97.7,2595.0,94.3,0.0,0.0,0.0,0.0,63.0,2.3,0.0,0.0,0.0,0.0,31.0,1.1
Goreville High School,Goreville CUD 1,478.1,479.2,36.0,36.0,Illinois,37.5533523,-88.97849269999999,201 South Ferne Clyffe Road,62939,Johnson County,Goreville,17087,"201 South Ferne Clyffe Road, Goreville, Illinois, 62939",977700,17087977700,2021.0,977700.0,Johnson County,Illinois,272.0,19.0,73.0,180.0,0.0,2113.0,46.0,152.0,591.0,537.0,269.0,406.0,112.0,7.0,26.8,66.2,0.0,2.2,7.2,28.0,25.4,12.7,19.2,5.3,1179.0,63424.0,69325.0,3055.0,17.0,0.6,3038.0,99.4,3029.0,99.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.3
Vienna High School,Vienna HSD 133,469.0,445.5,77.0,77.0,Illinois,37.42037639999999,-88.90306,,N/A,Johnson County,N/A,17087,,977800,17087977800,2021.0,977800.0,Johnson County,Illinois,284.0,67.0,88.0,112.0,17.0,2443.0,97.0,202.0,809.0,641.0,272.0,350.0,72.0,23.6,31.0,39.4,6.0,4.0,8.3,33.1,26.2,11.1,14.3,2.9,1268.0,43958.0,58080.0,3570.0,56.0,1.6,3514.0,98.4,3416.0,95.7,10.0,0.3,0.0,0.0,6.0,0.2,0.0,0.0,0.0,0.0,82.0,2.3
Massac County High School,Massac UD 1,479.2,446.5,129.0,129.0,Illinois,37.182648,-88.72228799999999,2841 Old Marion Road,62960,Massac County,Metropolis,17127,"2841 Old Marion Road, Metropolis, Illinois, 62960",970100,17127970100,2021.0,970100.0,Massac County,Illinois,359.0,113.0,50.0,196.0,0.0,3099.0,69.0,204.0,961.0,1005.0,521.0,266.0,73.0,31.5,13.9,54.6,0.0,2.2,6.6,31.0,32.4,16.8,8.6,2.4,1648.0,66280.0,79877.0,4529.0,54.0,1.2,4475.0,98.8,4062.0,89.7,307.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,2.3
Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,475.5,486.4,11.0,11.0,Illinois,37.212685,-88.8451532,911 Joppa North Avenue,62953,Massac County,Joppa,17127,"911 Joppa North Avenue, Joppa, Illinois, 62953",970100,17127970100,2021.0,970100.0,Massac County,Illinois,359.0,113.0,50.0,196.0,0.0,3099.0,69.0,204.0,961.0,1005.0,521.0,266.0,73.0,31.5,13.9,54.6,0.0,2.2,6.6,31.0,32.4,16.8,8.6,2.4,1648.0,66280.0,79877.0,4529.0,54.0,1.2,4475.0,98.8,4062.0,89.7,307.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,2.3
Johnston City High School,Johnston City CUSD 1,453.3,448.0,81.0,81.0,Illinois,37.8265263,-88.92484759999999,1500 Jefferson Avenue,62951,Williamson County,Johnston City,17199,"1500 Jefferson Avenue, Johnston City, Illinois, 62951",020700,17199020700,2021.0,20700.0,Williamson County,Illinois,387.0,79.0,225.0,83.0,0.0,3254.0,83.0,95.0,928.0,800.0,537.0,496.0,315.0,20.4,58.1,21.4,0.0,2.6,2.9,28.5,24.6,16.5,15.2,9.7,1799.0,60750.0,69756.0,4436.0,17.0,0.4,4419.0,99.6,4300.0,96.9,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,2.5
Marion High School,Marion CUSD 2,466.5,447.2,249.0,249.0,Illinois,37.7154515,-88.9431467,1700 Wildcat Road,62959,Williamson County,Marion,17199,"1700 Wildcat Road, Marion, Illinois, 62959",021200,17199021200,2021.0,21200.0,Williamson County,Illinois,242.0,13.0,76.0,132.0,21.0,3039.0,40.0,98.0,1057.0,692.0,413.0,495.0,244.0,5.4,31.4,54.5,8.7,1.3,3.2,34.8,22.8,13.6,16.3,8.0,1898.0,46975.0,69853.0,4190.0,122.0,2.9,4068.0,97.1,3521.0,84.0,230.0,5.5,0.0,0.0,63.0,1.5,0.0,0.0,0.0,0.0,254.0,6.1
Crab Orchard High School,Crab Orchard CUSD 3,478.5,464.1,27.0,27.0,Illinois,37.7261901,-88.805973,19189 Bailey Street,62959,Williamson County,Marion,17199,"19189 Bailey Street, Marion, Illinois, 62959",020802,17199020802,2021.0,20802.0,Williamson County,Illinois,302.0,50.0,47.0,173.0,32.0,2864.0,91.0,197.0,1148.0,706.0,354.0,218.0,150.0,16.6,15.6,57.3,10.6,3.2,6.9,40.1,24.7,12.4,7.6,5.2,1550.0,66042.0,84468.0,4111.0,88.0,2.1,4023.0,97.9,3958.0,96.3,0.0,0.0,6.0,0.1,7.0,0.2,0.0,0.0,0.0,0.0,52.0,1.3
Herrin High School,Herrin CUSD 4,487.9,468.1,140.0,140.0,Illinois,37.809813,-89.02204259999999,700 North 10th Street,62948,Williamson County,Herrin,17199,"700 North 10th Street, Herrin, Illinois, 62948",020500,17199020500,2021.0,20500.0,Williamson County,Illinois,341.0,34.0,123.0,172.0,12.0,2460.0,34.0,75.0,827.0,696.0,244.0,339.0,245.0,10.0,36.1,50.4,3.5,1.4,3.0,33.6,28.3,9.9,13.8,10.0,1541.0,48497.0,62500.0,3628.0,180.0,5.0,3448.0,95.0,3326.0,91.7,67.0,1.8,6.0,0.2,26.0,0.7,0.0,0.0,0.0,0.0,23.0,0.6
Carterville High School,Carterville CUSD 5,525.4,505.9,154.0,154.0,Illinois,37.758909,-89.10749799999999,1415 West Grand Avenue,62918,Williamson County,Carterville,17199,"1415 West Grand Avenue, Carterville, Illinois, 62918",020202,17199020202,2021.0,20202.0,Williamson County,Illinois,49.0,0.0,0.0,38.0,11.0,1738.0,67.0,60.0,237.0,285.0,198.0,447.0,444.0,0.0,0.0,77.6,22.4,3.9,3.5,13.6,16.4,11.4,25.7,25.5,1005.0,78954.0,103892.0,2585.0,70.0,2.7,2515.0,97.3,2292.0,88.7,90.0,3.5,0.0,0.0,107.0,4.1,0.0,0.0,0.0,0.0,26.0,1.0
Coal City High School,Coal City CUSD 1,489.3,493.3,153.0,153.0,Illinois,41.28623839999999,-88.300541,655 West Division Street,60416,Grundy County,Coal City,17063,"655 West Division Street, Coal City, Illinois, 60416",000800,17063000800,2021.0,800.0,Grundy County,Illinois,417.0,21.0,119.0,247.0,30.0,3537.0,53.0,96.0,1169.0,929.0,437.0,637.0,216.0,5.0,28.5,59.2,7.2,1.5,2.7,33.1,26.3,12.4,18.0,6.1,2028.0,87717.0,105433.0,5279.0,123.0,2.3,5156.0,97.7,4934.0,93.5,98.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,120.0,2.3
Gardner-South Wilmington Twp H,Gardner S Wilmington Twp HSD 7,500.6,492.9,49.0,49.0,Illinois,41.2081552,-88.3044908,,N/A,Grundy County,N/A,17063,,000900,17063000900,2021.0,900.0,Grundy County,Illinois,328.0,26.0,195.0,90.0,17.0,2482.0,44.0,142.0,1119.0,643.0,191.0,227.0,116.0,7.9,59.5,27.4,5.2,1.8,5.7,45.1,25.9,7.7,9.1,4.7,1391.0,74323.0,87977.0,3746.0,446.0,11.9,3300.0,88.1,3217.0,85.9,8.0,0.2,4.0,0.1,40.0,1.1,0.0,0.0,0.0,0.0,31.0,0.8
Morris Community High School,Morris CHSD 101,491.8,490.4,199.0,199.0,Illinois,41.3654961,-88.4336885,1000 Union Street,60450,Grundy County,Morris,17063,"1000 Union Street, Morris, Illinois, 60450",000400,17063000400,2021.0,400.0,Grundy County,Illinois,502.0,79.0,295.0,99.0,29.0,4171.0,58.0,282.0,1228.0,1232.0,321.0,673.0,377.0,15.7,58.8,19.7,5.8,1.4,6.8,29.4,29.5,7.7,16.1,9.0,2498.0,64296.0,81367.0,5924.0,614.0,10.4,5310.0,89.6,5003.0,84.5,40.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,4.5
Minooka Community High School,Minooka CHSD 111,507.0,491.3,631.0,631.0,Illinois,41.4496177,-88.2636079,301 South Wabena Avenue,60447,Grundy County,Minooka,17063,"301 South Wabena Avenue, Minooka, Illinois, 60447",000102,17063000102,2021.0,102.0,Grundy County,Illinois,613.0,59.0,164.0,246.0,144.0,5175.0,187.0,161.0,1577.0,1320.0,423.0,1032.0,475.0,9.6,26.8,40.1,23.5,3.6,3.1,30.5,25.5,8.2,19.9,9.2,2775.0,89144.0,110991.0,8145.0,1357.0,16.7,6788.0,83.3,6550.0,80.4,35.0,0.4,17.0,0.2,64.0,0.8,26.0,0.3,26.0,0.3,70.0,0.9
Newark Comm High School,Newark CHSD 18,515.7,485.7,44.0,44.0,Illinois,41.4920113,-88.5371958,,N/A,Kendall County,N/A,17093,,890703,17093890703,2021.0,890703.0,Kendall County,Illinois,759.0,73.0,178.0,495.0,13.0,5109.0,33.0,87.0,1366.0,1486.0,694.0,844.0,599.0,9.6,23.5,65.2,1.7,0.6,1.7,26.7,29.1,13.6,16.5,11.7,2564.0,102960.0,115762.0,8794.0,1770.0,20.1,7024.0,79.9,5795.0,65.9,929.0,10.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,297.0,3.4
Plano High School,Plano CUSD 88,475.1,450.3,158.0,158.0,Illinois,41.6660558,-88.5467134,704 West Abe Street,60545,Kendall County,Plano,17093,"704 West Abe Street, Plano, Illinois, 60545",890502,17093890502,2021.0,890502.0,Kendall County,Illinois,817.0,100.0,678.0,39.0,0.0,3037.0,121.0,156.0,1197.0,511.0,410.0,380.0,262.0,12.2,83.0,4.8,0.0,4.0,5.1,39.4,16.8,13.5,12.5,8.6,1745.0,73922.0,88108.0,5005.0,1206.0,24.1,3799.0,75.9,3579.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,4.4
Yorkville High School,Yorkville CUSD 115,511.6,498.6,464.0,464.0,Illinois,41.6520685,-88.4532582,797 Game Farm Road,60560,Kendall County,Yorkville,17093,"797 Game Farm Road, Yorkville, Illinois, 60560",890401,17093890401,2021.0,890401.0,Kendall County,Illinois,872.0,364.0,79.0,343.0,86.0,4638.0,10.0,143.0,1375.0,1270.0,687.0,671.0,482.0,41.7,9.1,39.3,9.9,0.2,3.1,29.6,27.4,14.8,14.5,10.4,2291.0,104022.0,103608.0,7147.0,815.0,11.4,6332.0,88.6,5067.0,70.9,1254.0,17.5,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,6.0,0.1
Oswego High School,CUSD 308,505.8,488.7,666.0,666.0,Illinois,41.6837548,-88.34138829999999,4250 Illinois 71,60543,Kendall County,Oswego,17093,"4250 Illinois 71, Oswego, Illinois, 60543",890107,17093890107,2021.0,890107.0,Kendall County,Illinois,282.0,37.0,56.0,167.0,22.0,2808.0,56.0,95.0,649.0,531.0,292.0,845.0,340.0,13.1,19.9,59.2,7.8,2.0,3.4,23.1,18.9,10.4,30.1,12.1,1373.0,107365.0,138940.0,4273.0,413.0,9.7,3860.0,90.3,3569.0,83.5,58.0,1.4,0.0,0.0,109.0,2.6,0.0,0.0,0.0,0.0,124.0,2.9
Oswego East High School,CUSD 308,515.7,511.8,713.0,713.0,Illinois,41.7000434,-88.2805407,1525 Harvey Road,60543,Kendall County,Oswego,17093,"1525 Harvey Road, Oswego, Illinois, 60543",890105,17093890105,2021.0,890104.0,Kendall County,Illinois,713.0,71.0,350.0,121.0,171.0,5171.0,103.0,300.0,846.0,939.0,476.0,1766.0,741.0,10.0,49.1,17.0,24.0,2.0,5.8,16.4,18.2,9.2,34.2,14.3,2652.0,127847.0,132467.0,8473.0,1123.0,13.3,7350.0,86.7,5335.0,63.0,663.0,7.8,37.0,0.4,613.0,7.2,0.0,0.0,0.0,0.0,702.0,8.3
Astoria High School,Astoria CUSD 1,451.8,420.6,17.0,17.0,Illinois,40.2294616,-90.3524925,402 North Jefferson Street,61501,Fulton County,Astoria,17057,"402 North Jefferson Street, Astoria, Illinois, 61501",953900,17057953900,2021.0,953900.0,Fulton County,Illinois,168.0,22.0,97.0,49.0,0.0,1739.0,23.0,97.0,772.0,461.0,193.0,145.0,48.0,13.1,57.7,29.2,0.0,1.3,5.6,44.4,26.5,11.1,8.3,2.8,1156.0,50500.0,60519.0,2454.0,40.0,1.6,2414.0,98.4,2385.0,97.2,2.0,0.1,1.0,0.0,6.0,0.2,0.0,0.0,18.0,0.7,2.0,0.1
V I T Sr High School,V I T CUSD 2,461.0,441.4,21.0,21.0,Illinois,40.3576325,-90.4190562,1500 US Highway 136,61482,Fulton County,Table Grove,17057,"1500 US Highway 136, Table Grove, Illinois, 61482",953100,17057953100,2021.0,953100.0,Fulton County,Illinois,145.0,4.0,54.0,77.0,10.0,1761.0,44.0,110.0,734.0,433.0,171.0,227.0,42.0,2.8,37.2,53.1,6.9,2.5,6.2,41.7,24.6,9.7,12.9,2.4,948.0,58387.0,65382.0,2556.0,20.0,0.8,2536.0,99.2,2422.0,94.8,2.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.3,103.0,4.0
Cuba Sr High School,CUSD 3 Fulton County,471.7,432.9,24.0,24.0,Illinois,40.4797288,-90.18751990000001,20325 North State Route 97,61427,Fulton County,Cuba,17057,"20325 North State Route 97, Cuba, Illinois, 61427",953200,17057953200,2021.0,953200.0,Fulton County,Illinois,239.0,50.0,86.0,80.0,23.0,1749.0,60.0,72.0,637.0,387.0,165.0,281.0,147.0,20.9,36.0,33.5,9.6,3.4,4.1,36.4,22.1,9.4,16.1,8.4,1029.0,59313.0,81314.0,2561.0,53.0,2.1,2508.0,97.9,2328.0,90.9,18.0,0.7,4.0,0.2,0.0,0.0,0.0,0.0,2.0,0.1,156.0,6.1
Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,496.1,476.1,18.0,18.0,Illinois,40.6751345,-90.1869644,,N/A,Fulton County,N/A,17057,,952900,17057952900,2021.0,952900.0,Fulton County,Illinois,127.0,28.0,41.0,54.0,4.0,2266.0,12.0,127.0,743.0,474.0,411.0,374.0,125.0,22.0,32.3,42.5,3.1,0.5,5.6,32.8,20.9,18.1,16.5,5.5,1274.0,62578.0,81394.0,3054.0,0.0,0.0,3054.0,100.0,3041.0,99.6,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,11.0,0.4
Canton High School,Canton Union SD 66,484.9,479.7,149.0,149.0,Illinois,40.5686463,-90.03421940000001,1001 North Main Street,61520,Fulton County,Canton,17057,"1001 North Main Street, Canton, Illinois, 61520",953300,17057953300,2021.0,953300.0,Fulton County,Illinois,230.0,10.0,106.0,96.0,18.0,2621.0,20.0,110.0,868.0,474.0,217.0,479.0,453.0,4.3,46.1,41.7,7.8,0.8,4.2,33.1,18.1,8.3,18.3,17.3,1590.0,64914.0,92119.0,3356.0,67.0,2.0,3289.0,98.0,3252.0,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.1
Lewistown Jr/Sr High School,Lewistown CUSD 97,456.3,428.3,41.0,41.0,Illinois,40.3496353,-90.11206960000001,,N/A,Fulton County,N/A,17057,,953700,17057953700,2021.0,953700.0,Fulton County,Illinois,202.0,10.0,68.0,53.0,71.0,1745.0,31.0,140.0,657.0,458.0,189.0,181.0,89.0,5.0,33.7,26.2,35.1,1.8,8.0,37.7,26.2,10.8,10.4,5.1,1022.0,56204.0,68211.0,2369.0,32.0,1.4,2337.0,98.6,2321.0,98.0,1.0,0.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3
Illini West High School,Illini West H S Dist 307,476.6,452.4,67.0,67.0,Illinois,40.421283,-91.13322199999999,600 Miller Street,62321,Hancock County,Carthage,17067,"600 Miller Street, Carthage, Illinois, 62321",953800,17067953800,2021.0,953800.0,Hancock County,Illinois,179.0,5.0,74.0,92.0,8.0,2035.0,26.0,88.0,548.0,393.0,182.0,566.0,232.0,2.8,41.3,51.4,4.5,1.3,4.3,26.9,19.3,8.9,27.8,11.4,1260.0,69615.0,79658.0,2625.0,103.0,3.9,2522.0,96.1,2421.0,92.2,15.0,0.6,6.0,0.2,6.0,0.2,0.0,0.0,0.0,0.0,74.0,2.8
Warsaw Sr High School,Warsaw CUSD 316,514.2,472.0,45.0,45.0,Illinois,40.3544654,-91.4290924,340 South 11 Street,62379,Hancock County,Warsaw,17067,"340 South 11 Street, Warsaw, Illinois, 62379",954200,17067954200,2021.0,954200.0,Hancock County,Illinois,97.0,26.0,57.0,14.0,0.0,1680.0,11.0,107.0,602.0,349.0,234.0,250.0,127.0,26.8,58.8,14.4,0.0,0.7,6.4,35.8,20.8,13.9,14.9,7.6,996.0,62500.0,77853.0,2294.0,16.0,0.7,2278.0,99.3,2235.0,97.4,4.0,0.2,0.0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,35.0,1.5
Hamilton High School,Hamilton CCSD 328,492.7,471.0,30.0,30.0,Illinois,40.3961305,-91.3440936,1100 Keokuk Street,62341,Hancock County,Hamilton,17067,"1100 Keokuk Street, Hamilton, Illinois, 62341",954100,17067954100,2021.0,954100.0,Hancock County,Illinois,159.0,28.0,42.0,89.0,0.0,2212.0,45.0,95.0,637.0,512.0,345.0,443.0,135.0,17.6,26.4,56.0,0.0,2.0,4.3,28.8,23.1,15.6,20.0,6.1,1250.0,53519.0,89576.0,3165.0,5.0,0.2,3160.0,99.8,3042.0,96.1,43.0,1.4,0.0,0.0,23.0,0.7,0.0,0.0,0.0,0.0,52.0,1.6
Southeastern Jr/Sr High School,Southeastern CUSD 337,445.9,449.0,29.0,29.0,Illinois,40.22776700000001,-90.95126069999999,90 West Green Street,62311,Hancock County,Augusta,17067,"90 West Green Street, Augusta, Illinois, 62311",954300,17067954300,2021.0,954300.0,Hancock County,Illinois,266.0,55.0,116.0,93.0,2.0,2583.0,28.0,188.0,955.0,569.0,359.0,323.0,161.0,20.7,43.6,35.0,0.8,1.1,7.3,37.0,22.0,13.9,12.5,6.2,1421.0,57904.0,68872.0,3819.0,39.0,1.0,3780.0,99.0,3670.0,96.1,33.0,0.9,0.0,0.0,8.0,0.2,0.0,0.0,0.0,0.0,69.0,1.8
West Prairie Senior High Schoo,West Prairie CUSD 103,473.4,436.9,29.0,29.0,Illinois,40.5094705,-90.86751339999999,,N/A,McDonough County,N/A,17109,,010200,17109010200,2021.0,10200.0,McDonough County,Illinois,220.0,11.0,89.0,102.0,18.0,1355.0,18.0,52.0,529.0,309.0,197.0,211.0,39.0,5.0,40.5,46.4,8.2,1.3,3.8,39.0,22.8,14.5,15.6,2.9,752.0,58750.0,70497.0,1980.0,12.0,0.6,1968.0,99.4,1874.0,94.6,2.0,0.1,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,73.0,3.7
Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,459.8,437.0,40.0,40.0,Illinois,40.560101,-90.514437,847 Walnut Street,61422,McDonough County,Bushnell,17109,"847 Walnut Street, Bushnell, Illinois, 61422",010100,17109010100,2021.0,10100.0,McDonough County,Illinois,350.0,59.0,222.0,69.0,0.0,2284.0,65.0,138.0,1069.0,536.0,232.0,128.0,116.0,16.9,63.4,19.7,0.0,2.8,6.0,46.8,23.5,10.2,5.6,5.1,1357.0,53920.0,57882.0,3376.0,24.0,0.7,3352.0,99.3,3216.0,95.3,7.0,0.2,0.0,0.0,10.0,0.3,0.0,0.0,47.0,1.4,72.0,2.1
