School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation
Clay City High School,Clay City CUSD 10,534.0,492.0,10.0,10.0
North Clay Community High Scho,North Clay CUSD 25,460.6,467.5,48.0,48.0
Flora High School,Flora CUSD 35,460.4,439.4,77.0,77.0
Hutsonville High School,Hutsonville CUSD 1,473.6,450.4,28.0,28.0
Robinson High School,Robinson CUSD 2,473.2,466.1,109.0,109.0
Palestine High School,Palestine CUSD 3,471.1,468.3,18.0,18.0
Oblong High School,Oblong CUSD 4,447.1,453.9,41.0,41.0
Newton Comm High School,Jasper County CUD 1,474.2,469.7,100.0,100.0
Red Hill Jr/Sr High School,Red Hill CUSD 10,464.1,442.8,61.0,61.0
Lawrenceville High School,Lawrence County CUD 20,468.5,441.6,80.0,80.0
Richland County High School,Richland County CUSD 1,469.2,466.6,161.0,161.0
Carlyle High School,Carlyle CUSD 1,471.4,462.7,63.0,63.0
Wesclin Sr High School,Wesclin CUSD 3,503.6,491.5,89.0,89.0
Central Comm High School,Central CHSD 71,499.1,503.7,159.0,159.0
Waltonville High School,Waltonville CUSD 1,454.8,457.3,33.0,33.0
Mount Vernon High School,Mt Vernon Twp HSD 201,447.5,438.7,240.0,240.0
Woodlawn High School,Woodlawn Unit School District ,488.3,467.7,52.0,52.0
Webber High School,Bluford Unit School District 3,456.1,440.0,28.0,28.0
Patoka Sr High School,Patoka CUSD 100,485.4,466.9,13.0,13.0
Centralia High School,Centralia HSD 200,470.6,466.9,143.0,143.0
South Central High School,South Central CUD 401,479.5,454.1,59.0,59.0
Sandoval Sr High School,Sandoval CUSD 501,424.5,407.5,20.0,20.0
Salem Community High School,Salem CHSD 600,459.3,458.6,141.0,141.0
Odin Attendance Center 9-12,Odin PSD 722,446.4,438.6,14.0,14.0
Okawville Jr/Sr High School,West Washington Co CUD 10,494.0,495.2,42.0,42.0
Nashville Comm High School,Nashville CHSD 99,484.9,469.6,101.0,101.0
Amundsen High School,City of Chicago SD 299,487.3,475.9,311.0,311.0
Bogan High School,City of Chicago SD 299,400.1,391.6,176.0,176.0
Carver Military Academy HS,City of Chicago SD 299,448.8,431.5,93.0,93.0
Farragut Career Academy HS,City of Chicago SD 299,405.9,397.2,116.0,116.0
Fenger Academy High School,City of Chicago SD 299,401.3,380.0,62.0,62.0
Foreman High School,City of Chicago SD 299,401.0,390.8,120.0,120.0
Back of The Yards IB HS,City of Chicago SD 299,470.5,468.7,261.0,261.0
Gage Park High School,City of Chicago SD 299,393.5,388.6,107.0,107.0
Harlan Community Academy HS,City of Chicago SD 299,398.7,388.0,83.0,83.0
Hirsch Metropolitan High Schoo,City of Chicago SD 299,374.4,365.6,27.0,27.0
Hubbard High School,City of Chicago SD 299,440.2,416.5,425.0,425.0
Hyde Park Academy High School,City of Chicago SD 299,405.6,386.7,168.0,168.0
Thomas Kelly College Preparato,City of Chicago SD 299,434.6,430.9,419.0,419.0
Kelvyn Park High School,City of Chicago SD 299,409.7,389.8,63.0,63.0
Kennedy High School,City of Chicago SD 299,466.3,448.7,331.0,331.0
Kenwood Academy High School,City of Chicago SD 299,505.1,482.9,404.0,404.0
Lake View High School,City of Chicago SD 299,447.4,433.2,307.0,307.0
Lane Technical High School,City of Chicago SD 299,607.7,607.0,1047.0,1047.0
Marshall Metropolitan High Sch,City of Chicago SD 299,389.3,386.7,70.0,70.0
Mather High School,City of Chicago SD 299,450.2,441.2,392.0,392.0
Morgan Park High School,City of Chicago SD 299,419.4,400.3,231.0,231.0
Phillips Academy High School,City of Chicago SD 299,402.2,398.8,170.0,170.0
Roosevelt High School,City of Chicago SD 299,409.2,400.1,213.0,213.0
Schurz High School,City of Chicago SD 299,423.5,416.9,323.0,323.0
Senn High School,City of Chicago SD 299,469.5,454.0,338.0,338.0
King College Prep High School,City of Chicago SD 299,488.8,476.3,112.0,112.0
Steinmetz College Prep HS,City of Chicago SD 299,423.0,407.9,328.0,328.0
Sullivan High School,City of Chicago SD 299,429.5,420.6,65.0,65.0
Taft High School,City of Chicago SD 299,488.0,468.9,792.0,792.0
Tilden Career Communty Academy,City of Chicago SD 299,404.4,393.8,45.0,45.0
Von Steuben Metro Science HS,City of Chicago SD 299,514.1,507.0,404.0,404.0
Lincoln Park High School,City of Chicago SD 299,533.1,525.9,511.0,511.0
Washington G High School,City of Chicago SD 299,439.2,418.5,310.0,310.0
Wells Community Academy HS,City of Chicago SD 299,401.1,389.9,71.0,71.0
Crane Medical Prep HS,City of Chicago SD 299,437.8,424.9,92.0,92.0
Disney II Magnet HS,City of Chicago SD 299,486.2,463.6,112.0,112.0
Urban Prep Chtr Acad Englewood,City of Chicago SD 299,413.3,389.1,43.0,43.0
IHSCA Charter High School,City of Chicago SD 299,403.6,395.7,150.0,150.0
Urban Prep Chtr Acad Bronzevil,City of Chicago SD 299,412.3,393.7,87.0,87.0
EPIC Academy High School,City of Chicago SD 299,439.3,409.1,102.0,102.0
Legal Prep Academy Charter HS,City of Chicago SD 299,399.8,404.9,43.0,43.0
Intrinsic Charter High School,City of Chicago SD 299,451.7,452.9,154.0,154.0
CICS - Quest North Campus,City of Chicago SD 299,408.9,395.7,28.0,28.0
Noble St Chtr-Pritzker College,City of Chicago SD 299,470.2,476.4,210.0,210.0
Noble St Chtr Rauner College P,City of Chicago SD 299,464.8,454.1,129.0,129.0
Noble St Chtr-Rowe-Clark MS Ac,City of Chicago SD 299,427.5,415.6,105.0,105.0
Noble St Chtr-Golder College P,City of Chicago SD 299,455.9,437.9,170.0,170.0
Noble St Chtr-Comer College Pr,City of Chicago SD 299,437.9,435.3,188.0,188.0
Noble St Chtr-UIC College Prep,City of Chicago SD 299,466.2,448.8,233.0,233.0
Noble St Chtr-Chicago Bulls Pr,City of Chicago SD 299,462.6,456.9,243.0,243.0
Noble St Chtr-Muchin College P,City of Chicago SD 299,466.7,455.6,254.0,254.0
Noble St Chtr-Johnson College ,City of Chicago SD 299,409.5,394.7,150.0,150.0
Noble St Chtr-Hansberry Colleg,City of Chicago SD 299,434.5,418.0,116.0,116.0
Noble St Chtr-DRW Trading Coll,City of Chicago SD 299,429.1,385.5,53.0,53.0
Noble St Chtr-Butler College P,City of Chicago SD 299,415.7,406.6,148.0,148.0
Noble St Chtr-Baker Campus,City of Chicago SD 299,432.8,423.3,39.0,39.0
Noble St Chtr-Noble Campus,City of Chicago SD 299,460.7,444.3,157.0,157.0
Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,465.4,460.6,268.0,268.0
Noble St Chtr-The Noble Academ,City of Chicago SD 299,471.7,443.8,117.0,117.0
Noble St Chtr - Mansueto,City of Chicago SD 299,455.3,449.2,290.0,290.0
North Lawndale Prep Chtr-Colli,City of Chicago SD 299,410.2,389.6,96.0,96.0
Acero Chtr Sch Newtwork- Sor J,City of Chicago SD 299,423.6,409.2,25.0,25.0
Perspectives Chtr - Joslin Cam,City of Chicago SD 299,414.2,390.0,65.0,65.0
Perspectives Chtr - Leadership,City of Chicago SD 299,408.6,398.6,77.0,77.0
Chicago Vocational Career Acad,City of Chicago SD 299,401.2,386.4,192.0,192.0
Perspectives Chtr - High Schoo,City of Chicago SD 299,423.5,412.5,75.0,75.0
Dunbar Vocational Career Acad ,City of Chicago SD 299,407.5,390.4,52.0,52.0
Jones College Prep High School,City of Chicago SD 299,640.3,641.5,492.0,492.0
Prosser Career Academy HS,City of Chicago SD 299,466.0,436.8,233.0,233.0
Richards Career Academy HS,City of Chicago SD 299,384.2,372.2,67.0,67.0
Simeon Career Academy High Sch,City of Chicago SD 299,415.2,405.0,312.0,312.0
Perspectives Chtr -  IIT Campu,City of Chicago SD 299,406.4,385.0,100.0,100.0
Corliss High School,City of Chicago SD 299,389.7,385.8,64.0,64.0
Clemente Community Academy HS,City of Chicago SD 299,411.3,398.6,126.0,126.0
YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,398.5,384.6,48.0,48.0
YCCS-Austin Career Ed Cntr HS,City of Chicago SD 299,369.0,350.0,10.0,10.0
YCCS-Progressive Leadership Ac,City of Chicago SD 299,415.0,387.9,14.0,14.0
Manley Career Academy High Sch,City of Chicago SD 299,377.1,375.8,24.0,24.0
Curie Metropolitan High School,City of Chicago SD 299,444.6,440.1,624.0,624.0
YCCS-Albizu Campos Puerto Rica,City of Chicago SD 299,374.5,367.3,22.0,22.0
YCCS-Jane Addams Alternative H,City of Chicago SD 299,434.4,410.3,34.0,34.0
YCCS-Latino Youth Alternative ,City of Chicago SD 299,420.0,397.5,55.0,55.0
YCCS-West Town Academy Alt HS,City of Chicago SD 299,392.2,377.8,32.0,32.0
ASPIRA Charter - Early College,City of Chicago SD 299,416.2,391.6,86.0,86.0
Julian High School,City of Chicago SD 299,388.5,377.1,95.0,95.0
Young Magnet High School,City of Chicago SD 299,640.3,642.1,470.0,470.0
Juarez Community Academy HS,City of Chicago SD 299,437.4,417.7,369.0,369.0
Chicago HS for Agricult Scienc,City of Chicago SD 299,485.6,457.4,165.0,165.0
Hancock College Preparatory HS,City of Chicago SD 299,524.6,517.7,250.0,250.0
Brooks College Prep Academy HS,City of Chicago SD 299,549.3,522.9,200.0,200.0
Northside College Preparatory ,City of Chicago SD 299,656.2,662.0,263.0,263.0
Chicago Military Academy HS,City of Chicago SD 299,426.5,424.8,62.0,62.0
Payton College Preparatory HS,City of Chicago SD 299,675.8,675.0,288.0,288.0
Aspira Charter - Business and ,City of Chicago SD 299,421.8,401.8,130.0,130.0
Phoenix Military Academy HS,City of Chicago SD 299,476.0,442.4,126.0,126.0
Spry Community Links High Scho,City of Chicago SD 299,403.9,392.3,31.0,31.0
Chicago Academy High School,City of Chicago SD 299,476.5,451.8,144.0,144.0
Bowen High School,City of Chicago SD 299,391.3,375.9,46.0,46.0
North-Grand High School,City of Chicago SD 299,423.4,410.9,179.0,179.0
Raby High School,City of Chicago SD 299,396.7,380.2,42.0,42.0
Clark Acad Prep Magnet High Sc,City of Chicago SD 299,406.2,397.2,101.0,101.0
Rickover Naval Academy High Sc,City of Chicago SD 299,448.4,445.8,91.0,91.0
Uplift Community High School,City of Chicago SD 299,459.2,406.2,13.0,13.0
CICS - Northtown  Campus,City of Chicago SD 299,458.5,442.2,226.0,226.0
World Language High School,City of Chicago SD 299,444.5,429.3,74.0,74.0
Douglass Academy High School,City of Chicago SD 299,369.0,355.0,10.0,10.0
Devry Advantage Academy High S,City of Chicago SD 299,507.3,493.0,84.0,84.0
Lindblom Math & Science Acad H,City of Chicago SD 299,534.2,528.1,224.0,224.0
Bronzeville Scholastic HS,City of Chicago SD 299,413.3,392.5,12.0,12.0
School of Social Justice HS,City of Chicago SD 299,413.5,403.2,77.0,77.0
Multicultural Arts High School,City of Chicago SD 299,391.8,385.8,45.0,45.0
Infinity Math  Science & Tech ,City of Chicago SD 299,449.4,453.4,89.0,89.0
CICS - Ralph Ellison Campus,City of Chicago SD 299,392.0,386.0,45.0,45.0
Collins Academy High School,City of Chicago SD 299,401.3,391.0,30.0,30.0
Austin College and Career Acad,City of Chicago SD 299,381.1,384.8,71.0,71.0
Orr Academy High School,City of Chicago SD 299,403.4,390.8,73.0,73.0
Air Force Acad High School,City of Chicago SD 299,439.2,424.3,51.0,51.0
Alcott College Prep,City of Chicago SD 299,447.3,438.1,85.0,85.0
North Lawndale Prep Chtr - Chr,City of Chicago SD 299,412.8,394.3,80.0,80.0
Chicago Technology Academy HS,City of Chicago SD 299,421.2,401.8,34.0,34.0
Chicago HS for the Arts,City of Chicago SD 299,499.6,460.1,121.0,121.0
Ogden Int High School,City of Chicago SD 299,463.9,447.7,152.0,152.0
Williams Medical Prep High Sch,City of Chicago SD 299,411.8,404.7,17.0,17.0
Westinghouse High School,City of Chicago SD 299,497.1,487.3,262.0,262.0
Solorio Academy High School,City of Chicago SD 299,465.5,461.3,286.0,286.0
Acero Chtr Sch Network -  Majo,City of Chicago SD 299,449.7,423.0,145.0,145.0
South Shore Intl Col Prep HS,City of Chicago SD 299,454.0,427.1,135.0,135.0
Goode STEM Academy HS,City of Chicago SD 299,424.9,417.4,212.0,212.0
Chicago Excel Academy HS,City of Chicago SD 299,388.0,371.2,65.0,65.0
Walter Henri Dyett High School,City of Chicago SD 299,422.1,409.9,140.0,140.0
Englewood STEM High School,City of Chicago SD 299,399.0,380.0,10.0,10.0
Acero Chtr Sch Network Victori,City of Chicago SD 299,417.5,402.1,110.0,110.0
Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,433.8,414.9,90.0,90.0
Chicago Math & Sci Elem Charte,City of Chicago SD 299,478.0,503.7,81.0,81.0
Catalyst Charter - Maria ES,City of Chicago SD 299,426.6,396.4,135.0,135.0
Chicago Collegiate Charter Sch,City of Chicago SD 299,411.5,419.6,27.0,27.0
Horizon Sci Academy - Southwes,City of Chicago SD 299,426.3,425.0,24.0,24.0
CICS - Longwood Campus,City of Chicago SD 299,389.2,382.3,83.0,83.0
Marine Leadership Academy - Am,City of Chicago SD 299,465.1,436.2,124.0,124.0
Horizon Science Acad-McKinley ,Horizon Science Acad-McKinley ,477.0,449.4,53.0,53.0
ACE Amandla Charter School,ACE Amandla Charter School,405.8,388.3,12.0,12.0
Urban Prep West Charter School,Urban Prep West Charter School,401.7,379.6,24.0,24.0
Genoa-Kingston High School,Genoa Kingston CUSD 424,471.2,463.7,110.0,110.0
Indian Creek High School,Indian Creek CUSD 425,488.7,473.6,61.0,61.0
Hiawatha Jr/Sr High School,Hiawatha CUSD 426,466.9,461.3,32.0,32.0
Sycamore High School,Sycamore CUSD 427,513.2,497.2,278.0,278.0
DeKalb High School,DeKalb CUSD 428,483.2,456.3,353.0,353.0
Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,521.3,511.2,52.0,52.0
Sandwich Community High School,Sandwich CUSD 430,484.8,472.8,129.0,129.0
Somonauk High School,Somonauk CUSD 432,491.7,481.7,63.0,63.0
Clinton High School,Clinton CUSD 15,478.8,461.6,107.0,107.0
Blue Ridge High School,Blue Ridge CUSD 18,491.5,484.9,47.0,47.0
Woodland High School,Woodland CUSD 5,478.6,474.9,37.0,37.0
Tri-Point High School,Tri Point CUSD 6-J,452.4,444.8,29.0,29.0
Prairie Central High School,Prairie Central CUSD 8,471.5,471.7,117.0,117.0
Flanagan-Cornell High School,Flanagan-Cornell Dist 74,435.2,435.0,42.0,42.0
Pontiac High School,Pontiac Twp HSD 90,485.4,477.6,160.0,160.0
Dwight High School,Dwight Twp HSD 230,447.5,473.8,48.0,48.0
Hartsburg-Emden Jr-Sr High Sch,Hartsburg Emden CUSD 21,460.6,445.0,16.0,16.0
Mount Pulaski High School,Mt Pulaski CUSD 23,512.4,487.9,38.0,38.0
Lincoln Comm High School,Lincoln CHSD 404,484.4,465.8,210.0,210.0
LeRoy High School,LeRoy CUSD 2,495.3,482.4,49.0,49.0
Tri-Valley High School,Tri Valley CUSD 3,543.9,534.9,70.0,70.0
Heyworth Jr-Sr High School,Heyworth CUSD 4,471.0,473.9,59.0,59.0
Normal Community High School,McLean County USD 5,519.4,519.0,488.0,488.0
Normal Community West High Sch,McLean County USD 5,501.3,490.4,362.0,362.0
Lexington High School,Lexington CUSD 7,484.1,480.0,32.0,32.0
Olympia High School,Olympia CUSD 16,507.9,495.3,104.0,104.0
Ridgeview High School,Ridgeview CUSD 19,455.2,448.1,42.0,42.0
Bloomington High School,Bloomington SD 87,493.0,472.7,211.0,211.0
Hinsdale Central High School,Hinsdale Twp HSD 86,599.7,605.1,647.0,647.0
Hinsdale South High School,Hinsdale Twp HSD 86,535.5,529.6,300.0,300.0
Glenbard East High School,Glenbard Twp HSD 87,494.8,487.8,538.0,538.0
Glenbard North High School,Glenbard Twp HSD 87,502.4,488.4,556.0,556.0
Glenbard West High School,Glenbard Twp HSD 87,552.7,551.8,548.0,548.0
Glenbard South High School,Glenbard Twp HSD 87,525.2,529.3,244.0,244.0
