unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
05001480100,2020,480100,Arkansas County,Arkansas,572,50482,55869
05001480200,2020,480200,Arkansas County,Arkansas,530,64400,76228
05001480300,2020,480300,Arkansas County,Arkansas,1154,59295,74186
05001480400,2020,480400,Arkansas County,Arkansas,1017,19542,47967
05001480500,2020,480500,Arkansas County,Arkansas,1513,60972,69573
05001480600,2020,480600,Arkansas County,Arkansas,845,59957,67314
05001480700,2020,480700,Arkansas County,Arkansas,1205,35372,50645
05001480800,2020,480800,Arkansas County,Arkansas,580,55588,71151
05003960100,2020,960100,Ashley County,Arkansas,629,40050,46803
05003960200,2020,960200,Ashley County,Arkansas,1050,46659,61116
05003960300,2020,960300,Ashley County,Arkansas,1699,36861,59283
05003960400,2020,960400,Ashley County,Arkansas,618,43750,52857
05003960500,2020,960500,Ashley County,Arkansas,895,53869,57003
05003960600,2020,960600,Ashley County,Arkansas,2159,42917,64351
05003960700,2020,960700,Ashley County,Arkansas,666,44605,62924
05005950100,2020,950100,Baxter County,Arkansas,2356,38258,53178
05005950200,2020,950200,Baxter County,Arkansas,2104,51250,78657
05005950300,2020,950300,Baxter County,Arkansas,2368,42175,52395
05005950400,2020,950400,Baxter County,Arkansas,1466,41898,72516
05005950500,2020,950500,Baxter County,Arkansas,1878,46042,60450
05005950600,2020,950600,Baxter County,Arkansas,1730,40057,75609
05005950700,2020,950700,Baxter County,Arkansas,1582,44664,54175
05005950801,2020,950801,Baxter County,Arkansas,1936,51130,64807
05005950802,2020,950802,Baxter County,Arkansas,838,45774,59960
05005950900,2020,950900,Baxter County,Arkansas,2469,38657,49939
05007020102,2020,20102,Benton County,Arkansas,3203,97969,108137
05007020103,2020,20103,Benton County,Arkansas,1314,61905,75657
05007020104,2020,20104,Benton County,Arkansas,544,78750,99523
05007020201,2020,20201,Benton County,Arkansas,1821,52438,88668
05007020203,2020,20203,Benton County,Arkansas,1006,70250,113693
05007020205,2020,20205,Benton County,Arkansas,1947,47788,60355
05007020206,2020,20206,Benton County,Arkansas,2468,55365,62027
05007020301,2020,20301,Benton County,Arkansas,1847,37652,43116
05007020302,2020,20302,Benton County,Arkansas,1618,53981,71773
05007020304,2020,20304,Benton County,Arkansas,1667,55946,71520
05007020305,2020,20305,Benton County,Arkansas,1452,73542,77024
05007020401,2020,20401,Benton County,Arkansas,2414,56667,76580
05007020402,2020,20402,Benton County,Arkansas,1841,59020,75908
05007020404,2020,20404,Benton County,Arkansas,1753,60641,65462
05007020405,2020,20405,Benton County,Arkansas,1706,103462,133533
05007020501,2020,20501,Benton County,Arkansas,2218,75245,120141
05007020503,2020,20503,Benton County,Arkansas,1790,62500,68527
05007020504,2020,20504,Benton County,Arkansas,1346,48421,71425
05007020604,2020,20604,Benton County,Arkansas,1816,80256,104420
05007020605,2020,20605,Benton County,Arkansas,1551,88818,109779
05007020606,2020,20606,Benton County,Arkansas,1535,127981,200116
05007020607,2020,20607,Benton County,Arkansas,3907,83624,105777
05007020608,2020,20608,Benton County,Arkansas,1251,96188,105577
05007020701,2020,20701,Benton County,Arkansas,2137,78166,101288
05007020703,2020,20703,Benton County,Arkansas,1932,79926,101403
05007020704,2020,20704,Benton County,Arkansas,1727,72319,94783
05007020801,2020,20801,Benton County,Arkansas,1968,86103,105796
05007020803,2020,20803,Benton County,Arkansas,1954,69250,166821
05007020805,2020,20805,Benton County,Arkansas,1980,52664,92429
05007020806,2020,20806,Benton County,Arkansas,2408,83739,185343
05007020903,2020,20903,Benton County,Arkansas,1693,77340,98512
05007020904,2020,20904,Benton County,Arkansas,2135,96459,98323
05007020905,2020,20905,Benton County,Arkansas,1019,67546,80938
05007020906,2020,20906,Benton County,Arkansas,1620,83033,92131
05007021001,2020,21001,Benton County,Arkansas,1924,49659,65292
05007021003,2020,21003,Benton County,Arkansas,1148,59111,68488
05007021004,2020,21004,Benton County,Arkansas,1575,62717,65671
05007021101,2020,21101,Benton County,Arkansas,1795,56811,63818
05007021102,2020,21102,Benton County,Arkansas,1223,60054,62409
05007021201,2020,21201,Benton County,Arkansas,1481,59141,89866
05007021202,2020,21202,Benton County,Arkansas,1138,41778,51144
05007021304,2020,21304,Benton County,Arkansas,3225,87140,104794
05007021305,2020,21305,Benton County,Arkansas,2334,70169,91013
05007021306,2020,21306,Benton County,Arkansas,1709,188542,245537
05007021308,2020,21308,Benton County,Arkansas,2056,139787,172860
05007021312,2020,21312,Benton County,Arkansas,1625,52760,75952
05007021313,2020,21313,Benton County,Arkansas,1093,63068,87760
05007021314,2020,21314,Benton County,Arkansas,939,96289,109821
05007021315,2020,21315,Benton County,Arkansas,2366,90662,105071
05007021316,2020,21316,Benton County,Arkansas,2154,118607,140067
05007021317,2020,21317,Benton County,Arkansas,814,102375,110046
05007021404,2020,21404,Benton County,Arkansas,1789,51960,77934
05007021405,2020,21405,Benton County,Arkansas,868,70870,101903
05007021406,2020,21406,Benton County,Arkansas,1588,71571,77915
05007021407,2020,21407,Benton County,Arkansas,1688,83214,101000
05007021408,2020,21408,Benton County,Arkansas,1649,56354,67236
05007021409,2020,21409,Benton County,Arkansas,892,72500,78939
05009790100,2020,790100,Boone County,Arkansas,2443,51325,66166
05009790200,2020,790200,Boone County,Arkansas,2477,43173,61191
05009790300,2020,790300,Boone County,Arkansas,2106,52056,63213
05009790400,2020,790400,Boone County,Arkansas,2390,51279,70855
05009790501,2020,790501,Boone County,Arkansas,1736,52500,61238
05009790502,2020,790502,Boone County,Arkansas,1838,31940,44921
05009790600,2020,790600,Boone County,Arkansas,2053,41152,52536
05011950100,2020,950100,Bradley County,Arkansas,1063,40174,56655
05011950200,2020,950200,Bradley County,Arkansas,684,45991,54839
