unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
05001480100,2020,480100,Arkansas County,Arkansas,84,2,74,8,0,952,45,113,324,203,65,166,36,2.4,88.1,9.5,0.0,4.7,11.9,34.0,21.3,6.8,17.4,3.8,572,50482,55869,1383,95,6.9,1288,93.1,980,70.9,296,21.4,0,0.0,0,0.0,0,0.0,0,0.0,12,0.9
05001480200,2020,480200,Arkansas County,Arkansas,100,14,26,59,1,955,16,62,393,238,53,113,80,14.0,26.0,59.0,1.0,1.7,6.5,41.2,24.9,5.5,11.8,8.4,530,64400,76228,1320,57,4.3,1263,95.7,1091,82.7,154,11.7,0,0.0,0,0.0,0,0.0,0,0.0,18,1.4
05001480300,2020,480300,Arkansas County,Arkansas,177,0,123,48,6,2138,98,237,1006,239,165,215,178,0.0,69.5,27.1,3.4,4.6,11.1,47.1,11.2,7.7,10.1,8.3,1154,59295,74186,3067,72,2.3,2995,97.7,2113,68.9,784,25.6,23,0.7,0,0.0,0,0.0,0,0.0,75,2.4
05001480400,2020,480400,Arkansas County,Arkansas,161,33,75,53,0,1517,239,157,684,241,94,92,10,20.5,46.6,32.9,0.0,15.8,10.3,45.1,15.9,6.2,6.1,0.7,1017,19542,47967,2062,25,1.2,2037,98.8,528,25.6,1365,66.2,25,1.2,10,0.5,0,0.0,0,0.0,109,5.3
05001480500,2020,480500,Arkansas County,Arkansas,335,17,137,158,23,2479,62,158,1040,456,309,311,143,5.1,40.9,47.2,6.9,2.5,6.4,42.0,18.4,12.5,12.5,5.8,1513,60972,69573,3882,40,1.0,3842,99.0,2734,70.4,1055,27.2,0,0.0,0,0.0,0,0.0,0,0.0,53,1.4
05001480600,2020,480600,Arkansas County,Arkansas,190,25,72,82,11,1536,58,79,687,257,180,169,106,13.2,37.9,43.2,5.8,3.8,5.1,44.7,16.7,11.7,11.0,6.9,845,59957,67314,1882,172,9.1,1710,90.9,1649,87.6,38,2.0,0,0.0,0,0.0,0,0.0,0,0.0,23,1.2
05001480700,2020,480700,Arkansas County,Arkansas,238,79,26,124,9,1845,135,145,881,256,232,147,49,33.2,10.9,52.1,3.8,7.3,7.9,47.8,13.9,12.6,8.0,2.7,1205,35372,50645,2832,137,4.8,2695,95.2,1964,69.4,681,24.0,0,0.0,0,0.0,0,0.0,0,0.0,50,1.8
05001480800,2020,480800,Arkansas County,Arkansas,50,3,18,23,6,938,74,53,302,227,75,118,89,6.0,36.0,46.0,12.0,7.9,5.7,32.2,24.2,8.0,12.6,9.5,580,55588,71151,1333,0,0.0,1333,100.0,1187,89.0,88,6.6,54,4.1,0,0.0,0,0.0,0,0.0,4,0.3
05003960100,2020,960100,Ashley County,Arkansas,106,20,45,41,0,1138,51,146,448,333,44,86,30,18.9,42.5,38.7,0.0,4.5,12.8,39.4,29.3,3.9,7.6,2.6,629,40050,46803,1739,90,5.2,1649,94.8,933,53.7,704,40.5,0,0.0,0,0.0,0,0.0,0,0.0,12,0.7
05003960200,2020,960200,Ashley County,Arkansas,316,50,59,164,43,1945,127,136,1179,223,104,149,27,15.8,18.7,51.9,13.6,6.5,7.0,60.6,11.5,5.3,7.7,1.4,1050,46659,61116,2732,60,2.2,2672,97.8,2482,90.8,165,6.0,0,0.0,6,0.2,0,0.0,0,0.0,19,0.7
05003960300,2020,960300,Ashley County,Arkansas,390,88,120,182,0,2848,251,323,1231,384,126,330,203,22.6,30.8,46.7,0.0,8.8,11.3,43.2,13.5,4.4,11.6,7.1,1699,36861,59283,4118,399,9.7,3719,90.3,2756,66.9,904,22.0,8,0.2,0,0.0,0,0.0,4,0.1,47,1.1
05003960400,2020,960400,Ashley County,Arkansas,74,12,53,9,0,1156,12,36,637,238,121,62,50,16.2,71.6,12.2,0.0,1.0,3.1,55.1,20.6,10.5,5.4,4.3,618,43750,52857,1629,21,1.3,1608,98.7,1097,67.3,509,31.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1
05003960500,2020,960500,Ashley County,Arkansas,238,51,82,105,0,1882,132,129,1097,312,137,63,12,21.4,34.5,44.1,0.0,7.0,6.9,58.3,16.6,7.3,3.3,0.6,895,53869,57003,2625,0,0.0,2625,100.0,2252,85.8,349,13.3,0,0.0,24,0.9,0,0.0,0,0.0,0,0.0
