unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
05001480100,2020,480100,Arkansas County,Arkansas,1383,95,6.9,1288,93.1,980,70.9,296,21.4,0,0.0,0,0.0,0,0.0,0,0.0,12,0.9
05001480200,2020,480200,Arkansas County,Arkansas,1320,57,4.3,1263,95.7,1091,82.7,154,11.7,0,0.0,0,0.0,0,0.0,0,0.0,18,1.4
05001480300,2020,480300,Arkansas County,Arkansas,3067,72,2.3,2995,97.7,2113,68.9,784,25.6,23,0.7,0,0.0,0,0.0,0,0.0,75,2.4
05001480400,2020,480400,Arkansas County,Arkansas,2062,25,1.2,2037,98.8,528,25.6,1365,66.2,25,1.2,10,0.5,0,0.0,0,0.0,109,5.3
05001480500,2020,480500,Arkansas County,Arkansas,3882,40,1.0,3842,99.0,2734,70.4,1055,27.2,0,0.0,0,0.0,0,0.0,0,0.0,53,1.4
05001480600,2020,480600,Arkansas County,Arkansas,1882,172,9.1,1710,90.9,1649,87.6,38,2.0,0,0.0,0,0.0,0,0.0,0,0.0,23,1.2
05001480700,2020,480700,Arkansas County,Arkansas,2832,137,4.8,2695,95.2,1964,69.4,681,24.0,0,0.0,0,0.0,0,0.0,0,0.0,50,1.8
05001480800,2020,480800,Arkansas County,Arkansas,1333,0,0.0,1333,100.0,1187,89.0,88,6.6,54,4.1,0,0.0,0,0.0,0,0.0,4,0.3
05003960100,2020,960100,Ashley County,Arkansas,1739,90,5.2,1649,94.8,933,53.7,704,40.5,0,0.0,0,0.0,0,0.0,0,0.0,12,0.7
05003960200,2020,960200,Ashley County,Arkansas,2732,60,2.2,2672,97.8,2482,90.8,165,6.0,0,0.0,6,0.2,0,0.0,0,0.0,19,0.7
05003960300,2020,960300,Ashley County,Arkansas,4118,399,9.7,3719,90.3,2756,66.9,904,22.0,8,0.2,0,0.0,0,0.0,4,0.1,47,1.1
05003960400,2020,960400,Ashley County,Arkansas,1629,21,1.3,1608,98.7,1097,67.3,509,31.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1
05003960500,2020,960500,Ashley County,Arkansas,2625,0,0.0,2625,100.0,2252,85.8,349,13.3,0,0.0,24,0.9,0,0.0,0,0.0,0,0.0
05003960600,2020,960600,Ashley County,Arkansas,5138,485,9.4,4653,90.6,2795,54.4,1758,34.2,0,0.0,0,0.0,0,0.0,0,0.0,100,1.9
05003960700,2020,960700,Ashley County,Arkansas,2019,67,3.3,1952,96.7,1266,62.7,559,27.7,0,0.0,4,0.2,92,4.6,0,0.0,31,1.5
05005950100,2020,950100,Baxter County,Arkansas,4828,236,4.9,4592,95.1,4462,92.4,13,0.3,71,1.5,46,1.0,0,0.0,0,0.0,0,0.0
05005950200,2020,950200,Baxter County,Arkansas,4507,33,0.7,4474,99.3,4315,95.7,7,0.2,0,0.0,24,0.5,0,0.0,0,0.0,128,2.8
05005950300,2020,950300,Baxter County,Arkansas,5245,289,5.5,4956,94.5,4751,90.6,0,0.0,0,0.0,23,0.4,0,0.0,0,0.0,182,3.5
05005950400,2020,950400,Baxter County,Arkansas,3463,24,0.7,3439,99.3,3369,97.3,11,0.3,6,0.2,1,0.0,0,0.0,0,0.0,52,1.5
05005950500,2020,950500,Baxter County,Arkansas,4559,95,2.1,4464,97.9,4360,95.6,15,0.3,25,0.5,4,0.1,0,0.0,6,0.1,54,1.2
05005950600,2020,950600,Baxter County,Arkansas,3770,14,0.4,3756,99.6,3605,95.6,0,0.0,13,0.3,0,0.0,11,0.3,0,0.0,127,3.4
05005950700,2020,950700,Baxter County,Arkansas,3152,228,7.2,2924,92.8,2898,91.9,0,0.0,0,0.0,0,0.0,6,0.2,0,0.0,20,0.6
05005950801,2020,950801,Baxter County,Arkansas,4228,19,0.4,4209,99.6,3601,85.2,0,0.0,5,0.1,32,0.8,0,0.0,85,2.0,486,11.5
05005950802,2020,950802,Baxter County,Arkansas,2071,9,0.4,2062,99.6,1953,94.3,0,0.0,83,4.0,17,0.8,0,0.0,0,0.0,9,0.4
05005950900,2020,950900,Baxter County,Arkansas,5850,63,1.1,5787,98.9,5551,94.9,33,0.6,2,0.0,25,0.4,0,0.0,0,0.0,176,3.0
05007020102,2020,20102,Benton County,Arkansas,7796,421,5.4,7375,94.6,5818,74.6,80,1.0,83,1.1,181,2.3,0,0.0,1097,14.1,116,1.5
05007020103,2020,20103,Benton County,Arkansas,3669,198,5.4,3471,94.6,3168,86.3,137,3.7,67,1.8,0,0.0,34,0.9,0,0.0,65,1.8
05007020104,2020,20104,Benton County,Arkansas,1755,64,3.6,1691,96.4,1443,82.2,16,0.9,6,0.3,0,0.0,3,0.2,0,0.0,223,12.7
05007020201,2020,20201,Benton County,Arkansas,5430,2216,40.8,3214,59.2,2642,48.7,1,0.0,96,1.8,170,3.1,193,3.6,0,0.0,112,2.1
05007020203,2020,20203,Benton County,Arkansas,2760,586,21.2,2174,78.8,2077,75.3,13,0.5,26,0.9,23,0.8,0,0.0,0,0.0,35,1.3
05007020205,2020,20205,Benton County,Arkansas,6082,3059,50.3,3023,49.7,2488,40.9,0,0.0,81,1.3,12,0.2,111,1.8,18,0.3,313,5.1
05007020206,2020,20206,Benton County,Arkansas,7421,4526,61.0,2895,39.0,2107,28.4,146,2.0,62,0.8,206,2.8,264,3.6,14,0.2,96,1.3
05007020301,2020,20301,Benton County,Arkansas,4450,1867,42.0,2583,58.0,1932,43.4,163,3.7,15,0.3,63,1.4,238,5.3,0,0.0,172,3.9
05007020302,2020,20302,Benton County,Arkansas,4427,1670,37.7,2757,62.3,1998,45.1,47,1.1,32,0.7,187,4.2,24,0.5,0,0.0,469,10.6
05007020304,2020,20304,Benton County,Arkansas,4099,902,22.0,3197,78.0,2954,72.1,27,0.7,36,0.9,45,1.1,0,0.0,0,0.0,135,3.3
05007020305,2020,20305,Benton County,Arkansas,4046,1216,30.1,2830,69.9,2393,59.1,130,3.2,0,0.0,80,2.0,0,0.0,14,0.3,213,5.3
05007020401,2020,20401,Benton County,Arkansas,6325,1416,22.4,4909,77.6,4680,74.0,74,1.2,0,0.0,151,2.4,0,0.0,0,0.0,4,0.1
05007020402,2020,20402,Benton County,Arkansas,5656,2112,37.3,3544,62.7,2697,47.7,20,0.4,48,0.8,7,0.1,116,2.1,0,0.0,656,11.6
05007020404,2020,20404,Benton County,Arkansas,5285,2284,43.2,3001,56.8,2806,53.1,67,1.3,9,0.2,61,1.2,0,0.0,0,0.0,58,1.1
05007020405,2020,20405,Benton County,Arkansas,4294,676,15.7,3618,84.3,3235,75.3,44,1.0,0,0.0,314,7.3,0,0.0,0,0.0,25,0.6
05007020501,2020,20501,Benton County,Arkansas,5343,594,11.1,4749,88.9,3959,74.1,88,1.6,0,0.0,312,5.8,12,0.2,0,0.0,378,7.1
05007020503,2020,20503,Benton County,Arkansas,4195,642,15.3,3553,84.7,1686,40.2,213,5.1,18,0.4,1140,27.2,0,0.0,0,0.0,496,11.8
05007020504,2020,20504,Benton County,Arkansas,3160,185,5.9,2975,94.1,2520,79.7,41,1.3,0,0.0,124,3.9,0,0.0,0,0.0,290,9.2
05007020604,2020,20604,Benton County,Arkansas,5214,634,12.2,4580,87.8,3686,70.7,97,1.9,33,0.6,220,4.2,18,0.3,0,0.0,526,10.1
05007020605,2020,20605,Benton County,Arkansas,4034,245,6.1,3789,93.9,3239,80.3,136,3.4,75,1.9,177,4.4,0,0.0,0,0.0,162,4.0
05007020606,2020,20606,Benton County,Arkansas,4394,342,7.8,4052,92.2,3799,86.5,16,0.4,0,0.0,75,1.7,0,0.0,0,0.0,162,3.7
05007020607,2020,20607,Benton County,Arkansas,8977,753,8.4,8224,91.6,4352,48.5,366,4.1,102,1.1,2924,32.6,0,0.0,0,0.0,480,5.3
05007020608,2020,20608,Benton County,Arkansas,3778,1189,31.5,2589,68.5,1917,50.7,13,0.3,0,0.0,280,7.4,0,0.0,59,1.6,320,8.5
05007020701,2020,20701,Benton County,Arkansas,6034,284,4.7,5750,95.3,5517,91.4,10,0.2,64,1.1,35,0.6,0,0.0,0,0.0,124,2.1
05007020703,2020,20703,Benton County,Arkansas,5196,163,3.1,5033,96.9,4258,81.9,6,0.1,90,1.7,127,2.4,0,0.0,0,0.0,552,10.6
05007020704,2020,20704,Benton County,Arkansas,4647,227,4.9,4420,95.1,4006,86.2,12,0.3,0,0.0,41,0.9,0,0.0,0,0.0,361,7.8
05007020801,2020,20801,Benton County,Arkansas,4352,126,2.9,4226,97.1,4052,93.1,0,0.0,85,2.0,22,0.5,24,0.6,13,0.3,30,0.7
05007020803,2020,20803,Benton County,Arkansas,4466,285,6.4,4181,93.6,4050,90.7,12,0.3,39,0.9,36,0.8,0,0.0,0,0.0,44,1.0
05007020805,2020,20805,Benton County,Arkansas,4530,209,4.6,4321,95.4,3835,84.7,41,0.9,0,0.0,26,0.6,0,0.0,0,0.0,419,9.2
05007020806,2020,20806,Benton County,Arkansas,6647,281,4.2,6366,95.8,5959,89.6,165,2.5,3,0.0,49,0.7,0,0.0,0,0.0,190,2.9
05007020903,2020,20903,Benton County,Arkansas,4854,358,7.4,4496,92.6,3441,70.9,548,11.3,16,0.3,438,9.0,0,0.0,0,0.0,53,1.1
05007020904,2020,20904,Benton County,Arkansas,6536,512,7.8,6024,92.2,5503,84.2,150,2.3,0,0.0,63,1.0,0,0.0,0,0.0,308,4.7
05007020905,2020,20905,Benton County,Arkansas,2936,5,0.2,2931,99.8,2777,94.6,0,0.0,10,0.3,2,0.1,0,0.0,9,0.3,133,4.5
05007020906,2020,20906,Benton County,Arkansas,4676,226,4.8,4450,95.2,3886,83.1,194,4.1,24,0.5,75,1.6,0,0.0,0,0.0,271,5.8
05007021001,2020,21001,Benton County,Arkansas,5887,364,6.2,5523,93.8,5044,85.7,1,0.0,109,1.9,33,0.6,0,0.0,0,0.0,336,5.7
05007021003,2020,21003,Benton County,Arkansas,3432,685,20.0,2747,80.0,2397,69.8,87,2.5,71,2.1,124,3.6,12,0.3,30,0.9,26,0.8
05007021004,2020,21004,Benton County,Arkansas,4301,611,14.2,3690,85.8,3317,77.1,15,0.3,61,1.4,33,0.8,0,0.0,0,0.0,264,6.1
05007021101,2020,21101,Benton County,Arkansas,4891,1081,22.1,3810,77.9,2721,55.6,9,0.2,481,9.8,183,3.7,6,0.1,96,2.0,314,6.4
05007021102,2020,21102,Benton County,Arkansas,3736,1102,29.5,2634,70.5,2085,55.8,34,0.9,120,3.2,170,4.6,0,0.0,0,0.0,225,6.0
05007021201,2020,21201,Benton County,Arkansas,5256,855,16.3,4401,83.7,3210,61.1,69,1.3,93,1.8,116,2.2,6,0.1,21,0.4,886,16.9
05007021202,2020,21202,Benton County,Arkansas,3103,542,17.5,2561,82.5,2169,69.9,11,0.4,147,4.7,0,0.0,0,0.0,0,0.0,234,7.5
05007021304,2020,21304,Benton County,Arkansas,9318,1009,10.8,8309,89.2,6606,70.9,192,2.1,33,0.4,1288,13.8,0,0.0,96,1.0,94,1.0
05007021305,2020,21305,Benton County,Arkansas,6121,324,5.3,5797,94.7,5269,86.1,27,0.4,79,1.3,211,3.4,0,0.0,0,0.0,211,3.4
05007021306,2020,21306,Benton County,Arkansas,4743,491,10.4,4252,89.6,3923,82.7,15,0.3,20,0.4,94,2.0,0,0.0,0,0.0,200,4.2
05007021308,2020,21308,Benton County,Arkansas,5874,280,4.8,5594,95.2,5067,86.3,32,0.5,5,0.1,196,3.3,0,0.0,0,0.0,294,5.0
05007021312,2020,21312,Benton County,Arkansas,4329,233,5.4,4096,94.6,3602,83.2,0,0.0,83,1.9,74,1.7,0,0.0,0,0.0,337,7.8
05007021313,2020,21313,Benton County,Arkansas,3125,540,17.3,2585,82.7,2110,67.5,15,0.5,100,3.2,101,3.2,0,0.0,0,0.0,259,8.3
05007021314,2020,21314,Benton County,Arkansas,3152,730,23.2,2422,76.8,2258,71.6,13,0.4,54,1.7,45,1.4,0,0.0,0,0.0,52,1.6
05007021315,2020,21315,Benton County,Arkansas,6454,1115,17.3,5339,82.7,4901,75.9,199,3.1,18,0.3,26,0.4,0,0.0,0,0.0,195,3.0
05007021316,2020,21316,Benton County,Arkansas,6210,241,3.9,5969,96.1,5200,83.7,93,1.5,19,0.3,176,2.8,0,0.0,0,0.0,481,7.7
05007021317,2020,21317,Benton County,Arkansas,2569,166,6.5,2403,93.5,2205,85.8,51,2.0,41,1.6,10,0.4,0,0.0,0,0.0,96,3.7
05007021404,2020,21404,Benton County,Arkansas,4848,546,11.3,4302,88.7,2662,54.9,11,0.2,3,0.1,23,0.5,0,0.0,1435,29.6,168,3.5
05007021405,2020,21405,Benton County,Arkansas,1996,59,3.0,1937,97.0,1819,91.1,2,0.1,83,4.2,0,0.0,20,1.0,0,0.0,13,0.7
05007021406,2020,21406,Benton County,Arkansas,5153,1634,31.7,3519,68.3,2651,51.4,64,1.2,59,1.1,49,1.0,611,11.9,0,0.0,85,1.6
05007021407,2020,21407,Benton County,Arkansas,4154,371,8.9,3783,91.1,3591,86.4,0,0.0,41,1.0,99,2.4,0,0.0,0,0.0,52,1.3
05007021408,2020,21408,Benton County,Arkansas,5360,2375,44.3,2985,55.7,2561,47.8,80,1.5,62,1.2,77,1.4,134,2.5,0,0.0,71,1.3
05007021409,2020,21409,Benton County,Arkansas,2034,0,0.0,2034,100.0,1883,92.6,10,0.5,27,1.3,8,0.4,0,0.0,0,0.0,106,5.2
05009790100,2020,790100,Boone County,Arkansas,6601,213,3.2,6388,96.8,6185,93.7,20,0.3,55,0.8,54,0.8,0,0.0,0,0.0,74,1.1
