unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2018,100,Adams County,Illinois,4545,0,0.0,4545,100.0,4071,89.6,386,8.5,0,0.0,4,0.1,0,0.0,0,0.0,84,1.8
17001000201,2018,200,Adams County,Illinois,1993,26,1.3,1967,98.7,1745,87.6,126,6.3,0,0.0,63,3.2,0,0.0,18,0.9,15,0.8
17001000202,2018,202,Adams County,Illinois,2365,19,0.8,2346,99.2,2168,91.7,139,5.9,0,0.0,8,0.3,0,0.0,0,0.0,31,1.3
17001000400,2018,400,Adams County,Illinois,3384,18,0.5,3366,99.5,2765,81.7,418,12.4,0,0.0,37,1.1,0,0.0,0,0.0,146,4.3
17001000500,2018,500,Adams County,Illinois,2181,89,4.1,2092,95.9,1771,81.2,258,11.8,12,0.6,0,0.0,0,0.0,0,0.0,51,2.3
17001000600,2018,600,Adams County,Illinois,3864,13,0.3,3851,99.7,3488,90.3,179,4.6,0,0.0,18,0.5,39,1.0,52,1.3,75,1.9
17001000700,2018,700,Adams County,Illinois,1201,55,4.6,1146,95.4,967,80.5,159,13.2,11,0.9,9,0.7,0,0.0,0,0.0,0,0.0
17001000800,2018,800,Adams County,Illinois,2714,159,5.9,2555,94.1,2052,75.6,437,16.1,0,0.0,13,0.5,0,0.0,0,0.0,53,2.0
17001000900,2018,900,Adams County,Illinois,2802,21,0.7,2781,99.3,2636,94.1,88,3.1,0,0.0,0,0.0,0,0.0,0,0.0,57,2.0
17001001001,2018,1001,Adams County,Illinois,3407,135,4.0,3272,96.0,3234,94.9,0,0.0,18,0.5,9,0.3,0,0.0,0,0.0,11,0.3
17001001002,2018,1002,Adams County,Illinois,3447,85,2.5,3362,97.5,3176,92.1,70,2.0,0,0.0,78,2.3,0,0.0,0,0.0,38,1.1
17001001100,2018,1100,Adams County,Illinois,8254,76,0.9,8178,99.1,7506,90.9,304,3.7,43,0.5,102,1.2,0,0.0,0,0.0,223,2.7
17001010100,2018,10100,Adams County,Illinois,4439,68,1.5,4371,98.5,4312,97.1,25,0.6,0,0.0,14,0.3,0,0.0,0,0.0,20,0.5
17001010200,2018,10200,Adams County,Illinois,3486,27,0.8,3459,99.2,3356,96.3,0,0.0,15,0.4,36,1.0,0,0.0,2,0.1,50,1.4
17001010300,2018,10300,Adams County,Illinois,5845,13,0.2,5832,99.8,5708,97.7,13,0.2,79,1.4,16,0.3,3,0.1,0,0.0,13,0.2
17001010400,2018,10400,Adams County,Illinois,3561,17,0.5,3544,99.5,3472,97.5,0,0.0,0,0.0,72,2.0,0,0.0,0,0.0,0,0.0
17001010500,2018,10500,Adams County,Illinois,2924,0,0.0,2924,100.0,2896,99.0,0,0.0,0,0.0,11,0.4,0,0.0,0,0.0,17,0.6
17001010600,2018,10600,Adams County,Illinois,6015,200,3.3,5815,96.7,5686,94.5,74,1.2,0,0.0,50,0.8,0,0.0,0,0.0,5,0.1
17003957600,2018,957600,Alexander County,Illinois,2186,4,0.2,2182,99.8,1966,89.9,158,7.2,9,0.4,0,0.0,0,0.0,0,0.0,49,2.2
17003957700,2018,957700,Alexander County,Illinois,1608,19,1.2,1589,98.8,1302,81.0,272,16.9,1,0.1,6,0.4,0,0.0,0,0.0,8,0.5
17003957800,2018,957800,Alexander County,Illinois,1397,28,2.0,1369,98.0,447,32.0,892,63.9,0,0.0,0,0.0,0,0.0,0,0.0,30,2.1
17003957900,2018,957900,Alexander County,Illinois,1341,22,1.6,1319,98.4,348,26.0,847,63.2,38,2.8,0,0.0,0,0.0,0,0.0,86,6.4
17005951200,2018,951200,Bond County,Illinois,2819,110,3.9,2709,96.1,2580,91.5,117,4.2,3,0.1,0,0.0,0,0.0,0,0.0,9,0.3
17005951300,2018,951300,Bond County,Illinois,6523,334,5.1,6189,94.9,4946,75.8,925,14.2,44,0.7,175,2.7,0,0.0,0,0.0,99,1.5
17005951400,2018,951400,Bond County,Illinois,3009,71,2.4,2938,97.6,2905,96.5,0,0.0,3,0.1,18,0.6,0,0.0,4,0.1,8,0.3
