unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2023,10100,Barnstable County,Massachusetts,89,25,19,29,16,3327,85,64,481,367,285,965,1080,28.1,21.3,32.6,18.0,2.6,1.9,14.5,11.0,8.6,29.0,32.5,2034,104500,161675,3681,452,12.3,3229,87.7,2747,74.6,244,6.6,19,0.5,77,2.1,0,0.0,21,0.6,121,3.3
25001010206,2023,10206,Barnstable County,Massachusetts,155,52,38,9,56,3512,0,34,684,487,270,790,1247,33.5,24.5,5.8,36.1,0.0,1.0,19.5,13.9,7.7,22.5,35.5,1924,114074,128058,4371,70,1.6,4301,98.4,3894,89.1,17,0.4,0,0.0,38,0.9,0,0.0,19,0.4,333,7.6
25001010208,2023,10208,Barnstable County,Massachusetts,67,1,1,65,0,1558,26,0,527,108,51,228,618,1.5,1.5,97.0,0.0,1.7,0.0,33.8,6.9,3.3,14.6,39.7,1053,94637,127476,1675,1,0.1,1674,99.9,1674,99.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010304,2023,10304,Barnstable County,Massachusetts,116,0,15,82,19,2290,13,0,366,419,235,629,628,0.0,12.9,70.7,16.4,0.6,0.0,16.0,18.3,10.3,27.5,27.4,1423,70779,112431,2745,0,0.0,2745,100.0,2558,93.2,0,0.0,0,0.0,70,2.6,0,0.0,0,0.0,117,4.3
25001010306,2023,10306,Barnstable County,Massachusetts,217,46,112,41,18,2365,97,60,509,304,249,616,530,21.2,51.6,18.9,8.3,4.1,2.5,21.5,12.9,10.5,26.0,22.4,1437,75777,98306,3027,31,1.0,2996,99.0,2552,84.3,252,8.3,8,0.3,19,0.6,0,0.0,0,0.0,165,5.5
25001010400,2023,10400,Barnstable County,Massachusetts,174,27,128,0,19,2736,0,27,574,576,222,815,522,15.5,73.6,0.0,10.9,0.0,1.0,21.0,21.1,8.1,29.8,19.1,1587,82382,112199,3335,60,1.8,3275,98.2,3230,96.9,0,0.0,0,0.0,11,0.3,0,0.0,0,0.0,34,1.0
25001010500,2023,10500,Barnstable County,Massachusetts,143,0,21,122,0,2527,7,10,166,348,226,818,952,0.0,14.7,85.3,0.0,0.3,0.4,6.6,13.8,8.9,32.4,37.7,1415,113313,172440,3007,21,0.7,2986,99.3,2908,96.7,0,0.0,0,0.0,36,1.2,0,0.0,0,0.0,42,1.4
25001010600,2023,10600,Barnstable County,Massachusetts,279,0,95,45,139,2764,11,30,477,527,154,872,693,0.0,34.1,16.1,49.8,0.4,1.1,17.3,19.1,5.6,31.5,25.1,1629,80298,190028,3380,39,1.2,3341,98.8,3125,92.5,129,3.8,0,0.0,0,0.0,0,0.0,0,0.0,87,2.6
25001010700,2023,10700,Barnstable County,Massachusetts,220,31,90,36,63,2760,0,41,317,337,147,967,951,14.1,40.9,16.4,28.6,0.0,1.5,11.5,12.2,5.3,35.0,34.5,1632,112976,170940,3263,29,0.9,3234,99.1,2885,88.4,10,0.3,0,0.0,157,4.8,0,0.0,0,0.0,182,5.6
25001010800,2023,10800,Barnstable County,Massachusetts,155,15,56,68,16,4109,19,55,678,849,298,989,1221,9.7,36.1,43.9,10.3,0.5,1.3,16.5,20.7,7.3,24.1,29.7,2327,98043,167163,4857,52,1.1,4805,98.9,4474,92.1,18,0.4,0,0.0,83,1.7,0,0.0,0,0.0,230,4.7
25001010900,2023,10900,Barnstable County,Massachusetts,165,13,152,0,0,4470,7,101,1007,722,348,1087,1198,7.9,92.1,0.0,0.0,0.2,2.3,22.5,16.2,7.8,24.3,26.8,2461,91318,135196,5510,268,4.9,5242,95.1,5020,91.1,25,0.5,0,0.0,32,0.6,0,0.0,29,0.5,136,2.5
25001011002,2023,11002,Barnstable County,Massachusetts,315,32,221,30,32,3443,14,46,868,727,236,756,796,10.2,70.2,9.5,10.2,0.4,1.3,25.2,21.1,6.9,22.0,23.1,1813,93924,136323,4370,134,3.1,4236,96.9,3801,87.0,0,0.0,0,0.0,2,0.0,0,0.0,122,2.8,311,7.1
25001011100,2023,11100,Barnstable County,Massachusetts,302,37,141,0,124,4374,19,19,1107,949,439,774,1067,12.3,46.7,0.0,41.1,0.4,0.4,25.3,21.7,10.0,17.7,24.4,2480,94694,121751,5324,0,0.0,5324,100.0,5270,99.0,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,48,0.9
25001011200,2023,11200,Barnstable County,Massachusetts,309,84,39,54,132,3100,0,18,644,410,335,989,704,27.2,12.6,17.5,42.7,0.0,0.6,20.8,13.2,10.8,31.9,22.7,1874,77250,113233,3812,81,2.1,3731,97.9,3611,94.7,21,0.6,0,0.0,10,0.3,0,0.0,21,0.6,68,1.8
25001011300,2023,11300,Barnstable County,Massachusetts,113,13,70,0,30,2266,0,0,622,488,201,487,468,11.5,61.9,0.0,26.5,0.0,0.0,27.4,21.5,8.9,21.5,20.7,1120,118810,162249,2619,0,0.0,2619,100.0,2576,98.4,0,0.0,0,0.0,24,0.9,0,0.0,0,0.0,19,0.7
25001011400,2023,11400,Barnstable County,Massachusetts,194,21,17,115,41,2980,0,34,542,567,291,986,560,10.8,8.8,59.3,21.1,0.0,1.1,18.2,19.0,9.8,33.1,18.8,1658,92813,117590,3497,9,0.3,3488,99.7,3364,96.2,39,1.1,17,0.5,0,0.0,0,0.0,0,0.0,68,1.9
25001011500,2023,11500,Barnstable County,Massachusetts,568,22,271,275,0,3109,107,94,1183,572,270,587,296,3.9,47.7,48.4,0.0,3.4,3.0,38.1,18.4,8.7,18.9,9.5,1721,92527,101857,4100,710,17.3,3390,82.7,3030,73.9,162,4.0,0,0.0,17,0.4,0,0.0,103,2.5,78,1.9
25001011600,2023,11600,Barnstable County,Massachusetts,75,0,0,33,42,2333,2,52,456,668,149,590,416,0.0,0.0,44.0,56.0,0.1,2.2,19.5,28.6,6.4,25.3,17.8,1576,56905,78159,2677,35,1.3,2642,98.7,2402,89.7,98,3.7,0,0.0,2,0.1,0,0.0,0,0.0,140,5.2
25001011700,2023,11700,Barnstable County,Massachusetts,113,0,84,0,29,1706,9,16,270,296,222,487,406,0.0,74.3,0.0,25.7,0.5,0.9,15.8,17.4,13.0,28.5,23.8,1041,91635,140444,1910,0,0.0,1910,100.0,1871,98.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.4,32,1.7
25001011801,2023,11801,Barnstable County,Massachusetts,73,0,42,8,23,2127,11,38,181,353,251,659,634,0.0,57.5,11.0,31.5,0.5,1.8,8.5,16.6,11.8,31.0,29.8,1289,121250,147093,2415,72,3.0,2343,97.0,2284,94.6,2,0.1,0,0.0,17,0.7,0,0.0,0,0.0,40,1.7
25001011802,2023,11802,Barnstable County,Massachusetts,254,0,167,30,57,3706,29,52,693,866,300,1145,621,0.0,65.7,11.8,22.4,0.8,1.4,18.7,23.4,8.1,30.9,16.8,2022,102256,134270,4601,49,1.1,4552,98.9,4367,94.9,18,0.4,0,0.0,47,1.0,0,0.0,0,0.0,120,2.6
25001012001,2023,12001,Barnstable County,Massachusetts,579,7,342,193,37,5258,119,155,1638,971,441,1126,808,1.2,59.1,33.3,6.4,2.3,2.9,31.2,18.5,8.4,21.4,15.4,2862,78085,115537,6386,372,5.8,6014,94.2,5029,78.8,138,2.2,0,0.0,407,6.4,0,0.0,69,1.1,371,5.8
25001012002,2023,12002,Barnstable County,Massachusetts,49,32,0,17,0,2317,15,96,640,523,179,548,316,65.3,0.0,34.7,0.0,0.6,4.1,27.6,22.6,7.7,23.7,13.6,1414,76161,98526,2720,93,3.4,2627,96.6,2338,86.0,70,2.6,0,0.0,96,3.5,0,0.0,31,1.1,92,3.4
25001012101,2023,12101,Barnstable County,Massachusetts,250,0,76,174,0,4128,168,115,1327,937,518,544,519,0.0,30.4,69.6,0.0,4.1,2.8,32.1,22.7,12.5,13.2,12.6,2418,85595,90089,5707,153,2.7,5554,97.3,3819,66.9,748,13.1,0,0.0,0,0.0,0,0.0,296,5.2,691,12.1
25001012102,2023,12102,Barnstable County,Massachusetts,103,3,59,0,41,2722,55,141,547,544,162,621,652,2.9,57.3,0.0,39.8,2.0,5.2,20.1,20.0,6.0,22.8,24.0,1694,56489,106123,3262,84,2.6,3178,97.4,2581,79.1,59,1.8,0,0.0,36,1.1,0,0.0,41,1.3,461,14.1
25001012200,2023,12200,Barnstable County,Massachusetts,208,62,50,85,11,4006,120,45,298,823,354,1314,1052,29.8,24.0,40.9,5.3,3.0,1.1,7.4,20.5,8.8,32.8,26.3,2006,114710,153416,5312,142,2.7,5170,97.3,5094,95.9,4,0.1,0,0.0,8,0.2,0,0.0,27,0.5,37,0.7
25001012502,2023,12502,Barnstable County,Massachusetts,274,31,118,115,10,2703,54,173,985,474,154,461,402,11.3,43.1,42.0,3.6,2.0,6.4,36.4,17.5,5.7,17.1,14.9,1623,61655,89281,3486,94,2.7,3392,97.3,1837,52.7,1203,34.5,0,0.0,0,0.0,0,0.0,122,3.5,230,6.6
25001012601,2023,12601,Barnstable County,Massachusetts,259,68,97,46,48,2286,46,12,719,573,262,434,240,26.3,37.5,17.8,18.5,2.0,0.5,31.5,25.1,11.5,19.0,10.5,1305,66080,94409,3108,213,6.9,2895,93.1,2334,75.1,81,2.6,0,0.0,352,11.3,0,0.0,62,2.0,66,2.1
25001012602,2023,12602,Barnstable County,Massachusetts,738,135,283,320,0,3310,107,131,1573,361,369,550,219,18.3,38.3,43.4,0.0,3.2,4.0,47.5,10.9,11.1,16.6,6.6,2045,67481,86032,5112,751,14.7,4361,85.3,2353,46.0,425,8.3,18,0.4,0,0.0,0,0.0,642,12.6,923,18.1
25001012700,2023,12700,Barnstable County,Massachusetts,465,0,135,237,93,3952,38,85,859,627,409,1009,925,0.0,29.0,51.0,20.0,1.0,2.2,21.7,15.9,10.3,25.5,23.4,2119,123352,142926,5089,171,3.4,4918,96.6,4133,81.2,28,0.6,0,0.0,0,0.0,0,0.0,209,4.1,548,10.8
25001012800,2023,12800,Barnstable County,Massachusetts,245,70,83,23,69,3000,67,66,794,542,243,811,477,28.6,33.9,9.4,28.2,2.2,2.2,26.5,18.1,8.1,27.0,15.9,1575,126838,126653,4170,250,6.0,3920,94.0,3721,89.2,132,3.2,0,0.0,25,0.6,0,0.0,23,0.6,19,0.5
25001012900,2023,12900,Barnstable County,Massachusetts,392,54,166,130,42,3488,66,98,582,377,661,1024,680,13.8,42.3,33.2,10.7,1.9,2.8,16.7,10.8,19.0,29.4,19.5,1885,108922,150814,4571,117,2.6,4454,97.4,3495,76.5,281,6.1,0,0.0,50,1.1,0,0.0,31,0.7,597,13.1
25001013002,2023,13002,Barnstable County,Massachusetts,154,0,77,48,29,2395,17,0,300,412,259,690,717,0.0,50.0,31.2,18.8,0.7,0.0,12.5,17.2,10.8,28.8,29.9,1388,114219,198533,2970,153,5.2,2817,94.8,2605,87.7,18,0.6,8,0.3,0,0.0,0,0.0,42,1.4,144,4.8
25001013100,2023,13100,Barnstable County,Massachusetts,445,0,72,344,29,4479,85,111,943,885,784,1033,638,0.0,16.2,77.3,6.5,1.9,2.5,21.1,19.8,17.5,23.1,14.2,2442,108981,129459,5951,334,5.6,5617,94.4,5386,90.5,17,0.3,28,0.5,58,1.0,0,0.0,0,0.0,128,2.2
25001013200,2023,13200,Barnstable County,Massachusetts,407,168,135,57,47,4477,69,311,687,813,417,1173,1007,41.3,33.2,14.0,11.5,1.5,6.9,15.3,18.2,9.3,26.2,22.5,2303,140197,155384,5288,29,0.5,5259,99.5,4668,88.3,431,8.2,0,0.0,59,1.1,0,0.0,0,0.0,101,1.9
25001013300,2023,13300,Barnstable County,Massachusetts,107,35,32,40,0,2560,18,22,503,333,248,843,593,32.7,29.9,37.4,0.0,0.7,0.9,19.6,13.0,9.7,32.9,23.2,1500,104464,134305,3151,57,1.8,3094,98.2,2978,94.5,6,0.2,0,0.0,73,2.3,0,0.0,0,0.0,37,1.2
25001013400,2023,13400,Barnstable County,Massachusetts,337,44,139,82,72,3034,10,21,476,472,365,805,885,13.1,41.2,24.3,21.4,0.3,0.7,15.7,15.6,12.0,26.5,29.2,1645,130804,155445,3926,83,2.1,3843,97.9,3729,95.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.5,96,2.4
25001013500,2023,13500,Barnstable County,Massachusetts,574,36,242,216,80,5355,6,36,1253,878,295,1721,1166,6.3,42.2,37.6,13.9,0.1,0.7,23.4,16.4,5.5,32.1,21.8,2699,146536,177077,7149,109,1.5,7040,98.5,6397,89.5,209,2.9,0,0.0,238,3.3,0,0.0,79,1.1,117,1.6
25001013600,2023,13600,Barnstable County,Massachusetts,311,88,62,133,28,4285,21,78,1198,888,562,1001,537,28.3,19.9,42.8,9.0,0.5,1.8,28.0,20.7,13.1,23.4,12.5,2252,104625,139776,6193,90,1.5,6103,98.5,5600,90.4,23,0.4,76,1.2,91,1.5,0,0.0,109,1.8,204,3.3
25001013700,2023,13700,Barnstable County,Massachusetts,573,49,246,237,41,3081,70,99,808,708,353,653,390,8.6,42.9,41.4,7.2,2.3,3.2,26.2,23.0,11.5,21.2,12.7,1870,93566,112811,4197,104,2.5,4093,97.5,3776,90.0,6,0.1,6,0.1,79,1.9,0,0.0,14,0.3,212,5.1
25001013800,2023,13800,Barnstable County,Massachusetts,365,13,205,83,64,4163,14,94,773,902,276,1460,644,3.6,56.2,22.7,17.5,0.3,2.3,18.6,21.7,6.6,35.1,15.5,2231,118491,132716,5402,189,3.5,5213,96.5,5034,93.2,0,0.0,0,0.0,139,2.6,0,0.0,0,0.0,40,0.7
25001013900,2023,13900,Barnstable County,Massachusetts,329,166,0,128,35,3976,55,0,701,880,359,1417,564,50.5,0.0,38.9,10.6,1.4,0.0,17.6,22.1,9.0,35.6,14.2,2521,88688,128431,5055,4,0.1,5051,99.9,4712,93.2,0,0.0,0,0.0,48,0.9,0,0.0,248,4.9,43,0.9
25001014002,2023,14002,Barnstable County,Massachusetts,260,35,46,179,0,3672,80,59,669,780,267,865,952,13.5,17.7,68.8,0.0,2.2,1.6,18.2,21.2,7.3,23.6,25.9,2040,97452,154342,4588,92,2.0,4496,98.0,3976,86.7,24,0.5,0,0.0,93,2.0,0,0.0,0,0.0,403,8.8
25001014100,2023,14100,Barnstable County,Massachusetts,142,8,95,6,33,486,5,15,87,179,23,89,88,5.6,66.9,4.2,23.2,1.0,3.1,17.9,36.8,4.7,18.3,18.1,256,55000,70154,854,56,6.6,798,93.4,729,85.4,19,2.2,0,0.0,0,0.0,0,0.0,14,1.6,36,4.2
25001014300,2023,14300,Barnstable County,Massachusetts,210,26,14,67,103,2888,0,0,279,517,195,1031,866,12.4,6.7,31.9,49.0,0.0,0.0,9.7,17.9,6.8,35.7,30.0,1657,122098,159273,3737,21,0.6,3716,99.4,3586,96.0,33,0.9,0,0.0,50,1.3,0,0.0,0,0.0,47,1.3
25001014402,2023,14402,Barnstable County,Massachusetts,302,70,167,23,42,5687,218,210,820,917,566,1716,1240,23.2,55.3,7.6,13.9,3.8,3.7,14.4,16.1,10.0,30.2,21.8,2964,103333,154196,7382,578,7.8,6804,92.2,6155,83.4,8,0.1,0,0.0,412,5.6,0,0.0,63,0.9,166,2.2
25001014500,2023,14500,Barnstable County,Massachusetts,444,31,163,81,169,4784,18,180,1332,1056,300,905,993,7.0,36.7,18.2,38.1,0.4,3.8,27.8,22.1,6.3,18.9,20.8,2466,93929,138499,5954,119,2.0,5835,98.0,5176,86.9,100,1.7,0,0.0,0,0.0,0,0.0,0,0.0,559,9.4
25001014600,2023,14600,Barnstable County,Massachusetts,425,15,115,195,100,3516,56,70,574,622,407,909,878,3.5,27.1,45.9,23.5,1.6,2.0,16.3,17.7,11.6,25.9,25.0,2037,89779,120651,4361,0,0.0,4361,100.0,3878,88.9,61,1.4,30,0.7,61,1.4,0,0.0,34,0.8,297,6.8
25001014700,2023,14700,Barnstable County,Massachusetts,479,57,174,144,104,3004,129,29,820,492,339,569,626,11.9,36.3,30.1,21.7,4.3,1.0,27.3,16.4,11.3,18.9,20.8,1742,85417,123518,4098,119,2.9,3979,97.1,3149,76.8,91,2.2,111,2.7,171,4.2,0,0.0,78,1.9,379,9.2
