School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Central High School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,HIGH SCHOOL,9 - 12,493.4,490.2,35,29.4,22.3,13.3,44.5,20.8,24,10.7,40.4,28.2,19.2,12.2,308,309
Edison Middle School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Jefferson Middle School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Franklin Middle School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Bottenfield Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Carrie Busey Elem School,Champaign CUSD 4,Savoy,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Dr Howard Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Garden Hills Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Kenwood Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Robeson Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Washington Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Westview Elem School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
South Side Elementary School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Stratton Elementary School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Vernon L Barkstall Elementary Sch,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
International Prep Academy,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Champaign Early Chldhd Cntr,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,,PK - 12,501.7,489.4,24.3,41.4,22.5,11.7,37.8,31.5,26.1,4.5,26,44,24,6,111,111
Unity High School,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,501.7,489.4,24.3,41.4,22.5,11.7,37.8,31.5,26.1,4.5,26,44,24,6,111,111
Unity Jr High School,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Unity West,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Unity East,Tolono CUSD 7,Philo,Champaign,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Heritage CUSD 8,Homer,Champaign,UNIT,SMALL,,K - 12,483.9,462.9,21.4,53.6,17.9,7.1,50,25,25,0,23.1,46.2,23.1,7.7,28,28
Heritage High School,Heritage CUSD 8,Broadlands,Champaign,UNIT,SMALL,HIGH SCHOOL,9 - 12,483.9,462.9,21.4,53.6,17.9,7.1,50,25,25,0,23.1,46.2,23.1,7.7,28,28
Heritage Jr High and Elementary School,Heritage CUSD 8,Homer,Champaign,UNIT,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,,PK - 12,464.1,434.7,42.7,32.7,15.7,8.9,62.8,18.2,15.4,3.6,42.9,29.3,19.5,8.3,249,250
Urbana High School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,HIGH SCHOOL,9 - 12,464.1,434.7,42.7,32.7,15.7,8.9,62.8,18.2,15.4,3.6,42.9,29.3,19.5,8.3,249,250
Urbana Middle School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
M L King Jr Elem School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Leal Elem School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Dr Preston L Williams Jr Elementary School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Thomas Paine Elem School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Yankee Ridge Elem School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Wiley Elementary School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Urbana Early Childhood Ctr,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Thomasboro CCSD 130,Thomasboro,Champaign,ELEMENTARY,SMALL,,PK - 8,,,,,,,,,,,,,,,,
Thomasboro Grade School,Thomasboro CCSD 130,Thomasboro,Champaign,ELEMENTARY,SMALL,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
J W Eater Jr High School,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Broadmeadow Elem School,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Eastlawn Elem School,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Northview Elem School,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Pleasant Acres Elem School,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Ludlow CCSD 142,Ludlow,Champaign,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Ludlow Elementary School,Ludlow CCSD 142,Ludlow,Champaign,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,St Joseph CCSD 169,Saint Joseph,Champaign,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
St Joseph Middle School,St Joseph CCSD 169,Saint Joseph,Champaign,ELEMENTARY,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
St Joseph Elem School,St Joseph CCSD 169,Saint Joseph,Champaign,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Gifford CCSD 188,Gifford,Champaign,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Gifford Grade School,Gifford CCSD 188,Gifford,Champaign,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,,9 - 12,423.9,403.5,56.9,32.8,8.2,2.1,77.4,17.4,4.6,0.5,64.9,23.4,10.6,1.1,195,195
Rantoul Twp High School,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,423.9,403.5,56.9,32.8,8.2,2.1,77.4,17.4,4.6,0.5,64.9,23.4,10.6,1.1,195,195
,Prairieview-Ogden CCSD 197,Royal,Champaign,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Prairieview-Ogden Jr High Sch,Prairieview-Ogden CCSD 197,Thomasboro,Champaign,ELEMENTARY,SMALL,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Prairieview-Ogden North Elem,Prairieview-Ogden CCSD 197,Royal,Champaign,ELEMENTARY,SMALL,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Prairieview-Ogden South Elem,Prairieview-Ogden CCSD 197,Ogden,Champaign,ELEMENTARY,SMALL,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,,9 - 12,515.3,523.8,14.4,53.2,18.9,13.5,22.5,30.6,40.5,6.3,20.4,51.9,18.5,9.3,111,111
St Joseph-Ogden High School,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,515.3,523.8,14.4,53.2,18.9,13.5,22.5,30.6,40.5,6.3,20.4,51.9,18.5,9.3,111,111
,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,,PK - 12,499.3,488.3,25.7,40,27.1,7.1,34.3,27.1,34.3,4.3,29.7,45.9,16.2,8.1,70,70
GCMS High School,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,499.3,488.3,25.7,40,27.1,7.1,34.3,27.1,34.3,4.3,29.7,45.9,16.2,8.1,70,70
GCMS Middle School,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
GCMS Elementary School,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,,PK - 12,469.3,461.6,34,44,18,4,47,24,27,2,44.6,39.3,14.3,1.8,101,101
Paxton-Buckley-Loda High School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.3,461.6,34,44,18,4,47,24,27,2,44.6,39.3,14.3,1.8,101,101
Paxton-Buckley-Loda Jr High Sch,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Clara Peterson Elem School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,,PK - 12,509.3,468.7,26.1,37,18.5,18.5,47.8,27.2,19.6,5.4,27.1,35.4,18.8,18.8,92,92
Marshall High School,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,509.3,468.7,26.1,37,18.5,18.5,47.8,27.2,19.6,5.4,27.1,35.4,18.8,18.8,92,92
Marshall Jr High School,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
North Elem School,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,ELEMENTARY,3 - 6,,,,,,,,,,,,,,,,
South Elem School,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
,Martinsville CUSD 3C,Martinsville,Clark,UNIT,SMALL,,PK - 12,469.3,455.3,30,43.3,26.7,0,50,40,10,0,50,28.6,21.4,0,30,30
Martinsville Jr-Sr High School,Martinsville CUSD 3C,Martinsville,Clark,UNIT,SMALL,HIGH SCHOOL,7 - 12,469.3,455.3,30,43.3,26.7,0,50,40,10,0,50,28.6,21.4,0,30,30
Martinsville Elem School,Martinsville CUSD 3C,Martinsville,Clark,UNIT,SMALL,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,MEDIUM,,PK - 12,487.2,473.3,21.7,53.3,20,5,33.3,45,21.7,0,20.7,62.1,17.2,0,60,60
Casey-Westfield Jr/Sr HS,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,487.2,473.3,21.7,53.3,20,5,33.3,45,21.7,0,20.7,62.1,17.2,0,60,60
Monroe Elem School,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,,PK - 12,497.9,463.8,23.7,39.7,26.9,9.6,47.4,28.8,19.2,4.5,29.6,42.3,21.1,7,156,156
Charleston High School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,HIGH SCHOOL,9 - 12,497.9,463.8,23.7,39.7,26.9,9.6,47.4,28.8,19.2,4.5,29.6,42.3,21.1,7,156,156
Charleston Middle School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Carl Sandburg Elem School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,ELEMENTARY,K - 3,,,,,,,,,,,,,,,,
Jefferson Elem School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Mark Twain Elem School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,ELEMENTARY,PK - K,,,,,,,,,,,,,,,,
Ashmore Elem School,Charleston CUSD 1,Ashmore,Coles,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,,PK - 12,458.1,431.7,40.1,42.9,15.8,1.2,59.5,28.3,11.7,0.4,42.9,40.6,15.8,0.8,247,247
Mattoon High School,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,HIGH SCHOOL,9 - 12,458.1,431.7,40.1,42.9,15.8,1.2,59.5,28.3,11.7,0.4,42.9,40.6,15.8,0.8,247,247
Mattoon Middle School,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Arland D Williams Jr Elem Sch,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Riddle Elementary School,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Franklin Elementary School,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,,PK - 12,442,424,40,53.3,6.7,0,60,33.3,6.7,0,,,,,15,15
Oakland High School,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,HIGH SCHOOL,9 - 12,442,424,40,53.3,6.7,0,60,33.3,6.7,0,,,,,15,15
Lake Crest Elem School,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,,PK - 12,457.4,433.2,39.5,55.3,2.6,2.6,57.9,34.2,7.9,0,40,55,0,5,38,38
Neoga Jr/Sr High School,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,457.4,433.2,39.5,55.3,2.6,2.6,57.9,34.2,7.9,0,40,55,0,5,38,38
Neoga Elementary School,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,,PK - 12,479.2,455.9,31.6,44.7,19.7,3.9,50,27.6,19.7,2.6,36.6,34.1,22,7.3,76,76
Cumberland High School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,479.2,455.9,31.6,44.7,19.7,3.9,50,27.6,19.7,2.6,36.6,34.1,22,7.3,76,76
Cumberland Middle School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Cumberland Elem School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,,PK - 12,485.7,467.8,25.4,43.3,26.9,4.5,43.3,29.9,23.9,3,26.3,44.7,21.1,7.9,67,67
Tuscola High School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,485.7,467.8,25.4,43.3,26.9,4.5,43.3,29.9,23.9,3,26.3,44.7,21.1,7.9,67,67
East Prairie Middle School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
North Ward Elementary School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,,PK - 12,457.8,441.9,37.5,50,6.3,6.3,59.4,21.9,18.8,0,36.8,47.4,10.5,5.3,32,32
Villa Grove High School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,457.8,441.9,37.5,50,6.3,6.3,59.4,21.9,18.8,0,36.8,47.4,10.5,5.3,32,32
Villa Grove Jr High School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Villa Grove Elem School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,,PK - 12,493.3,466.7,24.5,42.6,25.5,7.4,47.9,28.7,20.2,3.2,37.7,37.7,20.8,3.8,94,94
Arthur-Lovington-Atwood-Hammond High School,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,493.3,466.7,24.5,42.6,25.5,7.4,47.9,28.7,20.2,3.2,37.7,37.7,20.8,3.8,94,94
Arthur Grade School,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
Lovington Grade School,Arthur CUSD 305,Lovington,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
Atwood-Hammond Grade School,Arthur CUSD 305,Atwood,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,,PK - 12,475.6,458.1,35.6,35.6,23.7,5.1,52.5,28.8,16.9,1.7,50,28.6,17.9,3.6,59,59
Arcola High School,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,475.6,458.1,35.6,35.6,23.7,5.1,52.5,28.8,16.9,1.7,50,28.6,17.9,3.6,59,59
Arcola Elementary School,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,,PK - 12,441,418.7,50,36.7,10,3.3,70,20,10,0,50,43.8,6.3,0,30,30
Shiloh High School,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,HIGH SCHOOL,9 - 12,441,418.7,50,36.7,10,3.3,70,20,10,0,50,43.8,6.3,0,30,30
Shiloh Elementary School,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,,PK - 12,439.1,429.1,45.5,36.4,18.2,0,63.6,27.3,9.1,0,,,,,11,11
Kansas High School,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,HIGH SCHOOL,7 - 12,439.1,429.1,45.5,36.4,18.2,0,63.6,27.3,9.1,0,,,,,11,11
Kansas Elem School,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,,PK - 12,,,,,,,,,,,,,,,,
Crestwood Jr High School,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Crestwood Elem School,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,,PK - 12,467.7,439.2,34.6,46.2,19.2,0,46.2,46.2,7.7,0,45.5,45.5,9.1,0,26,26
Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,HIGH SCHOOL,9 - 12,467.7,439.2,34.6,46.2,19.2,0,46.2,46.2,7.7,0,45.5,45.5,9.1,0,26,26
Chrisman-Scottland Jr High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Chrisman Elem School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,,PK - 12,,,,,,,,,,,,,,,,
Mayo Middle School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Memorial Elementary School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Carolyn Wenz Elem School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,ELEMENTARY,3 - 5,,,,,,,,,,,,,,,,
Creative Center for Children,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,PreK,PK,,,,,,,,,,,,,,,,
,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,SMALL,,9 - 12,474.7,459.6,31,44.2,21.2,3.5,49.6,27.4,21.2,1.8,38,40,18,4,113,113
Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,474.7,459.6,31,44.2,21.2,3.5,49.6,27.4,21.2,1.8,38,40,18,4,113,113
,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,,PK - 12,482,444.9,25.6,47.6,20.7,6.1,59.3,24.7,14.8,1.2,28.2,48.7,17.9,5.1,81,82
Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,482,444.9,25.6,47.6,20.7,6.1,59.3,24.7,14.8,1.2,28.2,48.7,17.9,5.1,81,82
Sullivan Middle School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Sullivan Elem School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,,PK - 12,451.8,441.8,36.8,50,13.2,0,60.5,28.9,10.5,0,52.9,47.1,0,0,38,38
Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,451.8,441.8,36.8,50,13.2,0,60.5,28.9,10.5,0,52.9,47.1,0,0,38,38
Okaw Valley Middle School,Okaw Valley CUSD 302,Findlay,Moultrie,UNIT,MEDIUM,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Okaw Valley Elementary School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,,PK - 12,466.7,446,46.7,20,20,13.3,53.3,33.3,6.7,6.7,50,0,30,20,15,15
Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,HIGH SCHOOL,7 - 12,466.7,446,46.7,20,20,13.3,53.3,33.3,6.7,6.7,50,0,30,20,15,15
Windsor Elem School,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,,PK - 12,441.5,418.5,46.2,46.2,7.7,0,65.4,23.1,11.5,0,55,40,5,0,26,26
Cowden-Herrick Jr/Sr High School,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,HIGH SCHOOL,PK - 12,441.5,418.5,46.2,46.2,7.7,0,65.4,23.1,11.5,0,55,40,5,0,26,26
Cowden-Herrick Grade School,Cowden-Herrick CUSD 3A,Herrick,Shelby,UNIT,SMALL,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,,PK - 12,484.6,474.5,28.1,40.4,28.1,3.4,47.2,21.3,29.2,2.2,37.2,39.5,20.9,2.3,89,89
Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.6,474.5,28.1,40.4,28.1,3.4,47.2,21.3,29.2,2.2,37.2,39.5,20.9,2.3,89,89
Moulton Elementary School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY,4 - 8,,,,,,,,,,,,,,,,
Main Street Elementary School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY,PK - 3,,,,,,,,,,,,,,,,
Shelbyville Kindergarten Center,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY,K,,,,,,,,,,,,,,,,
,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,,PK - 12,462.2,474.1,29.6,51.9,18.5,0,44.4,22.2,33.3,0,35.7,57.1,7.1,0,27,27
Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,HIGH SCHOOL,9 - 12,462.2,474.1,29.6,51.9,18.5,0,44.4,22.2,33.3,0,35.7,57.1,7.1,0,27,27
Stewardson-Strasburg Elem School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,,PK - 12,469.1,425.4,28.6,50,16.1,5.4,64.3,28.6,7.1,0,35.5,48.4,9.7,6.5,56,56
