School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,,PK - 12,430,410.3,57.6,28.7,9.8,4,74.9,13.9,9,2.1,62.6,24.9,8.5,4,937,936
Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,384.2,370.5,77.3,22,0.7,0,92.9,7.1,0,0,81.3,18.8,0,0,141,141
Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,396.4,376.5,74.9,22.2,2.3,0.5,89.2,9.8,1,0,79.4,17.2,2.8,0.6,389,388
Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,485.9,464.5,29.4,39.2,21.6,9.8,51,21.6,21.8,5.6,35.6,35.6,18.4,10.4,361,361
Quest Charter School Academy,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,CHARTER SCH,5 - 12,414.8,393.5,69.6,21.7,8.7,0,84.8,10.9,4.3,0,56.5,30.4,13,0,46,46
Rolling Acres Middle School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 12,,,,,,,,,,,,,,,,
Sterling Middle School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Von Steuben Middle School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Harold B Dawson Middle School,Peoria SD 150,West Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Liberty Leadership Middle School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Mark W Bills Middle School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Reservoir Gifted School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Whittier Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Dr Maude A Sanders Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
The Elise Ford Allen Academy,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Franklin Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Glen Oak Comm Learning Cntr,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Annie Jo Gordon Comm Learning Cntr,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Hines Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Lincoln School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Dr. C.T. Vivian Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
Kellar Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Northmoor Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Charter Oak Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Trewyn Primary School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
Valeska Hinton Early Ch Ed Ctr,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,,PK - 12,476,479.4,34.6,38.5,23.1,3.8,42.3,32.1,19.2,6.4,44.4,30.6,19.4,5.6,78,78
Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,476,479.4,34.6,38.5,23.1,3.8,42.3,32.1,19.2,6.4,44.4,30.6,19.4,5.6,78,78
Farmington Central Jr High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Farmington Central Elem Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,,PK - 12,530.7,528.7,13.3,42.2,33.3,11.1,17.8,31.1,48.9,2.2,18.2,40.9,36.4,4.5,45,45
Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,530.7,528.7,13.3,42.2,33.3,11.1,17.8,31.1,48.9,2.2,18.2,40.9,36.4,4.5,45,45
Brimfield Grade School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,,9 - 12,464.9,439.9,38.7,41,15.1,5.2,59.4,24.1,14.2,2.4,41.3,41.3,10.1,7.3,212,212
Limestone Community High School,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,464.9,439.9,38.7,41,15.1,5.2,59.4,24.1,14.2,2.4,41.3,41.3,10.1,7.3,212,212
,Limestone Walters CCSD 316,Peoria,Peoria,ELEMENTARY,SMALL,,PK - 8,,,,,,,,,,,,,,,,
Limestone Walters Elem School,Limestone Walters CCSD 316,Peoria,Peoria,ELEMENTARY,SMALL,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,,PK - 12,499.2,477.1,21.3,45.8,24.5,8.4,45.2,29,18.7,7.1,27.1,47.1,17.1,8.6,155,155
Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,499.2,477.1,21.3,45.8,24.5,8.4,45.2,29,18.7,7.1,27.1,47.1,17.1,8.6,155,155
Mossville Jr High,Il Valley Central USD 321,Mossville,Peoria,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Chillicothe Jr High,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
South Elementary School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,ELEMENTARY,PK - 3,,,,,,,,,,,,,,,,
Mossville Elementary School,Il Valley Central USD 321,Mossville,Peoria,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Chillicothe Elementary Center,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,ELEMENTARY,4 - 5,,,,,,,,,,,,,,,,
,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,,PK - 12,537.3,502.8,2.5,60,25,12.5,27.5,37.5,32.5,2.5,0,70.6,23.5,5.9,40,40
Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,537.3,502.8,2.5,60,25,12.5,27.5,37.5,32.5,2.5,0,70.6,23.5,5.9,40,40
Elmwood Junior High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Elmwood Elem School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,,PK - 12,558.6,564.2,13.2,30.8,30.2,25.8,20,19.4,37.2,23.4,15.9,29.3,31.7,23.2,325,325
Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,HIGH SCHOOL,9 - 12,558.6,564.2,13.2,30.8,30.2,25.8,20,19.4,37.2,23.4,15.9,29.3,31.7,23.2,325,325
Dunlap Middle School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Dunlap Valley Middle School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Dunlap Grade School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Wilder-Waite Grade School,Dunlap CUSD 323,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Banner Elementary School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Ridgeview Elementary School,Dunlap CUSD 323,Peoria,Peoria,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Hickory Grove Elementary School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,,PK - 12,441.4,430,40.5,47.6,11.9,0,59.5,33.3,7.1,0,50,43.8,6.3,0,42,42
Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,441.4,430,40.5,47.6,11.9,0,59.5,33.3,7.1,0,50,43.8,6.3,0,42,42
Peoria Heights Grade School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,,PK - 12,503.1,506.5,21.6,43.1,25.5,9.8,31.4,25.5,43.1,0,20.7,44.8,24.1,10.3,51,51
Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,503.1,506.5,21.6,43.1,25.5,9.8,31.4,25.5,43.1,0,20.7,44.8,24.1,10.3,51,51
Princeville Elem School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,,PK - 12,491.3,494.9,16.4,54.1,23,6.6,29.5,34.4,34.4,1.6,21.4,60.7,10.7,7.1,61,61
Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,491.3,494.9,16.4,54.1,23,6.6,29.5,34.4,34.4,1.6,21.4,60.7,10.7,7.1,61,61
Illini Bluffs Elementary School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Illini Bluffs Middle School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,ELEMENTARY,6 - 8,,,,,,,,,,,,,,,,
,Hollis Cons SD 328,Peoria,Peoria,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Hollis Consolidated Grade Sch,Hollis Cons SD 328,Peoria,Peoria,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,Hampton SD 29,Hampton,Rock Island,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
Hampton Elem School,Hampton SD 29,Hampton,Rock Island,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,,9 - 12,436.6,425.5,50,39.1,9,2,67.4,21.7,8.8,2,56.8,33.5,8.7,1,396,402
United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,436.6,425.5,50,39.1,9,2,67.4,21.7,8.8,2,56.8,33.5,8.7,1,396,402
,Silvis SD 34,East Moline,Rock Island,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Northeast Jr High School,Silvis SD 34,East Moline,Rock Island,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
George O Barr School,Silvis SD 34,Silvis,Rock Island,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Carbon Cliff-Barstow SD 36,Silvis,Rock Island,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Eagle Ridge School,Carbon Cliff-Barstow SD 36,Silvis,Rock Island,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 8,,,,,,,,,,,,,,,,
,East Moline SD 37,East Moline,Rock Island,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Glenview Middle School,East Moline SD 37,East Moline,Rock Island,ELEMENTARY,LARGE,MIDDLE SCHL,5 - 8,,,,,,,,,,,,,,,,
Bowlesburg Elem School,East Moline SD 37,Silvis,Rock Island,ELEMENTARY,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Hillcrest Elem School,East Moline SD 37,East Moline,Rock Island,ELEMENTARY,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Ridgewood Elem School,East Moline SD 37,East Moline,Rock Island,ELEMENTARY,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Wells Elem School,East Moline SD 37,East Moline,Rock Island,ELEMENTARY,LARGE,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,,PK - 12,470,447.2,38.6,36.3,18,7.1,54.7,25.2,18,2.1,41.4,36.2,15.9,6.6,524,524
Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,470,447.2,38.6,36.3,18,7.1,54.7,25.2,18,2.1,41.4,36.2,15.9,6.6,524,524
John Deere Middle School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Woodrow Wilson Middle School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Butterworth Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Benjamin Franklin Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Hamilton Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Lincoln-Irving Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Logan Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Bicentennial Elem School,Moline-Coal Valley CUSD 40,Coal Valley,Rock Island,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Roosevelt Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
George Washington Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Willard Elem School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Jane Addams Elementary School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Jefferson Early Childhood Ctr,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,,PK - 12,440.3,414.7,46.9,41.6,8.7,2.8,69.1,26.1,4.5,0.3,53.7,36,7.4,2.9,356,356
Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,HIGH SCHOOL,9 - 12,440.3,414.7,46.9,41.6,8.7,2.8,69.1,26.1,4.5,0.3,53.7,36,7.4,2.9,356,356
Edison Jr High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Washington Jr High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Denkmann Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Earl H Hanson Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Eugene Field Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Frances Willard Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,K - 6,,,,,,,,,,,,,,,,
Longfellow Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Ridgewood Elem School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Thomas Jefferson Elem School,Rock Island SD 41,Milan,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Rock Island Academy,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
RICMS,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
Horace Mann ELC,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,PreK,PK,,,,,,,,,,,,,,,,
,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,,PK - 12,502.2,481,24.4,41.5,20.7,13.4,37.8,35.4,22,4.9,24.4,46.7,11.1,17.8,82,82
Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,502.2,481,24.4,41.5,20.7,13.4,37.8,35.4,22,4.9,24.4,46.7,11.1,17.8,82,82
Riverdale Middle School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Riverdale Elem School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,,PK - 12,481,465.3,24.7,48.3,22.5,4.5,46.1,28.1,24.7,1.1,35,40,22.5,2.5,89,89
Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,481,465.3,24.7,48.3,22.5,4.5,46.1,28.1,24.7,1.1,35,40,22.5,2.5,89,89
Sherrard Jr High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,MIDDLE SCHL,7 - 8,,,,,,,,,,,,,,,,
Matherville Intermediate School,Sherrard CUSD 200,Matherville,Rock Island,UNIT,MEDIUM,ELEMENTARY,5 - 6,,,,,,,,,,,,,,,,
Sherrard Elementary School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,ELEMENTARY,K - 4,,,,,,,,,,,,,,,,
Winola Elementary School,Sherrard CUSD 200,Viola,Rock Island,UNIT,MEDIUM,ELEMENTARY,PK - 4,,,,,,,,,,,,,,,,
,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,,PK - 12,483.7,468.1,27.5,45.1,23.1,4.4,39.6,37.4,23.1,0,32.6,46.5,20.9,0,91,91
Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,483.7,468.1,27.5,45.1,23.1,4.4,39.6,37.4,23.1,0,32.6,46.5,20.9,0,91,91
Rockridge Jr High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Andalusia Elem School,Rockridge CUSD 300,Andalusia,Rock Island,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Illinois City Elem School,Rockridge CUSD 300,Illinois City,Rock Island,UNIT,MEDIUM,ELEMENTARY,K - 2,,,,,,,,,,,,,,,,
Taylor Ridge Elem School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,ELEMENTARY,K - 2,,,,,,,,,,,,,,,,
,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,,PK - 12,485.4,445,32.1,32.1,32.1,3.6,46.4,50,3.6,0,46.2,23.1,23.1,7.7,28,28
Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,485.4,445,32.1,32.1,32.1,3.6,46.4,50,3.6,0,46.2,23.1,23.1,7.7,28,28
Lebanon Elem School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,,PK - 12,526.9,517.3,14.4,37.8,37.5,10.4,21.1,27.1,46.5,5.4,21.1,35.4,35.4,8.1,299,299
Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,HIGH SCHOOL,9 - 12,526.9,517.3,14.4,37.8,37.5,10.4,21.1,27.1,46.5,5.4,21.1,35.4,35.4,8.1,299,299
Mascoutah Middle School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Mascoutah Elem School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Scott Elem School,Mascoutah CUD 19,Scott Air Force Base,Saint Clair,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Wingate Elementary School,Mascoutah CUD 19,Shiloh,Saint Clair,UNIT,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,St Libory Cons SD 30,Saint Libory,Saint Clair,ELEMENTARY,SMALL,,K - 8,,,,,,,,,,,,,,,,
St Libory Elem School,St Libory Cons SD 30,Saint Libory,Saint Clair,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,,,,,,,,,,,,,,,
,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,,PK - 12,433,446.5,30.8,59,7.7,2.6,48.7,23.1,25.6,2.6,23.8,61.9,9.5,4.8,40,40
Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,433,446.5,30.8,59,7.7,2.6,48.7,23.1,25.6,2.6,23.8,61.9,9.5,4.8,40,40
Marissa Elem School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,ELEMENTARY,PK - 6,,,,,,,,,,,,,,,,
,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,,PK - 12,490.3,448.1,16.1,51.6,32.3,0,58.1,29,12.9,0,28.6,50,21.4,0,31,31
New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,490.3,448.1,16.1,51.6,32.3,0,58.1,29,12.9,0,28.6,50,21.4,0,31,31
New Athens Jr High,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
New Athens Elem,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
,Freeburg CCSD 70,Freeburg,Saint Clair,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Freeburg Primary Center,Freeburg CCSD 70,Freeburg,Saint Clair,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 2,,,,,,,,,,,,,,,,
Freeburg Elem School,Freeburg CCSD 70,Freeburg,Saint Clair,ELEMENTARY,MEDIUM,ELEMENTARY,3 - 8,,,,,,,,,,,,,,,,
,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,,9 - 12,518.8,498.9,21.6,32.4,33.8,12.2,30.4,31.1,36.5,2,25.3,37.3,25.3,12,148,148
Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,518.8,498.9,21.6,32.4,33.8,12.2,30.4,31.1,36.5,2,25.3,37.3,25.3,12,148,148
,Shiloh Village SD 85,Shiloh,Saint Clair,ELEMENTARY,MEDIUM,,PK - 8,,,,,,,,,,,,,,,,
Shiloh Middle School,Shiloh Village SD 85,Shiloh,Saint Clair,ELEMENTARY,MEDIUM,MIDDLE SCHL,4 - 8,,,,,,,,,,,,,,,,
Shiloh Elementary School,Shiloh Village SD 85,Shiloh,Saint Clair,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 3,,,,,,,,,,,,,,,,
,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,,PK - 8,,,,,,,,,,,,,,,,
Fulton Jr High School,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Amelia V Carriel Jr High,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,,,,,,,,,,,,,,,
Estelle Kampmeyer Elem School,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
J Emmett Hinchcliffe Sr Elem Sch,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
Laverna Evans Elem School,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,ELEMENTARY,K - 5,,,,,,,,,,,,,,,,
Marie Schaefer Elem School,O Fallon CCSD 90,O Fallon,Saint Clair,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,,,,,,,,,,,,,,,
