unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
05001480100,2021,480100,Arkansas County,Arkansas,464,54194,69687
05001480200,2021,480200,Arkansas County,Arkansas,456,75972,104436
05001480300,2021,480300,Arkansas County,Arkansas,1034,62679,83292
05001480400,2021,480400,Arkansas County,Arkansas,910,30682,53921
05001480500,2021,480500,Arkansas County,Arkansas,1396,67852,69980
05001480600,2021,480600,Arkansas County,Arkansas,721,64766,70295
05001480700,2021,480700,Arkansas County,Arkansas,1132,40500,53181
05001480800,2021,480800,Arkansas County,Arkansas,482,68750,80668
05003960100,2021,960100,Ashley County,Arkansas,539,48125,58550
05003960200,2021,960200,Ashley County,Arkansas,912,50543,64178
05003960300,2021,960300,Ashley County,Arkansas,1589,35982,60831
05003960400,2021,960400,Ashley County,Arkansas,560,44924,54751
05003960500,2021,960500,Ashley County,Arkansas,802,38365,44532
05003960600,2021,960600,Ashley County,Arkansas,2246,38520,76175
05003960700,2021,960700,Ashley County,Arkansas,591,48750,66581
05005950100,2021,950100,Baxter County,Arkansas,2272,41445,55457
05005950200,2021,950200,Baxter County,Arkansas,2127,46715,73152
05005950300,2021,950300,Baxter County,Arkansas,2329,38558,55089
05005950400,2021,950400,Baxter County,Arkansas,1518,39688,76692
05005950500,2021,950500,Baxter County,Arkansas,1908,42391,59655
05005950600,2021,950600,Baxter County,Arkansas,1816,41937,88747
05005950700,2021,950700,Baxter County,Arkansas,1616,46058,57008
05005950801,2021,950801,Baxter County,Arkansas,1989,51648,67822
05005950802,2021,950802,Baxter County,Arkansas,795,45863,48645
05005950900,2021,950900,Baxter County,Arkansas,2465,40923,51907
05007020102,2021,20102,Benton County,Arkansas,2524,94533,116687
05007020103,2021,20103,Benton County,Arkansas,1568,70114,85015
05007020104,2021,20104,Benton County,Arkansas,575,76654,90295
05007020201,2021,20201,Benton County,Arkansas,1748,56875,86976
05007020203,2021,20203,Benton County,Arkansas,1031,76354,111650
05007020205,2021,20205,Benton County,Arkansas,1743,51875,63830
05007020206,2021,20206,Benton County,Arkansas,2226,60489,67266
05007020301,2021,20301,Benton County,Arkansas,1865,35580,44422
05007020302,2021,20302,Benton County,Arkansas,1427,63603,82505
05007020304,2021,20304,Benton County,Arkansas,1757,60337,80146
05007020305,2021,20305,Benton County,Arkansas,1456,78056,83806
05007020401,2021,20401,Benton County,Arkansas,2621,60840,82780
05007020402,2021,20402,Benton County,Arkansas,1837,64977,81607
05007020404,2021,20404,Benton County,Arkansas,1673,56719,67561
05007020405,2021,20405,Benton County,Arkansas,1877,106972,137972
05007020501,2021,20501,Benton County,Arkansas,2212,91413,135678
05007020503,2021,20503,Benton County,Arkansas,1804,63152,67349
05007020504,2021,20504,Benton County,Arkansas,1334,50737,77504
05007020604,2021,20604,Benton County,Arkansas,1860,86057,113784
05007020605,2021,20605,Benton County,Arkansas,1465,82348,100002
05007020606,2021,20606,Benton County,Arkansas,1459,147694,200523
05007020607,2021,20607,Benton County,Arkansas,3828,89562,114871
05007020608,2021,20608,Benton County,Arkansas,1292,100658,108047
05007020701,2021,20701,Benton County,Arkansas,2316,74478,101801
05007020703,2021,20703,Benton County,Arkansas,2062,95333,115886
05007020704,2021,20704,Benton County,Arkansas,1721,78310,100475
05007020801,2021,20801,Benton County,Arkansas,2095,89288,108195
05007020803,2021,20803,Benton County,Arkansas,2041,69987,163883
05007020805,2021,20805,Benton County,Arkansas,1976,65341,95037
05007020806,2021,20806,Benton County,Arkansas,2506,86213,199904
05007020903,2021,20903,Benton County,Arkansas,1799,87146,101443
05007020904,2021,20904,Benton County,Arkansas,2409,100225,114394
05007020905,2021,20905,Benton County,Arkansas,1044,63784,81754
05007020906,2021,20906,Benton County,Arkansas,1743,87904,109669
05007021001,2021,21001,Benton County,Arkansas,1874,48333,61120
05007021003,2021,21003,Benton County,Arkansas,1046,61824,74435
05007021004,2021,21004,Benton County,Arkansas,1493,65382,74297
05007021101,2021,21101,Benton County,Arkansas,1773,60226,68398
05007021102,2021,21102,Benton County,Arkansas,1265,59659,63808
05007021201,2021,21201,Benton County,Arkansas,1572,62167,96743
05007021202,2021,21202,Benton County,Arkansas,1166,42292,53866
05007021304,2021,21304,Benton County,Arkansas,3549,108252,117408
