unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2017,7801,Adams County,Colorado,4412,1962,44.5,2450,55.5,491,11.1,665,15.1,0,0.0,1110,25.2,0,0.0,35,0.8,149,3.4
08001007802,2017,7802,Adams County,Colorado,4594,2687,58.5,1907,41.5,507,11.0,880,19.2,64,1.4,256,5.6,0,0.0,31,0.7,169,3.7
08001007900,2017,7900,Adams County,Colorado,5589,3228,57.8,2361,42.2,1106,19.8,766,13.7,93,1.7,133,2.4,0,0.0,39,0.7,224,4.0
08001008000,2017,8000,Adams County,Colorado,6412,3506,54.7,2906,45.3,1592,24.8,954,14.9,59,0.9,197,3.1,0,0.0,7,0.1,97,1.5
08001008100,2017,8100,Adams County,Colorado,1563,354,22.6,1209,77.4,948,60.7,39,2.5,0,0.0,128,8.2,0,0.0,0,0.0,94,6.0
08001008200,2017,8200,Adams County,Colorado,5766,2486,43.1,3280,56.9,1770,30.7,1023,17.7,8,0.1,164,2.8,26,0.5,197,3.4,92,1.6
08001008308,2017,8308,Adams County,Colorado,5527,2502,45.3,3025,54.7,1462,26.5,845,15.3,130,2.4,549,9.9,0,0.0,0,0.0,39,0.7
08001008309,2017,8309,Adams County,Colorado,3847,2620,68.1,1227,31.9,741,19.3,312,8.1,0,0.0,62,1.6,54,1.4,15,0.4,43,1.1
08001008353,2017,8353,Adams County,Colorado,7088,2702,38.1,4386,61.9,2759,38.9,958,13.5,20,0.3,410,5.8,0,0.0,0,0.0,239,3.4
08001008401,2017,8401,Adams County,Colorado,4747,739,15.6,4008,84.4,3806,80.2,11,0.2,73,1.5,51,1.1,0,0.0,0,0.0,67,1.4
08001008402,2017,8402,Adams County,Colorado,4984,467,9.4,4517,90.6,4276,85.8,0,0.0,80,1.6,0,0.0,0,0.0,28,0.6,133,2.7
08001008505,2017,8505,Adams County,Colorado,7058,2186,31.0,4872,69.0,4792,67.9,56,0.8,24,0.3,0,0.0,0,0.0,0,0.0,0,0.0
08001008506,2017,8506,Adams County,Colorado,6379,2444,38.3,3935,61.7,3397,53.3,296,4.6,19,0.3,149,2.3,0,0.0,0,0.0,74,1.2
08001008507,2017,8507,Adams County,Colorado,6927,2622,37.9,4305,62.1,4103,59.2,87,1.3,16,0.2,20,0.3,0,0.0,0,0.0,79,1.1
08001008508,2017,8508,Adams County,Colorado,5986,1564,26.1,4422,73.9,3916,65.4,42,0.7,27,0.5,270,4.5,0,0.0,20,0.3,147,2.5
08001008523,2017,8523,Adams County,Colorado,8228,1891,23.0,6337,77.0,5815,70.7,326,4.0,11,0.1,13,0.2,0,0.0,0,0.0,172,2.1
08001008524,2017,8524,Adams County,Colorado,8129,1632,20.1,6497,79.9,5666,69.7,171,2.1,17,0.2,346,4.3,0,0.0,0,0.0,297,3.7
08001008526,2017,8526,Adams County,Colorado,6660,850,12.8,5810,87.2,5037,75.6,256,3.8,0,0.0,437,6.6,0,0.0,0,0.0,80,1.2
08001008529,2017,8529,Adams County,Colorado,7637,1784,23.4,5853,76.6,4864,63.7,171,2.2,0,0.0,670,8.8,0,0.0,77,1.0,71,0.9
08001008533,2017,8533,Adams County,Colorado,7978,2496,31.3,5482,68.7,4796,60.1,110,1.4,0,0.0,473,5.9,0,0.0,0,0.0,103,1.3
08001008534,2017,8534,Adams County,Colorado,4726,1364,28.9,3362,71.1,3037,64.3,30,0.6,0,0.0,62,1.3,0,0.0,0,0.0,233,4.9
08001008535,2017,8535,Adams County,Colorado,3832,1723,45.0,2109,55.0,1920,50.1,39,1.0,0,0.0,105,2.7,0,0.0,29,0.8,16,0.4
