unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2017,7801,Adams County,Colorado,411,233,113,56,9,2405,631,444,747,367,48,120,48,56.7,27.5,13.6,2.2,26.2,18.5,31.1,15.3,2.0,5.0,2.0,1348,24420,36816,4412,1962,44.5,2450,55.5,491,11.1,665,15.1,0,0.0,1110,25.2,0,0.0,35,0.8,149,3.4
08001007802,2017,7802,Adams County,Colorado,452,219,209,16,8,2626,557,693,973,253,89,36,25,48.5,46.2,3.5,1.8,21.2,26.4,37.1,9.6,3.4,1.4,1.0,1417,28341,35096,4594,2687,58.5,1907,41.5,507,11.0,880,19.2,64,1.4,256,5.6,0,0.0,31,0.7,169,3.7
08001007900,2017,7900,Adams County,Colorado,695,102,233,290,70,3229,663,537,986,461,162,252,168,14.7,33.5,41.7,10.1,20.5,16.6,30.5,14.3,5.0,7.8,5.2,1881,38297,44570,5589,3228,57.8,2361,42.2,1106,19.8,766,13.7,93,1.7,133,2.4,0,0.0,39,0.7,224,4.0
08001008000,2017,8000,Adams County,Colorado,752,242,368,87,55,3760,629,534,1079,833,265,277,143,32.2,48.9,11.6,7.3,16.7,14.2,28.7,22.2,7.0,7.4,3.8,1797,52219,67064,6412,3506,54.7,2906,45.3,1592,24.8,954,14.9,59,0.9,197,3.1,0,0.0,7,0.1,97,1.5
08001008100,2017,8100,Adams County,Colorado,327,43,15,57,212,1133,121,15,118,95,53,354,377,13.1,4.6,17.4,64.8,10.7,1.3,10.4,8.4,4.7,31.2,33.3,727,39156,51960,1563,354,22.6,1209,77.4,948,60.7,39,2.5,0,0.0,128,8.2,0,0.0,0,0.0,94,6.0
08001008200,2017,8200,Adams County,Colorado,417,68,177,172,0,3621,306,669,1122,756,329,313,126,16.3,42.4,41.2,0.0,8.5,18.5,31.0,20.9,9.1,8.6,3.5,1469,60453,71111,5766,2486,43.1,3280,56.9,1770,30.7,1023,17.7,8,0.1,164,2.8,26,0.5,197,3.4,92,1.6
08001008308,2017,8308,Adams County,Colorado,611,131,267,198,15,3250,419,306,1299,662,338,160,66,21.4,43.7,32.4,2.5,12.9,9.4,40.0,20.4,10.4,4.9,2.0,1826,36919,45866,5527,2502,45.3,3025,54.7,1462,26.5,845,15.3,130,2.4,549,9.9,0,0.0,0,0.0,39,0.7
08001008309,2017,8309,Adams County,Colorado,456,150,134,172,0,2130,400,227,895,319,130,55,104,32.9,29.4,37.7,0.0,18.8,10.7,42.0,15.0,6.1,2.6,4.9,1117,50987,52479,3847,2620,68.1,1227,31.9,741,19.3,312,8.1,0,0.0,62,1.6,54,1.4,15,0.4,43,1.1
08001008353,2017,8353,Adams County,Colorado,565,48,187,293,37,4490,360,496,942,1072,649,624,347,8.5,33.1,51.9,6.5,8.0,11.0,21.0,23.9,14.5,13.9,7.7,2370,60243,74961,7088,2702,38.1,4386,61.9,2759,38.9,958,13.5,20,0.3,410,5.8,0,0.0,0,0.0,239,3.4
08001008401,2017,8401,Adams County,Colorado,305,17,96,186,6,3308,81,249,1336,746,385,375,136,5.6,31.5,61.0,2.0,2.4,7.5,40.4,22.6,11.6,11.3,4.1,1658,62209,83602,4747,739,15.6,4008,84.4,3806,80.2,11,0.2,73,1.5,51,1.1,0,0.0,0,0.0,67,1.4
