unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2023,100,Adams County,Illinois,4459,0,0.0,4459,100.0,4042,90.6,177,4.0,0,0.0,45,1.0,0,0.0,0,0.0,195,4.4
17001000201,2023,200,Adams County,Illinois,1989,34,1.7,1955,98.3,1849,93.0,66,3.3,0,0.0,0,0.0,0,0.0,0,0.0,40,2.0
17001000202,2023,202,Adams County,Illinois,2759,65,2.4,2694,97.6,2154,78.1,155,5.6,0,0.0,135,4.9,0,0.0,0,0.0,250,9.1
17001000400,2023,400,Adams County,Illinois,3536,71,2.0,3465,98.0,2872,81.2,289,8.2,0,0.0,0,0.0,0,0.0,0,0.0,304,8.6
17001000500,2023,500,Adams County,Illinois,2075,341,16.4,1734,83.6,1552,74.8,65,3.1,0,0.0,56,2.7,0,0.0,0,0.0,61,2.9
17001000600,2023,600,Adams County,Illinois,4161,61,1.5,4100,98.5,3807,91.5,182,4.4,3,0.1,11,0.3,2,0.0,24,0.6,71,1.7
17001000700,2023,700,Adams County,Illinois,1060,35,3.3,1025,96.7,831,78.4,138,13.0,9,0.8,5,0.5,0,0.0,0,0.0,42,4.0
17001000800,2023,800,Adams County,Illinois,2462,19,0.8,2443,99.2,1905,77.4,349,14.2,0,0.0,3,0.1,0,0.0,32,1.3,154,6.3
17001000900,2023,900,Adams County,Illinois,2413,32,1.3,2381,98.7,2095,86.8,138,5.7,0,0.0,11,0.5,0,0.0,0,0.0,137,5.7
17001001001,2023,1001,Adams County,Illinois,3198,123,3.8,3075,96.2,2963,92.7,41,1.3,0,0.0,0,0.0,0,0.0,0,0.0,71,2.2
17001001002,2023,1002,Adams County,Illinois,2887,15,0.5,2872,99.5,2505,86.8,133,4.6,2,0.1,41,1.4,0,0.0,0,0.0,191,6.6
17001001100,2023,1100,Adams County,Illinois,8097,104,1.3,7993,98.7,7250,89.5,274,3.4,0,0.0,97,1.2,0,0.0,10,0.1,362,4.5
17001010100,2023,10100,Adams County,Illinois,4632,88,1.9,4544,98.1,4459,96.3,17,0.4,1,0.0,0,0.0,0,0.0,13,0.3,54,1.2
17001010200,2023,10200,Adams County,Illinois,3842,94,2.4,3748,97.6,3642,94.8,67,1.7,0,0.0,6,0.2,0,0.0,8,0.2,25,0.7
17001010301,2023,10301,Adams County,Illinois,2891,0,0.0,2891,100.0,2884,99.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.2
17001010302,2023,10302,Adams County,Illinois,2838,101,3.6,2737,96.4,2670,94.1,0,0.0,0,0.0,27,1.0,0,0.0,0,0.0,40,1.4
17001010400,2023,10400,Adams County,Illinois,3425,27,0.8,3398,99.2,3303,96.4,74,2.2,1,0.0,0,0.0,9,0.3,11,0.3,0,0.0
17001010500,2023,10500,Adams County,Illinois,3092,45,1.5,3047,98.5,2971,96.1,76,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17001010600,2023,10600,Adams County,Illinois,5350,57,1.1,5293,98.9,5104,95.4,69,1.3,7,0.1,0,0.0,0,0.0,0,0.0,113,2.1
17003957600,2023,957600,Alexander County,Illinois,1670,28,1.7,1642,98.3,1378,82.5,198,11.9,0,0.0,15,0.9,0,0.0,0,0.0,51,3.1
17003957700,2023,957700,Alexander County,Illinois,1587,38,2.4,1549,97.6,1290,81.3,235,14.8,0,0.0,0,0.0,0,0.0,0,0.0,24,1.5
17003957800,2023,957800,Alexander County,Illinois,1098,0,0.0,1098,100.0,257,23.4,755,68.8,0,0.0,0,0.0,0,0.0,0,0.0,86,7.8
17003957900,2023,957900,Alexander County,Illinois,687,1,0.1,686,99.9,259,37.7,418,60.8,0,0.0,0,0.0,0,0.0,0,0.0,9,1.3
17005951200,2023,951200,Bond County,Illinois,2767,78,2.8,2689,97.2,2553,92.3,22,0.8,6,0.2,0,0.0,0,0.0,0,0.0,108,3.9
17005951300,2023,951300,Bond County,Illinois,6975,475,6.8,6500,93.2,5307,76.1,1054,15.1,44,0.6,73,1.0,0,0.0,0,0.0,22,0.3
17005951400,2023,951400,Bond County,Illinois,2894,53,1.8,2841,98.2,2684,92.7,45,1.6,66,2.3,0,0.0,0,0.0,0,0.0,46,1.6
17005951500,2023,951500,Bond County,Illinois,3991,23,0.6,3968,99.4,3821,95.7,0,0.0,20,0.5,9,0.2,0,0.0,10,0.3,108,2.7
17007010101,2023,10101,Boone County,Illinois,4589,1690,36.8,2899,63.2,2805,61.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,2.0
17007010102,2023,10102,Boone County,Illinois,4561,2221,48.7,2340,51.3,1895,41.5,407,8.9,0,0.0,0,0.0,0,0.0,0,0.0,38,0.8
17007010200,2023,10200,Boone County,Illinois,5645,2535,44.9,3110,55.1,2718,48.1,147,2.6,0,0.0,68,1.2,0,0.0,28,0.5,149,2.6
17007010300,2023,10300,Boone County,Illinois,5945,2045,34.4,3900,65.6,3730,62.7,22,0.4,0,0.0,81,1.4,0,0.0,0,0.0,67,1.1
17007010400,2023,10400,Boone County,Illinois,6823,1056,15.5,5767,84.5,5513,80.8,79,1.2,0,0.0,47,0.7,0,0.0,75,1.1,53,0.8
17007010501,2023,10501,Boone County,Illinois,5049,517,10.2,4532,89.8,4209,83.4,0,0.0,0,0.0,38,0.8,0,0.0,0,0.0,285,5.6
17007010502,2023,10502,Boone County,Illinois,5101,682,13.4,4419,86.6,4039,79.2,52,1.0,0,0.0,255,5.0,0,0.0,0,0.0,73,1.4
17007010601,2023,10601,Boone County,Illinois,3580,699,19.5,2881,80.5,2827,79.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,1.5
17007010603,2023,10603,Boone County,Illinois,6233,697,11.2,5536,88.8,4966,79.7,80,1.3,12,0.2,4,0.1,0,0.0,29,0.5,445,7.1
17007010604,2023,10604,Boone County,Illinois,5790,1131,19.5,4659,80.5,4046,69.9,202,3.5,0,0.0,41,0.7,0,0.0,22,0.4,348,6.0
17009970400,2023,970400,Brown County,Illinois,2374,14,0.6,2360,99.4,2223,93.6,0,0.0,35,1.5,0,0.0,0,0.0,0,0.0,102,4.3
17009970500,2023,970500,Brown County,Illinois,3946,307,7.8,3639,92.2,2516,63.8,1082,27.4,10,0.3,2,0.1,0,0.0,0,0.0,29,0.7
17011964700,2023,964700,Bureau County,Illinois,2785,104,3.7,2681,96.3,2573,92.4,15,0.5,0,0.0,8,0.3,0,0.0,2,0.1,83,3.0
17011964800,2023,964800,Bureau County,Illinois,3137,40,1.3,3097,98.7,3034,96.7,7,0.2,0,0.0,0,0.0,0,0.0,0,0.0,56,1.8
17011964900,2023,964900,Bureau County,Illinois,2856,94,3.3,2762,96.7,2449,85.7,41,1.4,0,0.0,19,0.7,0,0.0,0,0.0,253,8.9
17011965000,2023,965000,Bureau County,Illinois,3600,1177,32.7,2423,67.3,2237,62.1,32,0.9,7,0.2,32,0.9,0,0.0,0,0.0,115,3.2
17011965100,2023,965100,Bureau County,Illinois,4049,541,13.4,3508,86.6,3389,83.7,52,1.3,10,0.2,0,0.0,0,0.0,0,0.0,57,1.4
