unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2023,100,Adams County,Illinois,196,0,12,134,50,3485,0,345,961,809,465,589,316,0.0,6.1,68.4,25.5,0.0,9.9,27.6,23.2,13.3,16.9,9.1,2367,69049,80117,4459,0,0.0,4459,100.0,4042,90.6,177,4.0,0,0.0,45,1.0,0,0.0,0,0.0,195,4.4
17001000201,2023,200,Adams County,Illinois,98,1,30,57,10,1459,29,96,565,308,89,251,121,1.0,30.6,58.2,10.2,2.0,6.6,38.7,21.1,6.1,17.2,8.3,906,51979,69595,1989,34,1.7,1955,98.3,1849,93.0,66,3.3,0,0.0,0,0.0,0,0.0,0,0.0,40,2.0
17001000202,2023,202,Adams County,Illinois,623,0,141,280,202,1625,12,103,538,349,212,338,73,0.0,22.6,44.9,32.4,0.7,6.3,33.1,21.5,13.0,20.8,4.5,1050,71000,75141,2759,65,2.4,2694,97.6,2154,78.1,155,5.6,0,0.0,135,4.9,0,0.0,0,0.0,250,9.1
17001000400,2023,400,Adams County,Illinois,169,0,73,96,0,2524,97,199,1145,702,131,184,66,0.0,43.2,56.8,0.0,3.8,7.9,45.4,27.8,5.2,7.3,2.6,1461,39469,46549,3536,71,2.0,3465,98.0,2872,81.2,289,8.2,0,0.0,0,0.0,0,0.0,0,0.0,304,8.6
17001000500,2023,500,Adams County,Illinois,188,15,83,59,31,1386,39,100,649,359,33,159,47,8.0,44.1,31.4,16.5,2.8,7.2,46.8,25.9,2.4,11.5,3.4,844,45966,58032,2075,341,16.4,1734,83.6,1552,74.8,65,3.1,0,0.0,56,2.7,0,0.0,0,0.0,61,2.9
17001000600,2023,600,Adams County,Illinois,325,30,104,155,36,2907,0,1,810,510,284,745,557,9.2,32.0,47.7,11.1,0.0,0.0,27.9,17.5,9.8,25.6,19.2,1944,72115,106666,4161,61,1.5,4100,98.5,3807,91.5,182,4.4,3,0.1,11,0.3,2,0.0,24,0.6,71,1.7
17001000700,2023,700,Adams County,Illinois,92,21,34,29,8,868,105,115,316,197,44,63,28,22.8,37.0,31.5,8.7,12.1,13.2,36.4,22.7,5.1,7.3,3.2,739,19213,31613,1060,35,3.3,1025,96.7,831,78.4,138,13.0,9,0.8,5,0.5,0,0.0,0,0.0,42,4.0
17001000800,2023,800,Adams County,Illinois,175,29,143,3,0,1773,55,261,964,250,59,135,49,16.6,81.7,1.7,0.0,3.1,14.7,54.4,14.1,3.3,7.6,2.8,1046,31837,43731,2462,19,0.8,2443,99.2,1905,77.4,349,14.2,0,0.0,3,0.1,0,0.0,32,1.3,154,6.3
17001000900,2023,900,Adams County,Illinois,253,8,117,84,44,1622,18,82,516,385,235,341,45,3.2,46.2,33.2,17.4,1.1,5.1,31.8,23.7,14.5,21.0,2.8,1221,46023,66113,2413,32,1.3,2381,98.7,2095,86.8,138,5.7,0,0.0,11,0.5,0,0.0,0,0.0,137,5.7
17001001001,2023,1001,Adams County,Illinois,270,25,138,75,32,2143,18,35,741,565,286,319,179,9.3,51.1,27.8,11.9,0.8,1.6,34.6,26.4,13.3,14.9,8.4,1364,62375,69515,3198,123,3.8,3075,96.2,2963,92.7,41,1.3,0,0.0,0,0.0,0,0.0,0,0.0,71,2.2
17001001002,2023,1002,Adams County,Illinois,151,0,107,17,27,1973,10,31,636,586,172,387,151,0.0,70.9,11.3,17.9,0.5,1.6,32.2,29.7,8.7,19.6,7.7,1167,61396,79591,2887,15,0.5,2872,99.5,2505,86.8,133,4.6,2,0.1,41,1.4,0,0.0,0,0.0,191,6.6
17001001100,2023,1100,Adams County,Illinois,1102,105,350,404,243,5293,148,188,1279,1056,466,1287,869,9.5,31.8,36.7,22.1,2.8,3.6,24.2,20.0,8.8,24.3,16.4,3242,79500,103780,8097,104,1.3,7993,98.7,7250,89.5,274,3.4,0,0.0,97,1.2,0,0.0,10,0.1,362,4.5
17001010100,2023,10100,Adams County,Illinois,283,50,70,125,38,3167,21,159,1180,685,457,493,172,17.7,24.7,44.2,13.4,0.7,5.0,37.3,21.6,14.4,15.6,5.4,1854,74034,85037,4632,88,1.9,4544,98.1,4459,96.3,17,0.4,1,0.0,0,0.0,0,0.0,13,0.3,54,1.2
17001010200,2023,10200,Adams County,Illinois,247,20,124,74,29,2675,53,205,1039,517,318,368,175,8.1,50.2,30.0,11.7,2.0,7.7,38.8,19.3,11.9,13.8,6.5,1572,63914,89097,3842,94,2.4,3748,97.6,3642,94.8,67,1.7,0,0.0,6,0.2,0,0.0,8,0.2,25,0.7
17001010301,2023,10301,Adams County,Illinois,85,24,23,23,15,1854,35,64,635,425,227,377,91,28.2,27.1,27.1,17.6,1.9,3.5,34.3,22.9,12.2,20.3,4.9,961,96146,94571,2891,0,0.0,2891,100.0,2884,99.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.2
17001010302,2023,10302,Adams County,Illinois,168,11,119,38,0,2018,19,56,785,547,191,305,115,6.5,70.8,22.6,0.0,0.9,2.8,38.9,27.1,9.5,15.1,5.7,1147,73036,87843,2838,101,3.6,2737,96.4,2670,94.1,0,0.0,0,0.0,27,1.0,0,0.0,0,0.0,40,1.4
17001010400,2023,10400,Adams County,Illinois,105,16,34,22,33,2379,26,58,673,669,207,543,203,15.2,32.4,21.0,31.4,1.1,2.4,28.3,28.1,8.7,22.8,8.5,1300,83472,107216,3425,27,0.8,3398,99.2,3303,96.4,74,2.2,1,0.0,0,0.0,9,0.3,11,0.3,0,0.0
17001010500,2023,10500,Adams County,Illinois,145,6,50,71,18,2279,15,38,706,432,248,467,373,4.1,34.5,49.0,12.4,0.7,1.7,31.0,19.0,10.9,20.5,16.4,1306,81474,104685,3092,45,1.5,3047,98.5,2971,96.1,76,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17001010600,2023,10600,Adams County,Illinois,530,32,196,216,86,3738,22,100,1615,558,248,812,383,6.0,37.0,40.8,16.2,0.6,2.7,43.2,14.9,6.6,21.7,10.2,2279,72256,98604,5350,57,1.1,5293,98.9,5104,95.4,69,1.3,7,0.1,0,0.0,0,0.0,0,0.0,113,2.1
17003957600,2023,957600,Alexander County,Illinois,159,20,62,77,0,1224,56,90,582,293,76,74,53,12.6,39.0,48.4,0.0,4.6,7.4,47.5,23.9,6.2,6.0,4.3,620,54600,72987,1670,28,1.7,1642,98.3,1378,82.5,198,11.9,0,0.0,15,0.9,0,0.0,0,0.0,51,3.1
17003957700,2023,957700,Alexander County,Illinois,103,21,17,65,0,1092,43,47,429,333,62,116,62,20.4,16.5,63.1,0.0,3.9,4.3,39.3,30.5,5.7,10.6,5.7,543,40625,58995,1587,38,2.4,1549,97.6,1290,81.3,235,14.8,0,0.0,0,0.0,0,0.0,0,0.0,24,1.5
17003957800,2023,957800,Alexander County,Illinois,88,63,25,0,0,708,20,163,201,167,66,40,51,71.6,28.4,0.0,0.0,2.8,23.0,28.4,23.6,9.3,5.6,7.2,362,50804,56570,1098,0,0.0,1098,100.0,257,23.4,755,68.8,0,0.0,0,0.0,0,0.0,0,0.0,86,7.8
17003957900,2023,957900,Alexander County,Illinois,40,2,28,10,0,536,14,42,244,106,79,29,22,5.0,70.0,25.0,0.0,2.6,7.8,45.5,19.8,14.7,5.4,4.1,301,26472,37683,687,1,0.1,686,99.9,259,37.7,418,60.8,0,0.0,0,0.0,0,0.0,0,0.0,9,1.3
17005951200,2023,951200,Bond County,Illinois,315,69,138,65,43,2027,34,94,702,422,300,246,229,21.9,43.8,20.6,13.7,1.7,4.6,34.6,20.8,14.8,12.1,11.3,1261,63098,80463,2767,78,2.8,2689,97.2,2553,92.3,22,0.8,6,0.2,0,0.0,0,0.0,0,0.0,108,3.9
17005951300,2023,951300,Bond County,Illinois,1322,194,211,879,38,4711,159,558,1196,1574,186,617,421,14.7,16.0,66.5,2.9,3.4,11.8,25.4,33.4,3.9,13.1,8.9,2329,54508,71349,6975,475,6.8,6500,93.2,5307,76.1,1054,15.1,44,0.6,73,1.0,0,0.0,0,0.0,22,0.3
17005951400,2023,951400,Bond County,Illinois,315,61,132,106,16,1914,32,129,725,457,198,189,184,19.4,41.9,33.7,5.1,1.7,6.7,37.9,23.9,10.3,9.9,9.6,1034,64028,85413,2894,53,1.8,2841,98.2,2684,92.7,45,1.6,66,2.3,0,0.0,0,0.0,0,0.0,46,1.6
17005951500,2023,951500,Bond County,Illinois,234,29,99,97,9,2760,39,175,1040,630,338,348,190,12.4,42.3,41.5,3.8,1.4,6.3,37.7,22.8,12.2,12.6,6.9,1632,75513,105461,3991,23,0.6,3968,99.4,3821,95.7,0,0.0,20,0.5,9,0.2,0,0.0,10,0.3,108,2.7
17007010101,2023,10101,Boone County,Illinois,349,104,95,82,68,3052,352,451,776,698,216,411,148,29.8,27.2,23.5,19.5,11.5,14.8,25.4,22.9,7.1,13.5,4.8,1627,71419,88545,4589,1690,36.8,2899,63.2,2805,61.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,2.0
17007010102,2023,10102,Boone County,Illinois,412,68,247,84,13,2791,377,532,970,637,57,135,83,16.5,60.0,20.4,3.2,13.5,19.1,34.8,22.8,2.0,4.8,3.0,1519,59988,70631,4561,2221,48.7,2340,51.3,1895,41.5,407,8.9,0,0.0,0,0.0,0,0.0,0,0.0,38,0.8
17007010200,2023,10200,Boone County,Illinois,420,42,70,277,31,3775,361,228,1180,996,347,377,286,10.0,16.7,66.0,7.4,9.6,6.0,31.3,26.4,9.2,10.0,7.6,2400,42466,67020,5645,2535,44.9,3110,55.1,2718,48.1,147,2.6,0,0.0,68,1.2,0,0.0,28,0.5,149,2.6
17007010300,2023,10300,Boone County,Illinois,633,79,185,263,106,4367,370,486,1629,1330,302,220,30,12.5,29.2,41.5,16.7,8.5,11.1,37.3,30.5,6.9,5.0,0.7,2703,60285,69642,5945,2045,34.4,3900,65.6,3730,62.7,22,0.4,0,0.0,81,1.4,0,0.0,0,0.0,67,1.1
17007010400,2023,10400,Boone County,Illinois,687,95,224,322,46,4698,305,424,1694,1047,407,437,384,13.8,32.6,46.9,6.7,6.5,9.0,36.1,22.3,8.7,9.3,8.2,2383,91549,107639,6823,1056,15.5,5767,84.5,5513,80.8,79,1.2,0,0.0,47,0.7,0,0.0,75,1.1,53,0.8
17007010501,2023,10501,Boone County,Illinois,490,76,200,131,83,3270,72,66,477,522,287,1164,682,15.5,40.8,26.7,16.9,2.2,2.0,14.6,16.0,8.8,35.6,20.9,1700,159020,199105,5049,517,10.2,4532,89.8,4209,83.4,0,0.0,0,0.0,38,0.8,0,0.0,0,0.0,285,5.6
17007010502,2023,10502,Boone County,Illinois,410,95,104,174,37,3747,74,146,1410,746,275,660,436,23.2,25.4,42.4,9.0,2.0,3.9,37.6,19.9,7.3,17.6,11.6,1872,81884,111635,5101,682,13.4,4419,86.6,4039,79.2,52,1.0,0,0.0,255,5.0,0,0.0,0,0.0,73,1.4
