unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2022,7801,Adams County,Colorado,3889,1343,34.5,2546,65.5,777,20.0,698,17.9,39,1.0,1024,26.3,8,0.2,0,0.0,0,0.0
08001007802,2022,7802,Adams County,Colorado,4359,2534,58.1,1825,41.9,591,13.6,834,19.1,79,1.8,170,3.9,45,1.0,27,0.6,79,1.8
08001007900,2022,7900,Adams County,Colorado,6126,3153,51.5,2973,48.5,1543,25.2,1016,16.6,24,0.4,132,2.2,0,0.0,18,0.3,240,3.9
08001008000,2022,8000,Adams County,Colorado,5763,2916,50.6,2847,49.4,1774,30.8,426,7.4,27,0.5,100,1.7,0,0.0,347,6.0,173,3.0
08001008100,2022,8100,Adams County,Colorado,1674,261,15.6,1413,84.4,944,56.4,51,3.0,115,6.9,172,10.3,0,0.0,20,1.2,111,6.6
08001008200,2022,8200,Adams County,Colorado,6795,3704,54.5,3091,45.5,1563,23.0,910,13.4,0,0.0,174,2.6,0,0.0,0,0.0,444,6.5
08001008308,2022,8308,Adams County,Colorado,6087,3671,60.3,2416,39.7,1001,16.4,944,15.5,1,0.0,240,3.9,0,0.0,22,0.4,208,3.4
08001008309,2022,8309,Adams County,Colorado,4005,2692,67.2,1313,32.8,912,22.8,282,7.0,0,0.0,110,2.7,0,0.0,0,0.0,9,0.2
08001008354,2022,8354,Adams County,Colorado,4871,1339,27.5,3532,72.5,987,20.3,1935,39.7,3,0.1,170,3.5,3,0.1,77,1.6,357,7.3
08001008355,2022,8355,Adams County,Colorado,5148,2591,50.3,2557,49.7,1950,37.9,272,5.3,0,0.0,260,5.1,0,0.0,0,0.0,75,1.5
08001008401,2022,8401,Adams County,Colorado,5441,994,18.3,4447,81.7,4141,76.1,62,1.1,18,0.3,42,0.8,0,0.0,34,0.6,150,2.8
08001008402,2022,8402,Adams County,Colorado,5531,1024,18.5,4507,81.5,3919,70.9,83,1.5,0,0.0,12,0.2,0,0.0,39,0.7,454,8.2
08001008505,2022,8505,Adams County,Colorado,6933,2323,33.5,4610,66.5,4155,59.9,236,3.4,56,0.8,21,0.3,0,0.0,0,0.0,142,2.0
08001008506,2022,8506,Adams County,Colorado,6298,1779,28.2,4519,71.8,3550,56.4,198,3.1,114,1.8,117,1.9,87,1.4,11,0.2,442,7.0
08001008507,2022,8507,Adams County,Colorado,6284,1738,27.7,4546,72.3,4083,65.0,236,3.8,0,0.0,24,0.4,0,0.0,62,1.0,141,2.2
08001008508,2022,8508,Adams County,Colorado,5371,1800,33.5,3571,66.5,3244,60.4,39,0.7,30,0.6,104,1.9,0,0.0,11,0.2,143,2.7
08001008524,2022,8524,Adams County,Colorado,9338,1838,19.7,7500,80.3,5471,58.6,234,2.5,10,0.1,1139,12.2,0,0.0,73,0.8,573,6.1
08001008526,2022,8526,Adams County,Colorado,7320,1268,17.3,6052,82.7,5049,69.0,0,0.0,0,0.0,607,8.3,0,0.0,0,0.0,396,5.4
08001008533,2022,8533,Adams County,Colorado,8176,3266,39.9,4910,60.1,4110,50.3,214,2.6,54,0.7,254,3.1,0,0.0,0,0.0,278,3.4
08001008534,2022,8534,Adams County,Colorado,4814,2119,44.0,2695,56.0,2475,51.4,13,0.3,0,0.0,141,2.9,0,0.0,29,0.6,37,0.8
08001008535,2022,8535,Adams County,Colorado,4806,1806,37.6,3000,62.4,2861,59.5,0,0.0,15,0.3,56,1.2,0,0.0,0,0.0,68,1.4
08001008536,2022,8536,Adams County,Colorado,4679,1413,30.2,3266,69.8,2600,55.6,34,0.7,0,0.0,325,6.9,0,0.0,59,1.3,248,5.3
08001008538,2022,8538,Adams County,Colorado,11645,3370,28.9,8275,71.1,6479,55.6,991,8.5,20,0.2,259,2.2,0,0.0,20,0.2,506,4.3
08001008540,2022,8540,Adams County,Colorado,9387,2980,31.7,6407,68.3,5357,57.1,19,0.2,0,0.0,706,7.5,0,0.0,0,0.0,325,3.5
08001008544,2022,8544,Adams County,Colorado,5859,1207,20.6,4652,79.4,3693,63.0,72,1.2,9,0.2,512,8.7,0,0.0,0,0.0,366,6.2
08001008545,2022,8545,Adams County,Colorado,6135,1092,17.8,5043,82.2,4658,75.9,0,0.0,0,0.0,110,1.8,0,0.0,19,0.3,256,4.2
08001008546,2022,8546,Adams County,Colorado,3842,1420,37.0,2422,63.0,2025,52.7,0,0.0,20,0.5,363,9.4,0,0.0,0,0.0,14,0.4
08001008547,2022,8547,Adams County,Colorado,3296,770,23.4,2526,76.6,2162,65.6,9,0.3,0,0.0,44,1.3,6,0.2,8,0.2,297,9.0
08001008548,2022,8548,Adams County,Colorado,1739,434,25.0,1305,75.0,1031,59.3,24,1.4,23,1.3,61,3.5,0,0.0,4,0.2,162,9.3
08001008549,2022,8549,Adams County,Colorado,4316,1460,33.8,2856,66.2,1987,46.0,286,6.6,12,0.3,496,11.5,5,0.1,0,0.0,70,1.6
08001008550,2022,8550,Adams County,Colorado,8214,2410,29.3,5804,70.7,4510,54.9,108,1.3,0,0.0,839,10.2,0,0.0,0,0.0,347,4.2
08001008551,2022,8551,Adams County,Colorado,1664,283,17.0,1381,83.0,1031,62.0,22,1.3,0,0.0,268,16.1,0,0.0,0,0.0,60,3.6
08001008552,2022,8552,Adams County,Colorado,4380,1297,29.6,3083,70.4,2526,57.7,42,1.0,0,0.0,246,5.6,0,0.0,42,1.0,227,5.2
08001008553,2022,8553,Adams County,Colorado,5360,655,12.2,4705,87.8,4360,81.3,32,0.6,6,0.1,56,1.0,0,0.0,0,0.0,251,4.7
08001008554,2022,8554,Adams County,Colorado,2756,281,10.2,2475,89.8,1935,70.2,354,12.8,0,0.0,27,1.0,0,0.0,0,0.0,159,5.8
08001008555,2022,8555,Adams County,Colorado,6772,2686,39.7,4086,60.3,3352,49.5,418,6.2,0,0.0,95,1.4,0,0.0,0,0.0,221,3.3
08001008556,2022,8556,Adams County,Colorado,5992,2214,36.9,3778,63.1,3544,59.1,0,0.0,0,0.0,186,3.1,0,0.0,0,0.0,48,0.8
08001008557,2022,8557,Adams County,Colorado,1123,500,44.5,623,55.5,543,48.4,7,0.6,0,0.0,0,0.0,0,0.0,0,0.0,73,6.5
08001008558,2022,8558,Adams County,Colorado,4247,2010,47.3,2237,52.7,1669,39.3,96,2.3,0,0.0,199,4.7,0,0.0,0,0.0,273,6.4
08001008559,2022,8559,Adams County,Colorado,8540,3618,42.4,4922,57.6,4038,47.3,399,4.7,21,0.2,290,3.4,56,0.7,0,0.0,118,1.4
08001008560,2022,8560,Adams County,Colorado,2241,336,15.0,1905,85.0,1839,82.1,0,0.0,0,0.0,9,0.4,0,0.0,0,0.0,57,2.5
08001008561,2022,8561,Adams County,Colorado,4944,945,19.1,3999,80.9,3603,72.9,132,2.7,0,0.0,229,4.6,0,0.0,12,0.2,23,0.5
08001008562,2022,8562,Adams County,Colorado,5754,1918,33.3,3836,66.7,3364,58.5,129,2.2,27,0.5,76,1.3,0,0.0,0,0.0,240,4.2
08001008563,2022,8563,Adams County,Colorado,4635,1430,30.9,3205,69.1,2525,54.5,209,4.5,16,0.3,115,2.5,0,0.0,0,0.0,340,7.3
08001008564,2022,8564,Adams County,Colorado,1666,425,25.5,1241,74.5,1212,72.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,1.7
