Unnamed: 0,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
3996,4.71E+14,School,Prophetstown High School,Prophetstown-Lyndon-Tampico CU,Prophetstown,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,484.8,448.3,57.1,31,11.9,0,Illinois,41.6760686,-89.9385776,38 Ferry Street,61277,Whiteside County,Prophetstown,17195,"38 Ferry Street, Prophetstown, Illinois, 61277",700,17195000700,2020,700,Whiteside County,Illinois,262,23,80,107,52,1949,40,76,769,463,166,221,214,8.8,30.5,40.8,19.8,2.1,3.9,39.5,23.8,8.5,11.3,11,1074,75227,78733,2771,29,1,2742,99,2673,96.5,19,0.7,8,0.3,0,0,0,0,0,0,42,1.5,448.3,484.8
4001,4.71E+14,School,Sterling High School,Sterling CUSD 5,Sterling,Whiteside,UNIT,LARGE,HIGH SCHOOL,490.3,465.7,46.2,32.8,19,2.1,Illinois,41.8032554,-89.6913331,1608 4th Avenue,61081,Whiteside County,Sterling,17195,"1608 4th Avenue, Sterling, Illinois, 61081",1101,17195001101,2020,1101,Whiteside County,Illinois,222,60,12,120,30,2214,63,75,595,646,360,336,139,27,5.4,54.1,13.5,2.8,3.4,26.9,29.2,16.3,15.2,6.3,1231,50592,95852,2911,506,17.4,2405,82.6,2368,81.3,15,0.5,0,0,22,0.8,0,0,0,0,0,0,465.7,490.3
4008,4.71E+14,School,Morrison High School,Morrison CUSD 6,Morrison,Whiteside,UNIT,MEDIUM,HIGH SCHOOL,499.6,484.4,30.7,45.3,22.7,1.3,Illinois,41.7994908,-89.9700862,643 Genesee Avenue,61270,Whiteside County,Morrison,17195,"643 Genesee Avenue, Morrison, Illinois, 61270",300,17195000300,2020,300,Whiteside County,Illinois,190,26,95,62,7,2026,5,41,845,539,191,223,182,13.7,50,32.6,3.7,0.2,2,41.7,26.6,9.4,11,9,1164,55486,72811,2932,53,1.8,2879,98.2,2856,97.4,11,0.4,0,0,12,0.4,0,0,0,0,0,0,484.4,499.6
4022,4.71E+14,School,Rock Falls Township High Schoo,Rock Falls Twp HSD 301,Rock Falls,Whiteside,HIGH SCHOOL,SMALL,HIGH SCHOOL,484.9,464.9,43.1,35.4,18.8,2.8,Illinois,41.7799259,-89.7044125,101 12th Avenue,61071,Whiteside County,Rock Falls,17195,"101 12th Avenue, Rock Falls, Illinois, 61071",1600,17195001600,2020,1600,Whiteside County,Illinois,252,38,165,40,9,1524,44,82,748,377,212,16,45,15.1,65.5,15.9,3.6,2.9,5.4,49.1,24.7,13.9,1,3,992,51038,60204,2357,591,25.1,1766,74.9,1736,73.7,0,0,0,0,8,0.3,0,0,0,0,22,0.9,464.9,484.9
4038,4.81E+14,School,Manual High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,402.4,384.7,87.2,11.9,0.9,0,Illinois,40.6801782,-89.6343006,811 South Griswold Street,61605,Peoria County,Peoria,17143,"811 South Griswold Street, Peoria, Illinois, 61605",600,17143000600,2020,600,Peoria County,Illinois,414,7,193,153,61,1714,68,245,675,324,162,167,73,1.7,46.6,37,14.7,4,14.3,39.4,18.9,9.5,9.7,4.3,1194,35042,39446,2813,230,8.2,2583,91.8,944,33.6,1502,53.4,0,0,0,0,0,0,0,0,137,4.9,384.7,402.4
4039,4.81E+14,School,Peoria High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,411.6,401,79.7,15.6,4.2,0.5,Illinois,40.7071059,-89.599675,1615 North North Street,61604,Peoria County,Peoria,17143,"1615 North North Street, Peoria, Illinois, 61604",2100,17143002100,2020,2100,Peoria County,Illinois,454,178,137,111,28,2879,220,330,1099,745,218,212,55,39.2,30.2,24.4,6.2,7.6,11.5,38.2,25.9,7.6,7.4,1.9,1714,41201,47240,4266,416,9.8,3850,90.2,1519,35.6,2181,51.1,0,0,101,2.4,0,0,0,0,49,1.1,401,411.6
4040,4.81E+14,School,Richwoods High School,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,496.8,487.3,38.3,32,24.3,5.3,Illinois,40.763271,-89.613827,6301 North University Street,61614,Peoria County,Peoria,17143,"6301 North University Street, Peoria, Illinois, 61614",3103,17143003103,2020,3103,Peoria County,Illinois,234,0,6,49,179,1981,6,42,458,375,186,469,445,0,2.6,20.9,76.5,0.3,2.1,23.1,18.9,9.4,23.7,22.5,1377,56115,66732,2923,23,0.8,2900,99.2,1976,67.6,400,13.7,0,0,468,16,0,0,0,0,56,1.9,487.3,496.8
4041,4.81E+14,School,Diploma Degree North Campus,Peoria SD 150,Peoria,Peoria,UNIT,LARGE,HIGH SCHOOL,549.5,513.3,23.8,38.1,28.6,9.5,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,513.3,549.5
4065,4.81E+14,School,Farmington Central High Sch,Farmington Central CUSD 265,Farmington,Peoria,UNIT,MEDIUM,HIGH SCHOOL,466.4,473.1,37.1,47.1,15.7,0,Illinois,40.6980932,-90.0059483,,N/A,Fulton County,Farmington,17057,,952800,17057952800,2020,952800,Fulton County,Illinois,199,7,68,118,6,1491,16,85,502,366,124,287,111,3.5,34.2,59.3,3,1.1,5.7,33.7,24.5,8.3,19.2,7.4,940,52045,63669,2328,92,4,2236,96,2184,93.8,15,0.6,9,0.4,0,0,0,0,0,0,28,1.2,473.1,466.4
4069,4.81E+14,School,Brimfield High School,Brimfield CUSD 309,Brimfield,Peoria,UNIT,MEDIUM,HIGH SCHOOL,505.7,525.3,17.6,43.1,37.3,2,Illinois,40.8421661,-89.8810119,323 East Clinton Street,61517,Peoria County,Brimfield,17143,"323 East Clinton Street, Brimfield, Illinois, 61517",3900,17143003900,2020,3900,Peoria County,Illinois,345,62,81,179,23,4655,120,159,567,860,494,1215,1240,18,23.5,51.9,6.7,2.6,3.4,12.2,18.5,10.6,26.1,26.6,2457,121250,163095,7606,212,2.8,7394,97.2,5771,75.9,191,2.5,34,0.4,1215,16,2,0,0,0,181,2.4,525.3,505.7
4072,4.81E+14,School,Limestone Community High Schoo,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,472.3,453.2,52.5,33.3,12.6,1.6,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,453.2,472.3
4076,4.81E+14,School,Il Valley Central High School,Il Valley Central USD 321,Chillicothe,Peoria,UNIT,LARGE,HIGH SCHOOL,507.4,490.9,40,30,22.9,7.1,Illinois,40.9128065,-89.5030931,1300 West Sycamore Street,61523,Peoria County,Chillicothe,17143,"1300 West Sycamore Street, Chillicothe, Illinois, 61523",3602,17143003602,2020,3602,Peoria County,Illinois,431,34,178,192,27,4039,90,219,1477,735,462,713,343,7.9,41.3,44.5,6.3,2.2,5.4,36.6,18.2,11.4,17.7,8.5,2437,51840,70861,5601,207,3.7,5394,96.3,5030,89.8,43,0.8,0,0,16,0.3,0,0,0,0,305,5.4,490.9,507.4
4083,4.81E+14,School,Elmwood High School,Elmwood CUSD 322,Elmwood,Peoria,UNIT,MEDIUM,HIGH SCHOOL,511.8,506.2,29.4,32.4,35.3,2.9,Illinois,40.781161,-89.969831,301 West Butternut Street,61529,Peoria County,Elmwood,17143,"301 West Butternut Street, Elmwood, Illinois, 61529",4000,17143004000,2020,4000,Peoria County,Illinois,211,8,93,103,7,3088,18,170,1113,608,259,645,275,3.8,44.1,48.8,3.3,0.6,5.5,36,19.7,8.4,20.9,8.9,1693,72695,91686,4572,34,0.7,4538,99.3,4463,97.6,0,0,0,0,52,1.1,0,0,0,0,23,0.5,506.2,511.8
4087,4.81E+14,School,Dunlap High School,Dunlap CUSD 323,Dunlap,Peoria,UNIT,LARGE,HIGH SCHOOL,544.4,558.1,16.7,23.5,44.9,15,Illinois,40.8547012,-89.6750033,5220 Legion Hall Road,61525,Peoria County,Dunlap,17143,"5220 Legion Hall Road, Dunlap, Illinois, 61525",3900,17143003900,2020,3900,Peoria County,Illinois,345,62,81,179,23,4655,120,159,567,860,494,1215,1240,18,23.5,51.9,6.7,2.6,3.4,12.2,18.5,10.6,26.1,26.6,2457,121250,163095,7606,212,2.8,7394,97.2,5771,75.9,191,2.5,34,0.4,1215,16,2,0,0,0,181,2.4,558.1,544.4
4096,4.81E+14,School,Peoria Heights High School,Peoria Heights CUSD 325,Peoria Heights,Peoria,UNIT,MEDIUM,HIGH SCHOOL,472,456.7,50,37,13,0,Illinois,40.7452736,-89.5856857,508 East Glen Avenue,61616,Peoria County,Peoria Heights,17143,"508 East Glen Avenue, Peoria Heights, Illinois, 61616",4300,17143004300,2020,4300,Peoria County,Illinois,108,23,24,59,2,1393,11,68,430,399,209,171,105,21.3,22.2,54.6,1.9,0.8,4.9,30.9,28.6,15,12.3,7.5,977,38893,45174,2118,34,1.6,2084,98.4,1858,87.7,69,3.3,0,0,12,0.6,0,0,0,0,145,6.8,456.7,472
4099,4.81E+14,School,Princeville High School,Princeville CUSD 326,Princeville,Peoria,UNIT,MEDIUM,HIGH SCHOOL,499.8,522.9,17.9,37.5,41.1,3.6,Illinois,40.9320652,-89.7526607,302 Cordis Street,61559,Peoria County,Princeville,17143,"302 Cordis Street, Princeville, Illinois, 61559",3800,17143003800,2020,3800,Peoria County,Illinois,170,22,49,71,28,2273,46,116,1019,424,257,315,96,12.9,28.8,41.8,16.5,2,5.1,44.8,18.7,11.3,13.9,4.2,1217,54846,66518,3229,121,3.7,3108,96.3,3018,93.5,5,0.2,0,0,0,0,0,0,22,0.7,63,2,522.9,499.8
4102,4.81E+14,School,Illini Bluffs High School,Illini Bluffs CUSD 327,Glasford,Peoria,UNIT,MEDIUM,HIGH SCHOOL,477.2,478.2,26,54,20,0,Illinois,40.574449,-89.8073123,9611 South Hanna City Glasford Road,61533,Peoria County,Glasford,17143,"9611 South Hanna City Glasford Road, Glasford, Illinois, 61533",4901,17143004901,2020,4901,Peoria County,Illinois,235,21,86,122,6,2582,41,76,1056,669,285,351,104,8.9,36.6,51.9,2.6,1.6,2.9,40.9,25.9,11,13.6,4,1361,65568,77749,3785,14,0.4,3771,99.6,3760,99.3,2,0.1,0,0,0,0,0,0,0,0,9,0.2,478.2,477.2
4110,4.91E+14,School,United Twp High School,United Twp HSD 30,East Moline,Rock Island,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,454.2,441.4,60.4,25.9,10.9,2.8,Illinois,41.4906883,-90.4342322,1275 Avenue Of The Cities,61244,Rock Island County,East Moline,17161,"1275 Avenue Of The Cities, East Moline, Illinois, 61244",20900,17161020900,2020,20900,Rock Island County,Illinois,331,11,127,134,59,3565,246,192,863,895,459,721,189,3.3,38.4,40.5,17.8,6.9,5.4,24.2,25.1,12.9,20.2,5.3,2094,53750,61819,5197,566,10.9,4631,89.1,3493,67.2,479,9.2,0,0,394,7.6,0,0,0,0,265,5.1,441.4,454.2
4123,4.91E+14,School,Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,UNIT,LARGE,HIGH SCHOOL,475.5,454.5,52.4,31.2,14.5,1.9,Illinois,41.5067003,-90.5151342,,N/A,Rock Island County,Moline,17161,,22300,17161022300,2020,22300,Rock Island County,Illinois,278,8,71,141,58,1204,176,175,275,213,88,179,98,2.9,25.5,50.7,20.9,14.6,14.5,22.8,17.7,7.3,14.9,8.1,855,35910,44266,2039,880,43.2,1159,56.8,836,41,227,11.1,0,0,26,1.3,0,0,0,0,70,3.4,454.5,475.5
4138,4.91E+14,School,Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,UNIT,LARGE,HIGH SCHOOL,444.2,428.1,66,25.7,8.1,0.3,Illinois,41.4865493,-90.578247,1400 25th Avenue,61201,Rock Island County,Rock Island,17161,"1400 25th Avenue, Rock Island, Illinois, 61201",23200,17161023200,2020,23200,Rock Island County,Illinois,514,28,329,114,43,3658,69,224,814,1156,330,595,470,5.4,64,22.2,8.4,1.9,6.1,22.3,31.6,9,16.3,12.8,2404,51875,68365,5070,657,13,4413,87,3694,72.9,529,10.4,0,0,94,1.9,6,0.1,8,0.2,82,1.6,428.1,444.2
4152,4.91E+14,School,Riverdale Sr High School,Riverdale CUSD 100,Port Byron,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,494.3,486.1,32.9,38,29.1,0,Illinois,41.6178935,-90.268585,9622 256th Street North,61275,Rock Island County,Port Byron,17161,"9622 256th Street North, Port Byron, Illinois, 61275",20102,17161020102,2020,20102,Rock Island County,Illinois,239,13,64,125,37,2794,29,153,723,594,382,629,284,5.4,26.8,52.3,15.5,1,5.5,25.9,21.3,13.7,22.5,10.2,1535,81103,101885,4201,222,5.3,3979,94.7,3820,90.9,25,0.6,56,1.3,0,0,0,0,0,0,78,1.9,486.1,494.3
4156,4.91E+14,School,Sherrard High School,Sherrard CUSD 200,Sherrard,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,488.1,478.5,41.9,32.3,21.5,4.3,Illinois,41.3422286,-90.5278153,4701 176th Avenue,61264,Rock Island County,Sherrard,17161,"4701 176th Avenue, Sherrard, Illinois, 61264",24101,17161024101,2020,24101,Rock Island County,Illinois,163,15,78,39,31,2958,2,133,698,789,298,630,408,9.2,47.9,23.9,19,0.1,4.5,23.6,26.7,10.1,21.3,13.8,1523,102194,112973,3980,53,1.3,3927,98.7,3711,93.2,6,0.2,9,0.2,0,0,0,0,0,0,201,5.1,478.5,488.1
4162,4.91E+14,School,Rockridge High School,Rockridge CUSD 300,Taylor Ridge,Rock Island,UNIT,MEDIUM,HIGH SCHOOL,504.1,511.4,22.1,37.9,36.8,3.2,Illinois,41.3859568,-90.7656028,14110 134th Avenue West,61284,Rock Island County,Edgington,17161,"14110 134th Avenue West, Edgington, Illinois, 61284",24103,17161024103,2020,24103,Rock Island County,Illinois,243,15,88,120,20,2676,9,132,986,676,286,394,193,6.2,36.2,49.4,8.2,0.3,4.9,36.8,25.3,10.7,14.7,7.2,1525,77209,99748,3634,102,2.8,3532,97.2,3467,95.4,0,0,0,0,22,0.6,0,0,0,0,43,1.2,511.4,504.1
4168,5.01E+14,School,Lebanon High School,Lebanon CUSD 9,Lebanon,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,488.5,431,65,30,5,0,Illinois,38.600573,-89.8100947,200 West Schuetz Street,62254,St. Clair County,Lebanon,17163,"200 West Schuetz Street, Lebanon, Illinois, 62254",504358,17163504358,2020,504358,St. Clair County,Illinois,239,59,67,83,30,2555,28,103,670,820,169,429,336,24.7,28,34.7,12.6,1.1,4,26.2,32.1,6.6,16.8,13.2,1422,64143,82572,3483,48,1.4,3435,98.6,3006,86.3,379,10.9,15,0.4,35,1,0,0,0,0,0,0,431,488.5
4171,5.01E+14,School,Mascoutah High School,Mascoutah CUD 19,Mascoutah,Saint Clair,UNIT,LARGE,HIGH SCHOOL,532.3,511.1,26.8,33.8,32.3,7.1,Illinois,38.4955294,-89.8190384,1313 West Main Street,62258,St. Clair County,Mascoutah,17163,"1313 West Main Street, Mascoutah, Illinois, 62258",504356,17163504356,2020,504356,St. Clair County,Illinois,366,76,109,82,99,2820,84,146,686,618,328,606,352,20.8,29.8,22.4,27,3,5.2,24.3,21.9,11.6,21.5,12.5,1416,78750,92595,4548,432,9.5,4116,90.5,3658,80.4,248,5.5,0,0,68,1.5,0,0,66,1.5,76,1.7,511.1,532.3
4179,5.01E+14,School,Marissa Jr & Sr High School,Marissa CUSD 40,Marissa,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,462,454.3,54.3,25.7,14.3,5.7,Illinois,38.2592201,-89.75074,300 School View Drive,62257,St. Clair County,Marissa,17163,"300 School View Drive, Marissa, Illinois, 62257",504002,17163504002,2020,504002,St. Clair County,Illinois,303,100,91,85,27,3814,191,256,1362,984,443,386,192,33,30,28.1,8.9,5,6.7,35.7,25.8,11.6,10.1,5,2097,64213,70883,5279,169,3.2,5110,96.8,5078,96.2,0,0,0,0,6,0.1,0,0,0,0,26,0.5,454.3,462
4182,5.01E+14,School,New Athens High School,New Athens CUSD 60,New Athens,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,489.7,450.9,50,43.8,6.3,0,Illinois,38.3263601,-89.8772982,,62264,St. Clair County,New Athens,17163,,504001,17163504001,2020,504001,St. Clair County,Illinois,275,35,86,147,7,3776,41,227,1142,810,553,676,327,12.7,31.3,53.5,2.5,1.1,6,30.2,21.5,14.6,17.9,8.7,2002,82179,106405,5188,28,0.5,5160,99.5,5041,97.2,18,0.3,0,0,75,1.4,0,0,0,0,26,0.5,450.9,489.7
4189,5.01E+14,School,Freeburg Community High Sch,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,SMALL,HIGH SCHOOL,511,494.7,31.4,39.4,25.1,4,Illinois,38.4275499,-89.913714,,N/A,St. Clair County,Freeburg,17163,,503905,17163503905,2020,503905,St. Clair County,Illinois,188,23,41,67,57,1838,11,32,383,552,209,401,250,12.2,21.8,35.6,30.3,0.6,1.7,20.8,30,11.4,21.8,13.6,1041,82532,94787,2645,46,1.7,2599,98.3,2527,95.5,0,0,0,0,0,0,0,0,0,0,72,2.7,494.7,511
4244,5.01E+14,School,Cahokia High School,Cahokia CUSD 187,Cahokia,Saint Clair,UNIT,LARGE,HIGH SCHOOL,421.4,406.8,76.1,18.2,5.7,0,Illinois,38.5654671,-90.1640263,800 Range Lane,62206,St. Clair County,Sauget,17163,"800 Range Lane, Sauget, Illinois, 62206",502602,17163502602,2020,502602,St. Clair County,Illinois,620,223,235,162,0,3513,94,627,1490,720,326,130,126,36,37.9,26.1,0,2.7,17.8,42.4,20.5,9.3,3.7,3.6,1822,33088,46355,5882,93,1.6,5789,98.4,1659,28.2,4060,69,24,0.4,22,0.4,0,0,0,0,24,0.4,406.8,421.4
4255,5.01E+14,School,Lovejoy Technology Academy,Brooklyn UD 188,Lovejoy,Saint Clair,UNIT,SMALL,HIGH SCHOOL,,,,,,,Illinois,38.6586617,-90.1659431,,N/A,St. Clair County,Brooklyn,17163,,504502,17163504502,2020,504502,St. Clair County,Illinois,141,54,87,0,0,871,143,65,268,244,121,9,21,38.3,61.7,0,0,16.4,7.5,30.8,28,13.9,1,2.4,468,17391,25474,1242,5,0.4,1237,99.6,30,2.4,1196,96.3,0,0,0,0,0,0,0,0,11,0.9,0,0
4260,5.01E+14,School,East St Louis Senior High Scho,East St Louis SD 189,East Saint Louis,Saint Clair,UNIT,LARGE,HIGH SCHOOL,398.2,380.7,90.1,9.9,0,0,Illinois,38.6078238,-90.1031009,4901 State Street,62205,St. Clair County,East St. Louis,17163,"4901 State Street, East St. Louis, Illinois, 62205",501300,17163501300,2020,501300,St. Clair County,Illinois,100,63,30,7,0,3573,80,706,1511,562,292,273,149,63,30,7,0,2.2,19.8,42.3,15.7,8.2,7.6,4.2,1503,33813,43823,4314,30,0.7,4284,99.3,38,0.9,4223,97.9,7,0.2,16,0.4,0,0,0,0,0,0,380.7,398.2
4270,5.01E+14,School,Dupo High School,Dupo CUSD 196,Dupo,Saint Clair,UNIT,MEDIUM,HIGH SCHOOL,450.9,447.9,55.2,31,13.8,0,Illinois,38.5161634,-90.2103903,,N/A,St. Clair County,Dupo,17163,,503102,17163503102,2020,503102,St. Clair County,Illinois,285,20,76,189,0,3013,60,242,1532,458,327,335,59,7,26.7,66.3,0,2,8,50.8,15.2,10.9,11.1,2,1860,39479,60603,4321,82,1.9,4239,98.1,4000,92.6,196,4.5,0,0,0,0,0,0,0,0,43,1,447.9,450.9
4274,5.01E+14,School,Belleville High School-East,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,483.1,469.9,44.7,32.1,19.3,3.9,Illinois,38.5192092,-89.9489495,2555 West Boulevard,62221,St. Clair County,Belleville,17163,"2555 West Boulevard, Belleville, Illinois, 62221",503332,17163503332,2020,503332,St. Clair County,Illinois,755,351,109,260,35,3512,23,89,585,971,541,868,435,46.5,14.4,34.4,4.6,0.7,2.5,16.7,27.6,15.4,24.7,12.4,2316,52857,61499,5263,133,2.5,5130,97.5,3382,64.3,1201,22.8,23,0.4,69,1.3,0,0,356,6.8,99,1.9,469.9,483.1
4275,5.01E+14,School,Belleville High School-West,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,LARGE,HIGH SCHOOL,473.4,457.3,52,29.2,16.1,2.7,Illinois,38.518976,-90.03791,4063 Frank Scott Parkway West,62223,St. Clair County,Belleville,17163,"4063 Frank Scott Parkway West, Belleville, Illinois, 62223",503202,17163503202,2020,503202,St. Clair County,Illinois,242,24,108,110,0,4360,70,294,1349,888,600,564,595,9.9,44.6,45.5,0,1.6,6.7,30.9,20.4,13.8,12.9,13.6,2447,57659,72677,5766,139,2.4,5627,97.6,4551,78.9,855,14.8,0,0,41,0.7,0,0,0,0,180,3.1,457.3,473.4
4277,5.01E+14,School,O Fallon High School,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,512.8,497.6,35.8,31.8,24.3,8,Illinois,38.5900004,-89.9066314,,N/A,St. Clair County,N/A,17163,,504352,17163504352,2020,504352,St. Clair County,Illinois,309,67,73,137,32,3028,52,96,527,810,292,913,338,21.7,23.6,44.3,10.4,1.7,3.2,17.4,26.8,9.6,30.2,11.2,1969,66739,79838,4256,103,2.4,4153,97.6,3618,85,279,6.6,0,0,76,1.8,0,0,0,0,180,4.2,497.6,512.8
4279,5.11E+14,School,Greenview Jr/Sr High School,Greenview CUSD 200,Greenview,Menard,UNIT,SMALL,HIGH SCHOOL,430.9,426.4,63.6,36.4,0,0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,426.4,430.9
4282,5.11E+14,School,Porta High School,Porta CUSD 202,Petersburg,Menard,UNIT,MEDIUM,HIGH SCHOOL,487.8,485.5,40,34.5,23.6,1.8,Illinois,40.0132272,-89.8618214,17651 Bluejay Road,62675,Menard County,Petersburg,17129,"17651 Bluejay Road, Petersburg, Illinois, 62675",10200,17129010200,2020,10200,Menard County,Illinois,353,32,154,115,52,2929,19,205,897,657,319,480,352,9.1,43.6,32.6,14.7,0.6,7,30.6,22.4,10.9,16.4,12,1751,69709,98428,4064,77,1.9,3987,98.1,3841,94.5,16,0.4,0,0,28,0.7,0,0,0,0,102,2.5,485.5,487.8
4286,5.11E+14,School,Athens Sr High School,Athens CUSD 213,Athens,Menard,UNIT,MEDIUM,HIGH SCHOOL,495.3,483.2,26,50.7,20.5,2.7,Illinois,39.9617195,-89.7175252,1 Warrior Way,62613,Menard County,Athens,17129,"1 Warrior Way, Athens, Illinois, 62613",10100,17129010100,2020,10100,Menard County,Illinois,354,26,148,146,34,4033,55,70,1429,1019,575,541,344,7.3,41.8,41.2,9.6,1.4,1.7,35.4,25.3,14.3,13.4,8.5,2431,86463,92791,5952,109,1.8,5843,98.2,5630,94.6,62,1,16,0.3,20,0.3,0,0,7,0.1,108,1.8,483.2,495.3
4291,5.11E+14,School,Tri-City High School,Tri City CUSD 1,Buffalo,Sangamon,UNIT,MEDIUM,HIGH SCHOOL,471.7,453.7,46.7,36.7,16.7,0,Illinois,39.8494039,-89.4135344,324 West Charles Street,62515,Sangamon County,Buffalo,17167,"324 West Charles Street, Buffalo, Illinois, 62515",4000,17167004000,2020,4000,Sangamon County,Illinois,286,53,140,82,11,3271,32,130,1438,714,298,535,124,18.5,49,28.7,3.8,1,4,44,21.8,9.1,16.4,3.8,1802,73125,80267,4522,46,1,4476,99,4320,95.5,32,0.7,0,0,7,0.2,0,0,0,0,117,2.6,453.7,471.7
4295,51084003A260001,School,Rochester High School,Rochester CUSD 3A,Rochester,Sangamon,UNIT,LARGE,HIGH SCHOOL,525.5,493,34.3,36.7,24.3,4.8,Illinois,39.7521775,-89.5390598,1 Rocket Drive,62563,Sangamon County,Rochester,17167,"1 Rocket Drive, Rochester, Illinois, 62563",3902,17167003902,2020,3902,Sangamon County,Illinois,226,57,41,79,49,2783,35,29,808,543,258,775,335,25.2,18.1,35,21.7,1.3,1,29,19.5,9.3,27.8,12,1549,91528,100687,3902,131,3.4,3771,96.6,3527,90.4,98,2.5,0,0,74,1.9,0,0,46,1.2,26,0.7,493,525.5
4301,5.11E+14,School,Glenwood High School,Ball Chatham CUSD 5,Chatham,Sangamon,UNIT,LARGE,HIGH SCHOOL,514.4,499.7,30.4,36.1,30.4,3,Illinois,39.6899374,-89.6894066,1501 Plummer Boulevard,62629,Sangamon County,Chatham,17167,"1501 Plummer Boulevard, Chatham, Illinois, 62629",3201,17167003201,2020,3201,Sangamon County,Illinois,305,59,88,115,43,2952,18,64,462,553,239,963,653,19.3,28.9,37.7,14.1,0.6,2.2,15.7,18.7,8.1,32.6,22.1,1759,97933,111412,4353,50,1.1,4303,98.9,3938,90.5,38,0.9,0,0,265,6.1,0,0,0,0,62,1.4,499.7,514.4
