Unnamed: 0,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
1026,7.02E+13,School,Oak Lawn Comm High School,Oak Lawn CHSD 229,Oak Lawn,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,471.6,471.9,42.9,35.3,19.4,2.4,Illinois,41.72162,-87.767984,9400 Southwest Highway,60453,Cook County,Oak Lawn,17031,"9400 Southwest Highway, Oak Lawn, Illinois, 60453",822200,17031822200,2020,822200,Cook County,Illinois,321,12,95,157,57,2386,39,64,857,535,327,418,146,3.7,29.6,48.9,17.8,1.6,2.7,35.9,22.4,13.7,17.5,6.1,1207,86151,87042,3583,351,9.8,3232,90.2,2871,80.1,28,0.8,0,0,112,3.1,0,0,14,0.4,207,5.8,471.9,471.6
1028,7.02E+13,School,Carl Sandburg High School,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,531.5,522.5,23.9,33,33.3,9.9,Illinois,41.6495359,-87.8550911,13300 LaGrange Road,60462,Cook County,Orland Park,17031,"13300 LaGrange Road, Orland Park, Illinois, 60462",823801,17031823801,2020,823801,Cook County,Illinois,244,64,44,136,0,4061,77,193,675,809,155,1194,958,26.2,18,55.7,0,1.9,4.8,16.6,19.9,3.8,29.4,23.6,2135,105781,140981,5268,433,8.2,4835,91.8,4019,76.3,239,4.5,0,0,459,8.7,0,0,14,0.3,104,2,522.5,531.5
1029,7.02E+13,School,Amos Alonzo Stagg High School,Cons HSD 230,Palos Hills,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,501,495.2,31.7,37.8,24.7,5.8,Illinois,41.6878991,-87.8185898,8015 West 111th Street,60465,Cook County,Palos Hills,17031,"8015 West 111th Street, Palos Hills, Illinois, 60465",823805,17031823805,2020,823804,Cook County,Illinois,148,2,13,111,22,2449,129,21,727,554,217,628,173,1.4,8.8,75,14.9,5.3,0.9,29.7,22.6,8.9,25.6,7.1,1475,55655,69960,2918,500,17.1,2418,82.9,2268,77.7,38,1.3,0,0,61,2.1,0,0,0,0,51,1.7,495.2,501
1030,7.02E+13,School,Victor J Andrew High School,Cons HSD 230,Orland Hills,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,504.4,499.2,30.9,36.7,27.7,4.7,Illinois,41.5784738,-87.8391212,9001 West 171st Street,60487,Cook County,Tinley Park,17031,"9001 West 171st Street, Tinley Park, Illinois, 60487",824126,17031824126,2020,824126,Cook County,Illinois,224,40,128,50,6,4187,33,19,820,640,590,1413,672,17.9,57.1,22.3,2.7,0.8,0.5,19.6,15.3,14.1,33.7,16,2045,136620,131608,5733,378,6.6,5355,93.4,4643,81,22,0.4,0,0,635,11.1,0,0,0,0,55,1,499.2,504.4
1032,7.02E+13,School,Evergreen Park High School,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,476.6,471,43.4,31.9,22.1,2.7,Illinois,41.7228282,-87.7024817,,60805,Cook County,Evergreen Park,17031,,821800,17031821800,2020,821800,Cook County,Illinois,425,23,91,265,46,3708,76,138,700,860,378,981,575,5.4,21.4,62.4,10.8,2,3.7,18.9,23.2,10.2,26.5,15.5,2085,73179,90472,5246,685,13.1,4561,86.9,2790,53.2,1590,30.3,0,0,3,0.1,0,0,65,1.2,113,2.2,471,476.6
1034,7.02E+13,School,Homewood-Flossmoor High School,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,487.3,473.9,43.3,35,18.5,3.2,Illinois,41.5461635,-87.6914792,999 Kedzie Avenue,60422,Cook County,Flossmoor,17031,"999 Kedzie Avenue, Flossmoor, Illinois, 60422",829800,17031829800,2020,829800,Cook County,Illinois,74,4,40,20,10,3884,79,1,501,1059,136,886,1222,5.4,54.1,27,13.5,2,0,12.9,27.3,3.5,22.8,31.5,2033,104083,137720,5399,95,1.8,5304,98.2,2388,44.2,2575,47.7,0,0,217,4,0,0,13,0.2,111,2.1,473.9,487.3
1038,8.01E+13,School,Eastland Jr/Sr High School,Eastland CUSD 308,Lanark,Carroll,UNIT,MEDIUM,HIGH SCHOOL,507.1,495.7,32.7,40.8,22.4,4.1,Illinois,42.0970832,-89.8305087,500 School Drive,61046,Carroll County,Lanark,17015,"500 School Drive, Lanark, Illinois, 61046",960100,17015960100,2020,960100,Carroll County,Illinois,222,12,105,95,10,2254,30,97,835,566,299,252,175,5.4,47.3,42.8,4.5,1.3,4.3,37,25.1,13.3,11.2,7.8,1330,62685,75504,3100,77,2.5,3023,97.5,2961,95.5,26,0.8,6,0.2,11,0.4,0,0,0,0,19,0.6,495.7,507.1
1041,8.01E+13,School,West Carroll High School,West Carroll CUSD 314,Savanna,Carroll,UNIT,MEDIUM,HIGH SCHOOL,451,439.6,61.5,26.9,11.5,0,Illinois,42.0965745,-90.1346469,500 Cragmoor Street,61074,Carroll County,Savanna,17015,"500 Cragmoor Street, Savanna, Illinois, 61074",960300,17015960300,2020,960300,Carroll County,Illinois,123,0,66,57,0,2325,71,340,881,587,101,235,110,0,53.7,46.3,0,3.1,14.6,37.9,25.2,4.3,10.1,4.7,1554,36167,55226,3071,110,3.6,2961,96.4,2853,92.9,39,1.3,1,0,28,0.9,0,0,6,0.2,34,1.1,439.6,451
1045,8.01E+13,School,Chadwick-Milledgeville Jr/Sr H,Chadwick-Milledgeville CUSD 39,Milledgeville,Carroll,UNIT,MEDIUM,HIGH SCHOOL,489.1,468,34.3,57.1,8.6,0,Illinois,41.9591724,-89.8130356,,N/A,Carroll County,N/A,17015,,960500,17015960500,2020,960500,Carroll County,Illinois,193,6,84,45,58,1665,45,72,559,447,173,236,133,3.1,43.5,23.3,30.1,2.7,4.3,33.6,26.8,10.4,14.2,8,1079,57196,73114,2402,100,4.2,2302,95.8,2283,95,2,0.1,0,0,0,0,0,0,0,0,17,0.7,468,489.1
1048,8.04E+13,School,East Dubuque High School,East Dubuque USD 119,East Dubuque,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,500.8,490.4,32,42,24,2,Illinois,42.4970641,-90.6259636,200 Parklane Drive,61025,Jo Daviess County,East Dubuque,17085,"200 Parklane Drive, East Dubuque, Illinois, 61025",20200,17085020200,2020,20200,Jo Daviess County,Illinois,429,48,221,143,17,3427,117,123,1501,620,478,385,203,11.2,51.5,33.3,4,3.4,3.6,43.8,18.1,13.9,11.2,5.9,2142,56774,71664,4754,76,1.6,4678,98.4,4570,96.1,22,0.5,2,0,25,0.5,0,0,7,0.1,52,1.1,490.4,500.8
1052,8.04E+13,School,Galena High School,Galena USD 120,Galena,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,503,504,26.3,42.1,28.1,3.5,Illinois,42.427397,-90.440316,1206 Franklin Street,61036,Jo Daviess County,Galena,17085,"1206 Franklin Street, Galena, Illinois, 61036",20300,17085020300,2020,20300,Jo Daviess County,Illinois,258,18,61,162,17,3688,239,146,1058,626,201,924,494,7,23.6,62.8,6.6,6.5,4,28.7,17,5.5,25.1,13.4,2349,62356,89092,4712,347,7.4,4365,92.6,4275,90.7,21,0.4,0,0,69,1.5,0,0,0,0,0,0,504,503
1056,8.04E+13,School,Warren Jr/Sr High School,Warren CUSD 205,Warren,Jo Daviess,UNIT,SMALL,HIGH SCHOOL,471.7,485,33.3,44.4,22.2,0,Illinois,42.494047,-89.990382,311 South Water Street,61087,Jo Daviess County,Warren,17085,"311 South Water Street, Warren, Illinois, 61087",20102,17085020102,2020,20102,Jo Daviess County,Illinois,181,21,64,95,1,1636,36,102,667,420,152,172,87,11.6,35.4,52.5,0.6,2.2,6.2,40.8,25.7,9.3,10.5,5.3,1037,53477,62699,2415,44,1.8,2371,98.2,2282,94.5,34,1.4,6,0.2,10,0.4,0,0,0,0,39,1.6,485,471.7
1059,8.04E+13,School,Stockton Sr High School,Stockton CUSD 206,Stockton,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,485.9,491.7,37,41.3,15.2,6.5,Illinois,42.3562429,-90.0129041,540 North Rush Street,61085,Jo Daviess County,Stockton,17085,"540 North Rush Street, Stockton, Illinois, 61085",20500,17085020500,2020,20500,Jo Daviess County,Illinois,103,20,36,42,5,2074,57,60,785,561,273,260,78,19.4,35,40.8,4.9,2.7,2.9,37.8,27,13.2,12.5,3.8,1296,48846,61222,2746,94,3.4,2652,96.6,2577,93.8,11,0.4,11,0.4,19,0.7,5,0.2,0,0,29,1.1,491.7,485.9
1063,8.04E+13,School,River Ridge High School,River Ridge CUSD 210,Hanover,Jo Daviess,UNIT,MEDIUM,HIGH SCHOOL,497,515.9,29.7,29.7,35.1,5.4,Illinois,42.311985,-90.270677,4141 Illinois 84,61041,Jo Daviess County,Hanover,17085,"4141 Illinois 84, Hanover, Illinois, 61041",20402,17085020402,2020,20402,Jo Daviess County,Illinois,151,6,28,62,55,2135,52,140,785,505,198,313,142,4,18.5,41.1,36.4,2.4,6.6,36.8,23.7,9.3,14.7,6.7,1447,46745,58498,2875,43,1.5,2832,98.5,2716,94.5,21,0.7,44,1.5,0,0,0,0,9,0.3,42,1.5,515.9,497
1067,8.04E+13,School,Scales Mound High School,Scales Mound CUSD 211,Scales Mound,Jo Daviess,UNIT,SMALL,HIGH SCHOOL,490,513.8,28.6,33.3,28.6,9.5,Illinois,42.4750406,-90.250785,210 Main Street,61075,Jo Daviess County,Scales Mound,17085,"210 Main Street, Scales Mound, Illinois, 61075",20101,17085020101,2020,20101,Jo Daviess County,Illinois,125,29,56,30,10,1489,62,66,494,359,162,191,155,23.2,44.8,24,8,4.2,4.4,33.2,24.1,10.9,12.8,10.4,895,74455,82777,2029,35,1.7,1994,98.3,1977,97.4,6,0.3,2,0.1,0,0,2,0.1,0,0,7,0.3,513.8,490
1071,8.09E+13,School,Freeport High School,Freeport SD 145,Freeport,Stephenson,UNIT,LARGE,HIGH SCHOOL,457,427.9,66,22.6,9.9,1.4,Illinois,42.2874901,-89.6292216,701 West Moseley Street,61032,Stephenson County,Freeport,17177,"701 West Moseley Street, Freeport, Illinois, 61032",1200,17177001200,2020,1200,Stephenson County,Illinois,269,36,111,122,0,2346,56,138,763,728,436,190,35,13.4,41.3,45.4,0,2.4,5.9,32.5,31,18.6,8.1,1.5,1529,41456,49067,4004,833,20.8,3171,79.2,2372,59.2,495,12.4,0,0,33,0.8,0,0,49,1.2,222,5.5,427.9,457
1080,8.09E+13,School,Pearl City High School,Pearl City CUSD 200,Pearl City,Stephenson,UNIT,SMALL,HIGH SCHOOL,476.7,475.8,45.5,24.2,27.3,3,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,21701,17179021701,2020,21701,Tazewell County,Illinois,362,51,85,148,78,3930,28,89,1073,925,443,980,392,14.1,23.5,40.9,21.5,0.7,2.3,27.3,23.5,11.3,24.9,10,2346,80878,94334,5910,108,1.8,5802,98.2,5716,96.7,2,0,17,0.3,0,0,0,0,0,0,67,1.1,475.8,476.7
1084,8.09E+13,School,Dakota Jr Sr High School,Dakota CUSD 201,Dakota,Stephenson,UNIT,MEDIUM,HIGH SCHOOL,499.1,489.6,40,32.9,22.9,4.3,Illinois,42.3866225,-89.5304598,400 Campus Drive,61018,Stephenson County,Dakota,17177,"400 Campus Drive, Dakota, Illinois, 61018",100,17177000100,2020,100,Stephenson County,Illinois,324,11,96,180,37,3196,20,101,984,870,442,482,297,3.4,29.6,55.6,11.4,0.6,3.2,30.8,27.2,13.8,15.1,9.3,1780,69438,86190,4491,104,2.3,4387,97.7,4305,95.9,0,0,24,0.5,17,0.4,0,0,0,0,41,0.9,489.6,499.1
1087,8.09E+13,School,Lena-Winslow High School,Lena Winslow CUSD 202,Lena,Stephenson,UNIT,MEDIUM,HIGH SCHOOL,483,489.2,30.2,46,23.8,0,Illinois,42.3786874,-89.8154142,516 Fremont Street,61048,Stephenson County,Lena,17177,"516 Fremont Street, Lena, Illinois, 61048",300,17177000300,2020,300,Stephenson County,Illinois,84,0,60,24,0,2738,85,101,985,629,295,425,218,0,71.4,28.6,0,3.1,3.7,36,23,10.8,15.5,8,1571,57488,74552,3684,57,1.5,3627,98.5,3558,96.6,33,0.9,0,0,6,0.2,0,0,0,0,30,0.8,489.2,483
1091,8.09E+13,School,Orangeville High School,Orangeville CUSD 203,Orangeville,Stephenson,UNIT,SMALL,HIGH SCHOOL,526.7,499.2,33.3,41.7,20.8,4.2,Illinois,42.4674502,-89.6417864,201 South Orange Street,61060,Stephenson County,Orangeville,17177,"201 South Orange Street, Orangeville, Illinois, 61060",200,17177000200,2020,200,Stephenson County,Illinois,215,32,97,83,3,2182,24,149,813,488,225,390,93,14.9,45.1,38.6,1.4,1.1,6.8,37.3,22.4,10.3,17.9,4.3,1289,60657,79023,2892,47,1.6,2845,98.4,2835,98,0,0,0,0,1,0,0,0,7,0.2,2,0.1,499.2,526.7
1095,9.01E+13,School,Fisher Jr/Sr High School,Fisher CUSD 1,Fisher,Champaign,UNIT,MEDIUM,HIGH SCHOOL,511.6,514.9,32.4,24.3,35.1,8.1,Illinois,40.3100928,-88.3550504,211 West Division Street,61843,Champaign County,Fisher,17019,"211 West Division Street, Fisher, Illinois, 61843",10500,17019010500,2020,10500,Champaign County,Illinois,317,36,141,118,22,3123,9,102,868,723,380,645,396,11.4,44.5,37.2,6.9,0.3,3.3,27.8,23.2,12.2,20.7,12.7,1647,93245,120406,4473,42,0.9,4431,99.1,4232,94.6,3,0.1,0,0,7,0.2,0,0,5,0.1,184,4.1,514.9,511.6
1098,9.01E+13,School,Mahomet-Seymour High School,Mahomet-Seymour CUSD 3,Mahomet,Champaign,UNIT,LARGE,HIGH SCHOOL,542,560.7,17.9,28.5,31.3,22.4,Illinois,40.2021766,-88.4111624,302 West State Street,61853,Champaign County,Mahomet,17019,"302 West State Street, Mahomet, Illinois, 61853",10601,17019010601,2020,10601,Champaign County,Illinois,465,11,112,313,29,3952,11,5,877,845,306,1242,666,2.4,24.1,67.3,6.2,0.3,0.1,22.2,21.4,7.7,31.4,16.9,2080,97542,108300,6245,237,3.8,6008,96.2,5761,92.2,24,0.4,0,0,28,0.4,0,0,0,0,195,3.1,560.7,542
1103,9.01E+13,School,Centennial High School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,HIGH SCHOOL,480.7,477.3,47.1,26.1,21.3,5.5,Illinois,40.1059565,-88.2823141,913 Crescent Drive,61821,Champaign County,Champaign,17019,"913 Crescent Drive, Champaign, Illinois, 61821",1201,17019001201,2020,1201,Champaign County,Illinois,923,54,285,452,132,4531,63,315,1143,1066,257,796,891,5.9,30.9,49,14.3,1.4,7,25.2,23.5,5.7,17.6,19.7,3004,46642,57414,7197,282,3.9,6915,96.1,3062,42.5,2501,34.8,0,0,880,12.2,0,0,38,0.5,434,6,477.3,480.7
1104,9.01E+13,School,Central High School,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,HIGH SCHOOL,503.3,493.8,42.2,24.8,20.7,12.2,Illinois,42.0179604,-88.4852132,44w625 Plato Road,60109,Kane County,Burlington,17089,"44w625 Plato Road, Burlington, Illinois, 60109",850703,17089850703,2020,850703,Kane County,Illinois,265,27,95,97,46,1537,35,133,416,418,129,277,129,10.2,35.8,36.6,17.4,2.3,8.7,27.1,27.2,8.4,18,8.4,758,105909,142087,2165,115,5.3,2050,94.7,2017,93.2,4,0.2,0,0,24,1.1,0,0,0,0,5,0.2,493.8,503.3
1122,9.01E+13,School,Unity High School,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,HIGH SCHOOL,528.8,514.3,27.5,30,36.7,5.8,Illinois,39.9940386,-88.2490526,1127 County Road 800,61880,Champaign County,Tolono,17019,"1127 County Road 800, Tolono, Illinois, 61880",10901,17019010901,2020,10901,Champaign County,Illinois,1005,78,337,533,57,3697,14,70,1267,829,247,798,472,7.8,33.5,53,5.7,0.4,1.9,34.3,22.4,6.7,21.6,12.8,2136,76250,91153,5918,102,1.7,5816,98.3,5320,89.9,237,4,5,0.1,152,2.6,9,0.2,0,0,93,1.6,514.3,528.8
1127,9.01E+13,School,Heritage High School,Heritage CUSD 8,Broadlands,Champaign,UNIT,SMALL,HIGH SCHOOL,486.8,457.5,57.1,21.4,21.4,0,Illinois,39.9069639,-87.9933394,206 East Diller Street,61816,Champaign County,Broadlands,17019,"206 East Diller Street, Broadlands, Illinois, 61816",10800,17019010800,2020,10800,Champaign County,Illinois,335,4,184,116,31,3079,20,121,920,860,329,518,311,1.2,54.9,34.6,9.3,0.6,3.9,29.9,27.9,10.7,16.8,10.1,1751,82399,105582,4566,58,1.3,4508,98.7,4440,97.2,21,0.5,11,0.2,6,0.1,0,0,0,0,30,0.7,457.5,486.8
1130,9.01E+13,School,Urbana High School,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,HIGH SCHOOL,484.5,458.4,56.1,21.2,17.5,5.2,Illinois,40.104182,-88.2078193,1002 South Race Street,61801,Champaign County,Urbana,17019,"1002 South Race Street, Urbana, Illinois, 61801",5800,17019005800,2020,5800,Champaign County,Illinois,1173,41,119,680,333,2216,0,17,91,190,61,532,1325,3.5,10.1,58,28.4,0,0.8,4.1,8.6,2.8,24,59.8,1585,57344,99833,3828,297,7.8,3531,92.2,2693,70.4,73,1.9,0,0,476,12.4,10,0.3,17,0.4,262,6.8,458.4,484.5
1155,9.01E+13,School,Rantoul Twp High School,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,431.6,416,73.1,20.5,6.4,0,Illinois,40.3089562,-88.1497242,200 South Sheldon Street,61866,Champaign County,Rantoul,17019,"200 South Sheldon Street, Rantoul, Illinois, 61866",10204,17019010204,2020,10204,Champaign County,Illinois,362,53,157,152,0,3348,68,246,1393,772,461,221,187,14.6,43.4,42,0,2,7.3,41.6,23.1,13.8,6.6,5.6,1955,46650,64728,4894,948,19.4,3946,80.6,2817,57.6,717,14.7,20,0.4,30,0.6,0,0,0,0,362,7.4,416,431.6
1161,9.01E+13,School,St Joseph-Ogden High School,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,HIGH SCHOOL,528.4,540.8,21.2,26.9,38.5,13.5,Illinois,40.1698691,-88.050979,,N/A,Champaign County,N/A,17019,,10702,17019010702,2020,10702,Champaign County,Illinois,127,4,42,71,10,2645,17,23,729,652,401,577,246,3.1,33.1,55.9,7.9,0.6,0.9,27.6,24.7,15.2,21.8,9.3,1428,88813,97855,3958,0,0,3958,100,3868,97.7,47,1.2,0,0,21,0.5,0,0,0,0,22,0.6,540.8,528.4
1163,9.03E+13,School,GCMS High School,Gibson City-Melvin-Sibley CUSD,Gibson City,Ford,UNIT,MEDIUM,HIGH SCHOOL,508.4,504.5,23.2,44.6,30.4,1.8,Illinois,40.4747702,-88.3744647,815 North Church Street,60936,Ford County,Gibson City,17053,"815 North Church Street, Gibson City, Illinois, 60936",962000,17053962000,2020,962000,Ford County,Illinois,215,16,53,88,58,2469,74,224,870,559,221,312,209,7.4,24.7,40.9,27,3,9.1,35.2,22.6,9,12.6,8.5,1643,43970,60328,3423,61,1.8,3362,98.2,3276,95.7,35,1,13,0.4,0,0,0,0,0,0,38,1.1,504.5,508.4
1167,9.03E+13,School,Paxton-Buckley-Loda High Schoo,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,HIGH SCHOOL,491.2,507.4,33.3,32.3,26.3,8.1,Illinois,40.4963398,-88.050979,,N/A,Iroquois County,N/A,17075,,950700,17075950700,2020,950700,Iroquois County,Illinois,180,42,57,48,33,1974,20,89,674,436,185,404,166,23.3,31.7,26.7,18.3,1,4.5,34.1,22.1,9.4,20.5,8.4,1215,66895,88400,2798,114,4.1,2684,95.9,2574,92,46,1.6,0,0,20,0.7,0,0,31,1.1,13,0.5,507.4,491.2
1171,11012002C260001,School,Marshall High School,Marshall CUSD 2C,Marshall,Clark,UNIT,MEDIUM,HIGH SCHOOL,501.9,483.8,34.8,37.7,27.5,0,Illinois,39.3969783,-87.7001647,806 North 6th Street,62441,Clark County,Marshall,17023,"806 North 6th Street, Marshall, Illinois, 62441",60200,17023060200,2020,60200,Clark County,Illinois,312,96,119,97,0,2792,67,69,1200,433,355,429,239,30.8,38.1,31.1,0,2.4,2.5,43,15.5,12.7,15.4,8.6,1737,52604,68920,3903,76,1.9,3827,98.1,3719,95.3,8,0.2,0,0,1,0,0,0,0,0,99,2.5,483.8,501.9
1176,11012003C260001,School,Martinsville Jr-Sr High School,Martinsville CUSD 3C,Martinsville,Clark,UNIT,SMALL,HIGH SCHOOL,462.6,466.3,36.8,47.4,15.8,0,Illinois,39.3329002,-87.8871729,255 West Cumberland Street,62442,Clark County,Martinsville,17023,"255 West Cumberland Street, Martinsville, Illinois, 62442",60300,17023060300,2020,60300,Clark County,Illinois,544,75,213,173,83,3616,103,239,1487,693,474,369,251,13.8,39.2,31.8,15.3,2.8,6.6,41.1,19.2,13.1,10.2,6.9,2439,46515,61092,5284,71,1.3,5213,98.7,5122,96.9,41,0.8,9,0.2,0,0,0,0,0,0,41,0.8,466.3,462.6
1179,11012004C260001,School,Casey-Westfield Jr/Sr HS,Casey-Westfield CUSD 4C,Casey,Clark,UNIT,MEDIUM,HIGH SCHOOL,476.7,472,36.4,45.5,16.4,1.8,Illinois,39.304729,-87.988723,306 East Edgar Avenue,62420,Clark County,Casey,17023,"306 East Edgar Avenue, Casey, Illinois, 62420",60300,17023060300,2020,60300,Clark County,Illinois,544,75,213,173,83,3616,103,239,1487,693,474,369,251,13.8,39.2,31.8,15.3,2.8,6.6,41.1,19.2,13.1,10.2,6.9,2439,46515,61092,5284,71,1.3,5213,98.7,5122,96.9,41,0.8,9,0.2,0,0,0,0,0,0,41,0.8,472,476.7
1182,1.10E+14,School,Charleston High School,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,HIGH SCHOOL,478.1,460.3,51.7,28.5,17.4,2.4,Illinois,39.485302,-88.1645073,1615 Lincoln Avenue,61920,Coles County,Charleston,17029,"1615 Lincoln Avenue, Charleston, Illinois, 61920",701,17029000701,2020,701,Coles County,Illinois,877,9,284,463,121,1935,42,42,235,403,190,471,552,1,32.4,52.8,13.8,2.2,2.2,12.1,20.8,9.8,24.3,28.5,1361,68405,73607,3200,178,5.6,3022,94.4,2642,82.6,137,4.3,10,0.3,201,6.3,0,0,0,0,32,1,460.3,478.1
1189,1.10E+14,School,Mattoon High School,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,HIGH SCHOOL,467.2,444.7,57.9,27.9,14.2,0,Illinois,39.4745412,-88.3868799,2521 Walnut Avenue,61938,Coles County,Mattoon,17029,"2521 Walnut Avenue, Mattoon, Illinois, 61938",1200,17029001200,2020,1200,Coles County,Illinois,371,80,96,107,88,2457,19,168,826,594,320,351,179,21.6,25.9,28.8,23.7,0.8,6.8,33.6,24.2,13,14.3,7.3,1469,49268,67359,3500,109,3.1,3391,96.9,3324,95,45,1.3,0,0,0,0,0,0,0,0,22,0.6,444.7,467.2
1195,1.10E+14,School,Oakland High School,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,HIGH SCHOOL,487.2,462.8,50,33.3,11.1,5.6,Illinois,39.6581103,-88.0214501,310 North Teeter Street,61943,Coles County,Oakland,17029,"310 North Teeter Street, Oakland, Illinois, 61943",100,17029000100,2020,100,Coles County,Illinois,199,27,112,47,13,2074,42,127,841,572,238,164,90,13.6,56.3,23.6,6.5,2,6.1,40.5,27.6,11.5,7.9,4.3,1232,48864,62269,2935,45,1.5,2890,98.5,2872,97.9,3,0.1,0,0,0,0,0,0,0,0,15,0.5,462.8,487.2
1198,1.10E+14,School,Neoga Jr/Sr High School,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,HIGH SCHOOL,503.5,486.3,45.1,25.5,25.5,3.9,Illinois,39.3195975,-88.4419366,790 East 7th Street,62447,Cumberland County,Neoga,17035,"790 East 7th Street, Neoga, Illinois, 62447",972600,17035972600,2020,972600,Cumberland County,Illinois,388,58,125,177,28,3165,73,69,1223,676,453,491,180,14.9,32.2,45.6,7.2,2.3,2.2,38.6,21.4,14.3,15.5,5.7,1690,65962,79009,4476,23,0.5,4453,99.5,4326,96.6,0,0,6,0.1,0,0,0,0,0,0,121,2.7,486.3,503.5
1201,1.10E+14,School,Cumberland High School,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,HIGH SCHOOL,480.6,473.5,34.9,46,15.9,3.2,Illinois,39.2573204,-88.193901,1496 Illinois 121,62428,Cumberland County,Greenup,17035,"1496 Illinois 121, Greenup, Illinois, 62428",972500,17035972500,2020,972500,Cumberland County,Illinois,207,33,65,102,7,2281,80,212,1012,426,244,201,106,15.9,31.4,49.3,3.4,3.5,9.3,44.4,18.7,10.7,8.8,4.6,1262,65365,75425,3276,80,2.4,3196,97.6,3096,94.5,3,0.1,0,0,0,0,0,0,0,0,97,3,473.5,480.6
1205,1.10E+14,School,Tuscola High School,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,HIGH SCHOOL,479.7,468.6,45.3,31.3,20.3,3.1,Illinois,39.7956964,-88.274153,500 South Prairie Street,61953,Douglas County,Tuscola,17041,"500 South Prairie Street, Tuscola, Illinois, 61953",952200,17041952200,2020,952200,Douglas County,Illinois,409,70,125,161,53,3088,67,229,857,722,469,504,240,17.1,30.6,39.4,13,2.2,7.4,27.8,23.4,15.2,16.3,7.8,1992,57423,73687,4481,184,4.1,4297,95.9,4100,91.5,10,0.2,0,0,95,2.1,17,0.4,0,0,75,1.7,468.6,479.7
