School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Port Aransas H S,Port Aransas ISD,574,558,51,38,74.5,14,36.8,24,63.2,Texas,27.8324833,-97.0608517,100 South Station Street,78373,Nueces County,Port Aransas,48355,"100 South Station Street, Port Aransas, Texas, 78373",5104,48355005104,2019,5104,Nueces County,Texas,112,0,82,30,0,1134,0,30,468,205,113,160,158,0,73.2,26.8,0,0,2.6,41.3,18.1,10,14.1,13.9,675,50417,71990,1379,35,2.5,1344,97.5,1320,95.7,0,0,0,0,0,0,0,0,0,0,24,1.7,574
Robstown Early College H S,Robstown ISD,585,520,<150,<25,1.4,<25,,<25,50,Texas,27.8008662,-97.6768461,609 Texas 44,78380,Nueces County,Robstown,48355,"609 Texas 44, Robstown, Texas, 78380",5603,48355005603,2019,5603,Nueces County,Texas,357,23,169,165,0,2487,261,233,981,724,45,139,104,6.4,47.3,46.2,0,10.5,9.4,39.4,29.1,1.8,5.6,4.2,1508,39563,42412,3697,3425,92.6,272,7.4,271,7.3,1,0,0,0,0,0,0,0,0,0,0,0,585
Tuloso-Midway H S,Tuloso-Midway ISD,539,508,282,129,45.7,24,18.6,51,39.5,Texas,27.7891135,-97.5463885,,N/A,Nueces County,N/A,48355,,3500,48355003500,2019,3500,Nueces County,Texas,199,17,142,36,4,1293,146,162,356,393,128,100,8,8.5,71.4,18.1,2,11.3,12.5,27.5,30.4,9.9,7.7,0.6,688,56167,60881,1970,1508,76.5,462,23.5,413,21,4,0.2,0,0,14,0.7,31,1.6,0,0,0,0,539
Banquete H S,Banquete ISD,583,600,<75,<25,4.8,<25,66.7,<25,66.7,Texas,27.8080216,-97.7914721,5519 Texas 44,78339,Nueces County,Banquete,48355,"5519 Texas 44, Banquete, Texas, 78339",5900,48355005900,2019,5900,Nueces County,Texas,264,56,50,158,0,1804,389,218,468,331,223,118,57,21.2,18.9,59.8,0,21.6,12.1,25.9,18.3,12.4,6.5,3.2,934,29712,55307,2782,2393,86,389,14,389,14,0,0,0,0,0,0,0,0,0,0,0,0,583
Flour Bluff H S,Flour Bluff ISD,562,555,423,243,57.4,75,30.9,140,57.6,Texas,27.6448634,-97.2966864,2505 Waldron Road,78418,Nueces County,Corpus Christi,48355,"2505 Waldron Road, Corpus Christi, Texas, 78418",3101,48355003101,2019,3101,Nueces County,Texas,510,12,193,265,40,3184,75,286,858,821,334,518,292,2.4,37.8,52,7.8,2.4,9,26.9,25.8,10.5,16.3,9.2,1776,74712,87851,4872,1325,27.2,3547,72.8,3311,68,37,0.8,73,1.5,0,0,0,0,0,0,126,2.6,562
West Oso H S,West Oso ISD,482,461,<150,<50,36.1,<25,8.3,<25,22.9,Texas,27.7696474,-97.4594163,754 Flato Road,78405,Nueces County,Corpus Christi,48355,"754 Flato Road, Corpus Christi, Texas, 78405",800,48355000800,2019,800,Nueces County,Texas,268,62,125,81,0,2840,450,590,985,414,251,122,28,23.1,46.6,30.2,0,15.8,20.8,34.7,14.6,8.8,4.3,1,1211,37396,44434,4351,3316,76.2,1035,23.8,803,18.5,226,5.2,0,0,6,0.1,0,0,0,0,0,0,482
Perryton H S,Perryton ISD,710,737,<150,<25,2.2,<25,100,<25,100,Texas,36.3882194,-100.8159944,1200 South Jefferson Street,79070,Ochiltree County,Perryton,48357,"1200 South Jefferson Street, Perryton, Texas, 79070",950400,48357950400,2019,950400,Ochiltree County,Texas,517,91,114,275,37,2904,319,395,802,744,189,256,199,17.6,22.1,53.2,7.2,11,13.6,27.6,25.6,6.5,8.8,6.9,1742,53080,64626,4926,2603,52.8,2323,47.2,2106,42.8,0,0,0,0,21,0.4,0,0,8,0.2,188,3.8,710
Top Of Texas Accelerated Education,Perryton ISD,,,<50,<25,3.6,<25,,<25,,Texas,36.4069318,-100.8037166,605 North Main Street,79070,Ochiltree County,Perryton,48357,"605 North Main Street, Perryton, Texas, 79070",950300,48357950300,2019,950300,Ochiltree County,Texas,440,77,173,134,56,2055,375,304,837,169,106,223,41,17.5,39.3,30.5,12.7,18.2,14.8,40.7,8.2,5.2,10.9,2,1158,41441,61320,3736,2593,69.4,1143,30.6,1136,30.4,7,0.2,0,0,0,0,0,0,0,0,0,0,0
Boys Ranch H S,Boys Ranch ISD,463,441,<50,<25,32.7,<25,,<25,12.5,Texas,35.5345614,-102.2533613,,79010,Oldham County,Boys Ranch,48359,,950100,48359950100,2019,950100,Oldham County,Texas,93,27,27,38,1,1246,32,72,385,297,126,262,72,29,29,40.9,1.1,2.6,5.8,30.9,23.8,10.1,21,5.8,646,64250,87282,2110,382,18.1,1728,81.9,1599,75.8,86,4.1,0,0,20,0.9,0,0,0,0,23,1.1,463
Vega H S,Vega ISD,546,564,<50,<25,56,<25,14.3,<25,64.3,Texas,35.2498103,-102.4184418,200 Longhorn Street,79092,Oldham County,Vega,48359,"200 Longhorn Street, Vega, Texas, 79092",950100,48359950100,2019,950100,Oldham County,Texas,93,27,27,38,1,1246,32,72,385,297,126,262,72,29,29,40.9,1.1,2.6,5.8,30.9,23.8,10.1,21,5.8,646,64250,87282,2110,382,18.1,1728,81.9,1599,75.8,86,4.1,0,0,20,0.9,0,0,0,0,23,1.1,546
Adrian School,Adrian ISD,497,484,<25,<25,100,<25,,<25,33.3,Texas,35.2754137,-102.665211,301 East Matador Drive,79001,Oldham County,Adrian,48359,"301 East Matador Drive, Adrian, Texas, 79001",950100,48359950100,2019,950100,Oldham County,Texas,93,27,27,38,1,1246,32,72,385,297,126,262,72,29,29,40.9,1.1,2.6,5.8,30.9,23.8,10.1,21,5.8,646,64250,87282,2110,382,18.1,1728,81.9,1599,75.8,86,4.1,0,0,20,0.9,0,0,0,0,23,1.1,497
Bridge City H S,Bridge City ISD,548,529,192,105,54.7,25,23.8,44,41.9,Texas,30.0336498,-93.8451731,,N/A,Orange County,N/A,48361,,22302,48361022302,2019,22302,Orange County,Texas,92,0,41,51,0,1658,68,33,526,399,208,329,95,0,44.6,55.4,0,4.1,2,31.7,24.1,12.5,19.8,5.7,892,111948,115314,2724,121,4.4,2603,95.6,2477,90.9,0,0,0,0,37,1.4,0,0,72,2.6,17,0.6,548
Orangefield H S,Orangefield ISD,550,544,<125,<75,55.5,<25,24.6,<50,54.1,Texas,30.0898427,-93.8960811,,N/A,Orange County,N/A,48361,,22200,48361022200,2019,22200,Orange County,Texas,323,63,125,119,16,2644,69,28,914,765,351,412,105,19.5,38.7,36.8,5,2.6,1.1,34.6,28.9,13.3,15.6,4,1478,86750,101457,4479,300,6.7,4179,93.3,3960,88.4,0,0,0,0,0,0,0,0,0,0,219,4.9,550
West Orange-Stark H S,West Orange-Cove CISD,446,424,<150,<125,85,<25,0.9,<25,4.6,Texas,30.077138,-93.7665014,1400 Newton Street,77630,Orange County,West Orange,48361,"1400 Newton Street, West Orange, Texas, 77630",20500,48361020500,2019,20500,Orange County,Texas,529,258,218,45,8,1951,192,261,578,497,173,221,29,48.8,41.2,8.5,1.5,9.8,13.4,29.6,25.5,8.9,11.3,1.5,1237,55172,77350,3149,379,12,2770,88,2221,70.5,464,14.7,0,0,0,0,0,0,0,0,85,2.7,446
Vidor H S,Vidor ISD,519,502,<275,<125,39.8,<25,19.2,<50,36.5,Texas,30.1218955,-94.0050661,500 Orange Street,77662,Orange County,Vidor,48361,"500 Orange Street, Vidor, Texas, 77662",21902,48361021902,2019,21902,Orange County,Texas,545,61,253,193,38,3040,22,473,1157,710,365,268,45,11.2,46.4,35.4,7,0.7,15.6,38.1,23.4,12,8.8,1.5,1988,38698,50351,4797,168,3.5,4629,96.5,4551,94.9,0,0,0,0,0,0,0,0,0,0,78,1.6,519
Aim Center H S,Vidor ISD,,,<100,<25,1.3,<25,,<25,,Texas,30.1668081,-93.9681527,Center Street,77662,Orange County,N/A,48361,"Center Street, N/A, Texas, 77662",21503,48361021503,2019,21503,Orange County,Texas,431,115,91,150,75,2211,197,213,582,573,355,238,53,26.7,21.1,34.8,17.4,8.9,9.6,26.3,25.9,16.1,10.8,2.4,1104,92800,94736,3341,645,19.3,2696,80.7,2658,79.6,0,0,0,0,0,0,0,0,0,0,38,1.1,0
Lit Cypr-Mrceville H S,Little Cypress-Mauriceville CISD,534,523,220,133,60.5,32,24.1,56,42.1,Texas,30.2181609,-93.8451731,,N/A,Orange County,N/A,48361,,21200,48361021200,2019,21200,Orange County,Texas,483,24,88,340,31,3177,59,165,1303,860,256,463,71,5,18.2,70.4,6.4,1.9,5.2,41,27.1,8.1,14.6,2.2,1663,75536,91028,4921,398,8.1,4523,91.9,4176,84.9,176,3.6,68,1.4,0,0,0,0,0,0,103,2.1,534
Gordon School,Gordon ISD,460,444,<25,<25,82.4,<25,,<25,7.1,Texas,32.5517454,-98.3709929,112 West Rusk Street,76453,Palo Pinto County,Gordon,48363,"112 West Rusk Street, Gordon, Texas, 76453",200,48363000200,2019,200,Palo Pinto County,Texas,72,0,31,34,7,1809,166,160,622,418,129,201,113,0,43.1,47.2,9.7,9.2,8.8,34.4,23.1,7.1,11.1,6.2,990,50403,71382,2434,447,18.4,1987,81.6,1895,77.9,0,0,0,0,0,0,0,0,3,0.1,89,3.7,460
Graford H S,Graford ISD,537,548,<25,<25,28.6,<25,33.3,<25,66.7,Texas,32.9344439,-98.352656,,N/A,Palo Pinto County,N/A,48363,,100,48363000100,2019,100,Palo Pinto County,Texas,60,10,29,21,0,2278,73,136,731,792,107,268,171,16.7,48.3,35,0,3.2,6,32.1,34.8,4.7,11.8,7.5,1173,54185,88880,2694,218,8.1,2476,91.9,2362,87.7,7,0.3,8,0.3,52,1.9,0,0,0,0,47,1.7,537
Mineral Wells H S,Mineral Wells ISD,513,504,187,100,53.5,16,16,33,33,Texas,32.8017959,-98.1182861,906 Southwest 5th Avenue,76067,Palo Pinto County,Mineral Wells,48363,"906 Southwest 5th Avenue, Mineral Wells, Texas, 76067",900,48363000900,2019,900,Palo Pinto County,Texas,436,139,250,21,26,1395,180,187,570,315,97,19,27,31.9,57.3,4.8,6,12.9,13.4,40.9,22.6,7,1.4,1.9,732,38500,52043,2386,740,31,1646,69,1468,61.5,134,5.6,0,0,0,0,0,0,0,0,44,1.8,513
Santo H S,Santo ISD,539,498,<50,<25,32.1,<25,11.1,<25,33.3,Texas,32.5872815,-98.1775638,,N/A,Palo Pinto County,N/A,48363,,300,48363000300,2019,300,Palo Pinto County,Texas,307,79,116,57,55,3029,120,199,887,619,86,667,451,25.7,37.8,18.6,17.9,4,6.6,29.3,20.4,2.8,22,14.9,1616,67059,93364,3967,457,11.5,3510,88.5,3393,85.5,43,1.1,0,0,0,0,0,0,0,0,74,1.9,539
Strawn School,Strawn ISD,519,510,<25,<25,77.8,<25,7.1,<25,35.7,Texas,32.5479621,-98.496788,224 Walnut Street,76475,Palo Pinto County,Strawn,48363,"224 Walnut Street, Strawn, Texas, 76475",200,48363000200,2019,200,Palo Pinto County,Texas,72,0,31,34,7,1809,166,160,622,418,129,201,113,0,43.1,47.2,9.7,9.2,8.8,34.4,23.1,7.1,11.1,6.2,990,50403,71382,2434,447,18.4,1987,81.6,1895,77.9,0,0,0,0,0,0,0,0,3,0.1,89,3.7,519
Panola Cs,Panola Charter School,570,580,<25,<25,11.8,<25,50,<25,50,Texas,32.1288192,-94.3454494,1110 Farm to Market 10,75633,Panola County,Carthage,48365,"1110 Farm to Market 10, Carthage, Texas, 75633",950401,48365950401,2019,950401,Panola County,Texas,299,12,148,139,0,1734,46,186,662,399,116,250,75,4,49.5,46.5,0,2.7,10.7,38.2,23,6.7,14.4,4.3,1187,27558,61491,2430,311,12.8,2119,87.2,1689,69.5,430,17.7,0,0,0,0,0,0,0,0,0,0,570
Texas Early College H S,Panola Charter School,617,617,<25,<25,21.4,<25,33.3,<25,66.7,Texas,32.3577385,-94.0916696,,N/A,Panola County,Panola,48365,,950100,48365950100,2019,950100,Panola County,Texas,414,142,143,122,7,2939,79,522,1110,794,266,148,20,34.3,34.5,29.5,1.7,2.7,17.8,37.8,27,9.1,5,0.7,1551,40208,60539,4223,113,2.7,4110,97.3,2825,66.9,1268,30,0,0,17,0.4,0,0,0,0,0,0,617
Panola Early College H S,Panola Charter School,,,<25,<25,6.3,<25,100,<25,100,Texas,32.1288192,-94.3454494,1110 Farm to Market 10,75633,Panola County,Carthage,48365,"1110 Farm to Market 10, Carthage, Texas, 75633",950401,48365950401,2019,950401,Panola County,Texas,299,12,148,139,0,1734,46,186,662,399,116,250,75,4,49.5,46.5,0,2.7,10.7,38.2,23,6.7,14.4,4.3,1187,27558,61491,2430,311,12.8,2119,87.2,1689,69.5,430,17.7,0,0,0,0,0,0,0,0,0,0,0
Beckville Jr-Sr High School,Beckville ISD,573,537,<50,<25,13,<25,33.3,<25,33.3,Texas,32.2461387,-94.4590573,169 Washington Street,75631,Panola County,Beckville,48365,"169 Washington Street, Beckville, Texas, 75631",950200,48365950200,2019,950200,Panola County,Texas,163,17,85,61,0,2169,80,144,599,747,217,223,159,10.4,52.1,37.4,0,3.7,6.6,27.6,34.4,10,10.3,7.3,1145,60368,75900,3237,269,8.3,2968,91.7,2439,75.3,430,13.3,0,0,0,0,0,0,0,0,99,3.1,573
Carthage H S,Carthage ISD,528,505,<200,<50,15.3,<25,10.3,<25,31,Texas,32.1619963,-94.3657072,1600 West Panola Street,75633,Panola County,Carthage,48365,"1600 West Panola Street, Carthage, Texas, 75633",950402,48365950402,2019,950402,Panola County,Texas,525,72,195,219,39,2442,18,358,623,659,257,416,111,13.7,37.1,41.7,7.4,0.7,14.7,25.5,27,10.5,17,4.5,1341,59859,77647,3897,454,11.6,3443,88.4,2575,66.1,762,19.6,30,0.8,48,1.2,0,0,0,0,28,0.7,528
Gary School,Gary ISD,519,479,<50,<25,38.5,<25,20,<25,30,Texas,32.0280218,-94.3661171,132 Bobcat Trail,75643,Panola County,Gary City,48365,"132 Bobcat Trail, Gary City, Texas, 75643",950600,48365950600,2019,950600,Panola County,Texas,153,17,51,82,3,1859,91,218,479,577,233,173,88,11.1,33.3,53.6,2,4.9,11.7,25.8,31,12.5,9.3,4.7,903,60852,70138,2509,194,7.7,2315,92.3,2086,83.1,140,5.6,0,0,6,0.2,0,0,0,0,83,3.3,519
Poolville H S,Poolville ISD,506,514,<50,<25,34.8,<25,6.3,<25,37.5,Texas,32.9759954,-97.8741398,1001 Lone Star Road,76487,Parker County,Poolville,48367,"1001 Lone Star Road, Poolville, Texas, 76487",140504,48367140504,2019,140504,Parker County,Texas,183,73,45,57,8,2111,112,178,680,620,143,243,135,39.9,24.6,31.1,4.4,5.3,8.4,32.2,29.4,6.8,11.5,6.4,988,60000,80237,3020,222,7.4,2798,92.6,2563,84.9,0,0,0,0,0,0,0,0,8,0.3,227,7.5,506
Springtown H S,Springtown ISD,529,504,203,69,34,13,18.8,22,31.9,Texas,32.9648496,-97.6980575,915 West Highway 199,76082,Parker County,Springtown,48367,"915 West Highway 199, Springtown, Texas, 76082",140403,48367140403,2019,140403,Parker County,Texas,746,83,295,349,19,5391,264,524,1886,1218,494,776,229,11.1,39.5,46.8,2.5,4.9,9.7,35,22.6,9.2,14.4,4.2,2372,71111,81372,8072,894,11.1,7178,88.9,6945,86,0,0,77,1,3,0,8,0.1,0,0,145,1.8,529
Weatherford H S,Weatherford ISD,552,514,539,271,50.3,53,19.6,117,43.2,Texas,32.7252323,-97.8071252,2121 Bethel Road,76087,Parker County,Weatherford,48367,"2121 Bethel Road, Weatherford, Texas, 76087",140603,48367140603,2019,140603,Parker County,Texas,360,142,166,0,52,5389,249,477,1487,1012,739,1081,344,39.4,46.1,0,14.4,4.6,8.9,27.6,18.8,13.7,20.1,6.4,2719,71212,86686,7676,1258,16.4,6418,83.6,6057,78.9,151,2,0,0,20,0.3,0,0,0,0,190,2.5,552
Millsap H S,Millsap ISD,506,492,<100,<50,56,<25,7.1,<25,28.6,Texas,32.7578956,-98.005575,600 Bulldog Boulevard,76066,Parker County,Millsap,48367,"600 Bulldog Boulevard, Millsap, Texas, 76066",140601,48367140601,2019,140601,Parker County,Texas,566,56,41,459,10,5294,115,297,1495,1118,758,831,680,9.9,7.2,81.1,1.8,2.2,5.6,28.2,21.1,14.3,15.7,12.8,2502,85852,102907,8173,777,9.5,7396,90.5,7155,87.5,71,0.9,0,0,38,0.5,0,0,3,0,129,1.6,506
Aledo H S,Aledo ISD,584,591,413,294,71.2,145,49.3,215,73.1,Texas,32.7127122,-97.6162838,1000 Bailey Ranch Road,76008,Parker County,Aledo,48367,"1000 Bailey Ranch Road, Aledo, Texas, 76008",140707,48367140707,2019,140707,Parker County,Texas,119,36,7,69,7,2249,0,87,511,520,172,654,305,30.3,5.9,58,5.9,0,3.9,22.7,23.1,7.6,29.1,13.6,1147,123045,141346,3268,213,6.5,3055,93.5,2911,89.1,8,0.2,0,0,16,0.5,0,0,13,0.4,107,3.3,584
Peaster H S,Peaster ISD,563,533,71,30,42.3,10,33.3,16,53.3,Texas,32.8675687,-97.864783,3600 Harwell Lake Road,76088,Parker County,Weatherford,48367,"3600 Harwell Lake Road, Weatherford, Texas, 76088",140503,48367140503,2019,140503,Parker County,Texas,379,39,247,78,15,2946,58,215,1070,760,326,338,179,10.3,65.2,20.6,4,2,7.3,36.3,25.8,11.1,11.5,6.1,1612,75724,89205,4409,210,4.8,4199,95.2,4180,94.8,0,0,14,0.3,0,0,0,0,0,0,5,0.1,563
Brock H S,Brock ISD,548,546,97,38,39.2,13,34.2,21,55.3,Texas,32.6670282,-97.9310198,,76087,Parker County,Weatherford,48367,,140603,48367140603,2019,140603,Parker County,Texas,360,142,166,0,52,5389,249,477,1487,1012,739,1081,344,39.4,46.1,0,14.4,4.6,8.9,27.6,18.8,13.7,20.1,6.4,2719,71212,86686,7676,1258,16.4,6418,83.6,6057,78.9,151,2,0,0,20,0.3,0,0,0,0,190,2.5,548
Bovina H S,Bovina ISD,,,<50,<25,2.8,<25,100,<25,100,Texas,34.5667389,-102.9435536,,N/A,Parmer County,N/A,48369,,950300,48369950300,2019,950300,Parmer County,Texas,427,95,162,170,0,2800,557,198,948,466,244,331,56,22.2,37.9,39.8,0,19.9,7.1,33.9,16.6,8.7,11.8,2,1473,53417,71041,4882,2928,60,1954,40,1848,37.9,49,1,0,0,43,0.9,0,0,0,0,14,0.3,0
Farwell H S,Farwell ISD,593,580,<50,<25,12.1,<25,50,<25,75,Texas,34.3680801,-102.9665821,,N/A,Parmer County,N/A,48369,,950300,48369950300,2019,950300,Parmer County,Texas,427,95,162,170,0,2800,557,198,948,466,244,331,56,22.2,37.9,39.8,0,19.9,7.1,33.9,16.6,8.7,11.8,2,1473,53417,71041,4882,2928,60,1954,40,1848,37.9,49,1,0,0,43,0.9,0,0,0,0,14,0.3,593
Friona H S,Friona ISD,,,<75,<25,1.5,<25,,<25,,Texas,34.6380907,-102.7303906,810 West 7th Street,79035,Parmer County,Friona,48369,"810 West 7th Street, Friona, Texas, 79035",950200,48369950200,2019,950200,Parmer County,Texas,411,74,198,124,15,3238,587,219,880,703,325,343,181,18,48.2,30.2,3.6,18.1,6.8,27.2,21.7,10,10.6,5.6,1740,62212,81555,4757,3226,67.8,1531,32.2,1371,28.8,36,0.8,17,0.4,0,0,0,0,0,0,107,2.2,0
Buena Vista School,Buena Vista ISD,473,469,<25,<25,100,<25,5.3,<25,15.8,Texas,31.2753677,-102.6943969,404 Farm to Market 11,79743,Pecos County,Imperial,48371,"404 Farm to Market 11, Imperial, Texas, 79743",950100,48371950100,2019,950100,Pecos County,Texas,226,79,39,100,8,1327,106,112,414,369,87,167,72,35,17.3,44.2,3.5,8,8.4,31.2,27.8,6.6,12.6,5.4,695,63480,77892,2127,1054,49.6,1073,50.4,947,44.5,9,0.4,81,3.8,36,1.7,0,0,0,0,0,0,473
Fort Stockton High,Fort Stockton ISD,506,480,<175,<75,35.7,<25,7.3,<25,23.6,Texas,30.8841687,-102.8794318,101 West Division Street,79735,Pecos County,Fort Stockton,48371,"101 West Division Street, Fort Stockton, Texas, 79735",950300,48371950300,2019,950300,Pecos County,Texas,332,27,189,116,0,1594,436,149,540,248,38,139,44,8.1,56.9,34.9,0,27.4,9.3,33.9,15.6,2.4,8.7,2.8,1086,31421,41493,2864,2398,83.7,466,16.3,383,13.4,0,0,0,0,0,0,0,0,0,0,83,2.9,506
Iraan H S,Iraan-Sheffield ISD,489,491,<50,<50,100,<25,10.5,<25,26.3,Texas,30.7791644,-102.1632718,,N/A,Pecos County,N/A,48371,,950500,48371950500,2019,950500,Pecos County,Texas,270,84,146,40,0,4068,664,712,1768,554,31,190,149,31.1,54.1,14.8,0,16.3,17.5,43.5,13.6,0.8,4.7,3.7,1193,51339,76630,5509,3716,67.5,1793,32.5,1367,24.8,382,6.9,21,0.4,0,0,8,0.1,0,0,15,0.3,489
Challenge H S Sheffield,Iraan-Sheffield ISD,,,<25,<25,,<25,,<25,,Texas,30.7791644,-102.1632718,,N/A,Pecos County,N/A,48371,,950500,48371950500,2019,950500,Pecos County,Texas,270,84,146,40,0,4068,664,712,1768,554,31,190,149,31.1,54.1,14.8,0,16.3,17.5,43.5,13.6,0.8,4.7,3.7,1193,51339,76630,5509,3716,67.5,1793,32.5,1367,24.8,382,6.9,21,0.4,0,0,8,0.1,0,0,15,0.3,0
Big Sandy School,Big Sandy ISD,542,572,<50,<25,14.7,<25,20,<25,60,Texas,30.5818974,-94.6863782,,N/A,Polk County,N/A,48373,,210104,48373210104,2019,210104,Polk County,Texas,102,0,58,44,0,2003,91,340,882,383,111,127,69,0,56.9,43.1,0,4.5,17,44,19.1,5.5,6.3,3.4,1019,44406,66153,2381,0,0,2381,100,2227,93.5,62,2.6,26,1.1,0,0,0,0,0,0,66,2.8,542
Goodrich H S,Goodrich ISD,415,430,<25,<25,33.3,<25,,<25,,Texas,30.6064954,-94.9457222,234 Katie Simpson Avenue,77335,Polk County,Goodrich,48373,"234 Katie Simpson Avenue, Goodrich, Texas, 77335",210204,48373210204,2019,210204,Polk County,Texas,484,61,221,202,0,3818,350,418,1626,735,210,314,165,12.6,45.7,41.7,0,9.2,10.9,42.6,19.3,5.5,8.2,4.3,1989,47016,71297,5585,1240,22.2,4345,77.8,3383,60.6,740,13.2,0,0,148,2.6,0,0,0,0,74,1.3,415
Corrigan-Camden H S,Corrigan-Camden ISD,480,468,<75,<25,45.3,<25,4.2,<25,20.8,Texas,30.9914347,-94.8263044,504 South Home Street,75939,Polk County,Corrigan,48373,"504 South Home Street, Corrigan, Texas, 75939",210401,48373210401,2019,210401,Polk County,Texas,654,171,111,329,43,2316,228,174,902,508,247,170,87,26.1,17,50.3,6.6,9.8,7.5,38.9,21.9,10.7,7.3,3.8,1167,50446,69113,3744,1171,31.3,2573,68.7,1965,52.5,460,12.3,0,0,0,0,0,0,0,0,148,4,480
Leggett H S,Leggett ISD,455,390,<25,<25,20,<25,,<25,,Texas,30.8177885,-94.870736,,77351,Polk County,Livingston,48373,,210500,48373210500,2019,210500,Polk County,Texas,511,83,244,164,20,3577,93,275,1308,935,302,391,273,16.2,47.7,32.1,3.9,2.6,7.7,36.6,26.1,8.4,10.9,7.6,2173,47834,65568,5529,454,8.2,5075,91.8,3614,65.4,554,10,599,10.8,20,0.4,0,0,0,0,288,5.2,455
Livingston H S,Livingston ISD,488,476,206,115,55.8,13,11.3,27,23.5,Texas,30.7190715,-94.9695781,400 Farm to Market 350,77351,Polk County,Livingston,48373,"400 Farm to Market 350, Livingston, Texas, 77351",210302,48373210302,2019,210302,Polk County,Texas,343,31,111,151,50,3284,316,280,1120,843,309,263,153,9,32.4,44,14.6,9.6,8.5,34.1,25.7,9.4,8,4.7,1742,48250,61167,4764,771,16.2,3993,83.8,3312,69.5,607,12.7,42,0.9,0,0,0,0,0,0,32,0.7,488
Onalaska Jr/Sr High,Onalaska ISD,496,485,<75,<50,75.9,<25,6.8,<25,29.5,Texas,30.8391246,-95.1085357,1885 Farm To Market Road 3459,77360,Polk County,Onalaska,48373,"1885 Farm To Market Road 3459, Onalaska, Texas, 77360",210301,48373210301,2019,210301,Polk County,Texas,135,2,104,29,0,2810,69,361,1164,616,262,266,72,1.5,77,21.5,0,2.5,12.8,41.4,21.9,9.3,9.5,2.6,1573,48908,56701,3793,234,6.2,3559,93.8,3439,90.7,6,0.2,0,0,0,0,0,0,0,0,114,3,496
Amarillo H S,Amarillo ISD,533,535,434,475,100,130,27.4,228,48,Texas,35.1661634,-101.9050351,4225 Danbury Drive,79109,Randall County,Amarillo,48381,"4225 Danbury Drive, Amarillo, Texas, 79109",21602,48381021602,2019,21602,Randall County,Texas,304,24,113,120,47,3478,13,127,651,773,293,1186,435,7.9,37.2,39.5,15.5,0.4,3.7,18.7,22.2,8.4,34.1,12.5,1919,73190,98303,4709,405,8.6,4304,91.4,3257,69.2,172,3.7,0,0,280,5.9,0,0,0,0,595,12.6,533
Caprock H S,Amarillo ISD,449,454,<425,<450,100,<25,3.6,<75,13.2,Texas,35.179847,-101.802055,3001 East 34th Avenue,79103,Randall County,Amarillo,48381,"3001 East 34th Avenue, Amarillo, Texas, 79103",20600,48381020600,2019,20600,Randall County,Texas,302,20,170,112,0,2426,153,215,553,939,185,268,113,6.6,56.3,37.1,0,6.3,8.9,22.8,38.7,7.6,11,4.7,1345,55368,60617,3997,2142,53.6,1855,46.4,1598,40,105,2.6,0,0,30,0.8,0,0,0,0,122,3.1,449
Amarillo Area Ctr For Advanced Lrn,Amarillo ISD,,,<25,<25,,<25,,<25,,Texas,35.2015494,-101.8435568,,N/A,Potter County,N/A,48375,,14701,48375014701,2019,14701,Potter County,Texas,182,17,20,73,72,1530,75,131,440,326,115,345,98,9.3,11,40.1,39.6,4.9,8.6,28.8,21.3,7.5,22.5,6.4,1067,36964,40929,1991,377,18.9,1614,81.1,1418,71.2,34,1.7,0,0,82,4.1,0,0,0,0,80,4,0
