unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2023,7801,Adams County,Colorado,4145,1863,44.9,2282,55.1,602,14.5,786,19.0,33,0.8,842,20.3,6,0.1,0,0.0,13,0.3
08001007802,2023,7802,Adams County,Colorado,4092,2484,60.7,1608,39.3,588,14.4,575,14.1,82,2.0,149,3.6,77,1.9,55,1.3,82,2.0
08001007900,2023,7900,Adams County,Colorado,6173,3532,57.2,2641,42.8,1549,25.1,833,13.5,23,0.4,116,1.9,0,0.0,27,0.4,93,1.5
08001008000,2023,8000,Adams County,Colorado,5701,2952,51.8,2749,48.2,1699,29.8,546,9.6,0,0.0,85,1.5,0,0.0,358,6.3,61,1.1
08001008100,2023,8100,Adams County,Colorado,1615,198,12.3,1417,87.7,943,58.4,44,2.7,122,7.6,187,11.6,4,0.2,18,1.1,99,6.1
08001008200,2023,8200,Adams County,Colorado,7106,4095,57.6,3011,42.4,1046,14.7,1107,15.6,0,0.0,516,7.3,0,0.0,0,0.0,342,4.8
08001008308,2023,8308,Adams County,Colorado,5816,3738,64.3,2078,35.7,876,15.1,735,12.6,1,0.0,262,4.5,0,0.0,25,0.4,179,3.1
08001008309,2023,8309,Adams County,Colorado,4449,3275,73.6,1174,26.4,961,21.6,130,2.9,0,0.0,75,1.7,0,0.0,0,0.0,8,0.2
08001008354,2023,8354,Adams County,Colorado,6219,1974,31.7,4245,68.3,1513,24.3,2020,32.5,3,0.0,182,2.9,4,0.1,110,1.8,413,6.6
08001008355,2023,8355,Adams County,Colorado,4874,2308,47.4,2566,52.6,2100,43.1,323,6.6,0,0.0,106,2.2,0,0.0,13,0.3,24,0.5
08001008401,2023,8401,Adams County,Colorado,5620,1214,21.6,4406,78.4,4046,72.0,75,1.3,34,0.6,46,0.8,0,0.0,29,0.5,176,3.1
08001008402,2023,8402,Adams County,Colorado,5353,1081,20.2,4272,79.8,3652,68.2,69,1.3,0,0.0,10,0.2,0,0.0,38,0.7,503,9.4
08001008505,2023,8505,Adams County,Colorado,6878,2462,35.8,4416,64.2,3853,56.0,353,5.1,54,0.8,34,0.5,0,0.0,0,0.0,122,1.8
08001008506,2023,8506,Adams County,Colorado,5818,1499,25.8,4319,74.2,3308,56.9,238,4.1,54,0.9,173,3.0,76,1.3,10,0.2,460,7.9
08001008507,2023,8507,Adams County,Colorado,6421,2721,42.4,3700,57.6,2995,46.6,300,4.7,0,0.0,28,0.4,0,0.0,167,2.6,210,3.3
08001008508,2023,8508,Adams County,Colorado,5484,1724,31.4,3760,68.6,3190,58.2,52,0.9,46,0.8,252,4.6,0,0.0,0,0.0,220,4.0
08001008524,2023,8524,Adams County,Colorado,9164,1906,20.8,7258,79.2,5514,60.2,161,1.8,29,0.3,1109,12.1,0,0.0,19,0.2,426,4.6
08001008526,2023,8526,Adams County,Colorado,7114,1275,17.9,5839,82.1,5104,71.7,37,0.5,0,0.0,350,4.9,0,0.0,0,0.0,348,4.9
08001008533,2023,8533,Adams County,Colorado,7904,3276,41.4,4628,58.6,3730,47.2,102,1.3,46,0.6,313,4.0,4,0.1,161,2.0,272,3.4
08001008534,2023,8534,Adams County,Colorado,4228,1497,35.4,2731,64.6,2483,58.7,13,0.3,0,0.0,170,4.0,0,0.0,29,0.7,36,0.9
08001008535,2023,8535,Adams County,Colorado,4750,2059,43.3,2691,56.7,2537,53.4,0,0.0,35,0.7,33,0.7,0,0.0,0,0.0,86,1.8
08001008536,2023,8536,Adams County,Colorado,4924,1652,33.5,3272,66.5,2598,52.8,90,1.8,0,0.0,255,5.2,63,1.3,60,1.2,206,4.2
