unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2023,7801,Adams County,Colorado,599,92,342,165,0,2270,607,339,505,560,106,107,46,15.4,57.1,27.5,0.0,26.7,14.9,22.2,24.7,4.7,4.7,2.0,1332,44286,59394,4145,1863,44.9,2282,55.1,602,14.5,786,19.0,33,0.8,842,20.3,6,0.1,0,0.0,13,0.3
08001007802,2023,7802,Adams County,Colorado,532,116,268,103,45,2479,724,126,866,287,193,205,78,21.8,50.4,19.4,8.5,29.2,5.1,34.9,11.6,7.8,8.3,3.1,1517,50646,73233,4092,2484,60.7,1608,39.3,588,14.4,575,14.1,82,2.0,149,3.6,77,1.9,55,1.3,82,2.0
08001007900,2023,7900,Adams County,Colorado,574,144,218,192,20,3746,587,431,1087,664,220,502,255,25.1,38.0,33.4,3.5,15.7,11.5,29.0,17.7,5.9,13.4,6.8,2264,67273,102400,6173,3532,57.2,2641,42.8,1549,25.1,833,13.5,23,0.4,116,1.9,0,0.0,27,0.4,93,1.5
08001008000,2023,8000,Adams County,Colorado,629,196,218,171,44,3773,592,284,1075,452,231,637,502,31.2,34.7,27.2,7.0,15.7,7.5,28.5,12.0,6.1,16.9,13.3,2025,77679,93359,5701,2952,51.8,2749,48.2,1699,29.8,546,9.6,0,0.0,85,1.5,0,0.0,358,6.3,61,1.1
08001008100,2023,8100,Adams County,Colorado,271,9,22,69,171,1328,10,10,216,229,83,392,388,3.3,8.1,25.5,63.1,0.8,0.8,16.3,17.2,6.3,29.5,29.2,770,50000,56308,1615,198,12.3,1417,87.7,943,58.4,44,2.7,122,7.6,187,11.6,4,0.2,18,1.1,99,6.1
08001008200,2023,8200,Adams County,Colorado,831,156,431,225,19,4244,611,604,1099,805,341,676,108,18.8,51.9,27.1,2.3,14.4,14.2,25.9,19.0,8.0,15.9,2.5,1678,102404,119219,7106,4095,57.6,3011,42.4,1046,14.7,1107,15.6,0,0.0,516,7.3,0,0.0,0,0.0,342,4.8
08001008308,2023,8308,Adams County,Colorado,439,151,107,105,76,3493,638,569,1366,371,169,226,154,34.4,24.4,23.9,17.3,18.3,16.3,39.1,10.6,4.8,6.5,4.4,2116,58093,62373,5816,3738,64.3,2078,35.7,876,15.1,735,12.6,1,0.0,262,4.5,0,0.0,25,0.4,179,3.1
08001008309,2023,8309,Adams County,Colorado,415,143,216,56,0,2332,413,592,726,314,131,133,23,34.5,52.0,13.5,0.0,17.7,25.4,31.1,13.5,5.6,5.7,1.0,1256,74167,77856,4449,3275,73.6,1174,26.4,961,21.6,130,2.9,0,0.0,75,1.7,0,0.0,0,0.0,8,0.2
08001008354,2023,8354,Adams County,Colorado,746,101,283,341,21,4043,339,174,1160,829,275,996,270,13.5,37.9,45.7,2.8,8.4,4.3,28.7,20.5,6.8,24.6,6.7,1873,117080,133779,6219,1974,31.7,4245,68.3,1513,24.3,2020,32.5,3,0.0,182,2.9,4,0.1,110,1.8,413,6.6
08001008355,2023,8355,Adams County,Colorado,333,40,152,114,27,3273,339,211,980,918,292,429,104,12.0,45.6,34.2,8.1,10.4,6.4,29.9,28.0,8.9,13.1,3.2,1788,72746,85304,4874,2308,47.4,2566,52.6,2100,43.1,323,6.6,0,0.0,106,2.2,0,0.0,13,0.3,24,0.5
08001008401,2023,8401,Adams County,Colorado,536,147,230,159,0,3749,57,358,1578,685,306,580,185,27.4,42.9,29.7,0.0,1.5,9.5,42.1,18.3,8.2,15.5,4.9,1922,99902,123073,5620,1214,21.6,4406,78.4,4046,72.0,75,1.3,34,0.6,46,0.8,0,0.0,29,0.5,176,3.1
08001008402,2023,8402,Adams County,Colorado,570,57,369,85,59,3232,20,137,1077,922,275,451,350,10.0,64.7,14.9,10.4,0.6,4.2,33.3,28.5,8.5,14.0,10.8,1702,109250,121361,5353,1081,20.2,4272,79.8,3652,68.2,69,1.3,0,0.0,10,0.2,0,0.0,38,0.7,503,9.4
08001008505,2023,8505,Adams County,Colorado,694,18,423,189,64,4596,179,303,1699,977,455,560,423,2.6,61.0,27.2,9.2,3.9,6.6,37.0,21.3,9.9,12.2,9.2,2376,88995,94580,6878,2462,35.8,4416,64.2,3853,56.0,353,5.1,54,0.8,34,0.5,0,0.0,0,0.0,122,1.8
08001008506,2023,8506,Adams County,Colorado,528,29,240,259,0,4027,97,257,1380,792,412,818,271,5.5,45.5,49.1,0.0,2.4,6.4,34.3,19.7,10.2,20.3,6.7,2845,54701,90274,5818,1499,25.8,4319,74.2,3308,56.9,238,4.1,54,0.9,173,3.0,76,1.3,10,0.2,460,7.9
08001008507,2023,8507,Adams County,Colorado,641,26,271,344,0,4670,296,242,2063,881,467,556,165,4.1,42.3,53.7,0.0,6.3,5.2,44.2,18.9,10.0,11.9,3.5,2146,106377,109821,6421,2721,42.4,3700,57.6,2995,46.6,300,4.7,0,0.0,28,0.4,0,0.0,167,2.6,210,3.3
08001008508,2023,8508,Adams County,Colorado,592,91,253,65,183,3582,117,411,992,778,429,618,237,15.4,42.7,11.0,30.9,3.3,11.5,27.7,21.7,12.0,17.3,6.6,1894,84773,101131,5484,1724,31.4,3760,68.6,3190,58.2,52,0.9,46,0.8,252,4.6,0,0.0,0,0.0,220,4.0
08001008524,2023,8524,Adams County,Colorado,599,99,286,130,84,5910,97,320,1235,1082,415,1836,925,16.5,47.7,21.7,14.0,1.6,5.4,20.9,18.3,7.0,31.1,15.7,3041,137388,148391,9164,1906,20.8,7258,79.2,5514,60.2,161,1.8,29,0.3,1109,12.1,0,0.0,19,0.2,426,4.6
08001008526,2023,8526,Adams County,Colorado,597,121,137,191,148,4729,61,198,858,1106,289,1304,913,20.3,22.9,32.0,24.8,1.3,4.2,18.1,23.4,6.1,27.6,19.3,2768,117036,130010,7114,1275,17.9,5839,82.1,5104,71.7,37,0.5,0,0.0,350,4.9,0,0.0,0,0.0,348,4.9
08001008533,2023,8533,Adams County,Colorado,395,36,207,130,22,5611,246,355,1150,1251,767,1480,362,9.1,52.4,32.9,5.6,4.4,6.3,20.5,22.3,13.7,26.4,6.5,3136,80789,89630,7904,3276,41.4,4628,58.6,3730,47.2,102,1.3,46,0.6,313,4.0,4,0.1,161,2.0,272,3.4
08001008534,2023,8534,Adams County,Colorado,441,28,239,84,90,2950,142,173,911,771,222,527,204,6.3,54.2,19.0,20.4,4.8,5.9,30.9,26.1,7.5,17.9,6.9,1482,96920,106797,4228,1497,35.4,2731,64.6,2483,58.7,13,0.3,0,0.0,170,4.0,0,0.0,29,0.7,36,0.9
08001008535,2023,8535,Adams County,Colorado,544,97,278,144,25,3132,303,190,875,757,294,521,192,17.8,51.1,26.5,4.6,9.7,6.1,27.9,24.2,9.4,16.6,6.1,1697,105391,113583,4750,2059,43.3,2691,56.7,2537,53.4,0,0.0,35,0.7,33,0.7,0,0.0,0,0.0,86,1.8
08001008536,2023,8536,Adams County,Colorado,254,69,147,38,0,3333,36,299,639,677,375,705,602,27.2,57.9,15.0,0.0,1.1,9.0,19.2,20.3,11.3,21.2,18.1,1621,141055,161319,4924,1652,33.5,3272,66.5,2598,52.8,90,1.8,0,0.0,255,5.2,63,1.3,60,1.2,206,4.2
08001008538,2023,8538,Adams County,Colorado,695,109,355,173,58,8284,361,342,1513,1771,703,2396,1198,15.7,51.1,24.9,8.3,4.4,4.1,18.3,21.4,8.5,28.9,14.5,4145,160917,175829,13063,4350,33.3,8713,66.7,6711,51.4,1233,9.4,20,0.2,352,2.7,0,0.0,18,0.1,379,2.9
08001008540,2023,8540,Adams County,Colorado,837,82,379,226,150,6365,272,179,1687,1644,574,1481,528,9.8,45.3,27.0,17.9,4.3,2.8,26.5,25.8,9.0,23.3,8.3,3175,151698,163873,9878,2986,30.2,6892,69.8,5685,57.6,60,0.6,0,0.0,806,8.2,0,0.0,41,0.4,300,3.0
08001008544,2023,8544,Adams County,Colorado,649,10,80,525,34,3474,97,47,633,548,238,1293,618,1.5,12.3,80.9,5.2,2.8,1.4,18.2,15.8,6.9,37.2,17.8,1859,136060,151244,6116,1262,20.6,4854,79.4,3731,61.0,160,2.6,7,0.1,564,9.2,0,0.0,0,0.0,392,6.4
08001008545,2023,8545,Adams County,Colorado,454,53,122,256,23,4245,88,318,890,702,300,1324,623,11.7,26.9,56.4,5.1,2.1,7.5,21.0,16.5,7.1,31.2,14.7,2134,120473,146701,6418,1068,16.6,5350,83.4,4711,73.4,38,0.6,0,0.0,328,5.1,0,0.0,18,0.3,255,4.0
08001008546,2023,8546,Adams County,Colorado,305,15,223,40,27,2555,71,226,695,373,456,509,225,4.9,73.1,13.1,8.9,2.8,8.8,27.2,14.6,17.8,19.9,8.8,1441,90898,106829,3606,1489,41.3,2117,58.7,1878,52.1,0,0.0,16,0.4,199,5.5,0,0.0,0,0.0,24,0.7
08001008547,2023,8547,Adams County,Colorado,338,21,195,112,10,2241,114,84,612,457,186,471,317,6.2,57.7,33.1,3.0,5.1,3.7,27.3,20.4,8.3,21.0,14.1,1142,109324,169986,3422,941,27.5,2481,72.5,2130,62.2,7,0.2,0,0.0,22,0.6,5,0.1,13,0.4,304,8.9
08001008548,2023,8548,Adams County,Colorado,101,20,23,46,12,1046,0,2,209,239,111,355,130,19.8,22.8,45.5,11.9,0.0,0.2,20.0,22.8,10.6,33.9,12.4,562,103750,114672,1586,421,26.5,1165,73.5,1001,63.1,16,1.0,0,0.0,27,1.7,0,0.0,4,0.3,117,7.4
08001008549,2023,8549,Adams County,Colorado,495,105,247,143,0,2754,398,136,682,460,395,551,132,21.2,49.9,28.9,0.0,14.5,4.9,24.8,16.7,14.3,20.0,4.8,1223,123042,145514,4434,1826,41.2,2608,58.8,1771,39.9,250,5.6,0,0.0,476,10.7,6,0.1,0,0.0,105,2.4
08001008550,2023,8550,Adams County,Colorado,510,62,222,128,98,5895,90,324,1751,1354,581,1319,476,12.2,43.5,25.1,19.2,1.5,5.5,29.7,23.0,9.9,22.4,8.1,2678,112944,123360,8351,2526,30.2,5825,69.8,4338,51.9,147,1.8,0,0.0,828,9.9,0,0.0,97,1.2,415,5.0
08001008551,2023,8551,Adams County,Colorado,45,3,25,0,17,1215,6,84,234,187,51,469,184,6.7,55.6,0.0,37.8,0.5,6.9,19.3,15.4,4.2,38.6,15.1,577,177577,187465,1733,311,17.9,1422,82.1,1098,63.4,26,1.5,0,0.0,234,13.5,0,0.0,0,0.0,64,3.7
08001008552,2023,8552,Adams County,Colorado,423,42,107,113,161,3221,59,158,1049,608,265,800,282,9.9,25.3,26.7,38.1,1.8,4.9,32.6,18.9,8.2,24.8,8.8,1903,90625,101537,4882,1397,28.6,3485,71.4,2848,58.3,66,1.4,5,0.1,151,3.1,7,0.1,49,1.0,359,7.4
08001008553,2023,8553,Adams County,Colorado,500,20,65,250,165,3621,98,98,998,980,488,636,323,4.0,13.0,50.0,33.0,2.7,2.7,27.6,27.1,13.5,17.6,8.9,1888,141346,142255,5634,1260,22.4,4374,77.6,3976,70.6,17,0.3,0,0.0,118,2.1,0,0.0,0,0.0,263,4.7
08001008554,2023,8554,Adams County,Colorado,351,33,103,180,35,2113,39,58,554,392,226,566,278,9.4,29.3,51.3,10.0,1.8,2.7,26.2,18.6,10.7,26.8,13.2,1041,93922,113390,2713,311,11.5,2402,88.5,1911,70.4,354,13.0,0,0.0,16,0.6,0,0.0,0,0.0,121,4.5
08001008555,2023,8555,Adams County,Colorado,1322,66,464,578,214,3700,87,200,1013,850,530,769,251,5.0,35.1,43.7,16.2,2.4,5.4,27.4,23.0,14.3,20.8,6.8,2797,62023,80967,6349,2606,41.0,3743,59.0,3117,49.1,147,2.3,0,0.0,281,4.4,0,0.0,0,0.0,198,3.1
08001008556,2023,8556,Adams County,Colorado,279,30,84,140,25,4253,57,130,1334,996,550,852,334,10.8,30.1,50.2,9.0,1.3,3.1,31.4,23.4,12.9,20.0,7.9,2376,120578,136252,6226,2437,39.1,3789,60.9,3561,57.2,0,0.0,0,0.0,162,2.6,0,0.0,0,0.0,66,1.1
08001008557,2023,8557,Adams County,Colorado,77,14,18,0,45,799,47,64,197,179,15,228,69,18.2,23.4,0.0,58.4,5.9,8.0,24.7,22.4,1.9,28.5,8.6,389,121635,144341,1212,479,39.5,733,60.5,651,53.7,6,0.5,0,0.0,0,0.0,0,0.0,0,0.0,76,6.3
08001008558,2023,8558,Adams County,Colorado,229,52,161,0,16,2834,125,49,913,763,212,437,335,22.7,70.3,0.0,7.0,4.4,1.7,32.2,26.9,7.5,15.4,11.8,1384,144831,163702,4368,1780,40.8,2588,59.2,1946,44.6,70,1.6,0,0.0,256,5.9,0,0.0,0,0.0,316,7.2
08001008559,2023,8559,Adams County,Colorado,679,0,361,256,62,5790,233,376,2280,1322,623,646,310,0.0,53.2,37.7,9.1,4.0,6.5,39.4,22.8,10.8,11.2,5.4,2708,114167,119326,9433,4324,45.8,5109,54.2,3696,39.2,870,9.2,0,0.0,213,2.3,45,0.5,181,1.9,104,1.1
08001008560,2023,8560,Adams County,Colorado,75,12,29,23,11,1500,8,84,203,261,223,568,153,16.0,38.7,30.7,14.7,0.5,5.6,13.5,17.4,14.9,37.9,10.2,722,188929,198252,2191,351,16.0,1840,84.0,1757,80.2,0,0.0,0,0.0,28,1.3,0,0.0,0,0.0,55,2.5
08001008561,2023,8561,Adams County,Colorado,266,21,33,168,44,4106,48,69,756,713,436,1130,954,7.9,12.4,63.2,16.5,1.2,1.7,18.4,17.4,10.6,27.5,23.2,2089,156417,210284,5190,984,19.0,4206,81.0,3945,76.0,133,2.6,0,0.0,98,1.9,0,0.0,16,0.3,14,0.3
08001008562,2023,8562,Adams County,Colorado,355,70,219,37,29,3921,157,41,963,1048,455,892,365,19.7,61.7,10.4,8.2,4.0,1.0,24.6,26.7,11.6,22.7,9.3,1865,138424,175478,6089,1860,30.5,4229,69.5,3398,55.8,193,3.2,6,0.1,382,6.3,0,0.0,0,0.0,250,4.1
08001008563,2023,8563,Adams County,Colorado,266,67,136,63,0,2945,113,197,767,598,336,540,394,25.2,51.1,23.7,0.0,3.8,6.7,26.0,20.3,11.4,18.3,13.4,1495,141141,131511,4807,1541,32.1,3266,67.9,2644,55.0,9,0.2,15,0.3,180,3.7,0,0.0,0,0.0,418,8.7
08001008564,2023,8564,Adams County,Colorado,63,3,52,8,0,817,15,44,266,224,87,146,35,4.8,82.5,12.7,0.0,1.8,5.4,32.6,27.4,10.6,17.9,4.3,309,130574,127006,1280,112,8.8,1168,91.3,1157,90.4,11,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
08001008565,2023,8565,Adams County,Colorado,254,71,123,54,6,4764,161,325,1788,1124,310,683,373,28.0,48.4,21.3,2.4,3.4,6.8,37.5,23.6,6.5,14.3,7.8,2185,71847,130610,7224,3031,42.0,4193,58.0,3624,50.2,402,5.6,0,0.0,53,0.7,0,0.0,0,0.0,114,1.6
08001008603,2023,8603,Adams County,Colorado,225,39,78,102,6,1203,208,78,426,279,111,79,22,17.3,34.7,45.3,2.7,17.3,6.5,35.4,23.2,9.2,6.6,1.8,678,65476,81908,1986,1230,61.9,756,38.1,694,34.9,0,0.0,12,0.6,0,0.0,0,0.0,0,0.0,50,2.5
08001008604,2023,8604,Adams County,Colorado,485,34,276,157,18,3264,60,340,1037,797,310,532,188,7.0,56.9,32.4,3.7,1.8,10.4,31.8,24.4,9.5,16.3,5.8,1264,91667,111601,4890,2105,43.0,2785,57.0,2111,43.2,393,8.0,18,0.4,39,0.8,0,0.0,150,3.1,74,1.5
