unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
48001950100,2021,950100,Anderson County,Texas,1823,61325,70942
48001950401,2021,950401,Anderson County,Texas,27,92813,79974
48001950402,2021,950402,Anderson County,Texas,0,-666666666,-666666666
48001950500,2021,950500,Anderson County,Texas,1379,41713,52033
48001950600,2021,950600,Anderson County,Texas,1919,32552,44781
48001950700,2021,950700,Anderson County,Texas,646,35811,41177
48001950800,2021,950800,Anderson County,Texas,2671,52612,62606
48001950901,2021,950901,Anderson County,Texas,1652,47336,63490
48001950902,2021,950902,Anderson County,Texas,1956,47068,63644
48001951001,2021,951001,Anderson County,Texas,1397,55063,97123
48001951002,2021,951002,Anderson County,Texas,1113,66046,77254
48001951100,2021,951100,Anderson County,Texas,1894,62888,71247
48003950100,2021,950100,Andrews County,Texas,784,112826,154989
48003950200,2021,950200,Andrews County,Texas,2709,81473,97973
48003950300,2021,950300,Andrews County,Texas,1762,64621,76061
48003950400,2021,950400,Andrews County,Texas,1008,77083,107738
48005000102,2021,102,Angelina County,Texas,1862,63889,88453
48005000103,2021,103,Angelina County,Texas,1197,87971,82137
48005000104,2021,104,Angelina County,Texas,1047,54821,67204
48005000201,2021,200,Angelina County,Texas,1099,42583,53303
48005000202,2021,202,Angelina County,Texas,1158,49195,52699
48005000301,2021,301,Angelina County,Texas,2000,71087,70773
48005000302,2021,302,Angelina County,Texas,2089,65985,86676
48005000400,2021,400,Angelina County,Texas,1945,42004,46852
48005000500,2021,500,Angelina County,Texas,1395,26089,41134
48005000600,2021,600,Angelina County,Texas,1655,48250,52037
48005000700,2021,700,Angelina County,Texas,1116,33073,43588
48005000800,2021,800,Angelina County,Texas,1999,59538,65646
48005000902,2021,902,Angelina County,Texas,1818,52500,82517
48005000903,2021,902,Angelina County,Texas,1198,59276,80356
48005000904,2021,903,Angelina County,Texas,1079,65896,85463
48005001001,2021,1001,Angelina County,Texas,1282,41786,55300
48005001002,2021,1002,Angelina County,Texas,1418,64375,70488
48005001101,2021,1101,Angelina County,Texas,1356,59412,77020
48005001102,2021,1102,Angelina County,Texas,1231,48042,66087
48005001200,2021,1200,Angelina County,Texas,1070,37900,59852
48005001300,2021,1300,Angelina County,Texas,2137,44524,59395
48007950101,2021,950101,Aransas County,Texas,693,36880,59252
48007950102,2021,950102,Aransas County,Texas,1496,52941,93674
48007950103,2021,950103,Aransas County,Texas,429,-666666666,73482
48007950200,2021,950200,Aransas County,Texas,647,57917,173474
48007950301,2021,950301,Aransas County,Texas,1620,30625,52632
48007950302,2021,950302,Aransas County,Texas,1151,84964,113383
48007950400,2021,950400,Aransas County,Texas,1583,36840,50439
48007950501,2021,950501,Aransas County,Texas,784,47761,76872
48007950502,2021,950502,Aransas County,Texas,1290,56460,66191
48007950503,2021,950503,Aransas County,Texas,759,70250,115316
