unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
05001480100,2019,480100,Arkansas County,Arkansas,1428,77,5.4,1351,94.6,1016,71.1,332,23.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.2
05001480200,2019,480200,Arkansas County,Arkansas,1450,0,0.0,1450,100.0,1312,90.5,120,8.3,0,0.0,0,0.0,0,0.0,0,0.0,18,1.2
05001480300,2019,480300,Arkansas County,Arkansas,2950,122,4.1,2828,95.9,1736,58.8,1037,35.2,30,1.0,0,0.0,0,0.0,0,0.0,25,0.8
05001480400,2019,480400,Arkansas County,Arkansas,2296,38,1.7,2258,98.3,786,34.2,1464,63.8,0,0.0,8,0.3,0,0.0,0,0.0,0,0.0
05001480500,2019,480500,Arkansas County,Arkansas,3772,58,1.5,3714,98.5,2937,77.9,734,19.5,0,0.0,0,0.0,0,0.0,0,0.0,43,1.1
05001480600,2019,480600,Arkansas County,Arkansas,1900,92,4.8,1808,95.2,1728,90.9,58,3.1,0,0.0,0,0.0,0,0.0,0,0.0,22,1.2
05001480700,2019,480700,Arkansas County,Arkansas,2638,185,7.0,2453,93.0,1723,65.3,685,26.0,0,0.0,0,0.0,0,0.0,0,0.0,45,1.7
05001480800,2019,480800,Arkansas County,Arkansas,1480,0,0.0,1480,100.0,1259,85.1,206,13.9,0,0.0,0,0.0,0,0.0,0,0.0,15,1.0
05003960100,2019,960100,Ashley County,Arkansas,1624,77,4.7,1547,95.3,848,52.2,684,42.1,0,0.0,0,0.0,0,0.0,0,0.0,15,0.9
05003960200,2019,960200,Ashley County,Arkansas,2972,55,1.9,2917,98.1,2655,89.3,238,8.0,0,0.0,6,0.2,0,0.0,0,0.0,18,0.6
05003960300,2019,960300,Ashley County,Arkansas,4526,475,10.5,4051,89.5,2927,64.7,1072,23.7,8,0.2,0,0.0,0,0.0,4,0.1,40,0.9
05003960400,2019,960400,Ashley County,Arkansas,1571,13,0.8,1558,99.2,1024,65.2,534,34.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05003960500,2019,960500,Ashley County,Arkansas,2677,0,0.0,2677,100.0,2210,82.6,404,15.1,37,1.4,26,1.0,0,0.0,0,0.0,0,0.0
05003960600,2019,960600,Ashley County,Arkansas,5139,443,8.6,4696,91.4,2923,56.9,1746,34.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.5
05003960700,2019,960700,Ashley County,Arkansas,1761,38,2.2,1723,97.8,1244,70.6,445,25.3,0,0.0,7,0.4,0,0.0,0,0.0,27,1.5
