unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
05001480100,2019,480100,Arkansas County,Arkansas,610,50625,57288
05001480200,2019,480200,Arkansas County,Arkansas,619,60938,72662
05001480300,2019,480300,Arkansas County,Arkansas,1114,56098,78893
05001480400,2019,480400,Arkansas County,Arkansas,1044,28792,44955
05001480500,2019,480500,Arkansas County,Arkansas,1572,48824,61751
05001480600,2019,480600,Arkansas County,Arkansas,761,60724,77002
05001480700,2019,480700,Arkansas County,Arkansas,1150,30942,47551
05001480800,2019,480800,Arkansas County,Arkansas,621,46853,62705
05003960100,2019,960100,Ashley County,Arkansas,633,36148,48343
05003960200,2019,960200,Ashley County,Arkansas,1091,49497,65605
05003960300,2019,960300,Ashley County,Arkansas,1770,41905,60844
05003960400,2019,960400,Ashley County,Arkansas,588,52368,60239
05003960500,2019,960500,Ashley County,Arkansas,971,54316,57420
05003960600,2019,960600,Ashley County,Arkansas,2015,39663,62696
05003960700,2019,960700,Ashley County,Arkansas,689,40625,53474
05005950100,2019,950100,Baxter County,Arkansas,2126,38538,45399
05005950200,2019,950200,Baxter County,Arkansas,2076,52646,93694
05005950300,2019,950300,Baxter County,Arkansas,2290,40753,49646
05005950400,2019,950400,Baxter County,Arkansas,1475,40236,63087
05005950500,2019,950500,Baxter County,Arkansas,2055,40829,57342
05005950600,2019,950600,Baxter County,Arkansas,1712,41838,59571
05005950700,2019,950700,Baxter County,Arkansas,1532,41351,54178
05005950800,2019,950800,Baxter County,Arkansas,2799,46776,58430
05005950900,2019,950900,Baxter County,Arkansas,2370,41534,53722
05007020101,2019,20101,Benton County,Arkansas,2178,64304,74543
05007020102,2019,20102,Benton County,Arkansas,2343,64855,102560
05007020201,2019,20201,Benton County,Arkansas,1721,42332,63959
05007020203,2019,20203,Benton County,Arkansas,1121,63494,90868
05007020205,2019,20205,Benton County,Arkansas,2023,46758,66660
05007020206,2019,20206,Benton County,Arkansas,2274,59518,65632
05007020301,2019,20301,Benton County,Arkansas,1845,30295,37758
05007020302,2019,20302,Benton County,Arkansas,1575,47554,71381
05007020304,2019,20304,Benton County,Arkansas,1562,56071,82229
05007020305,2019,20305,Benton County,Arkansas,1504,69853,77936
05007020401,2019,20401,Benton County,Arkansas,2641,52185,80450
05007020402,2019,20402,Benton County,Arkansas,1653,52161,65314
05007020404,2019,20404,Benton County,Arkansas,1780,52355,61114
05007020405,2019,20405,Benton County,Arkansas,1553,109479,149995
05007020501,2019,20501,Benton County,Arkansas,2197,74713,120936
05007020503,2019,20503,Benton County,Arkansas,1912,58429,63925
05007020504,2019,20504,Benton County,Arkansas,1295,43750,71038
05007020603,2019,20603,Benton County,Arkansas,4131,84470,107137
05007020604,2019,20604,Benton County,Arkansas,1732,57589,90766
05007020605,2019,20605,Benton County,Arkansas,1699,80699,105999
05007020606,2019,20606,Benton County,Arkansas,1503,125958,190729
05007020701,2019,20701,Benton County,Arkansas,2170,66938,83373
05007020703,2019,20703,Benton County,Arkansas,2062,76786,94747
05007020704,2019,20704,Benton County,Arkansas,1775,73859,95681
05007020801,2019,20801,Benton County,Arkansas,2142,83241,96574
05007020803,2019,20803,Benton County,Arkansas,1937,60236,76157
05007020805,2019,20805,Benton County,Arkansas,2061,57516,82651
05007020806,2019,20806,Benton County,Arkansas,2417,77454,139997
05007020901,2019,20901,Benton County,Arkansas,3542,75704,88520
05007020902,2019,20902,Benton County,Arkansas,2587,66797,85731
05007021001,2019,21001,Benton County,Arkansas,2005,43614,63679
05007021002,2019,21002,Benton County,Arkansas,2720,55978,66249
05007021101,2019,21101,Benton County,Arkansas,1676,50326,60001
05007021102,2019,21102,Benton County,Arkansas,1181,56008,60946
05007021201,2019,21201,Benton County,Arkansas,1311,49293,81394
05007021202,2019,21202,Benton County,Arkansas,1135,39940,46908
05007021301,2019,21301,Benton County,Arkansas,2558,61357,82334
05007021304,2019,21304,Benton County,Arkansas,3196,98103,103651
05007021305,2019,21305,Benton County,Arkansas,2249,69760,86864
05007021306,2019,21306,Benton County,Arkansas,1562,160857,237026
05007021308,2019,21308,Benton County,Arkansas,1826,138480,159458
05007021310,2019,21310,Benton County,Arkansas,3124,82212,106936
05007021311,2019,21311,Benton County,Arkansas,2698,111522,144104
05007021404,2019,21404,Benton County,Arkansas,1417,62860,80598
05007021405,2019,21405,Benton County,Arkansas,930,69712,92835
05007021406,2019,21406,Benton County,Arkansas,1894,68287,74189
05007021407,2019,21407,Benton County,Arkansas,2000,76579,97664
05007021408,2019,21408,Benton County,Arkansas,1831,49446,61717
05007021409,2019,21409,Benton County,Arkansas,1001,73454,94722
05009790100,2019,790100,Boone County,Arkansas,2555,52557,68844
05009790200,2019,790200,Boone County,Arkansas,2396,44508,59661
05009790300,2019,790300,Boone County,Arkansas,2103,50601,61922
05009790400,2019,790400,Boone County,Arkansas,2399,52557,75276
05009790501,2019,790501,Boone County,Arkansas,1663,43738,53404
05009790502,2019,790502,Boone County,Arkansas,1884,30934,41911
05009790600,2019,790600,Boone County,Arkansas,2034,40483,56243
05011950100,2019,950100,Bradley County,Arkansas,1103,48194,58194
05011950200,2019,950200,Bradley County,Arkansas,742,44063,49033
05011950300,2019,950300,Bradley County,Arkansas,871,41369,59751
05011950400,2019,950400,Bradley County,Arkansas,536,38696,47209
05011950500,2019,950500,Bradley County,Arkansas,1167,44850,62543
05013480100,2019,480100,Calhoun County,Arkansas,913,44213,54676
05013480200,2019,480200,Calhoun County,Arkansas,937,48295,61801
05015950100,2019,950100,Carroll County,Arkansas,1305,42569,56115
05015950200,2019,950200,Carroll County,Arkansas,2726,42043,54592
05015950300,2019,950300,Carroll County,Arkansas,2823,43449,58663
05015950400,2019,950400,Carroll County,Arkansas,1616,52123,67267
05015950500,2019,950500,Carroll County,Arkansas,2669,49691,74036
05017080100,2019,80100,Chicot County,Arkansas,982,50352,68315
05017080200,2019,80200,Chicot County,Arkansas,927,30082,45821
05017080300,2019,80300,Chicot County,Arkansas,1109,38082,53289
05017080400,2019,80400,Chicot County,Arkansas,1050,22500,35133
05019953601,2019,953601,Clark County,Arkansas,1943,31685,45399
05019953602,2019,953602,Clark County,Arkansas,1294,55238,68143
05019953700,2019,953700,Clark County,Arkansas,1679,47356,56936
05019953800,2019,953800,Clark County,Arkansas,1552,38190,46067
05019953900,2019,953900,Clark County,Arkansas,1978,53421,58947
05021950100,2019,950100,Clay County,Arkansas,833,41719,53020
05021950200,2019,950200,Clay County,Arkansas,899,39970,60352
05021950300,2019,950300,Clay County,Arkansas,840,43088,52855
05021950400,2019,950400,Clay County,Arkansas,1392,29542,43331
05021950500,2019,950500,Clay County,Arkansas,848,31406,50331
05021950600,2019,950600,Clay County,Arkansas,1632,36327,49239
05023480100,2019,480100,Cleburne County,Arkansas,1840,41767,53925
05023480201,2019,480201,Cleburne County,Arkansas,687,45885,57333
05023480202,2019,480202,Cleburne County,Arkansas,1725,37545,56337
05023480300,2019,480300,Cleburne County,Arkansas,2133,50596,63757
05023480400,2019,480400,Cleburne County,Arkansas,1850,40227,55418
05023480501,2019,480501,Cleburne County,Arkansas,1051,42960,62027
05023480502,2019,480502,Cleburne County,Arkansas,1497,55134,82026
05025970100,2019,970100,Cleveland County,Arkansas,1833,47284,60118
05025970200,2019,970200,Cleveland County,Arkansas,1384,45125,58056
05027950100,2019,950100,Columbia County,Arkansas,1550,40606,58357
05027950200,2019,950200,Columbia County,Arkansas,1725,38806,53613
05027950300,2019,950300,Columbia County,Arkansas,1600,42105,57445
05027950400,2019,950400,Columbia County,Arkansas,2181,42560,64972
05027950500,2019,950500,Columbia County,Arkansas,1506,24486,31904
05029950100,2019,950100,Conway County,Arkansas,1922,49250,60547
05029950200,2019,950200,Conway County,Arkansas,1353,44590,58855
05029950300,2019,950300,Conway County,Arkansas,2160,33446,62832
05029950400,2019,950400,Conway County,Arkansas,988,48611,59833
05029950500,2019,950500,Conway County,Arkansas,1093,50768,68686
05029950600,2019,950600,Conway County,Arkansas,793,46367,60303
05031000101,2019,101,Craighead County,Arkansas,1765,23606,39028
05031000102,2019,102,Craighead County,Arkansas,1702,33171,62845
05031000200,2019,200,Craighead County,Arkansas,1610,39957,50569
05031000300,2019,300,Craighead County,Arkansas,2850,57000,81146
05031000401,2019,401,Craighead County,Arkansas,2176,49518,56843
05031000402,2019,401,Craighead County,Arkansas,3864,34230,49192
05031000501,2019,501,Craighead County,Arkansas,2855,71270,81063
05031000502,2019,501,Craighead County,Arkansas,2318,40833,50224
05031000601,2019,601,Craighead County,Arkansas,2437,41898,48332
05031000602,2019,602,Craighead County,Arkansas,1820,17254,26508
05031000700,2019,700,Craighead County,Arkansas,2901,53721,73967
05031000801,2019,801,Craighead County,Arkansas,2807,103063,146084
05031000802,2019,802,Craighead County,Arkansas,3072,65833,91047
05031000900,2019,900,Craighead County,Arkansas,2252,45714,56631
05031001000,2019,1000,Craighead County,Arkansas,1635,42566,62613
05031001100,2019,1100,Craighead County,Arkansas,3491,55179,76044
05031001200,2019,1200,Craighead County,Arkansas,1820,37296,50906
05033020100,2019,20100,Crawford County,Arkansas,2328,47043,57211
05033020201,2019,20201,Crawford County,Arkansas,2136,37095,52704
05033020203,2019,20203,Crawford County,Arkansas,3130,50833,65469
05033020204,2019,20204,Crawford County,Arkansas,2066,51400,96340
05033020301,2019,20301,Crawford County,Arkansas,1677,50826,60074
05033020302,2019,20302,Crawford County,Arkansas,1781,44699,70163
05033020401,2019,20401,Crawford County,Arkansas,2075,48330,61503
05033020402,2019,20402,Crawford County,Arkansas,1853,45919,59967
05033020501,2019,20501,Crawford County,Arkansas,1425,47403,53195
05033020502,2019,20502,Crawford County,Arkansas,1805,26891,43246
05033020600,2019,20600,Crawford County,Arkansas,3682,49683,59976
05035030101,2019,30101,Crittenden County,Arkansas,863,22092,32072
05035030102,2019,30102,Crittenden County,Arkansas,1074,33415,37899
05035030201,2019,30201,Crittenden County,Arkansas,2446,34365,48831
05035030202,2019,30202,Crittenden County,Arkansas,1378,65705,96276
05035030301,2019,30301,Crittenden County,Arkansas,1180,38824,55285
05035030302,2019,30302,Crittenden County,Arkansas,1067,19163,26736
05035030501,2019,30501,Crittenden County,Arkansas,303,26250,35368
05035030502,2019,30502,Crittenden County,Arkansas,254,27622,31319
05035030600,2019,30600,Crittenden County,Arkansas,1854,32111,53188
05035030701,2019,30701,Crittenden County,Arkansas,422,52188,59319
05035030702,2019,30702,Crittenden County,Arkansas,354,37292,47095
05035030703,2019,30702,Crittenden County,Arkansas,636,43564,56558
05035030803,2019,30802,Crittenden County,Arkansas,706,81563,90264
05035030804,2019,30804,Crittenden County,Arkansas,1285,58807,64332
05035030805,2019,30805,Crittenden County,Arkansas,1240,54224,68305
05035030806,2019,30806,Crittenden County,Arkansas,1222,98750,104383
05035030807,2019,30807,Crittenden County,Arkansas,654,43571,61755
05035031000,2019,31000,Crittenden County,Arkansas,580,32941,55964
05035031100,2019,31100,Crittenden County,Arkansas,1011,32477,39348
05035031200,2019,31200,Crittenden County,Arkansas,545,24963,46354
05037950100,2019,950100,Cross County,Arkansas,433,23601,33782
05037950200,2019,950200,Cross County,Arkansas,1282,44821,54666
05037950300,2019,950300,Cross County,Arkansas,608,44219,55709
05037950400,2019,950400,Cross County,Arkansas,985,70469,79581
05037950500,2019,950500,Cross County,Arkansas,1759,31285,53285
05037950600,2019,950600,Cross County,Arkansas,1586,73537,82752
05039970100,2019,970100,Dallas County,Arkansas,629,44181,49296
05039970200,2019,970200,Dallas County,Arkansas,770,41974,51006
05039970300,2019,970300,Dallas County,Arkansas,1570,32217,41346
05041950100,2019,950100,Desha County,Arkansas,639,33561,42723
05041950200,2019,950200,Desha County,Arkansas,1733,36294,51037
05041950300,2019,950300,Desha County,Arkansas,692,27143,35786
05041950400,2019,950400,Desha County,Arkansas,1307,26844,45447
05041950500,2019,950500,Desha County,Arkansas,833,33315,43818
05043490100,2019,490100,Drew County,Arkansas,829,51719,69343
05043490200,2019,490200,Drew County,Arkansas,956,34916,70164
05043490300,2019,490300,Drew County,Arkansas,2379,58218,63445
05043490400,2019,490400,Drew County,Arkansas,1366,28427,53063
05043490500,2019,490500,Drew County,Arkansas,1627,53750,69130
05045030101,2019,30101,Faulkner County,Arkansas,1053,57340,84980
05045030102,2019,30102,Faulkner County,Arkansas,2034,52067,62969
05045030103,2019,30102,Faulkner County,Arkansas,1104,83684,90329
05045030104,2019,30104,Faulkner County,Arkansas,1856,60068,78452
05045030200,2019,30200,Faulkner County,Arkansas,2114,49537,53969
05045030301,2019,30301,Faulkner County,Arkansas,1957,64017,66567
05045030302,2019,30302,Faulkner County,Arkansas,2001,66563,74387
05045030303,2019,30302,Faulkner County,Arkansas,1621,57978,68323
05045030401,2019,30401,Faulkner County,Arkansas,877,77829,104418
05045030402,2019,30402,Faulkner County,Arkansas,1490,65438,72520
05045030403,2019,30402,Faulkner County,Arkansas,1395,37266,59183
05045030404,2019,30404,Faulkner County,Arkansas,1083,51146,64689
05045030501,2019,30501,Faulkner County,Arkansas,4279,75515,91085
05045030502,2019,30502,Faulkner County,Arkansas,1997,42358,59946
05045030600,2019,30600,Faulkner County,Arkansas,2101,51450,73825
05045030701,2019,30701,Faulkner County,Arkansas,1315,21258,33178
05045030702,2019,30702,Faulkner County,Arkansas,1651,29932,44514
05045030800,2019,30800,Faulkner County,Arkansas,1775,42271,67875
05045030900,2019,30900,Faulkner County,Arkansas,1424,23724,30087
05045031001,2019,31001,Faulkner County,Arkansas,1579,61422,104410
05045031003,2019,31002,Faulkner County,Arkansas,978,31667,67658
05045031005,2019,31005,Faulkner County,Arkansas,3504,66538,86138
05045031006,2019,31006,Faulkner County,Arkansas,1657,48724,62779
05045031101,2019,31101,Faulkner County,Arkansas,1908,50000,62083
05045031102,2019,31102,Faulkner County,Arkansas,1822,63682,73086
05047950100,2019,950100,Franklin County,Arkansas,1366,46648,53143
05047950200,2019,950200,Franklin County,Arkansas,2757,30589,39220
05047950300,2019,950300,Franklin County,Arkansas,2600,49237,61891
05049550100,2019,550100,Fulton County,Arkansas,2338,39410,50624
05049550200,2019,550200,Fulton County,Arkansas,2635,31963,44173
05051010300,2019,10300,Garland County,Arkansas,2159,45730,53908
05051010400,2019,10400,Garland County,Arkansas,2690,46444,58526
05051010500,2019,10500,Garland County,Arkansas,2256,55773,77932
05051010600,2019,10600,Garland County,Arkansas,1525,21635,32479
