unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
48001950100,2019,950100,Anderson County,Texas,1790,58750,71909
48001950401,2019,950401,Anderson County,Texas,95,75938,71214
48001950402,2019,950402,Anderson County,Texas,112,85921,77721
48001950500,2019,950500,Anderson County,Texas,1584,36226,45225
48001950600,2019,950600,Anderson County,Texas,1792,34821,61647
48001950700,2019,950700,Anderson County,Texas,911,31559,36684
48001950800,2019,950800,Anderson County,Texas,2080,46786,55195
48001950901,2019,950901,Anderson County,Texas,1854,40946,52993
48001950902,2019,950902,Anderson County,Texas,1893,39421,51263
48001951000,2019,951000,Anderson County,Texas,2857,46229,58436
48001951100,2019,951100,Anderson County,Texas,1709,56435,65742
48003950100,2019,950100,Andrews County,Texas,725,97355,122371
48003950200,2019,950200,Andrews County,Texas,2528,75324,89803
48003950300,2019,950300,Andrews County,Texas,1456,76837,75335
48003950400,2019,950400,Andrews County,Texas,864,64868,107007
48005000101,2019,101,Angelina County,Texas,2041,62768,66104
48005000102,2019,102,Angelina County,Texas,1600,74932,88694
48005000200,2019,200,Angelina County,Texas,2437,46238,52903
48005000301,2019,301,Angelina County,Texas,2056,58670,64315
48005000302,2019,302,Angelina County,Texas,2025,58917,73397
48005000400,2019,400,Angelina County,Texas,1833,45024,47681
48005000500,2019,500,Angelina County,Texas,1444,26500,37542
48005000600,2019,600,Angelina County,Texas,1873,38326,49769
48005000700,2019,700,Angelina County,Texas,1138,32120,41220
48005000800,2019,800,Angelina County,Texas,2203,54781,62601
48005000901,2019,901,Angelina County,Texas,2485,60253,81159
48005000902,2019,902,Angelina County,Texas,1607,66547,91614
48005001001,2019,1001,Angelina County,Texas,1338,34688,48089
48005001002,2019,1002,Angelina County,Texas,1433,51572,69456
48005001100,2019,1100,Angelina County,Texas,2408,66818,74863
48005001200,2019,1200,Angelina County,Texas,1055,37572,54194
48005001300,2019,1300,Angelina County,Texas,2059,31226,50420
48007950100,2019,950100,Aransas County,Texas,2411,39742,64285
48007950200,2019,950200,Aransas County,Texas,606,97959,159912
48007950300,2019,950300,Aransas County,Texas,2833,49632,84323
48007950400,2019,950400,Aransas County,Texas,1405,44188,52653
48007950500,2019,950500,Aransas County,Texas,2293,41476,69562
48007990000,2019,990000,Aransas County,Texas,0,-666666666,-666666666
48009020100,2019,20100,Archer County,Texas,1106,89500,102972
48009020200,2019,20200,Archer County,Texas,956,58036,83969
48009020300,2019,20300,Archer County,Texas,1390,52143,68303
48011950100,2019,950100,Armstrong County,Texas,694,72500,83298
48013960100,2019,960100,Atascosa County,Texas,2549,54351,73346
48013960201,2019,960201,Atascosa County,Texas,2076,61125,79382
