School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Eldorado High School,Eldorado CUSD 4,453.3,403.8,82.0,82.0,Illinois,37.8209008,-88.4356179,2200 Illinois Avenue,62930,Saline County,Eldorado,17165,"2200 Illinois Avenue, Eldorado, Illinois, 62930",955500,17165955500,2023.0,955500.0,Saline County,Illinois,149.0,22.0,0.0,120.0,7.0,1654.0,131.0,98.0,574.0,499.0,88.0,189.0,75.0,14.8,0.0,80.5,4.7,7.9,5.9,34.7,30.2,5.3,11.4,4.5,993.0,50035.0,92979.0,2206.0,17.0,0.8,2189.0,99.2,2079.0,94.2,9.0,0.4,0.0,0.0,75.0,3.4,0.0,0.0,0.0,0.0,26.0,1.2
Mount Carmel High School,Wabash CUSD 348,454.2,440.1,108.0,108.0,Illinois,38.4091744,-87.75461059999999,201 North Pear Street,62863,Wabash County,Mount Carmel,17185,"201 North Pear Street, Mount Carmel, Illinois, 62863",957400,17185957400,2023.0,957400.0,Wabash County,Illinois,206.0,41.0,92.0,69.0,4.0,1250.0,7.0,86.0,335.0,289.0,300.0,184.0,49.0,19.9,44.7,33.5,1.9,0.6,6.9,26.8,23.1,24.0,14.7,3.9,799.0,56639.0,70310.0,1810.0,0.0,0.0,1810.0,100.0,1749.0,96.6,4.0,0.2,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.1
Wayne City High School,Wayne City CUSD 100,456.4,448.3,36.0,36.0,Illinois,38.3452186,-88.58324429999999,408 East Mill Street,62895,Wayne County,Wayne City,17191,"408 East Mill Street, Wayne City, Illinois, 62895",955300,17191955300,2023.0,955300.0,Wayne County,Illinois,148.0,19.0,64.0,65.0,0.0,2050.0,21.0,98.0,678.0,619.0,344.0,218.0,72.0,12.8,43.2,43.9,0.0,1.0,4.8,33.1,30.2,16.8,10.6,3.5,1239.0,53245.0,66043.0,2751.0,0.0,0.0,2751.0,100.0,2676.0,97.3,3.0,0.1,0.0,0.0,17.0,0.6,0.0,0.0,0.0,0.0,55.0,2.0
Cisne High School,North Wayne CUSD 200,465.3,432.6,19.0,19.0,Illinois,38.5147712,-88.4295226,1456 U.S. 45,62823,Wayne County,Cisne,17191,"1456 U.S. 45, Cisne, Illinois, 62823",955000,17191955000,2023.0,955000.0,Wayne County,Illinois,428.0,182.0,87.0,134.0,25.0,2839.0,221.0,164.0,989.0,522.0,463.0,327.0,153.0,42.5,20.3,31.3,5.8,7.8,5.8,34.8,18.4,16.3,11.5,5.4,1632.0,61951.0,75732.0,4493.0,71.0,1.6,4422.0,98.4,4321.0,96.2,11.0,0.2,0.0,0.0,29.0,0.6,0.0,0.0,0.0,0.0,61.0,1.4
Fairfield Comm High School,Fairfield Comm H S Dist 225,485.4,461.3,85.0,85.0,Illinois,38.37457440000001,-88.36347359999999,300 West King Street,62837,Wayne County,Fairfield,17191,"300 West King Street, Fairfield, Illinois, 62837",955200,17191955200,2023.0,955200.0,Wayne County,Illinois,227.0,86.0,25.0,104.0,12.0,2006.0,172.0,67.0,650.0,589.0,231.0,200.0,97.0,37.9,11.0,45.8,5.3,8.6,3.3,32.4,29.4,11.5,10.0,4.8,1318.0,38063.0,51425.0,2754.0,69.0,2.5,2685.0,97.5,2534.0,92.0,18.0,0.7,0.0,0.0,33.0,1.2,0.0,0.0,0.0,0.0,100.0,3.6
Grayville Jr Sr High School,Grayville CUSD 1,491.8,475.9,17.0,17.0,Illinois,38.2583236,-88.0055541,728 West North Street,62844,White County,Grayville,17193,"728 West North Street, Grayville, Illinois, 62844",958200,17193958200,2023.0,958200.0,White County,Illinois,153.0,33.0,68.0,49.0,3.0,1969.0,25.0,170.0,720.0,402.0,328.0,233.0,91.0,21.6,44.4,32.0,2.0,1.3,8.6,36.6,20.4,16.7,11.8,4.6,1101.0,66729.0,80441.0,2822.0,30.0,1.1,2792.0,98.9,2664.0,94.4,20.0,0.7,2.0,0.1,10.0,0.4,0.0,0.0,0.0,0.0,96.0,3.4
Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,468.1,429.4,54.0,54.0,Illinois,38.0298072,-88.3044908,,N/A,White County,N/A,17193,,958400,17193958400,2023.0,958400.0,White County,Illinois,182.0,13.0,14.0,125.0,30.0,1991.0,127.0,102.0,673.0,515.0,311.0,220.0,43.0,7.1,7.7,68.7,16.5,6.4,5.1,33.8,25.9,15.6,11.0,2.2,1180.0,49728.0,72508.0,2949.0,57.0,1.9,2892.0,98.1,2836.0,96.2,6.0,0.2,0.0,0.0,20.0,0.7,0.0,0.0,0.0,0.0,30.0,1.0
Carmi-White County High School,Carmi-White County CUSD 5,472.2,450.0,76.0,76.0,Illinois,38.0839666,-88.1708438,800 West Main Street,62821,White County,Carmi,17193,"800 West Main Street, Carmi, Illinois, 62821",958100,17193958100,2023.0,958100.0,White County,Illinois,174.0,28.0,92.0,27.0,27.0,2428.0,141.0,191.0,721.0,523.0,397.0,276.0,179.0,16.1,52.9,15.5,15.5,5.8,7.9,29.7,21.5,16.4,11.4,7.4,1435.0,57917.0,73296.0,3231.0,4.0,0.1,3227.0,99.9,3152.0,97.6,59.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.4,3.0,0.1
Christopher High,Christopher USD 99,454.6,411.5,46.0,46.0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,021701,17179021701,2023.0,21701.0,Tazewell County,Illinois,389.0,34.0,157.0,153.0,45.0,3996.0,14.0,93.0,1076.0,1032.0,476.0,912.0,393.0,8.7,40.4,39.3,11.6,0.4,2.3,26.9,25.8,11.9,22.8,9.8,2339.0,101410.0,111230.0,5851.0,44.0,0.8,5807.0,99.2,5709.0,97.6,14.0,0.2,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,74.0,1.3
Benton Cons High School,Benton Cons HSD 103,467.1,455.0,117.0,118.0,Illinois,37.9972422,-88.9126979,511 East Main Street,62812,Franklin County,Benton,17055,"511 East Main Street, Benton, Illinois, 62812",040600,17055040600,2023.0,40600.0,Franklin County,Illinois,210.0,40.0,40.0,90.0,40.0,1912.0,32.0,257.0,645.0,335.0,203.0,335.0,105.0,19.0,19.0,42.9,19.0,1.7,13.4,33.7,17.5,10.6,17.5,5.5,1180.0,54929.0,71557.0,2682.0,94.0,3.5,2588.0,96.5,2447.0,91.2,32.0,1.2,1.0,0.0,60.0,2.2,0.0,0.0,0.0,0.0,48.0,1.8
Frankfort Community High School,Frankfort CUSD 168,458.7,429.7,80.0,80.0,Illinois,37.8983946,-88.9207706,601 East Main Street,62896,Franklin County,West Frankfort,17055,"601 East Main Street, West Frankfort, Illinois, 62896",041000,17055041000,2023.0,41000.0,Franklin County,Illinois,156.0,55.0,44.0,22.0,35.0,1657.0,42.0,342.0,491.0,467.0,227.0,68.0,20.0,35.3,28.2,14.1,22.4,2.5,20.6,29.6,28.2,13.7,4.1,1.2,1120.0,44643.0,55890.0,2422.0,70.0,2.9,2352.0,97.1,2314.0,95.5,22.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.7
Thompsonville High School,Thompsonville CUSD 174,428.0,390.0,20.0,20.0,Illinois,37.9191199,-88.7659753,21191 Shawneetown Road,62890,Franklin County,Thompsonville,17055,"21191 Shawneetown Road, Thompsonville, Illinois, 62890",041200,17055041200,2023.0,41200.0,Franklin County,Illinois,217.0,32.0,113.0,58.0,14.0,2496.0,119.0,197.0,756.0,680.0,369.0,255.0,120.0,14.7,52.1,26.7,6.5,4.8,7.9,30.3,27.2,14.8,10.2,4.8,1458.0,64355.0,75116.0,3605.0,34.0,0.9,3571.0,99.1,3496.0,97.0,10.0,0.3,7.0,0.2,0.0,0.0,0.0,0.0,2.0,0.1,56.0,1.6
Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,436.8,436.4,28.0,28.0,Illinois,37.93472670000001,-89.059528,4989 Illinois 148,62865,Franklin County,Mulkeytown,17055,"4989 Illinois 148, Mulkeytown, Illinois, 62865",040400,17055040400,2023.0,40400.0,Franklin County,Illinois,264.0,72.0,83.0,106.0,3.0,2668.0,107.0,160.0,958.0,723.0,283.0,337.0,100.0,27.3,31.4,40.2,1.1,4.0,6.0,35.9,27.1,10.6,12.6,3.7,1679.0,52637.0,65935.0,3589.0,53.0,1.5,3536.0,98.5,3441.0,95.9,3.0,0.1,5.0,0.1,0.0,0.0,0.0,0.0,6.0,0.2,81.0,2.3
Sesser-Valier High School,Sesser-Valier CUSD 196,466.9,456.7,48.0,48.0,Illinois,38.0797157,-89.0678405,4626 Illinois 154,62884,Franklin County,Sesser,17055,"4626 Illinois 154, Sesser, Illinois, 62884",040100,17055040100,2023.0,40100.0,Franklin County,Illinois,242.0,28.0,112.0,91.0,11.0,1918.0,71.0,100.0,594.0,616.0,243.0,207.0,87.0,11.6,46.3,37.6,4.5,3.7,5.2,31.0,32.1,12.7,10.8,4.5,1045.0,58512.0,83980.0,2761.0,57.0,2.1,2704.0,97.9,2610.0,94.5,14.0,0.5,0.0,0.0,62.0,2.2,0.0,0.0,0.0,0.0,18.0,0.7
Goreville High School,Goreville CUD 1,472.4,448.7,46.0,46.0,Illinois,37.5533523,-88.97849269999999,201 South Ferne Clyffe Road,62939,Johnson County,Goreville,17087,"201 South Ferne Clyffe Road, Goreville, Illinois, 62939",977700,17087977700,2023.0,977700.0,Johnson County,Illinois,329.0,34.0,58.0,237.0,0.0,2107.0,36.0,110.0,657.0,494.0,290.0,387.0,133.0,10.3,17.6,72.0,0.0,1.7,5.2,31.2,23.4,13.8,18.4,6.3,1117.0,68329.0,79863.0,3130.0,50.0,1.6,3080.0,98.4,2870.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,6.7
Vienna High School,Vienna HSD 133,451.1,436.4,76.0,76.0,Illinois,37.42037639999999,-88.90306,,N/A,Johnson County,N/A,17087,,977800,17087977800,2023.0,977800.0,Johnson County,Illinois,445.0,238.0,101.0,101.0,5.0,2686.0,57.0,219.0,905.0,831.0,243.0,352.0,79.0,53.5,22.7,22.7,1.1,2.1,8.2,33.7,30.9,9.0,13.1,2.9,1341.0,45268.0,61144.0,3985.0,210.0,5.3,3775.0,94.7,3228.0,81.0,96.0,2.4,0.0,0.0,15.0,0.4,0.0,0.0,0.0,0.0,436.0,10.9
Massac County High School,Massac UD 1,493.6,480.7,125.0,125.0,Illinois,37.182648,-88.72228799999999,2841 Old Marion Road,62960,Massac County,Metropolis,17127,"2841 Old Marion Road, Metropolis, Illinois, 62960",970100,17127970100,2023.0,970100.0,Massac County,Illinois,301.0,98.0,39.0,152.0,12.0,3101.0,34.0,86.0,971.0,1017.0,550.0,324.0,119.0,32.6,13.0,50.5,4.0,1.1,2.8,31.3,32.8,17.7,10.4,3.8,1660.0,71856.0,86670.0,4412.0,59.0,1.3,4353.0,98.7,4058.0,92.0,183.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.5
Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,465.7,465.7,14.0,14.0,Illinois,37.212685,-88.8451532,911 Joppa North Avenue,62953,Massac County,Joppa,17127,"911 Joppa North Avenue, Joppa, Illinois, 62953",970100,17127970100,2023.0,970100.0,Massac County,Illinois,301.0,98.0,39.0,152.0,12.0,3101.0,34.0,86.0,971.0,1017.0,550.0,324.0,119.0,32.6,13.0,50.5,4.0,1.1,2.8,31.3,32.8,17.7,10.4,3.8,1660.0,71856.0,86670.0,4412.0,59.0,1.3,4353.0,98.7,4058.0,92.0,183.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.5
Johnston City High School,Johnston City CUSD 1,452.1,456.6,70.0,70.0,Illinois,37.8265263,-88.92484759999999,1500 Jefferson Avenue,62951,Williamson County,Johnston City,17199,"1500 Jefferson Avenue, Johnston City, Illinois, 62951",020700,17199020700,2023.0,20700.0,Williamson County,Illinois,481.0,49.0,233.0,199.0,0.0,3523.0,149.0,163.0,1059.0,805.0,580.0,428.0,339.0,10.2,48.4,41.4,0.0,4.2,4.6,30.1,22.8,16.5,12.1,9.6,2193.0,53199.0,69421.0,4881.0,117.0,2.4,4764.0,97.6,4447.0,91.1,34.0,0.7,0.0,0.0,119.0,2.4,0.0,0.0,16.0,0.3,148.0,3.0
Marion High School,Marion CUSD 2,474.0,433.5,234.0,234.0,Illinois,37.7154515,-88.9431467,1700 Wildcat Road,62959,Williamson County,Marion,17199,"1700 Wildcat Road, Marion, Illinois, 62959",021200,17199021200,2023.0,21200.0,Williamson County,Illinois,317.0,0.0,58.0,190.0,69.0,2924.0,6.0,118.0,774.0,709.0,423.0,473.0,421.0,0.0,18.3,59.9,21.8,0.2,4.0,26.5,24.2,14.5,16.2,14.4,1931.0,59023.0,87187.0,3942.0,138.0,3.5,3804.0,96.5,3387.0,85.9,171.0,4.3,5.0,0.1,74.0,1.9,0.0,0.0,0.0,0.0,167.0,4.2
Crab Orchard High School,Crab Orchard CUSD 3,430.3,409.3,30.0,30.0,Illinois,37.7261901,-88.805973,19189 Bailey Street,62959,Williamson County,Marion,17199,"19189 Bailey Street, Marion, Illinois, 62959",020802,17199020802,2023.0,20802.0,Williamson County,Illinois,306.0,33.0,78.0,184.0,11.0,2832.0,119.0,139.0,1150.0,604.0,417.0,238.0,165.0,10.8,25.5,60.1,3.6,4.2,4.9,40.6,21.3,14.7,8.4,5.8,1586.0,79813.0,96948.0,4016.0,73.0,1.8,3943.0,98.2,3796.0,94.5,1.0,0.0,30.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,116.0,2.9
Herrin High School,Herrin CUSD 4,472.3,454.8,153.0,153.0,Illinois,37.809813,-89.02204259999999,700 North 10th Street,62948,Williamson County,Herrin,17199,"700 North 10th Street, Herrin, Illinois, 62948",020500,17199020500,2023.0,20500.0,Williamson County,Illinois,80.0,0.0,36.0,44.0,0.0,2454.0,22.0,149.0,596.0,776.0,265.0,390.0,256.0,0.0,45.0,55.0,0.0,0.9,6.1,24.3,31.6,10.8,15.9,10.4,1537.0,58483.0,75682.0,3170.0,147.0,4.6,3023.0,95.4,2723.0,85.9,73.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,7.2
Carterville High School,Carterville CUSD 5,528.1,500.7,135.0,135.0,Illinois,37.758909,-89.10749799999999,1415 West Grand Avenue,62918,Williamson County,Carterville,17199,"1415 West Grand Avenue, Carterville, Illinois, 62918",020202,17199020202,2023.0,20202.0,Williamson County,Illinois,126.0,18.0,6.0,78.0,24.0,1920.0,23.0,34.0,310.0,367.0,164.0,545.0,477.0,14.3,4.8,61.9,19.0,1.2,1.8,16.1,19.1,8.5,28.4,24.8,1173.0,83365.0,110748.0,2534.0,3.0,0.1,2531.0,99.9,2206.0,87.1,83.0,3.3,0.0,0.0,169.0,6.7,0.0,0.0,0.0,0.0,73.0,2.9
Coal City High School,Coal City CUSD 1,468.5,468.7,131.0,131.0,Illinois,41.28623839999999,-88.300541,655 West Division Street,60416,Grundy County,Coal City,17063,"655 West Division Street, Coal City, Illinois, 60416",000800,17063000800,2023.0,800.0,Grundy County,Illinois,425.0,28.0,108.0,253.0,36.0,3340.0,7.0,116.0,1274.0,750.0,465.0,539.0,189.0,6.6,25.4,59.5,8.5,0.2,3.5,38.1,22.5,13.9,16.1,5.7,1874.0,93357.0,112925.0,5274.0,189.0,3.6,5085.0,96.4,4940.0,93.7,39.0,0.7,0.0,0.0,11.0,0.2,0.0,0.0,7.0,0.1,88.0,1.7
Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,490.3,457.2,36.0,36.0,Illinois,41.2081552,-88.3044908,,N/A,Grundy County,N/A,17063,,000900,17063000900,2023.0,900.0,Grundy County,Illinois,234.0,2.0,159.0,52.0,21.0,2348.0,26.0,139.0,1062.0,564.0,194.0,264.0,99.0,0.9,67.9,22.2,9.0,1.1,5.9,45.2,24.0,8.3,11.2,4.2,1317.0,80547.0,97778.0,3629.0,439.0,12.1,3190.0,87.9,3120.0,86.0,6.0,0.2,2.0,0.1,8.0,0.2,0.0,0.0,0.0,0.0,54.0,1.5
Morris Community High School,Morris CHSD 101,496.0,474.7,221.0,221.0,Illinois,41.3654961,-88.4336885,1000 Union Street,60450,Grundy County,Morris,17063,"1000 Union Street, Morris, Illinois, 60450",000400,17063000400,2023.0,400.0,Grundy County,Illinois,593.0,113.0,320.0,150.0,10.0,3990.0,48.0,264.0,1317.0,942.0,291.0,673.0,455.0,19.1,54.0,25.3,1.7,1.2,6.6,33.0,23.6,7.3,16.9,11.4,2611.0,70026.0,84263.0,5716.0,428.0,7.5,5288.0,92.5,4846.0,84.8,95.0,1.7,0.0,0.0,50.0,0.9,0.0,0.0,0.0,0.0,297.0,5.2
Minooka Community High School,Minooka CHSD 111,498.2,484.1,722.0,722.0,Illinois,41.4496177,-88.2636079,301 South Wabena Avenue,60447,Grundy County,Minooka,17063,"301 South Wabena Avenue, Minooka, Illinois, 60447",000102,17063000102,2023.0,102.0,Grundy County,Illinois,839.0,56.0,367.0,367.0,49.0,5142.0,204.0,154.0,1564.0,1330.0,446.0,1038.0,406.0,6.7,43.7,43.7,5.8,4.0,3.0,30.4,25.9,8.7,20.2,7.9,2805.0,112459.0,140458.0,8249.0,1488.0,18.0,6761.0,82.0,6412.0,77.7,222.0,2.7,10.0,0.1,19.0,0.2,0.0,0.0,28.0,0.3,70.0,0.8
Newark Comm High School,Newark CHSD 18,509.8,478.4,49.0,49.0,Illinois,41.4920113,-88.5371958,,N/A,Kendall County,N/A,17093,,890703,17093890703,2023.0,890703.0,Kendall County,Illinois,860.0,23.0,350.0,380.0,107.0,5628.0,14.0,135.0,1786.0,1580.0,679.0,792.0,642.0,2.7,40.7,44.2,12.4,0.2,2.4,31.7,28.1,12.1,14.1,11.4,2754.0,115682.0,126588.0,9104.0,1637.0,18.0,7467.0,82.0,6040.0,66.3,850.0,9.3,0.0,0.0,181.0,2.0,0.0,0.0,0.0,0.0,396.0,4.3
Plano High School,Plano CUSD 88,456.4,432.3,200.0,200.0,Illinois,41.6660558,-88.5467134,704 West Abe Street,60545,Kendall County,Plano,17093,"704 West Abe Street, Plano, Illinois, 60545",890502,17093890502,2023.0,890502.0,Kendall County,Illinois,367.0,32.0,204.0,55.0,76.0,3423.0,187.0,80.0,1316.0,594.0,433.0,440.0,373.0,8.7,55.6,15.0,20.7,5.5,2.3,38.4,17.4,12.6,12.9,10.9,1737.0,107987.0,109428.0,4960.0,1349.0,27.2,3611.0,72.8,3310.0,66.7,14.0,0.3,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,282.0,5.7
Yorkville High School,Yorkville CUSD 115,510.1,474.8,484.0,484.0,Illinois,41.6520685,-88.4532582,797 Game Farm Road,60560,Kendall County,Yorkville,17093,"797 Game Farm Road, Yorkville, Illinois, 60560",890401,17093890401,2023.0,890401.0,Kendall County,Illinois,761.0,155.0,266.0,280.0,60.0,5004.0,100.0,141.0,901.0,1301.0,580.0,1322.0,659.0,20.4,35.0,36.8,7.9,2.0,2.8,18.0,26.0,11.6,26.4,13.2,2624.0,106703.0,118319.0,8332.0,1725.0,20.7,6607.0,79.3,6060.0,72.7,376.0,4.5,0.0,0.0,163.0,2.0,0.0,0.0,0.0,0.0,8.0,0.1
Oswego High School,CUSD 308,488.8,468.1,663.0,663.0,Illinois,41.6837548,-88.34138829999999,4250 Illinois 71,60543,Kendall County,Oswego,17093,"4250 Illinois 71, Oswego, Illinois, 60543",890107,17093890107,2023.0,890107.0,Kendall County,Illinois,264.0,29.0,58.0,177.0,0.0,3385.0,66.0,111.0,626.0,679.0,350.0,977.0,576.0,11.0,22.0,67.0,0.0,1.9,3.3,18.5,20.1,10.3,28.9,17.0,1512.0,132639.0,144087.0,4784.0,539.0,11.3,4245.0,88.7,3697.0,77.3,431.0,9.0,0.0,0.0,84.0,1.8,0.0,0.0,0.0,0.0,33.0,0.7
Oswego East High School,CUSD 308,517.5,507.0,716.0,717.0,Illinois,41.7000434,-88.2805407,1525 Harvey Road,60543,Kendall County,Oswego,17093,"1525 Harvey Road, Oswego, Illinois, 60543",890105,17093890105,2023.0,890104.0,Kendall County,Illinois,696.0,106.0,277.0,159.0,154.0,5408.0,67.0,175.0,737.0,1039.0,887.0,1803.0,700.0,15.2,39.8,22.8,22.1,1.2,3.2,13.6,19.2,16.4,33.3,12.9,2603.0,136830.0,161775.0,8731.0,786.0,9.0,7945.0,91.0,5716.0,65.5,848.0,9.7,27.0,0.3,829.0,9.5,0.0,0.0,0.0,0.0,525.0,6.0
Astoria High School,Astoria CUSD 1,435.2,387.6,21.0,21.0,Illinois,40.2294616,-90.3524925,402 North Jefferson Street,61501,Fulton County,Astoria,17057,"402 North Jefferson Street, Astoria, Illinois, 61501",953900,17057953900,2023.0,953900.0,Fulton County,Illinois,158.0,37.0,82.0,39.0,0.0,1661.0,14.0,97.0,657.0,447.0,233.0,132.0,81.0,23.4,51.9,24.7,0.0,0.8,5.8,39.6,26.9,14.0,7.9,4.9,1110.0,55648.0,66926.0,2333.0,48.0,2.1,2285.0,97.9,2227.0,95.5,1.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,19.0,0.8,35.0,1.5
V I T Sr High School,V I T CUSD 2,467.0,441.5,20.0,20.0,Illinois,40.3576325,-90.4190562,1500 US Highway 136,61482,Fulton County,Table Grove,17057,"1500 US Highway 136, Table Grove, Illinois, 61482",953100,17057953100,2023.0,953100.0,Fulton County,Illinois,83.0,2.0,27.0,44.0,10.0,1707.0,25.0,69.0,746.0,355.0,199.0,225.0,88.0,2.4,32.5,53.0,12.0,1.5,4.0,43.7,20.8,11.7,13.2,5.2,940.0,61797.0,72327.0,2442.0,21.0,0.9,2421.0,99.1,2301.0,94.2,1.0,0.0,1.0,0.0,4.0,0.2,0.0,0.0,5.0,0.2,109.0,4.5
Cuba Sr High School,CUSD 3 Fulton County,481.9,472.6,31.0,31.0,Illinois,40.4797288,-90.18751990000001,20325 North State Route 97,61427,Fulton County,Cuba,17057,"20325 North State Route 97, Cuba, Illinois, 61427",953200,17057953200,2023.0,953200.0,Fulton County,Illinois,187.0,42.0,69.0,66.0,10.0,1834.0,42.0,108.0,667.0,483.0,154.0,282.0,98.0,22.5,36.9,35.3,5.3,2.3,5.9,36.4,26.3,8.4,15.4,5.3,1080.0,62625.0,82841.0,2596.0,36.0,1.4,2560.0,98.6,2407.0,92.7,29.0,1.1,2.0,0.1,0.0,0.0,0.0,0.0,3.0,0.1,119.0,4.6
