School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation
Clay City High School,Clay City CUSD 10,447.4,422.1,19.0,19.0
North Clay Community High School,North Clay CUSD 25,440.0,417.1,42.0,42.0
Flora High School,Flora CUSD 35,468.4,428.3,90.0,90.0
Hutsonville High School,Hutsonville CUSD 1,437.4,409.6,27.0,27.0
Robinson High School,Robinson CUSD 2,483.0,444.6,125.0,125.0
Palestine High School,Palestine CUSD 3,451.1,440.7,28.0,28.0
Oblong High School,Oblong CUSD 4,483.3,450.0,33.0,33.0
Newton Comm High School,Jasper County CUD 1,453.2,454.4,93.0,93.0
Red Hill Jr/Sr High School,Red Hill CUSD 10,481.8,434.4,68.0,68.0
Lawrenceville High School,Lawrence County CUD 20,476.1,420.8,49.0,49.0
Richland County High School,Richland County CUSD 1,479.0,459.4,144.0,144.0
Carlyle High School,Carlyle CUSD 1,466.6,462.7,71.0,70.0
Wesclin Sr High School,Wesclin CUSD 3,499.7,496.1,94.0,94.0
Central Comm High School,Central CHSD 71,497.8,508.4,148.0,148.0
Waltonville High School,Waltonville CUSD 1,478.6,454.8,21.0,21.0
Mount Vernon High School,Mt Vernon Twp HSD 201,454.5,424.3,279.0,282.0
Woodlawn High School,Woodlawn Unit School District 209,478.9,427.8,46.0,46.0
Webber High School,Bluford Unit School District 318,462.7,415.0,26.0,26.0
Patoka Sr High School,Patoka CUSD 100,454.6,402.9,24.0,24.0
Centralia High School,Centralia HSD 200,457.6,437.4,199.0,199.0
South Central High School,South Central CUD 401,442.0,432.3,40.0,40.0
Sandoval Sr High School,Sandoval CUSD 501,414.3,407.0,23.0,23.0
Salem Community High School,Salem CHSD 600,487.6,465.4,177.0,177.0
Odin Attendance Center 9-12,Odin PSD 722,418.0,396.7,15.0,15.0
Okawville Jr/Sr High School,West Washington Co CUD 10,504.7,460.4,45.0,45.0
Nashville Comm High School,Nashville CHSD 99,502.4,475.0,98.0,98.0
Amundsen High School,City of Chicago SD 299,497.0,483.9,362.0,362.0
Bogan High School,City of Chicago SD 299,401.1,386.9,163.0,163.0
Carver Military Academy HS,City of Chicago SD 299,450.9,420.4,77.0,77.0
Farragut Career Academy HS,City of Chicago SD 299,404.2,391.8,143.0,144.0
Fenger Academy High School,City of Chicago SD 299,392.9,385.6,63.0,63.0
Foreman High School,City of Chicago SD 299,386.6,385.7,135.0,135.0
Back of The Yards IB HS,City of Chicago SD 299,462.6,469.3,242.0,243.0
Gage Park High School,City of Chicago SD 299,397.4,369.4,93.0,93.0
Harlan Community Academy HS,City of Chicago SD 299,375.1,363.1,67.0,67.0
Hirsch Metropolitan High School,City of Chicago SD 299,384.5,361.6,31.0,31.0
Hubbard High School,City of Chicago SD 299,437.6,413.5,434.0,435.0
Hyde Park Academy High School,City of Chicago SD 299,403.3,379.2,170.0,170.0
Thomas Kelly College Preparatory,City of Chicago SD 299,425.9,415.1,418.0,419.0
Kelvyn Park High School,City of Chicago SD 299,401.7,380.2,64.0,64.0
Kennedy High School,City of Chicago SD 299,443.4,429.3,320.0,320.0
Kenwood Academy High School,City of Chicago SD 299,498.2,474.6,525.0,527.0
Lake View High School,City of Chicago SD 299,439.7,432.0,309.0,310.0
Lane Technical High School,City of Chicago SD 299,627.1,626.9,862.0,862.0
Marshall Metropolitan High School,City of Chicago SD 299,375.1,364.1,49.0,49.0
Mather High School,City of Chicago SD 299,446.4,440.1,390.0,392.0
Morgan Park High School,City of Chicago SD 299,414.9,393.3,251.0,251.0
Phillips Academy High School,City of Chicago SD 299,380.9,372.7,121.0,121.0
Roosevelt High School,City of Chicago SD 299,410.3,396.0,256.0,257.0
Schurz High School,City of Chicago SD 299,421.3,401.2,309.0,310.0
Senn High School,City of Chicago SD 299,467.2,445.2,340.0,340.0
King College Prep High School,City of Chicago SD 299,481.6,460.6,98.0,98.0
Steinmetz College Prep HS,City of Chicago SD 299,405.5,395.1,275.0,276.0
Sullivan High School,City of Chicago SD 299,417.5,410.2,166.0,168.0
Taft High School,City of Chicago SD 299,480.6,461.7,1020.0,1021.0
Tilden Career Communty Academy HS,City of Chicago SD 299,409.8,392.1,52.0,52.0
Von Steuben Metro Science HS,City of Chicago SD 299,513.9,503.2,395.0,395.0
Lincoln Park High School,City of Chicago SD 299,537.7,534.2,442.0,442.0
Washington G High School,City of Chicago SD 299,436.3,414.3,370.0,371.0
Wells Community Academy HS,City of Chicago SD 299,378.6,373.8,91.0,91.0
Crane Medical Prep HS,City of Chicago SD 299,428.8,399.5,75.0,76.0
Disney II Magnet HS,City of Chicago SD 299,495.0,446.3,127.0,127.0
Urban Prep Chtr Acad Englewood HS,City of Chicago SD 299,402.5,386.9,32.0,32.0
IHSCA Charter High School,City of Chicago SD 299,410.0,387.8,92.0,92.0
Urban Prep Chtr Acad Bronzeville HS,City of Chicago SD 299,417.8,398.5,54.0,54.0
EPIC Academy High School,City of Chicago SD 299,404.7,388.6,86.0,86.0
Legal Prep Academy Charter HS,City of Chicago SD 299,397.0,376.5,37.0,37.0
IJLA Charter High School,City of Chicago SD 299,376.4,361.6,25.0,25.0
Intrinsic Charter High School,City of Chicago SD 299,449.4,441.2,163.0,163.0
Noble St Chtr-Pritzker College Prep,City of Chicago SD 299,461.4,437.3,233.0,233.0
Noble St Chtr Rauner College Prep,City of Chicago SD 299,444.8,431.6,151.0,152.0
Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,402.1,382.4,87.0,87.0
Noble St Chtr-Golder College Prep,City of Chicago SD 299,439.9,404.9,146.0,146.0
Noble St Chtr-Comer College Prep,City of Chicago SD 299,403.8,395.4,214.0,214.0
Noble St Chtr-UIC College Prep,City of Chicago SD 299,444.0,426.9,215.0,215.0
Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,435.7,425.6,267.0,267.0
Noble St Chtr-Muchin College Prep,City of Chicago SD 299,449.5,434.6,221.0,223.0
Noble St Chtr-Johnson College Prep,City of Chicago SD 299,410.8,396.2,92.0,92.0
Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,412.7,396.9,110.0,110.0
Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,428.3,406.8,78.0,78.0
Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,416.6,399.4,144.0,145.0
Noble St Chtr-Baker Campus,City of Chicago SD 299,432.7,399.8,55.0,55.0
Noble St Chtr-Noble Campus,City of Chicago SD 299,456.5,449.1,158.0,158.0
Noble St Chtr-ITW Speer Acad,City of Chicago SD 299,456.0,433.2,252.0,253.0
Noble St Chtr-The Noble Academy,City of Chicago SD 299,446.7,408.2,159.0,160.0
Noble St Chtr - Mansueto,City of Chicago SD 299,461.0,440.1,249.0,250.0
North Lawndale Prep Chtr-Collins,City of Chicago SD 299,391.6,386.1,107.0,107.0
Acero Chtr Sch Network- Sor Juana Ines de la Cruz K-12,City of Chicago SD 299,398.7,398.2,38.0,38.0
Perspectives Chtr - Joslin Campus,City of Chicago SD 299,402.2,374.2,60.0,60.0
Perspectives Chtr - Leadership Acad,City of Chicago SD 299,405.6,386.5,86.0,86.0
Chicago Vocational Career Acad HS,City of Chicago SD 299,394.8,374.3,108.0,109.0
Perspectives Chtr - High School of Technology,City of Chicago SD 299,396.3,381.2,104.0,104.0
Dunbar Vocational Career Acad HS,City of Chicago SD 299,380.3,369.3,88.0,89.0
Jones College Prep High School,City of Chicago SD 299,636.3,635.9,478.0,478.0
Prosser Career Academy HS,City of Chicago SD 299,457.5,432.5,276.0,276.0
Richards Career Academy HS,City of Chicago SD 299,362.2,359.1,69.0,69.0
Simeon Career Academy High School,City of Chicago SD 299,411.2,389.8,276.0,276.0
Perspectives Chtr -  IIT Campus,City of Chicago SD 299,393.3,366.1,68.0,68.0
Corliss High School,City of Chicago SD 299,392.1,374.5,56.0,56.0
Clemente Community Academy HS,City of Chicago SD 299,390.8,376.8,146.0,148.0
YCCS-Scholastic Achievement HS,City of Chicago SD 299,374.8,361.9,42.0,42.0
YCCS- McKinley-Lakeside Leadership Academy,City of Chicago SD 299,371.2,351.2,25.0,25.0
YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,369.6,365.9,84.0,84.0
YCCS-Association House,City of Chicago SD 299,390.5,368.5,20.0,20.0
YCCS-CCA Academy HS,City of Chicago SD 299,359.7,340.9,35.0,35.0
YCCS-Progressive Leadership Academy,City of Chicago SD 299,373.3,339.8,43.0,43.0
Manley Career Academy High School,City of Chicago SD 299,376.7,364.4,39.0,39.0
Curie Metropolitan High School,City of Chicago SD 299,441.8,431.2,668.0,670.0
YCCS-Community Youth Dev Inst HS,City of Chicago SD 299,365.0,355.4,24.0,24.0
YCCS-Albizu Campos Puerto Rican HS,City of Chicago SD 299,386.7,369.8,48.0,48.0
YCCS-Innovations of Arts Integr HS,City of Chicago SD 299,380.3,359.1,139.0,139.0
YCCS-Latino Youth Alternative HS,City of Chicago SD 299,376.6,360.5,38.0,38.0
YCCS-Olive Harvey Mid College HS,City of Chicago SD 299,391.9,368.5,26.0,26.0
YCCS-Sullivan House Alt HS,City of Chicago SD 299,366.7,369.0,42.0,43.0
YCCS-Truman Middle College HS,City of Chicago SD 299,400.9,397.6,33.0,33.0
YCCS-West Town Academy Alt HS,City of Chicago SD 299,376.4,372.1,33.0,34.0
YCCS West,City of Chicago SD 299,371.5,371.3,39.0,39.0
YCCS-Youth Connection Leadership Academy,City of Chicago SD 299,386.5,376.5,37.0,37.0
YCCS Chtr - Chatham,City of Chicago SD 299,387.1,370.0,41.0,41.0
ASPIRA Charter - Early College Prep HS,City of Chicago SD 299,410.4,401.8,45.0,45.0
Julian High School,City of Chicago SD 299,385.4,368.7,97.0,97.0
Young Magnet High School,City of Chicago SD 299,638.8,650.8,453.0,453.0
Juarez Community Academy HS,City of Chicago SD 299,433.7,404.5,348.0,348.0
Chicago HS for Agricult Sciences,City of Chicago SD 299,492.6,453.4,180.0,180.0
Hancock College Preparatory HS,City of Chicago SD 299,542.1,536.5,243.0,243.0
Brooks College Prep Academy HS,City of Chicago SD 299,559.3,546.8,202.0,202.0
Northside College Preparatory Hs,City of Chicago SD 299,652.5,649.9,251.0,251.0
Chicago Military Academy HS,City of Chicago SD 299,446.5,409.8,55.0,55.0
Payton College Preparatory HS,City of Chicago SD 299,665.3,667.2,290.0,290.0
Aspira Charter - Business and Finance HS,City of Chicago SD 299,398.6,385.2,102.0,102.0
Phoenix Military Academy HS,City of Chicago SD 299,458.1,447.6,113.0,113.0
Spry Community Links High School,City of Chicago SD 299,409.2,400.0,13.0,13.0
Chicago Academy High School,City of Chicago SD 299,449.4,433.2,137.0,137.0
Bowen High School,City of Chicago SD 299,384.6,370.6,48.0,48.0
North-Grand High School,City of Chicago SD 299,416.6,406.7,248.0,248.0
Raby High School,City of Chicago SD 299,376.3,385.3,20.0,20.0
Clark Acad Prep Magnet High Schl,City of Chicago SD 299,404.2,374.6,85.0,85.0
Rickover Naval Academy High Schl,City of Chicago SD 299,465.5,441.2,130.0,130.0
Uplift Community High School,City of Chicago SD 299,366.9,370.0,13.0,13.0
CICS - Northtown  Campus,City of Chicago SD 299,444.5,433.1,208.0,208.0
World Language High School,City of Chicago SD 299,453.8,407.6,69.0,71.0
Devry Advantage Academy High Schl,City of Chicago SD 299,503.0,495.7,54.0,54.0
Lindblom Math & Science Acad HS,City of Chicago SD 299,531.9,509.6,320.0,320.0
School of Social Justice HS,City of Chicago SD 299,405.5,392.7,66.0,67.0
Multicultural Arts High School,City of Chicago SD 299,424.3,395.9,46.0,46.0
Infinity Math  Science & Tech HS,City of Chicago SD 299,456.3,451.2,103.0,103.0
CICS - Ralph Ellison Campus,City of Chicago SD 299,388.6,358.8,42.0,42.0
Collins Academy High School,City of Chicago SD 299,388.8,379.8,60.0,60.0
Austin College and Career Academy High School,City of Chicago SD 299,378.2,372.5,57.0,57.0
Orr Academy High School,City of Chicago SD 299,403.7,373.0,46.0,46.0
Air Force Acad High School,City of Chicago SD 299,443.6,408.2,39.0,39.0
Alcott College Prep,City of Chicago SD 299,438.7,426.0,82.0,82.0
North Lawndale Prep Chtr - Christiana,City of Chicago SD 299,397.6,387.6,72.0,72.0
Chicago Technology Academy HS,City of Chicago SD 299,398.2,374.3,82.0,82.0
Chicago HS for the Arts,City of Chicago SD 299,500.6,446.6,152.0,152.0
Ogden Int High School,City of Chicago SD 299,482.9,463.9,136.0,137.0
Williams Medical Prep High Sch,City of Chicago SD 299,437.6,414.7,17.0,17.0
Westinghouse High School,City of Chicago SD 299,507.4,494.6,271.0,271.0
Solorio Academy High School,City of Chicago SD 299,448.5,449.7,268.0,268.0
Acero Chtr Sch Network -  Major Hector P Garcia MD H S,City of Chicago SD 299,427.1,405.3,154.0,154.0
South Shore Intl Col Prep HS,City of Chicago SD 299,461.8,438.5,96.0,96.0
Goode STEM Academy HS,City of Chicago SD 299,405.2,393.4,217.0,217.0
Chicago Excel Academy HS,City of Chicago SD 299,399.0,380.0,40.0,40.0
Walter Henri Dyett High School for the Arts,City of Chicago SD 299,414.5,393.4,134.0,134.0
Englewood STEM High School,City of Chicago SD 299,395.6,373.5,196.0,196.0
Acero Chtr Sch Network Victoria Soto Campus,City of Chicago SD 299,425.7,417.1,140.0,140.0
Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,434.4,389.3,73.0,73.0
Art in Motion Charter School,City of Chicago SD 299,383.4,372.7,94.0,94.0
Chicago Math & Sci Elem Charter,City of Chicago SD 299,464.8,474.6,93.0,93.0
Catalyst Charter - Maria ES,City of Chicago SD 299,424.9,399.6,127.0,127.0
Chicago Collegiate Charter School,City of Chicago SD 299,423.5,397.0,23.0,23.0
Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,453.9,410.8,36.0,36.0
CICS - Longwood Campus,City of Chicago SD 299,405.0,386.8,107.0,107.0
Marine Leadership Academy - Ames,City of Chicago SD 299,451.3,416.5,136.0,136.0
Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,505.5,491.4,56.0,56.0
ACE Amandla Charter School,ACE Amandla Charter School,434.5,400.3,29.0,29.0
Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,449.7,424.7,177.0,177.0
Urban Prep Charter Acad for Young Men - Downtown Campus,Urban Prep Charter Acad for Young Men - Downtown Campus,347.0,354.0,10.0,10.0
Genoa-Kingston High School,Genoa Kingston CUSD 424,488.1,463.1,110.0,111.0
Indian Creek High School,Indian Creek CUSD 425,480.3,456.0,67.0,67.0
Hiawatha Jr/Sr High School,Hiawatha CUSD 426,457.8,447.2,32.0,32.0
Sycamore High School,Sycamore CUSD 427,509.5,486.2,287.0,287.0
DeKalb High School,DeKalb CUSD 428,452.3,422.5,418.0,423.0
Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,494.4,482.7,52.0,52.0
Sandwich Community High School,Sandwich CUSD 430,476.3,444.9,127.0,127.0
Somonauk High School,Somonauk CUSD 432,488.4,461.0,63.0,63.0
Clinton High School,Clinton CUSD 15,456.0,419.3,102.0,102.0
Blue Ridge High School,Blue Ridge CUSD 18,475.0,442.5,52.0,52.0
Woodland High School,Woodland CUSD 5,470.9,473.1,35.0,35.0
Tri-Point High School,Tri Point CUSD 6-J,505.0,484.7,36.0,36.0
Prairie Central High School,Prairie Central CUSD 8,474.4,456.1,137.0,137.0
Flanagan-Cornell High School,Flanagan-Cornell Dist 74,428.2,410.0,22.0,22.0
Pontiac High School,Pontiac Twp HSD 90,462.1,451.8,147.0,147.0
Dwight High School,Dwight Twp HSD 230,453.8,446.9,48.0,48.0
Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,530.0,524.2,12.0,12.0
Mount Pulaski High School,Mt Pulaski CUSD 23,494.4,458.7,39.0,39.0
