School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation
Lincoln Comm High School,Lincoln CHSD 404,492.6,459.3,167.0,167.0
LeRoy High School,LeRoy CUSD 2,477.5,469.1,53.0,53.0
Tri-Valley High School,Tri Valley CUSD 3,536.3,540.5,78.0,78.0
Heyworth Jr-Sr High School,Heyworth CUSD 4,489.4,472.2,64.0,64.0
Normal Community High School,McLean County USD 5,515.9,502.0,497.0,497.0
Normal Community West High School,McLean County USD 5,493.3,469.3,365.0,365.0
YBMC Charter Sch,McLean County USD 5,372.5,364.2,12.0,12.0
Lexington High School,Lexington CUSD 7,509.0,494.8,31.0,31.0
Olympia High School,Olympia CUSD 16,482.7,459.8,116.0,116.0
Ridgeview High School,Ridgeview CUSD 19,440.8,439.7,38.0,38.0
Bloomington High School,Bloomington SD 87,465.6,433.8,333.0,333.0
Hinsdale Central High School,Hinsdale Twp HSD 86,602.3,609.0,580.0,580.0
Hinsdale South High School,Hinsdale Twp HSD 86,532.7,523.5,271.0,271.0
Glenbard East High School,Glenbard Twp HSD 87,490.6,472.5,531.0,531.0
Glenbard North High School,Glenbard Twp HSD 87,489.2,485.1,496.0,496.0
Glenbard West High School,Glenbard Twp HSD 87,537.7,534.7,541.0,543.0
Glenbard South High School,Glenbard Twp HSD 87,534.0,530.9,242.0,242.0
Addison Trail High School,DuPage HSD 88,459.4,447.9,474.0,474.0
Willowbrook High School,DuPage HSD 88,487.4,477.7,426.0,426.0
West Chicago Community High School,CHSD 94,465.2,461.0,491.0,491.0
Comm H S Dist 99 - North H S,CHSD 99,539.8,544.6,505.0,505.0
Comm H S Dist 99 - South High Sch,CHSD 99,514.2,523.1,648.0,649.0
Fenton High School,Fenton CHSD 100,459.6,452.9,309.0,309.0
Lake Park High School,Lake Park CHSD 108,514.8,510.3,653.0,653.0
Wheaton Warrenville South H S,CUSD 200,526.1,515.8,433.0,434.0
Wheaton North High School,CUSD 200,536.4,529.5,412.0,412.0
Westmont High School,CUSD 201,544.4,538.4,101.0,101.0
Lisle High School,Lisle CUSD 202,539.9,545.8,104.0,104.0
Naperville Central High School,Naperville CUSD 203,568.2,567.2,597.0,597.0
Naperville North High School,Naperville CUSD 203,561.8,554.4,626.0,627.0
Waubonsie Valley High School,Indian Prairie CUSD 204,544.2,542.9,661.0,661.0
Neuqua Valley High School,Indian Prairie CUSD 204,580.0,588.8,800.0,800.0
Metea Valley High School,Indian Prairie CUSD 204,537.6,539.6,670.0,670.0
York Comm High School,Elmhurst SD 205,544.8,548.7,684.0,684.0
Edwards County High School,Edwards County CUSD 1,437.6,437.8,51.0,51.0
Gallatin High School,Gallatin CUSD 7,447.2,424.2,43.0,43.0
Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,469.6,439.2,83.0,83.0
Hardin County High School,Hardin County CUSD 1,462.1,414.4,34.0,34.0
Pope Co High School,Pope Co CUD 1,455.5,424.0,42.0,42.0
Galatia High School,Galatia CUSD 1,447.3,425.5,22.0,22.0
Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,439.6,424.4,27.0,27.0
Harrisburg High School,Harrisburg CUSD 3,446.9,418.0,124.0,124.0
Eldorado High School,Eldorado CUSD 4,453.3,403.8,82.0,82.0
Mount Carmel High School,Wabash CUSD 348,454.2,440.1,108.0,108.0
Wayne City High School,Wayne City CUSD 100,456.4,448.3,36.0,36.0
Cisne High School,North Wayne CUSD 200,465.3,432.6,19.0,19.0
Fairfield Comm High School,Fairfield Comm H S Dist 225,485.4,461.3,85.0,85.0
Grayville Jr Sr High School,Grayville CUSD 1,491.8,475.9,17.0,17.0
Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,468.1,429.4,54.0,54.0
Carmi-White County High School,Carmi-White County CUSD 5,472.2,450.0,76.0,76.0
Christopher High,Christopher USD 99,454.6,411.5,46.0,46.0
Benton Cons High School,Benton Cons HSD 103,467.1,455.0,117.0,118.0
Frankfort Community High School,Frankfort CUSD 168,458.7,429.7,80.0,80.0
Thompsonville High School,Thompsonville CUSD 174,428.0,390.0,20.0,20.0
Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,436.8,436.4,28.0,28.0
Sesser-Valier High School,Sesser-Valier CUSD 196,466.9,456.7,48.0,48.0
Goreville High School,Goreville CUD 1,472.4,448.7,46.0,46.0
Vienna High School,Vienna HSD 133,451.1,436.4,76.0,76.0
Massac County High School,Massac UD 1,493.6,480.7,125.0,125.0
Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,465.7,465.7,14.0,14.0
Johnston City High School,Johnston City CUSD 1,452.1,456.6,70.0,70.0
Marion High School,Marion CUSD 2,474.0,433.5,234.0,234.0
Crab Orchard High School,Crab Orchard CUSD 3,430.3,409.3,30.0,30.0
Herrin High School,Herrin CUSD 4,472.3,454.8,153.0,153.0
Carterville High School,Carterville CUSD 5,528.1,500.7,135.0,135.0
Coal City High School,Coal City CUSD 1,468.5,468.7,131.0,131.0
Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,490.3,457.2,36.0,36.0
Morris Community High School,Morris CHSD 101,496.0,474.7,221.0,221.0
Minooka Community High School,Minooka CHSD 111,498.2,484.1,722.0,722.0
Newark Comm High School,Newark CHSD 18,509.8,478.4,49.0,49.0
Plano High School,Plano CUSD 88,456.4,432.3,200.0,200.0
Yorkville High School,Yorkville CUSD 115,510.1,474.8,484.0,484.0
Oswego High School,CUSD 308,488.8,468.1,663.0,663.0
Oswego East High School,CUSD 308,517.5,507.0,716.0,717.0
Astoria High School,Astoria CUSD 1,435.2,387.6,21.0,21.0
V I T Sr High School,V I T CUSD 2,467.0,441.5,20.0,20.0
Cuba Sr High School,CUSD 3 Fulton County,481.9,472.6,31.0,31.0
Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,465.0,420.6,16.0,16.0
Canton High School,Canton Union SD 66,470.9,457.8,121.0,121.0
Lewistown Jr/Sr High School,Lewistown CUSD 97,458.5,404.3,40.0,40.0
Illini West High School,Illini West H S Dist 307,475.9,448.8,80.0,80.0
Warsaw Sr High School,Warsaw CUSD 316,468.3,473.8,48.0,48.0
Hamilton High School,Hamilton CCSD 328,460.0,447.7,44.0,44.0
Southeastern Jr/Sr High School,Southeastern CUSD 337,443.4,427.9,29.0,29.0
West Prairie Senior High School,West Prairie CUSD 103,475.8,431.8,38.0,38.0
Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,431.8,399.7,33.0,33.0
Macomb Senior High School,Macomb CUSD 185,503.8,461.6,131.0,131.0
Rushville-Industry High School,Schuyler-Industry CUSD 5,474.4,452.8,69.0,69.0
DePue High School,DePue USD 103,427.8,413.9,23.0,23.0
Bureau Valley High School,Bureau Valley CUSD 340,517.7,496.5,74.0,74.0
Princeton High School,Princeton HSD 500,485.5,464.7,118.0,118.0
Hall High School,Hall HSD 502,456.1,448.2,100.0,100.0
Orion High School,Orion CUSD 223,499.3,502.8,71.0,71.0
Galva Jr-Sr High School,Galva CUSD 224,471.7,454.5,29.0,29.0
AlWood  Middle/High School,AlWood CUSD 225,456.5,431.6,31.0,31.0
Annawan High School,Annawan CUSD 226,471.3,438.1,16.0,16.0
Cambridge Jr/Sr High School,Cambridge CUSD 227,472.5,452.1,30.0,30.0
Geneseo High School,Geneseo CUSD 228,509.5,501.3,189.0,189.0
Kewanee High School,Kewanee CUSD 229,447.5,422.7,140.0,140.0
Wethersfield Jr/Sr High School,Wethersfield CUSD 230,513.4,479.2,38.0,38.0
Stark County High School,Stark County CUSD 100,474.2,456.8,50.0,50.0
Cairo Jr/Sr High School,Cairo USD 1,374.4,377.2,25.0,25.0
Egyptian Sr High School,Egyptian CUSD 5,454.4,429.2,25.0,25.0
Carbondale Comm H S,Carbondale CHSD 165,488.2,477.4,230.0,230.0
Trico Senior High School,Trico CUSD 176,469.6,439.6,54.0,54.0
Murphysboro High School,Murphysboro CUSD 186,457.7,428.1,133.0,136.0
Elverado High School,Elverado CUSD 196,465.6,454.1,32.0,32.0
Pinckneyville Comm High School,Pinckneyville CHSD 101,465.6,477.8,85.0,85.0
Du Quoin High School,Du Quoin CUSD 300,466.2,446.8,109.0,109.0
Century Jr/Sr High School,Century CUSD 100,457.5,416.8,28.0,28.0
Meridian High School,Meridian CUSD 101,434.8,394.5,29.0,29.0
Cobden High School,Cobden SUD 17,477.3,450.3,40.0,40.0
Dongola High School,Dongola USD 66,440.0,414.5,11.0,11.0
Anna-Jonesboro High School,Anna Jonesboro CHSD 81,467.4,448.8,117.0,117.0
Shawnee High School,Shawnee CUSD 84,461.9,413.1,16.0,16.0
Elgin High School,SD U-46,445.2,429.4,656.0,657.0
Larkin High School,SD U-46,434.6,410.1,501.0,502.0
Streamwood High School,SD U-46,457.5,436.9,442.0,442.0
Bartlett High School,SD U-46,500.7,475.2,498.0,498.0
South Elgin High School,SD U-46,483.7,467.5,661.0,662.0
Batavia Sr High School,Batavia USD 101,524.3,518.4,448.0,449.0
West Aurora High School,Aurora West USD 129,459.5,436.7,836.0,838.0
East High School,Aurora East USD 131,422.7,410.1,935.0,936.0
Dundee-Crown High School,CUSD 300,451.2,433.6,593.0,593.0
Hampshire High School,CUSD 300,508.4,492.7,450.0,450.0
Harry D Jacobs High School,CUSD 300,520.3,495.7,467.0,467.0
Central High School,Central CUSD 301,525.1,506.2,318.0,317.0
Kaneland Senior High School,Kaneland CUSD 302,511.1,497.6,335.0,335.0
St Charles East High School,St Charles CUSD 303,528.8,530.1,500.0,500.0
St Charles North High School,St Charles CUSD 303,534.4,544.3,474.0,474.0
Geneva Community High School,Geneva CUSD 304,553.1,539.8,392.0,394.0
Donovan Sr High School,Donovan CUSD 3,454.3,448.7,23.0,23.0
Central High School,Central CUSD 4,502.4,473.8,71.0,71.0
Cissna Park Sr High School,Cissna Park CUSD 6,478.4,448.8,25.0,25.0
Watseka Comm High School,Iroquois County CUSD 9,480.5,455.8,74.0,74.0
Iroquois West High School,Iroquois West CUSD 10,447.3,438.0,85.0,85.0
Milford High School Campus,Milford Area Public Schools District 124,483.5,486.8,38.0,38.0
Momence High School,Momence CUSD 1,449.1,425.1,85.0,86.0
Herscher High School,Herscher CUSD 2,479.2,484.5,111.0,111.0
Manteno High School,Manteno CUSD 5,479.4,458.3,156.0,157.0
Grant Park High School,Grant Park CUSD 6,490.7,446.7,30.0,30.0
Kankakee High School,Kankakee SD 111,420.7,389.7,284.0,285.0
St Anne Comm High School,St Anne CHSD 302,449.3,426.5,46.0,46.0
Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307,472.8,450.0,427.0,428.0
West Central High School,West Central CUSD 235,433.6,405.7,42.0,42.0
Knoxville Sr High School,Knoxville CUSD 202,468.4,454.2,67.0,67.0
Galesburg Senior High School,Galesburg CUSD 205,452.9,440.4,277.0,279.0
R O W V A Jr and  Sr High School,R O W V A CUSD 208,469.7,456.3,35.0,35.0
Williamsfield High School,Williamsfield CUSD 210,524.3,473.8,21.0,21.0
Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,448.1,416.8,69.0,69.0
Mercer County High School,Mercer County School District 404,480.0,461.5,80.0,80.0
Monmouth-Roseville High Sch,Monmouth-Roseville CUSD 238,437.4,439.0,118.0,118.0
United High School,United CUSD 304,484.8,475.9,46.0,46.0
Waukegan High School,Waukegan CUSD 60,417.0,396.5,945.0,945.0
Lake Zurich High School,Lake Zurich CUSD 95,559.0,558.6,400.0,401.0
Deerfield High School,Twp HSD 113,593.5,587.8,330.0,330.0
Highland Park High School,Twp HSD 113,549.2,534.4,431.0,431.0
Lake Forest High School,Lake Forest CHSD 115,572.5,574.3,353.0,353.0
Round Lake Senior High School,Round Lake CUSD 116,435.8,421.6,529.0,529.0
Antioch Comm High School,CHSD 117,505.3,487.1,291.0,291.0
Lakes Community High School,CHSD 117,512.7,502.4,313.0,313.0
Wauconda High School,Wauconda CUSD 118,506.9,479.9,361.0,361.0
Mundelein Cons High School,Mundelein Cons HSD 120,504.4,482.0,497.0,498.0
Warren Township High School,Warren Twp HSD 121,497.1,483.5,923.0,926.0
Grant Community High School,Grant CHSD 124,488.7,473.3,431.0,431.0
Adlai E Stevenson High School,Adlai E Stevenson HSD 125,597.9,613.8,1060.0,1060.0
Zion-Benton Twnshp Hi Sch,Zion-Benton Twp HSD 126,434.2,402.0,531.0,531.0
New Tech High - Zion-Benton East,Zion-Benton Twp HSD 126,453.2,404.7,88.0,88.0
Grayslake Central High School,Grayslake CHSD 127,528.1,494.8,316.0,316.0
Grayslake North High School,Grayslake CHSD 127,510.3,488.6,309.0,310.0
Libertyville High School,CHSD 128,577.2,562.6,423.0,423.0
Vernon Hills High School,CHSD 128,564.2,581.1,399.0,399.0
North Chicago Community High Sch,North Chicago SD 187,404.1,379.1,194.0,196.0
Barrington High School,Barrington CUSD 220,553.0,554.2,679.0,679.0
Leland High School,Leland CUSD 1,484.7,437.1,17.0,17.0
Serena High School,Serena CUSD 2,462.9,445.2,42.0,42.0
Earlville Jr/Sr High School,Earlville CUSD 9,480.4,453.0,27.0,27.0
Streator Twp High School,Streator Twp HSD 40,448.4,416.8,185.0,185.0
La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,489.2,452.0,272.0,272.0
Ottawa Township High School,Ottawa Twp HSD 140,465.5,444.6,291.0,292.0
Seneca High School,Seneca Twp HSD 160,490.6,464.8,88.0,88.0
Mendota Twp High School,Mendota Twp HSD 280,467.0,458.1,104.0,104.0
Henry-Senachwine High School,Henry-Senachwine CUSD 5,454.5,448.4,31.0,31.0
Midland High School,Midland CUSD 7,466.5,447.7,48.0,48.0
Putnam County High School,Putnam County CUSD 535,486.7,452.6,57.0,57.0
Argenta-Oreana High School,Argenta-Oreana CUSD 1,450.3,426.3,59.0,59.0
Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,524.6,486.5,82.0,82.0
Mt Zion High School,Mt Zion CUSD 3,535.8,515.3,178.0,178.0
Sangamon Valley High School,Sangamon Valley CUSD 9,451.9,429.1,47.0,47.0
Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,468.0,421.6,64.0,64.0
Meridian High School,Meridian CUSD 15,468.0,435.9,75.0,75.0
Eisenhower High School,Decatur SD 61,417.4,389.9,186.0,187.0
MacArthur High School,Decatur SD 61,427.7,391.1,251.0,251.0
Bement High School,Bement CUSD 5,497.8,454.4,18.0,18.0
Monticello High School,Monticello CUSD 25,523.6,499.5,102.0,102.0
Deland-Weldon High School,Deland-Weldon CUSD 57,444.5,391.8,11.0,11.0
Cerro Gordo Jr and Sr High School,Cerro Gordo CUSD 100,494.4,453.2,25.0,25.0
Calhoun High School,Calhoun CUSD 40,441.7,433.0,30.0,30.0
Brussels High School,Brussels CUSD 42,506.0,490.0,10.0,10.0
Carrollton High School,Carrollton CUSD 1,437.0,453.6,44.0,44.0
North Greene Jr/Sr High Sch,North Greene CUSD 3,449.6,436.6,51.0,51.0
Greenfield High School,Greenfield CUSD 10,451.8,444.2,38.0,38.0
Jersey Comm High School,Jersey CUSD 100,486.0,470.3,203.0,203.0
Carlinville High School,Carlinville CUSD 1,490.1,484.4,75.0,75.0
Northwestern High School,Northwestern CUSD 2,472.4,432.0,25.0,25.0
Mt Olive High School,Mount Olive CUSD 5,439.4,429.4,17.0,17.0
Staunton High School,Staunton CUSD 6,492.5,463.5,97.0,97.0
Gillespie High School,Gillespie CUSD 7,472.9,454.8,58.0,58.0
Bunker Hill High School,Bunker Hill CUSD 8,438.8,400.0,33.0,33.0
Southwestern High School,Southwestern CUSD 9,467.2,452.4,78.0,78.0
North Mac High School,North Mac CUSD 34,467.2,426.0,76.0,76.0
Roxana Sr High School,Roxana CUSD 1,457.0,445.1,118.0,118.0
Triad High School,Triad CUSD 2,515.9,513.3,272.0,272.0
Highland High School,Highland CUSD 5,499.3,491.8,201.0,201.0
Edwardsville High School,Edwardsville CUSD 7,527.1,510.3,585.0,585.0
Civic Memorial High School,Bethalto CUSD 8,478.6,445.1,159.0,159.0
Granite City High School,Granite City CUSD 9,452.0,426.0,309.0,346.0
Collinsville High School,Collinsville CUSD 10,460.8,437.2,477.0,481.0
Alton High School,Alton CUSD 11,459.0,447.5,398.0,398.0
Madison Senior High School,Madison CUSD 12,409.4,393.9,36.0,36.0
East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,446.7,423.1,110.0,110.0
Johnsburg High School,Johnsburg CUSD 12,500.1,487.4,144.0,144.0
Alden-Hebron High School,Alden Hebron SD 19,435.2,445.2,29.0,29.0
Harvard High School,Harvard CUSD 50,437.0,413.8,170.0,170.0
Marengo High School,Marengo CHSD 154,486.7,480.8,132.0,132.0
Crystal Lake Central High School,CHSD 155,511.9,491.8,387.0,387.0
Cary-Grove Community High School,CHSD 155,527.9,513.4,362.0,363.0
Crystal Lake South High School,CHSD 155,502.0,483.0,339.0,339.0
Prairie Ridge High School,CHSD 155,524.7,520.2,275.0,275.0
McHenry Community High School,McHenry CHSD 156,476.4,463.4,527.0,528.0
Richmond-Burton High School,Richmond-Burton CHSD 157,515.5,522.6,138.0,138.0
Huntley High School,Huntley Community School District 158,524.4,505.0,769.0,769.0
Woodstock High School,Woodstock CUSD 200,508.3,481.6,245.0,245.0
Woodstock North High School,Woodstock CUSD 200,498.9,475.7,217.0,217.0
Valmeyer High School,Valmeyer CUSD 3,488.6,448.6,35.0,35.0
Columbia High School,Columbia CUSD 4,511.0,508.4,147.0,147.0
Waterloo High School,Waterloo CUSD 5,507.1,501.4,208.0,208.0
Coulterville High School,Coulterville USD 1,441.7,402.2,18.0,18.0
Red Bud High School,Red Bud CUSD 132,478.9,461.3,101.0,101.0
Steeleville High School,Steeleville CUSD 138,497.3,515.0,26.0,26.0
Chester High School,Chester CUSD 139,454.7,420.1,81.0,81.0
Sparta High School,Sparta CUSD 140,448.9,441.0,72.0,72.0
Dixon High School,Dixon USD 170,467.2,433.3,168.0,168.0
Amboy High School,Amboy CUSD 272,470.4,439.2,49.0,49.0
Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,475.7,427.1,35.0,35.0
Rochelle Twp High School,Rochelle Twp HSD 212,466.2,456.9,201.0,202.0
Oregon  Jr/Sr High School,Oregon CUSD 220,471.1,445.8,106.0,106.0
Forreston Jr/Sr High Sch,Forrestville Valley CUSD 221,482.5,478.4,57.0,57.0
Polo Comm High School,Polo CUSD 222,481.8,452.2,45.0,45.0
Stillman Valley High School,Meridian CUSD 223,499.5,477.9,131.0,131.0
Byron High School 9-12,Byron CUSD 226,519.7,497.5,106.0,106.0
Erie High School,Erie CUSD 1,513.9,485.2,44.0,44.0
Fulton High School,River Bend CUSD 2,483.3,472.2,69.0,69.0
Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,475.9,446.3,49.0,49.0
Sterling High School,Sterling CUSD 5,460.0,454.4,233.0,233.0
Morrison High School,Morrison CUSD 6,494.2,470.8,66.0,66.0
Rock Falls Township High School,Rock Falls Twp HSD 301,491.5,457.5,131.0,131.0
Manual High School,Peoria SD 150,378.6,357.2,146.0,146.0
Peoria High School,Peoria SD 150,395.0,375.5,286.0,288.0
Richwoods High School,Peoria SD 150,484.4,460.8,371.0,372.0
Quest Charter School Academy,Peoria SD 150,393.6,363.3,45.0,45.0
Farmington Central High Sch,Farmington Central CUSD 265,478.8,453.7,76.0,76.0
Brimfield High School,Brimfield CUSD 309,513.0,505.2,63.0,63.0
Limestone Community High School,Limestone CHSD 310,457.4,452.1,208.0,208.0
Il Valley Central High School,Il Valley Central USD 321,495.6,487.6,140.0,141.0
Elmwood High School,Elmwood CUSD 322,509.5,475.7,42.0,42.0
Dunlap High School,Dunlap CUSD 323,557.2,560.2,319.0,320.0
Peoria Heights High School,Peoria Heights CUSD 325,439.8,410.8,50.0,50.0
Princeville High School,Princeville CUSD 326,506.1,502.8,46.0,46.0
Illini Bluffs High School,Illini Bluffs CUSD 327,497.8,485.8,69.0,69.0
United Twp High School,United Twp HSD 30,444.5,428.3,401.0,401.0
Moline Sr High School,Moline-Coal Valley CUSD 40,466.1,449.1,493.0,493.0
Rock Island High School,Rock Island SD 41,440.2,419.5,411.0,411.0
Riverdale Sr High School,Riverdale CUSD 100,504.3,505.5,67.0,67.0
Sherrard High School,Sherrard CUSD 200,480.0,461.3,119.0,119.0
Rockridge High School,Rockridge CUSD 300,499.4,480.6,72.0,72.0
Lebanon High School,Lebanon CUSD 9,486.2,445.5,29.0,29.0
Mascoutah High School,Mascoutah CUD 19,528.6,505.5,266.0,266.0
Marissa Jr & Sr High School,Marissa CUSD 40,449.4,444.7,47.0,47.0
New Athens High School,New Athens CUSD 60,471.8,437.9,28.0,28.0
Freeburg Community High Sch,Freeburg CHSD 77,506.3,496.9,172.0,172.0
Cahokia High School,Cahokia CUSD 187,400.5,377.5,154.0,154.0
SIU Charter Sch of East St Louis,East St Louis SD 189,411.4,390.0,30.0,30.0
East St Louis Senior High School,East St Louis SD 189,396.9,377.5,292.0,292.0
Dupo High School,Community Unit School District No 196,439.3,416.7,55.0,55.0
Belleville High School-East,Belleville Twp HSD 201,482.9,462.8,579.0,581.0
Belleville High School-West,Belleville Twp HSD 201,462.5,440.8,518.0,518.0
O Fallon High School,O Fallon Twp HSD 203,517.9,504.5,583.0,584.0
Porta High School,Porta CUSD 202,480.4,461.3,68.0,68.0
Athens Sr High School,Athens CUSD 213,496.7,464.3,82.0,82.0
Tri-City High School,Tri City CUSD 1,479.6,449.3,27.0,27.0
Rochester High School,Rochester CUSD 3A,505.2,485.1,158.0,158.0
Glenwood High School,Ball Chatham CUSD 5,516.2,507.3,362.0,362.0
Pleasant Plains High School,Pleasant Plains CUSD 8,504.6,491.4,98.0,98.0
Auburn High School,Auburn CUSD 10,483.9,445.6,89.0,89.0
Pawnee Jr/Sr High Sch,Pawnee CUSD 11,480.3,441.9,36.0,36.0
Riverton High School,Riverton CUSD 14,471.2,443.3,92.0,92.0
Williamsville High School,Williamsville CUSD 15,516.1,491.2,101.0,101.0
New Berlin High School,New Berlin CUSD 16,495.1,479.5,57.0,57.0
Lanphier High School,Springfield SD 186,442.3,418.3,155.0,155.0
Springfield High School,Springfield SD 186,502.0,483.5,361.0,361.0
Springfield Southeast High Sch,Springfield SD 186,435.0,402.5,272.0,273.0
Havana High School,Havana CUSD 126,465.3,443.4,73.0,73.0
Illini Central High School,Illini Central CUSD 189,479.4,456.8,47.0,47.0
Midwest Central High School,Midwest Central CUSD 191,460.3,438.3,59.0,59.0
Pekin Community High School,Pekin CSD 303,465.3,463.5,417.0,416.0
Washington Comm High School,Washington CHSD 308,520.9,526.7,330.0,329.0
East Peoria High School,East Peoria CHSD 309,465.5,447.0,200.0,200.0
Dee-Mack High School,Deer Creek-Mackinaw CUSD 701,513.6,475.2,64.0,65.0
Tremont High School,Tremont CUSD 702,481.7,482.1,70.0,70.0
Delavan High School,Delavan CUSD 703,506.3,480.3,30.0,30.0
Morton High School,Morton CUSD 709,546.9,537.5,255.0,254.0
Fieldcrest High School,Fieldcrest CUSD 6,459.3,438.9,70.0,70.0
El Paso-Gridley High School,El Paso-Gridley CUSD 11,507.2,489.6,93.0,93.0
Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,471.8,464.5,22.0,22.0
Roanoke-Benson High School,Roanoke Benson CUSD 60,512.8,492.0,25.0,25.0
Metamora High School,County of Woodford School,527.6,518.3,225.0,225.0
Eureka High School,Eureka CUD 140,522.1,524.8,98.0,98.0
Westville High School,Westville CUSD 2,466.7,443.3,79.0,79.0
Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,425.5,423.8,53.0,53.0
Hoopeston Area High School,Hoopeston Area CUSD 11,445.0,424.4,68.0,68.0
Oakwood High School,Oakwood CUSD 76,467.6,454.9,71.0,71.0
Danville High School,Danville CCSD 118,425.0,394.6,281.0,281.0
Armstrong High School,Armstrong Twp HSD 225,500.3,463.1,29.0,29.0
Salt Fork High School,Salt Fork Community Unit District  512,457.3,438.3,48.0,48.0
Bismarck Henning Rossville Alvin Cooperative High School,Bismarck Henning Rossville Alvin Cooperative High School,468.9,452.7,88.0,88.0
Beecher High School,Beecher CUSD 200U,515.3,473.5,85.0,85.0
Crete-Monee High School,Crete Monee CUSD 201U,443.1,417.4,378.0,379.0
Plainfield High School,Plainfield SD 202,482.3,478.3,476.0,477.0
Plainfield South High School,Plainfield SD 202,472.9,471.3,573.0,575.0
Plainfield North High School,Plainfield SD 202,524.7,514.2,561.0,561.0
Plainfield East High School,Plainfield SD 202,490.1,482.2,475.0,476.0
Joliet Central High School,Joliet Twp HSD 204,431.2,416.7,785.0,786.0
Joliet West High School,Joliet Twp HSD 204,459.2,444.3,815.0,816.0
Lockport Township High Sch East,Lockport Twp HSD 205,502.8,500.7,982.0,981.0
Peotone High School,Peotone CUSD 207U,467.5,438.5,110.0,110.0
Wilmington High School,Wilmington CUSD 209U,488.1,468.2,111.0,111.0
Lincoln-Way Central High School,Lincoln Way CHSD 210,549.9,540.7,471.0,472.0
Lincoln-Way East High School,Lincoln Way CHSD 210,553.0,541.8,677.0,677.0
Lincoln Way West,Lincoln Way CHSD 210,535.7,523.0,473.0,473.0
Reed-Custer High School,Reed Custer CUSD 255U,478.8,466.8,100.0,100.0
Bolingbrook High School,Valley View CUSD 365U,476.9,465.7,746.0,748.0
Romeoville High School,Valley View CUSD 365U,467.6,459.8,474.0,474.0
University High School,ISU  Laboratory Schools,561.2,574.5,145.0,145.0
University of Illinois High Sch,University of Ill Lab School,716.2,723.8,60.0,60.0
Illinois Mathematics and Science Academy,Illinois Mathematics & Science Academy,668.6,710.5,186.0,186.0
