School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation
Sandwich Community High School,Sandwich CUSD 430,496.9,498.8,153.0,153.0
Pittsfield High School,Pikeland CUSD 10,500.4,477.2,74.0,74.0
CICS - Ralph Ellison Campus,City of Chicago SD 299,407.1,413.4,76.0,76.0
Okaw Valley High School,Okaw Valley CUSD 302,456.6,436.8,41.0,41.0
Metea Valley High School,Indian Prairie CUSD 204,553.3,573.8,714.0,714.0
Cissna Park Sr High School,Cissna Park CUSD 6,533.7,494.2,19.0,19.0
Payton College Preparatory HS,City of Chicago SD 299,669.7,677.2,282.0,282.0
Red Bud High School,Red Bud CUSD 132,484.2,470.9,106.0,106.0
DD Eisenhower High Sch (Campus),CHSD 218,437.7,436.9,447.0,447.0
Griggsville-Perry High School,Griggsville-Perry CUSD 4,471.2,425.0,26.0,26.0
Belvidere High School,Belvidere CUSD 100,460.0,449.9,270.0,270.0
Woodstock High School,Woodstock CUSD 200,512.1,512.4,233.0,233.0
Bloomington High School,Bloomington SD 87,477.1,460.4,339.0,339.0
Shelbyville High School,Shelbyville CUSD 4,495.4,497.8,69.0,69.0
Fulton High School,River Bend CUSD 2,498.8,458.6,64.0,64.0
Glenbard East High School,Glenbard Twp HSD 87,494.3,489.9,534.0,534.0
Noble St Chtr-Muchin College Prep,City of Chicago SD 299,499.6,519.0,232.0,232.0
Washington G High School,City of Chicago SD 299,452.5,443.5,324.0,324.0
Patoka Sr High School,Patoka CUSD 100,498.3,466.7,12.0,12.0
Solorio Academy High School,City of Chicago SD 299,483.4,502.2,260.0,260.0
Grayville Jr Sr High School,Grayville CUSD 1,435.3,472.4,17.0,17.0
Addison Trail High School,DuPage HSD 88,456.2,460.6,438.0,438.0
Georgetown-Ridge Farm High School,Georgetown-Ridge Farm CUD 4,466.6,431.9,67.0,67.0
United High School,United CUSD 304,506.7,509.5,63.0,63.0
Washington Comm High School,Washington CHSD 308,518.9,523.9,338.0,338.0
Gallatin High School,Gallatin CUSD 7,463.5,455.9,46.0,46.0
Steinmetz College Prep HS,City of Chicago SD 299,435.3,417.5,317.0,317.0
Westmont High School,CUSD 201,541.1,540.9,110.0,110.0
Centralia High School,Centralia HSD 200,472.2,468.4,223.0,223.0
Farmington Central High Sch,Farmington Central CUSD 265,474.6,453.0,101.0,101.0
Hampshire High School,CUSD 300,527.9,533.4,387.0,387.0
Stockton Sr High School,Stockton CUSD 206,505.6,496.9,39.0,39.0
Noble St Chtr-UIC College Prep,City of Chicago SD 299,515.8,550.2,223.0,223.0
LeRoy High School,LeRoy CUSD 2,499.1,499.4,53.0,53.0
Lane Technical High School,City of Chicago SD 299,608.6,627.0,902.0,902.0
North Clay Community High School,North Clay CUSD 25,468.7,459.8,47.0,47.0
Noble St Chtr-Johnson College Prep,City of Chicago SD 299,437.6,448.5,163.0,163.0
Oswego High School,CUSD 308,515.4,515.3,656.0,656.0
IHSCA Charter High School,City of Chicago SD 299,417.1,405.9,158.0,158.0
Noble St Chtr-Baker Campus,City of Chicago SD 299,442.3,457.3,44.0,44.0
King College Prep High School,City of Chicago SD 299,517.7,508.0,103.0,103.0
Jones College Prep High School,City of Chicago SD 299,640.1,644.5,448.0,448.0
YBMC Charter Sch,McLean County USD 5,392.0,363.5,20.0,20.0
Central A & M High School,Central A & M CUD 21,490.0,462.5,56.0,56.0
Annawan High School,Annawan CUSD 226,499.6,510.0,25.0,25.0
Quest Charter School Academy,Peoria SD 150,433.2,439.1,53.0,53.0
Canton High School,Canton Union SD 66,497.4,489.2,156.0,156.0
Infinity Math  Science & Tech HS,City of Chicago SD 299,439.3,488.8,96.0,96.0
Pawnee Jr/Sr High Sch,Pawnee CUSD 11,501.5,453.0,40.0,40.0
Oak Lawn Comm High School,Oak Lawn CHSD 229,477.6,482.6,449.0,449.0
Willowbrook High School,DuPage HSD 88,515.0,514.3,422.0,422.0
Orr Academy High School,City of Chicago SD 299,390.9,381.3,76.0,76.0
Mascoutah High School,Mascoutah CUD 19,538.1,540.6,270.0,270.0
Illini Bluffs High School,Illini Bluffs CUSD 327,502.0,495.1,69.0,69.0
Cumberland High School,Cumberland CUSD 77,486.2,474.6,69.0,69.0
Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,462.6,473.5,57.0,57.0
Glenbrook North High School,Northfield Twp HSD 225,584.1,601.2,506.0,506.0
IJLA Charter High School,City of Chicago SD 299,413.0,391.0,40.0,40.0
Minooka Community High School,Minooka CHSD 111,511.9,500.6,684.0,684.0
Vernon Hills High School,CHSD 128,575.9,599.4,339.0,339.0
Geneva Community High School,Geneva CUSD 304,557.1,579.1,475.0,475.0
Taft High School,City of Chicago SD 299,501.5,491.0,725.0,725.0
Rock Island High School,Rock Island SD 41,448.6,435.7,372.0,372.0
Chester High School,Chester CUSD 139,471.2,455.6,86.0,86.0
Marion High School,Marion CUSD 2,499.2,472.8,228.0,228.0
Vandalia Community High School,Vandalia CUSD 203,457.5,456.8,92.0,92.0
YCCS Chtr - Chatham,City of Chicago SD 299,379.0,360.3,73.0,73.0
Fieldcrest High School,Fieldcrest CUSD 6,498.4,495.4,70.0,70.0
Niles North High School,Niles Twp HSD 219,527.9,531.4,459.0,459.0
St Charles North High School,St Charles CUSD 303,548.4,569.4,485.0,485.0
Clay City High School,Clay City CUSD 10,459.2,441.7,12.0,12.0
Prosser Career Academy HS,City of Chicago SD 299,476.1,477.6,310.0,310.0
Flora High School,Flora CUSD 35,470.7,433.0,57.0,57.0
Prairie Central High School,Prairie Central CUSD 8,501.1,493.9,135.0,135.0
Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,569.7,566.5,782.0,782.0
Trico Senior High School,Trico CUSD 176,475.0,462.8,76.0,76.0
Bluffs High School,Scott-Morgan CUSD 2,452.1,463.2,19.0,19.0
CICS - Northtown  Campus,City of Chicago SD 299,447.7,462.4,218.0,218.0
Hononegah CHD High School,Hononegah CHD 207,544.7,539.3,450.0,450.0
East Leyden High School,Leyden CHSD 212,484.2,483.3,450.0,450.0
Warren Jr/Sr High School,Warren CUSD 205,501.7,508.9,18.0,18.0
YCCS-Westside Holistic Ldr Acad HS,City of Chicago SD 299,374.3,366.3,49.0,49.0
Phoenix Military Academy HS,City of Chicago SD 299,482.6,490.0,119.0,119.0
York Comm High School,Elmhurst SD 205,566.3,571.8,697.0,697.0
Kennedy High School,City of Chicago SD 299,482.6,469.0,396.0,396.0
Frankfort Community High School,Frankfort CUSD 168,480.7,480.6,83.0,83.0
Bond Cty Comm Unit 2 High School,Bond County CUSD 2,478.1,480.0,123.0,123.0
Galva Jr-Sr High School,Galva CUSD 224,476.3,458.3,41.0,41.0
Legal Prep Academy Charter HS,City of Chicago SD 299,409.0,420.6,80.0,80.0
Century Jr/Sr High School,Century CUSD 100,445.1,419.4,35.0,35.0
Olympia High School,Olympia CUSD 16,496.2,494.7,136.0,136.0
Earlville Jr/Sr High School,Earlville CUSD 9,503.9,485.4,27.0,27.0
Lemont Twp High School,Lemont Twp HSD 210,546.0,551.4,317.0,317.0
Greenfield High School,Greenfield CUSD 10,511.7,502.9,24.0,24.0
Lanphier High School,Springfield SD 186,425.5,427.2,221.0,221.0
Richland County High School,Richland County CUSD 1,464.3,454.8,157.0,157.0
Yorkville High School,Yorkville CUSD 115,516.0,504.7,452.0,452.0
Williamsfield High School,Williamsfield CUSD 210,493.5,453.0,20.0,20.0
Vienna High School,Vienna HSD 133,489.0,457.7,78.0,78.0
Highland High School,Highland CUSD 5,493.1,491.6,192.0,192.0
Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,454.0,484.3,88.0,88.0
Egyptian Sr High School,Egyptian CUSD 5,486.2,456.7,21.0,21.0
Argo Community High School,Argo CHSD 217,469.1,483.8,467.0,467.0
Carl Sandburg High School,Cons HSD 230,531.0,529.1,757.0,757.0
Carterville High School,Carterville CUSD 5,537.8,524.5,146.0,146.0
Thornton Fractnl No High School,Thornton Fractional Twp HSD 215,439.8,421.7,337.0,337.0
Eldorado High School,Eldorado CUSD 4,452.4,430.9,86.0,86.0
Arthur-Lovington-Atwood-Hammond High School,Arthur CUSD 305,470.5,468.7,78.0,78.0
Seymour High School,Payson CUSD 1,470.9,454.1,34.0,34.0
Herscher High School,Herscher CUSD 2,496.1,507.8,133.0,133.0
South Beloit Sr High School,County of Winnebago SD 320,469.8,486.8,59.0,59.0
Larkin High School,SD U-46,439.5,438.9,438.0,438.0
Sesser-Valier High School,Sesser-Valier CUSD 196,500.9,505.6,43.0,43.0
Mount Carmel High School,Wabash CUSD 348,488.6,497.4,118.0,118.0
Noble St Chtr - Mansueto,City of Chicago SD 299,503.2,530.5,145.0,145.0
Palatine High School,Township HSD 211,499.0,511.1,645.0,645.0
Farragut Career Academy HS,City of Chicago SD 299,413.2,414.3,161.0,161.0
Oblong High School,Oblong CUSD 4,476.3,471.7,41.0,41.0
Red Hill Jr/Sr High School,Red Hill CUSD 10,491.0,474.2,59.0,59.0
Chicago Math & Sci Elem Charter,City of Chicago SD 299,482.5,542.8,76.0,76.0
Rickover Naval Academy High Schl,City of Chicago SD 299,481.1,476.4,123.0,123.0
Kewanee High School,Kewanee CUSD 229,449.9,433.6,118.0,118.0
Il Valley Central High School,Il Valley Central USD 321,501.2,500.4,153.0,153.0
Plainfield North High School,Plainfield SD 202,536.4,549.6,572.0,572.0
Waterloo High School,Waterloo CUSD 5,531.2,541.7,218.0,218.0
Zion-Benton Twnshp Hi Sch,Zion-Benton Twp HSD 126,458.5,439.5,488.0,488.0
Belleville High School-East,Belleville Twp HSD 201,490.1,488.9,617.0,617.0
Williams Medical Prep High Sch,City of Chicago SD 299,440.7,406.9,29.0,29.0
Morgan Park High School,City of Chicago SD 299,444.5,431.7,285.0,285.0
Libertyville High School,CHSD 128,589.1,597.1,459.0,459.0
H L Richards High Sch(Campus),CHSD 218,454.4,452.9,409.0,409.0
Harrisburg High School,Harrisburg CUSD 3,466.8,431.8,136.0,136.0
Rich Central Campus High School,Rich Twp HSD 227,432.3,420.5,258.0,258.0
AlWood  Middle/High School,AlWood CUSD 225,469.5,443.8,21.0,21.0
New Trier Township H S Winnetka,New Trier Twp HSD 203,611.9,627.6,1000.0,1000.0
YCCS-Innovations of Arts Integr HS,City of Chicago SD 299,384.3,363.7,116.0,116.0
YCCS-ASPIRA Pantoja Alt HS,City of Chicago SD 299,397.3,385.1,59.0,59.0
Aspira Charter - Business and Finance HS,City of Chicago SD 299,416.6,412.0,163.0,163.0
Rossville-Alvin Elem School,Rossville-Alvin CUSD 7,370.0,300.0,,
Crete-Monee High School,Crete Monee CUSD 201U,462.2,445.0,378.0,378.0
Naperville North High School,Naperville CUSD 203,571.9,586.4,642.0,642.0
Odin Attendance Center 9-12,Odin PSD 722,428.3,415.0,12.0,12.0
Princeville High School,Princeville CUSD 326,508.7,535.3,55.0,55.0
Dieterich Jr/Sr High School,Dieterich CUSD 30,458.3,457.8,23.0,23.0
Morton High School,Morton CUSD 709,555.8,564.5,222.0,222.0
Galena High School,Galena USD 120,516.1,502.8,61.0,61.0
Waltonville High School,Waltonville CUSD 1,474.5,448.7,31.0,31.0
Richards Career Academy HS,City of Chicago SD 299,396.9,379.3,67.0,67.0
Ogden Int High School,City of Chicago SD 299,500.2,483.1,127.0,127.0
Delavan High School,Delavan CUSD 703,528.8,520.8,26.0,26.0
Wayne City High School,Wayne City CUSD 100,463.5,448.1,31.0,31.0
Granite City High School,Granite City CUSD 9,448.6,438.2,414.0,414.0
Valmeyer High School,Valmeyer CUSD 3,485.0,474.5,22.0,22.0
Urban Prep Chtr Acad West Campus HS,City of Chicago SD 299,414.4,410.0,39.0,39.0
Edwards County High School,Edwards County CUSD 1,494.5,489.1,65.0,65.0
Triad High School,Triad CUSD 2,512.4,514.5,275.0,275.0
Warsaw Sr High School,Warsaw CUSD 316,488.4,462.1,38.0,38.0
Beardstown Jr/Sr High School,Beardstown CUSD 15,447.7,426.6,115.0,115.0
Putnam County High School,Putnam County CUSD 535,495.4,476.1,59.0,59.0
Manley Career Academy High School,City of Chicago SD 299,385.8,357.3,52.0,52.0
Maine East High School,Maine Township HSD 207,491.2,497.3,447.0,447.0
Genoa-Kingston High School,Genoa Kingston CUSD 424,492.4,487.1,144.0,144.0
Chicago HS for Agricult Sciences,City of Chicago SD 299,496.1,500.7,153.0,153.0
Wells Community Academy HS,City of Chicago SD 299,408.6,406.7,88.0,88.0
Manteno High School,Manteno CUSD 5,473.1,460.9,169.0,169.0
Moline Sr High School,Moline-Coal Valley CUSD 40,472.0,471.7,476.0,476.0
Springfield Learning Academy,Springfield SD 186,381.4,362.3,22.0,22.0
Unity High School,CUSD 4,470.2,453.3,49.0,49.0
Thompsonville High School,Thompsonville CUSD 174,486.5,463.5,23.0,23.0
Argenta-Oreana High School,Argenta-Oreana CUSD 1,496.1,466.2,66.0,66.0
Bunker Hill High School,Bunker Hill CUSD 8,474.9,442.8,43.0,43.0
World Language High School,City of Chicago SD 299,440.5,424.0,96.0,96.0
West Carroll High School,West Carroll CUSD 314,450.9,422.3,74.0,74.0
Havana High School,Havana CUSD 126,497.1,472.6,65.0,65.0
North-Grand High School,City of Chicago SD 299,431.9,442.0,204.0,204.0
Flanagan-Cornell High School,Flanagan-Cornell Dist 74,481.9,451.3,32.0,32.0
Naperville Central High School,Naperville CUSD 203,577.5,593.9,702.0,702.0
DeKalb High School,DeKalb CUSD 428,490.4,473.7,452.0,452.0
Unity High School,Tolono CUSD 7,489.7,488.1,135.0,135.0
Maine South High School,Maine Township HSD 207,559.6,577.8,599.0,599.0
Alton High School,Alton CUSD 11,474.1,480.1,448.0,448.0
Bronzeville Scholastic HS,City of Chicago SD 299,403.8,402.1,34.0,34.0
New Berlin High School,New Berlin CUSD 16,528.4,511.4,70.0,70.0
Hiawatha Jr/Sr High School,Hiawatha CUSD 426,493.8,500.3,34.0,34.0
Lawrenceville High School,Lawrence County CUD 20,451.7,436.4,72.0,72.0
Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,437.4,425.0,46.0,46.0
Central Comm High School,Central CHSD 71,518.0,524.0,136.0,136.0
Belvidere North High Sch,Belvidere CUSD 100,488.3,479.9,384.0,384.0
CICS - Quest North Campus,City of Chicago SD 299,418.4,386.7,64.0,64.0
Mattoon High School,Mattoon CUSD 2,480.8,481.0,236.0,236.0
Elverado High School,Elverado CUSD 196,490.8,467.3,26.0,26.0
Hoopeston Area High School,Hoopeston Area CUSD 11,463.5,433.1,68.0,68.0
Wheaton Warrenville South H S,CUSD 200,535.7,539.9,471.0,471.0
Comm H S Dist 99 - North H S,CHSD 99,547.2,569.5,505.0,505.0
Huntley High School,Huntley Community School District 158,532.8,533.6,735.0,735.0
Plainfield High School,Plainfield SD 202,504.3,506.1,496.0,496.0
Christopher High,Christopher USD 99,463.3,440.5,55.0,55.0
Springfield Southeast High Sch,Springfield SD 186,447.2,428.1,213.0,213.0
Pecatonica High School,Pecatonica CUSD 321,522.7,508.4,51.0,51.0
Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,502.3,489.8,43.0,43.0
Plano High School,Plano CUSD 88,486.0,458.5,181.0,181.0
YCCS-Truman Middle College HS,City of Chicago SD 299,421.2,399.6,75.0,75.0
Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,502.3,511.6,44.0,44.0
Kankakee High School,Kankakee SD 111,437.1,418.2,316.0,316.0
Woodstock North High School,Woodstock CUSD 200,505.5,492.8,225.0,225.0
Central High School,Central CUSD 4,494.6,499.0,81.0,81.0
Grant Community High School,Grant CHSD 124,491.6,493.7,443.0,443.0
Rolling Meadows High School,Township HSD 214,513.6,526.0,481.0,481.0
Central High School,Central CUSD 3,477.7,484.2,60.0,60.0
Prospect High School,Township HSD 214,569.6,588.6,528.0,528.0
Eureka High School,Eureka CUD 140,546.7,545.0,123.0,123.0
YCCS-CCA Academy HS,City of Chicago SD 299,373.9,355.6,59.0,59.0
Mt Olive High School,Mount Olive CUSD 5,483.2,466.1,28.0,28.0
Mather High School,City of Chicago SD 299,450.4,461.5,331.0,331.0
Urban Prep Chtr Acad Englewood HS,City of Chicago SD 299,407.6,377.6,50.0,50.0
Clinton High School,Clinton CUSD 15,464.1,446.8,132.0,132.0
Thornton Fractnl So High School,Thornton Fractional Twp HSD 215,453.2,439.6,446.0,446.0
Heritage High School,Heritage CUSD 8,476.0,447.5,40.0,40.0
Morris Community High School,Morris CHSD 101,487.4,506.6,220.0,220.0
Pekin Community High School,Pekin CSD 303,475.6,491.7,395.0,395.0
Chicago Virtual Charter School,City of Chicago SD 299,474.2,453.3,48.0,48.0
Edwardsville High School,Edwardsville CUSD 7,529.5,534.2,566.0,566.0
Rochester High School,Rochester CUSD 3A,531.0,511.8,191.0,191.0
Foundations College Prep Charter,City of Chicago SD 299,398.7,397.4,46.0,46.0
Okawville Jr/Sr High School,West Washington Co CUD 10,498.5,500.6,33.0,33.0
A-C Central High School,A-C Central CUSD 262,485.8,454.5,31.0,31.0
YCCS-Youth Connection Leadership Academy,City of Chicago SD 299,388.0,359.3,75.0,75.0
Momence High School,Momence CUSD 1,450.0,431.6,85.0,85.0
Antioch Comm High School,CHSD 117,505.8,512.0,299.0,299.0
South Shore Intl Col Prep HS,City of Chicago SD 299,478.9,439.2,136.0,136.0
Hancock College Preparatory HS,City of Chicago SD 299,543.5,543.3,231.0,231.0
Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,419.0,415.7,30.0,30.0
YCCS-Austin Career Ed Cntr HS,City of Chicago SD 299,367.4,350.8,39.0,39.0
Oswego East High School,CUSD 308,516.9,520.4,670.0,670.0
Chrisman High School,Edgar County CUD 6,448.4,419.6,25.0,25.0
Lake View High School,City of Chicago SD 299,465.1,464.2,345.0,345.0
Villa Grove High School,Villa Grove CUSD 302,475.6,453.8,55.0,55.0
La Salle-Peru Twp High School,La Salle-Peru Twp HSD 120,496.5,478.3,277.0,277.0
Robinson High School,Robinson CUSD 2,480.1,456.7,105.0,105.0
Serena High School,Serena CUSD 2,499.8,462.3,48.0,48.0
Bremen High School,Bremen CHSD 228,445.4,442.4,373.0,373.0
Bement High School,Bement CUSD 5,448.6,425.2,21.0,21.0
Watseka Comm High School,Iroquois County CUSD 9,482.0,484.7,59.0,59.0
Columbia High School,Columbia CUSD 4,515.4,547.4,162.0,162.0
Civic Memorial High School,Bethalto CUSD 8,465.9,452.0,178.0,178.0
GCMS High School,Gibson City-Melvin-Sibley CUSD 5,516.6,522.9,77.0,77.0
Central High School,Champaign CUSD 4,501.9,498.5,297.0,297.0
Pana Sr High School,Pana CUSD 8,491.5,470.9,89.0,89.0
Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,477.7,453.7,95.0,95.0
Maroa-Forsyth Senior High Sch,Maroa Forsyth CUSD 2,520.8,506.0,95.0,95.0
Jersey Comm High School,Jersey CUSD 100,489.5,487.2,217.0,217.0
Harlem High School,Harlem UD 122,480.3,469.4,464.0,464.0
Julian High School,City of Chicago SD 299,388.7,376.1,122.0,122.0
Phillips Academy High School,City of Chicago SD 299,398.5,393.4,209.0,209.0
Simeon Career Academy High School,City of Chicago SD 299,417.8,405.1,268.0,268.0
Meredosia-Chambersburg High Sch,Meredosia-Chambersburg CUSD 11,517.3,462.7,11.0,11.0
Du Quoin High School,Du Quoin CUSD 300,479.0,467.9,100.0,100.0
Goode STEM Academy HS,City of Chicago SD 299,429.8,436.6,220.0,220.0
Warrensburg-Latham High School,Warrensburg-Latham CUSD 11,498.7,443.4,76.0,76.0
Perspectives Chtr - High School of Technology,City of Chicago SD 299,421.7,399.8,65.0,65.0
Greenview Jr/Sr High School,Greenview CUSD 200,457.1,455.7,,
Bloom Trail High School,Bloom Twp HSD 206,439.0,415.9,269.0,269.0
Crystal Lake Central High School,CHSD 155,509.1,514.1,364.0,364.0
Streator Twp High School,Streator Twp HSD 40,460.7,451.5,188.0,188.0
Southwestern High School,Southwestern CUSD 9,489.9,477.9,117.0,117.0
Glenbard West High School,Glenbard Twp HSD 87,544.6,548.2,551.0,551.0
Guilford High School,Rockford SD 205,462.8,445.7,471.0,471.0
Crab Orchard High School,Crab Orchard CUSD 3,460.3,436.4,33.0,33.0
Young Womens Leadership Chartr HS,City of Chicago SD 299,418.9,419.6,28.0,28.0
Deland-Weldon High School,Deland-Weldon CUSD 57,492.1,450.5,19.0,19.0
Waukegan High School,Waukegan CUSD 60,430.2,424.2,1045.0,1045.0
Brimfield High School,Brimfield CUSD 309,525.2,531.9,54.0,54.0
Multicultural Acad of Scholarshp HS,City of Chicago SD 299,407.8,402.7,45.0,45.0
Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,503.5,498.8,17.0,17.0
Indian Creek High School,Indian Creek CUSD 425,485.4,489.6,52.0,52.0
Sullivan High School,City of Chicago SD 299,400.6,420.8,181.0,181.0
North Lawndale Prep Chtr-Collins,City of Chicago SD 299,415.3,398.6,78.0,78.0
Charleston High School,Charleston CUSD 1,500.2,488.1,191.0,191.0
Chicago Technology Academy HS,City of Chicago SD 299,414.9,393.4,47.0,47.0
Cambridge Lakes Charter School,CUSD 300,483.3,445.8,12.0,12.0
Tri-Valley High School,Tri Valley CUSD 3,530.7,545.4,76.0,76.0
Noble St Chtr-Noble Campus,City of Chicago SD 299,502.2,539.8,169.0,169.0
Kaneland Senior High School,Kaneland CUSD 302,514.0,519.9,332.0,332.0
Chicago Military Academy HS,City of Chicago SD 299,448.8,425.5,86.0,86.0
Ashton-Franklin Center HS,Ashton-Franklin Center CUSD 275,482.3,467.2,43.0,43.0
Prophetstown High School,Prophetstown-Lyndon-Tampico CUSD3,464.9,464.7,45.0,45.0
Newton Comm High School,Jasper County CUD 1,486.6,474.0,118.0,118.0
Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,437.7,451.3,31.0,31.0
Meridian High School,Meridian CUSD 101,402.5,381.6,32.0,32.0
Waverly Junior/Senior High School,Waverly CUSD 6,470.3,504.0,35.0,35.0
Quincy Sr High School,Quincy SD 172,477.4,464.2,406.0,406.0
Schaumburg High School,Township HSD 211,516.3,545.2,532.0,532.0
Blue Ridge High School,Blue Ridge CUSD 18,495.8,473.2,50.0,50.0
Mulberry Grove Sr High School,Mulberry Grove CUSD 1,460.4,460.8,25.0,25.0
Princeton High School,Princeton HSD 500,501.4,493.1,129.0,129.0
Marshall High School,Marshall CUSD 2C,506.3,492.6,95.0,95.0
Southland College Prep Charter High School,Southland College Prep Charter High School,506.8,490.6,139.0,139.0
Monticello High School,Monticello CUSD 25,521.5,512.8,108.0,108.0
Salem Community High School,Salem CHSD 600,484.1,472.9,147.0,147.0
Reavis High School,Reavis Twp HSD 220,474.7,477.6,434.0,434.0
Crystal Lake South High School,CHSD 155,528.3,534.4,325.0,325.0
Thornton Township High School,Thornton Twp HSD 205,427.5,419.7,437.0,437.0
West Central High School,West Central CUSD 235,465.0,440.4,52.0,52.0
Lisle High School,Lisle CUSD 202,537.7,554.0,105.0,105.0
Urban Prep Chtr Acad Bronzeville HS,City of Chicago SD 299,426.1,413.7,62.0,62.0
Rich East Campus High School,Rich Twp HSD 227,444.5,430.5,184.0,184.0
YCCS-Sullivan House Alt HS,City of Chicago SD 299,380.0,369.7,95.0,95.0
St Anne Comm High School,St Anne CHSD 302,467.0,439.8,57.0,57.0
Cerro Gordo Jr and Sr High School,Cerro Gordo CUSD 100,483.3,470.8,36.0,36.0
Noble St Chtr Rauner College Prep,City of Chicago SD 299,493.6,513.9,140.0,140.0
East Peoria High School,East Peoria CHSD 309,464.3,471.4,222.0,222.0
McHenry  East High School,McHenry CHSD 156,487.1,485.5,176.0,176.0
Lakes Community High School,CHSD 117,535.4,538.2,325.0,325.0
Marshall Metropolitan High School,City of Chicago SD 299,392.6,372.1,78.0,78.0
Calhoun High School,Calhoun CUSD 40,517.5,518.0,20.0,20.0
Stillman Valley High School,Meridian CUSD 223,516.2,493.9,133.0,133.0
Lovejoy Technology Academy,Brooklyn UD 188,356.0,372.0,,
St Joseph-Ogden High School,St Joseph Ogden CHSD 305,538.5,567.5,110.0,110.0
Cobden High School,Cobden SUD 17,498.0,498.9,56.0,56.0
Belleville High School-West,Belleville Twp HSD 201,477.8,472.3,529.0,529.0
Orion High School,Orion CUSD 223,515.3,530.3,80.0,80.0
DePue Elem School,DePue USD 103,580.0,530.0,,
Coulterville High School,Coulterville USD 1,462.9,444.7,17.0,17.0
Rochelle Twp High School,Rochelle Twp HSD 212,482.1,476.4,193.0,193.0
Westville High School,Westville CUSD 2,445.5,423.5,77.0,77.0
Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307,478.5,464.2,496.0,496.0
Bismarck Henning Rossville Alvin Cooperative High School,Bismarck Henning Rossville Alvin Cooperative High School,505.7,504.3,74.0,74.0
Scales Mound High School,Scales Mound CUSD 211,488.0,494.0,15.0,15.0
Carmi-White County High School,Carmi-White County CUSD 5,470.9,442.8,80.0,80.0
Litchfield Senior High School,Litchfield CUSD 12,481.2,464.1,83.0,83.0
Collins Academy High School,City of Chicago SD 299,400.8,395.9,51.0,51.0
YCCS-Latino Youth Alternative HS,City of Chicago SD 299,400.1,388.1,67.0,67.0
Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,486.1,449.3,41.0,41.0
Deerfield High School,Twp HSD 113,593.6,601.3,373.0,373.0
Lincoln Park High School,City of Chicago SD 299,532.3,540.4,495.0,495.0
Byron High School 9-12,Byron CUSD 226,525.4,510.1,101.0,101.0
Carbondale Comm H S,Carbondale CHSD 165,492.7,491.9,248.0,248.0
Jacksonville High School,Jacksonville SD 117,462.6,450.3,258.0,258.0
Roxana Sr High School,Roxana CUSD 1,456.2,456.4,111.0,111.0
Hardin County High School,Hardin County CUSD 1,472.0,445.3,40.0,40.0
Hyde Park Academy High School,City of Chicago SD 299,413.2,397.4,163.0,163.0
Perspectives Chtr - Leadership Acad,City of Chicago SD 299,411.2,396.9,51.0,51.0
Gillespie High School,Gillespie CUSD 7,480.3,469.9,86.0,86.0
Lyons Twp High Sch,Lyons Twp HSD 204,557.1,574.3,928.0,928.0
St Charles East High School,St Charles CUSD 303,536.1,542.2,615.0,615.0
Oregon High School,Oregon CUSD 220,479.7,466.2,92.0,92.0
La Moille High School,La Moille CUSD 303,454.8,467.4,27.0,27.0
Macomb Senior High School,Macomb CUSD 185,507.1,495.7,148.0,148.0
Wethersfield Jr/Sr High School,Wethersfield CUSD 230,497.1,462.9,45.0,45.0
Amundsen High School,City of Chicago SD 299,481.3,489.8,290.0,290.0
Niles West High School,Niles Twp HSD 219,529.3,539.4,632.0,632.0
Joliet West High School,Joliet Twp HSD 204,481.0,467.8,952.0,952.0
Lake Zurich High School,Lake Zurich CUSD 95,558.3,572.9,424.0,424.0
Nashville Comm High School,Nashville CHSD 99,480.9,489.7,110.0,110.0
Henry-Senachwine High School,Henry-Senachwine CUSD 5,467.2,454.6,46.0,46.0
