unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2022,100,Adams County,Illinois,4509,0,0.0,4509,100.0,4028,89.3,263,5.8,0,0.0,60,1.3,0,0.0,0,0.0,158,3.5
17001000201,2022,200,Adams County,Illinois,1968,32,1.6,1936,98.4,1753,89.1,134,6.8,0,0.0,9,0.5,0,0.0,0,0.0,40,2.0
17001000202,2022,202,Adams County,Illinois,2473,51,2.1,2422,97.9,2136,86.4,110,4.4,0,0.0,35,1.4,0,0.0,0,0.0,141,5.7
17001000400,2022,400,Adams County,Illinois,3428,54,1.6,3374,98.4,2812,82.0,353,10.3,0,0.0,0,0.0,0,0.0,0,0.0,209,6.1
17001000500,2022,500,Adams County,Illinois,1985,241,12.1,1744,87.9,1588,80.0,91,4.6,3,0.2,21,1.1,0,0.0,0,0.0,41,2.1
17001000600,2022,600,Adams County,Illinois,4390,61,1.4,4329,98.6,3990,90.9,175,4.0,3,0.1,17,0.4,2,0.0,24,0.5,118,2.7
17001000700,2022,700,Adams County,Illinois,1136,61,5.4,1075,94.6,970,85.4,67,5.9,9,0.8,4,0.4,0,0.0,0,0.0,25,2.2
17001000800,2022,800,Adams County,Illinois,2608,73,2.8,2535,97.2,2047,78.5,350,13.4,0,0.0,16,0.6,0,0.0,34,1.3,88,3.4
17001000900,2022,900,Adams County,Illinois,2612,32,1.2,2580,98.8,2302,88.1,133,5.1,0,0.0,16,0.6,0,0.0,0,0.0,129,4.9
17001001001,2022,1001,Adams County,Illinois,3217,11,0.3,3206,99.7,3063,95.2,45,1.4,0,0.0,0,0.0,0,0.0,0,0.0,98,3.0
17001001002,2022,1002,Adams County,Illinois,2851,28,1.0,2823,99.0,2492,87.4,117,4.1,2,0.1,57,2.0,0,0.0,0,0.0,155,5.4
17001001100,2022,1100,Adams County,Illinois,8026,97,1.2,7929,98.8,6876,85.7,569,7.1,0,0.0,180,2.2,0,0.0,10,0.1,294,3.7
17001010100,2022,10100,Adams County,Illinois,4507,62,1.4,4445,98.6,4353,96.6,10,0.2,1,0.0,0,0.0,0,0.0,19,0.4,62,1.4
17001010200,2022,10200,Adams County,Illinois,3768,96,2.5,3672,97.5,3620,96.1,17,0.5,0,0.0,5,0.1,0,0.0,9,0.2,21,0.6
17001010301,2022,10301,Adams County,Illinois,2846,0,0.0,2846,100.0,2828,99.4,0,0.0,12,0.4,0,0.0,0,0.0,0,0.0,6,0.2
17001010302,2022,10302,Adams County,Illinois,3057,167,5.5,2890,94.5,2821,92.3,0,0.0,0,0.0,28,0.9,0,0.0,0,0.0,41,1.3
17001010400,2022,10400,Adams County,Illinois,3435,26,0.8,3409,99.2,3401,99.0,0,0.0,1,0.0,0,0.0,7,0.2,0,0.0,0,0.0
17001010500,2022,10500,Adams County,Illinois,3090,20,0.6,3070,99.4,2993,96.9,69,2.2,0,0.0,8,0.3,0,0.0,0,0.0,0,0.0
17001010600,2022,10600,Adams County,Illinois,5677,86,1.5,5591,98.5,5417,95.4,62,1.1,9,0.2,31,0.5,0,0.0,0,0.0,72,1.3
17003957600,2022,957600,Alexander County,Illinois,1664,33,2.0,1631,98.0,1338,80.4,223,13.4,0,0.0,13,0.8,0,0.0,0,0.0,57,3.4
17003957700,2022,957700,Alexander County,Illinois,1717,0,0.0,1717,100.0,1460,85.0,246,14.3,0,0.0,0,0.0,0,0.0,0,0.0,11,0.6
17003957800,2022,957800,Alexander County,Illinois,1198,16,1.3,1182,98.7,338,28.2,813,67.9,0,0.0,0,0.0,0,0.0,0,0.0,31,2.6
17003957900,2022,957900,Alexander County,Illinois,682,2,0.3,680,99.7,204,29.9,466,68.3,0,0.0,0,0.0,0,0.0,0,0.0,10,1.5
17005951200,2022,951200,Bond County,Illinois,2873,117,4.1,2756,95.9,2632,91.6,28,1.0,5,0.2,0,0.0,0,0.0,0,0.0,91,3.2
17005951300,2022,951300,Bond County,Illinois,6931,405,5.8,6526,94.2,5259,75.9,1125,16.2,44,0.6,66,1.0,0,0.0,0,0.0,32,0.5
17005951400,2022,951400,Bond County,Illinois,2886,75,2.6,2811,97.4,2696,93.4,7,0.2,54,1.9,3,0.1,0,0.0,5,0.2,46,1.6
17005951500,2022,951500,Bond County,Illinois,4060,40,1.0,4020,99.0,3916,96.5,0,0.0,17,0.4,8,0.2,0,0.0,9,0.2,70,1.7
17007010101,2022,10101,Boone County,Illinois,4487,1549,34.5,2938,65.5,2853,63.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85,1.9
17007010102,2022,10102,Boone County,Illinois,4095,1765,43.1,2330,56.9,2014,49.2,217,5.3,0,0.0,0,0.0,0,0.0,0,0.0,99,2.4
