unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)"
25001010100,2020,10100,Barnstable County,Massachusetts,98,29,30,39,0,2624,60,28,407,432,152,794,751,29.6,30.6,39.8,0.0,2.3,1.1,15.5,16.5,5.8,30.3,28.6
25001010206,2020,10206,Barnstable County,Massachusetts,291,17,34,15,225,2895,35,95,570,471,113,653,958,5.8,11.7,5.2,77.3,1.2,3.3,19.7,16.3,3.9,22.6,33.1
25001010208,2020,10208,Barnstable County,Massachusetts,20,2,1,17,0,966,65,23,234,125,0,139,380,10.0,5.0,85.0,0.0,6.7,2.4,24.2,12.9,0.0,14.4,39.3
25001010304,2020,10304,Barnstable County,Massachusetts,91,0,29,44,18,2163,21,10,411,511,185,589,436,0.0,31.9,48.4,19.8,1.0,0.5,19.0,23.6,8.6,27.2,20.2
25001010306,2020,10306,Barnstable County,Massachusetts,124,4,8,48,64,2003,0,58,429,271,199,514,532,3.2,6.5,38.7,51.6,0.0,2.9,21.4,13.5,9.9,25.7,26.6
25001010400,2020,10400,Barnstable County,Massachusetts,57,0,57,0,0,2608,0,36,554,540,142,752,584,0.0,100.0,0.0,0.0,0.0,1.4,21.2,20.7,5.4,28.8,22.4
25001010500,2020,10500,Barnstable County,Massachusetts,98,21,10,67,0,2351,24,2,182,204,177,967,795,21.4,10.2,68.4,0.0,1.0,0.1,7.7,8.7,7.5,41.1,33.8
25001010600,2020,10600,Barnstable County,Massachusetts,169,4,41,124,0,2549,4,33,344,494,190,839,645,2.4,24.3,73.4,0.0,0.2,1.3,13.5,19.4,7.5,32.9,25.3
25001010700,2020,10700,Barnstable County,Massachusetts,151,0,36,77,38,2554,14,70,317,334,163,915,741,0.0,23.8,51.0,25.2,0.5,2.7,12.4,13.1,6.4,35.8,29.0
25001010800,2020,10800,Barnstable County,Massachusetts,234,114,35,85,0,3627,9,17,679,700,270,1035,917,48.7,15.0,36.3,0.0,0.2,0.5,18.7,19.3,7.4,28.5,25.3
25001010900,2020,10900,Barnstable County,Massachusetts,384,0,297,63,24,4226,26,178,856,977,429,824,936,0.0,77.3,16.4,6.3,0.6,4.2,20.3,23.1,10.2,19.5,22.1
25001011002,2020,11002,Barnstable County,Massachusetts,165,0,61,89,15,3230,23,65,928,593,248,717,656,0.0,37.0,53.9,9.1,0.7,2.0,28.7,18.4,7.7,22.2,20.3
25001011100,2020,11100,Barnstable County,Massachusetts,413,58,279,76,0,3648,55,12,959,940,284,681,717,14.0,67.6,18.4,0.0,1.5,0.3,26.3,25.8,7.8,18.7,19.7
25001011200,2020,11200,Barnstable County,Massachusetts,293,0,90,74,129,2849,12,36,411,469,319,861,741,0.0,30.7,25.3,44.0,0.4,1.3,14.4,16.5,11.2,30.2,26.0
25001011300,2020,11300,Barnstable County,Massachusetts,120,10,12,0,98,2220,7,142,531,277,177,444,642,8.3,10.0,0.0,81.7,0.3,6.4,23.9,12.5,8.0,20.0,28.9
25001011400,2020,11400,Barnstable County,Massachusetts,168,35,76,40,17,2521,0,29,620,401,255,813,403,20.8,45.2,23.8,10.1,0.0,1.2,24.6,15.9,10.1,32.2,16.0
25001011500,2020,11500,Barnstable County,Massachusetts,347,6,233,108,0,2763,50,161,804,731,273,524,220,1.7,67.1,31.1,0.0,1.8,5.8,29.1,26.5,9.9,19.0,8.0
25001011600,2020,11600,Barnstable County,Massachusetts,193,0,23,139,31,2205,4,109,573,540,209,484,286,0.0,11.9,72.0,16.1,0.2,4.9,26.0,24.5,9.5,22.0,13.0
25001011700,2020,11700,Barnstable County,Massachusetts,121,30,31,34,26,1661,13,26,292,240,186,530,374,24.8,25.6,28.1,21.5,0.8,1.6,17.6,14.4,11.2,31.9,22.5
25001011801,2020,11801,Barnstable County,Massachusetts,53,0,0,18,35,1992,0,5,214,320,151,723,579,0.0,0.0,34.0,66.0,0.0,0.3,10.7,16.1,7.6,36.3,29.1
25001011802,2020,11802,Barnstable County,Massachusetts,216,23,104,29,60,3097,44,33,763,621,295,820,521,10.6,48.1,13.4,27.8,1.4,1.1,24.6,20.1,9.5,26.5,16.8
25001012001,2020,12001,Barnstable County,Massachusetts,302,0,191,37,74,4724,52,188,1714,912,490,759,609,0.0,63.2,12.3,24.5,1.1,4.0,36.3,19.3,10.4,16.1,12.9
25001012002,2020,12002,Barnstable County,Massachusetts,132,13,62,44,13,2082,72,82,845,344,168,320,251,9.8,47.0,33.3,9.8,3.5,3.9,40.6,16.5,8.1,15.4,12.1
25001012101,2020,12101,Barnstable County,Massachusetts,438,65,213,113,47,4047,262,107,1283,679,342,840,534,14.8,48.6,25.8,10.7,6.5,2.6,31.7,16.8,8.5,20.8,13.2
25001012102,2020,12102,Barnstable County,Massachusetts,160,14,100,46,0,2677,51,131,498,680,270,568,479,8.8,62.5,28.8,0.0,1.9,4.9,18.6,25.4,10.1,21.2,17.9
25001012200,2020,12200,Barnstable County,Massachusetts,171,58,82,31,0,3377,61,53,369,806,235,969,884,33.9,48.0,18.1,0.0,1.8,1.6,10.9,23.9,7.0,28.7,26.2
25001012502,2020,12502,Barnstable County,Massachusetts,351,61,113,126,51,2481,61,163,902,450,155,457,293,17.4,32.2,35.9,14.5,2.5,6.6,36.4,18.1,6.2,18.4,11.8
25001012601,2020,12601,Barnstable County,Massachusetts,345,84,197,64,0,2348,13,107,644,558,233,462,331,24.3,57.1,18.6,0.0,0.6,4.6,27.4,23.8,9.9,19.7,14.1
25001012602,2020,12602,Barnstable County,Massachusetts,489,48,259,182,0,3249,102,273,1353,392,428,295,406,9.8,53.0,37.2,0.0,3.1,8.4,41.6,12.1,13.2,9.1,12.5
25001012700,2020,12700,Barnstable County,Massachusetts,689,0,107,369,213,3426,49,43,638,688,267,1033,708,0.0,15.5,53.6,30.9,1.4,1.3,18.6,20.1,7.8,30.2,20.7
25001012800,2020,12800,Barnstable County,Massachusetts,101,53,0,33,15,2928,41,108,747,488,261,761,522,52.5,0.0,32.7,14.9,1.4,3.7,25.5,16.7,8.9,26.0,17.8
25001012900,2020,12900,Barnstable County,Massachusetts,215,42,61,100,12,3084,31,117,650,459,598,572,657,19.5,28.4,46.5,5.6,1.0,3.8,21.1,14.9,19.4,18.5,21.3
25001013002,2020,13002,Barnstable County,Massachusetts,125,33,29,30,33,2256,15,9,394,365,215,653,605,26.4,23.2,24.0,26.4,0.7,0.4,17.5,16.2,9.5,28.9,26.8
25001013100,2020,13100,Barnstable County,Massachusetts,337,0,238,69,30,4120,0,112,995,844,530,959,680,0.0,70.6,20.5,8.9,0.0,2.7,24.2,20.5,12.9,23.3,16.5
25001013200,2020,13200,Barnstable County,Massachusetts,340,107,180,21,32,3551,51,115,436,588,403,965,993,31.5,52.9,6.2,9.4,1.4,3.2,12.3,16.6,11.3,27.2,28.0
25001013300,2020,13300,Barnstable County,Massachusetts,274,88,54,132,0,2514,8,45,524,414,173,871,479,32.1,19.7,48.2,0.0,0.3,1.8,20.8,16.5,6.9,34.6,19.1
25001013400,2020,13400,Barnstable County,Massachusetts,290,88,81,82,39,3012,10,57,382,534,359,920,750,30.3,27.9,28.3,13.4,0.3,1.9,12.7,17.7,11.9,30.5,24.9
25001013500,2020,13500,Barnstable County,Massachusetts,645,218,69,295,63,5179,74,15,941,895,525,1661,1068,33.8,10.7,45.7,9.8,1.4,0.3,18.2,17.3,10.1,32.1,20.6
25001013600,2020,13600,Barnstable County,Massachusetts,706,67,168,284,187,4244,3,154,1056,977,851,740,463,9.5,23.8,40.2,26.5,0.1,3.6,24.9,23.0,20.1,17.4,10.9
25001013700,2020,13700,Barnstable County,Massachusetts,530,48,175,229,78,3325,31,178,1058,627,313,698,420,9.1,33.0,43.2,14.7,0.9,5.4,31.8,18.9,9.4,21.0,12.6
25001013800,2020,13800,Barnstable County,Massachusetts,360,24,139,92,105,3743,11,126,670,763,359,1263,551,6.7,38.6,25.6,29.2,0.3,3.4,17.9,20.4,9.6,33.7,14.7
