unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2022,10100,Barnstable County,Massachusetts,121,39,21,46,15,3209,55,57,370,517,230,1013,967,32.2,17.4,38.0,12.4,1.7,1.8,11.5,16.1,7.2,31.6,30.1,1996,91447,153475,3630,419,11.5,3211,88.5,2894,79.7,27,0.7,29,0.8,80,2.2,0,0.0,23,0.6,158,4.4
25001010206,2022,10206,Barnstable County,Massachusetts,144,60,1,13,70,3573,0,37,560,514,336,741,1385,41.7,0.7,9.0,48.6,0.0,1.0,15.7,14.4,9.4,20.7,38.8,1975,97396,130711,4352,53,1.2,4299,98.8,3757,86.3,11,0.3,0,0.0,36,0.8,0,0.0,68,1.6,427,9.8
25001010208,2022,10208,Barnstable County,Massachusetts,71,1,0,70,0,1509,30,0,563,89,32,148,647,1.4,0.0,98.6,0.0,2.0,0.0,37.3,5.9,2.1,9.8,42.9,1031,89243,129342,1627,1,0.1,1626,99.9,1626,99.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010304,2022,10304,Barnstable County,Massachusetts,154,0,62,75,17,2313,14,12,481,392,260,602,552,0.0,40.3,48.7,11.0,0.6,0.5,20.8,16.9,11.2,26.0,23.9,1363,68633,120217,2739,10,0.4,2729,99.6,2497,91.2,0,0.0,0,0.0,102,3.7,0,0.0,0,0.0,130,4.7
25001010306,2022,10306,Barnstable County,Massachusetts,154,51,28,56,19,2425,105,78,521,332,229,632,528,33.1,18.2,36.4,12.3,4.3,3.2,21.5,13.7,9.4,26.1,21.8,1361,81078,105017,2985,0,0.0,2985,100.0,2605,87.3,223,7.5,10,0.3,18,0.6,0,0.0,0,0.0,129,4.3
25001010400,2022,10400,Barnstable County,Massachusetts,87,0,67,0,20,2812,0,30,598,512,225,860,587,0.0,77.0,0.0,23.0,0.0,1.1,21.3,18.2,8.0,30.6,20.9,1587,78232,104850,3342,71,2.1,3271,97.9,3174,95.0,10,0.3,0,0.0,53,1.6,0,0.0,0,0.0,34,1.0
25001010500,2022,10500,Barnstable County,Massachusetts,192,0,23,169,0,2417,4,9,171,220,186,888,939,0.0,12.0,88.0,0.0,0.2,0.4,7.1,9.1,7.7,36.7,38.8,1417,99403,185511,2980,29,1.0,2951,99.0,2942,98.7,3,0.1,0,0.0,6,0.2,0,0.0,0,0.0,0,0.0
25001010600,2022,10600,Barnstable County,Massachusetts,281,0,66,79,136,2665,13,46,346,543,212,827,678,0.0,23.5,28.1,48.4,0.5,1.7,13.0,20.4,8.0,31.0,25.4,1589,75417,149612,3247,29,0.9,3218,99.1,3124,96.2,20,0.6,0,0.0,0,0.0,0,0.0,0,0.0,74,2.3
25001010700,2022,10700,Barnstable County,Massachusetts,189,0,116,45,28,2829,0,34,367,353,112,1000,963,0.0,61.4,23.8,14.8,0.0,1.2,13.0,12.5,4.0,35.3,34.0,1700,108984,160832,3360,72,2.1,3288,97.9,2946,87.7,14,0.4,0,0.0,162,4.8,0,0.0,0,0.0,166,4.9
25001010800,2022,10800,Barnstable County,Massachusetts,206,22,62,122,0,4071,16,24,770,793,375,978,1115,10.7,30.1,59.2,0.0,0.4,0.6,18.9,19.5,9.2,24.0,27.4,2266,95949,149945,4987,53,1.1,4934,98.9,4770,95.6,21,0.4,0,0.0,0,0.0,0,0.0,0,0.0,143,2.9
