unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
48001950100,2018,950100,Anderson County,Texas,1846,54904,72132
48001950401,2018,950401,Anderson County,Texas,81,53750,66530
48001950402,2018,950402,Anderson County,Texas,128,85096,75068
48001950500,2018,950500,Anderson County,Texas,1697,35057,42368
48001950600,2018,950600,Anderson County,Texas,1876,52549,57215
48001950700,2018,950700,Anderson County,Texas,859,28950,39092
48001950800,2018,950800,Anderson County,Texas,2068,50565,56536
48001950901,2018,950901,Anderson County,Texas,1839,42790,59008
48001950902,2018,950902,Anderson County,Texas,1778,39760,50864
48001951000,2018,951000,Anderson County,Texas,2738,43592,53646
48001951100,2018,951100,Anderson County,Texas,1549,49523,61689
48003950100,2018,950100,Andrews County,Texas,729,102232,168311
48003950200,2018,950200,Andrews County,Texas,2416,75000,86612
48003950300,2018,950300,Andrews County,Texas,1466,63879,68863
48003950400,2018,950400,Andrews County,Texas,897,62740,100492
48005000101,2018,101,Angelina County,Texas,2085,56204,63090
48005000102,2018,102,Angelina County,Texas,1570,65676,81919
48005000200,2018,200,Angelina County,Texas,2374,44101,48515
48005000301,2018,301,Angelina County,Texas,2037,57207,63336
48005000302,2018,302,Angelina County,Texas,2008,55313,68326
48005000400,2018,400,Angelina County,Texas,1785,32716,42486
48005000500,2018,500,Angelina County,Texas,1441,26987,35899
48005000600,2018,600,Angelina County,Texas,1889,39388,56099
48005000700,2018,700,Angelina County,Texas,1197,36250,41755
48005000800,2018,800,Angelina County,Texas,2300,54307,61912
48005000901,2018,901,Angelina County,Texas,2509,55965,77238
48005000902,2018,902,Angelina County,Texas,1626,64643,94079
48005001001,2018,1001,Angelina County,Texas,1358,39306,47035
48005001002,2018,1002,Angelina County,Texas,1369,47695,63965
48005001100,2018,1100,Angelina County,Texas,2273,60616,69059
48005001200,2018,1200,Angelina County,Texas,1062,37607,54979
48005001300,2018,1300,Angelina County,Texas,1900,38056,53375
48007950100,2018,950100,Aransas County,Texas,2380,38544,60415
48007950200,2018,950200,Aransas County,Texas,622,93750,122770
48007950300,2018,950300,Aransas County,Texas,2523,52669,93336
48007950400,2018,950400,Aransas County,Texas,1429,36458,52813
48007950500,2018,950500,Aransas County,Texas,2478,45212,72935
48007990000,2018,990000,Aransas County,Texas,0,-666666666,-666666666
48009020100,2018,20100,Archer County,Texas,1080,97500,107484
48009020200,2018,20200,Archer County,Texas,926,56053,67715
48009020300,2018,20300,Archer County,Texas,1326,49231,66378
48011950100,2018,950100,Armstrong County,Texas,708,66563,79808
48013960100,2018,960100,Atascosa County,Texas,2519,60424,83505
48013960201,2018,960201,Atascosa County,Texas,2105,59263,72237
48013960202,2018,960202,Atascosa County,Texas,3117,49931,62987
48013960300,2018,960300,Atascosa County,Texas,1108,37857,52895
48013960401,2018,960401,Atascosa County,Texas,752,50441,54879
48013960402,2018,960402,Atascosa County,Texas,3048,73004,92146
48013960500,2018,960500,Atascosa County,Texas,839,43262,53346
48013960600,2018,960600,Atascosa County,Texas,1899,54375,76363
48015760100,2018,760100,Austin County,Texas,968,48800,62349
48015760200,2018,760200,Austin County,Texas,2026,63377,80204
48015760300,2018,760300,Austin County,Texas,2612,74043,79271
48015760400,2018,760400,Austin County,Texas,1457,54889,86104
48015760501,2018,760501,Austin County,Texas,1795,90387,107818
48015760502,2018,760502,Austin County,Texas,2183,50863,65452
48017950100,2018,950100,Bailey County,Texas,2111,46485,62434
48019000101,2018,101,Bandera County,Texas,1710,56477,67976
48019000102,2018,102,Bandera County,Texas,2166,55741,71950
48019000200,2018,200,Bandera County,Texas,964,47786,61636
48019000300,2018,300,Bandera County,Texas,2571,54087,73425
48019000400,2018,400,Bandera County,Texas,831,60625,71213
48021950100,2018,950100,Bastrop County,Texas,2627,76418,85953
48021950200,2018,950200,Bastrop County,Texas,2604,50103,62317
48021950300,2018,950300,Bastrop County,Texas,4861,73880,88925
48021950400,2018,950400,Bastrop County,Texas,3446,65357,73887
48021950501,2018,950501,Bastrop County,Texas,2118,50288,77152
48021950502,2018,950502,Bastrop County,Texas,2075,67336,77946
48021950600,2018,950600,Bastrop County,Texas,1994,61695,84100
48021950700,2018,950700,Bastrop County,Texas,1780,52045,65194
48021950801,2018,950801,Bastrop County,Texas,1829,68080,86187
48021950802,2018,950802,Bastrop County,Texas,2011,61603,76302
48023950300,2018,950300,Baylor County,Texas,1474,40750,60098
48025950100,2018,950100,Bee County,Texas,566,60104,94536
48025950201,2018,950201,Bee County,Texas,393,59250,62218
