unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
17001000100,2020,100,Adams County,Illinois,337,0,44,283,10,3425,30,291,1067,927,359,490,261,0.0,13.1,84.0,3.0,0.9,8.5,31.2,27.1,10.5,14.3,7.6,2288,52787,69254,4607,0,0.0,4607,100.0,4179,90.7,285,6.2,0,0.0,46,1.0,0,0.0,0,0.0,97,2.1
17001000201,2020,200,Adams County,Illinois,182,18,57,94,13,1365,47,95,396,337,138,263,89,9.9,31.3,51.6,7.1,3.4,7.0,29.0,24.7,10.1,19.3,6.5,835,44344,59810,2003,32,1.6,1971,98.4,1790,89.4,131,6.5,0,0.0,7,0.3,0,0.0,14,0.7,29,1.4
17001000202,2020,202,Adams County,Illinois,282,21,102,130,29,1541,27,56,518,437,189,176,138,7.4,36.2,46.1,10.3,1.8,3.6,33.6,28.4,12.3,11.4,9.0,896,50096,58677,2391,16,0.7,2375,99.3,2013,84.2,245,10.2,15,0.6,2,0.1,0,0.0,0,0.0,100,4.2
17001000400,2020,400,Adams County,Illinois,223,58,75,83,7,2311,92,181,1094,564,133,145,102,26.0,33.6,37.2,3.1,4.0,7.8,47.3,24.4,5.8,6.3,4.4,1286,38603,45784,3314,25,0.8,3289,99.2,2560,77.2,454,13.7,0,0.0,35,1.1,0,0.0,0,0.0,240,7.2
17001000500,2020,500,Adams County,Illinois,192,8,108,76,0,1458,68,94,608,427,69,155,37,4.2,56.3,39.6,0.0,4.7,6.4,41.7,29.3,4.7,10.6,2.5,787,37112,45510,2154,104,4.8,2050,95.2,1798,83.5,176,8.2,11,0.5,25,1.2,0,0.0,0,0.0,40,1.9
17001000600,2020,600,Adams County,Illinois,445,42,186,143,74,2932,0,121,650,798,271,592,500,9.4,41.8,32.1,16.6,0.0,4.1,22.2,27.2,9.2,20.2,17.1,1842,57083,85021,4284,12,0.3,4272,99.7,3929,91.7,193,4.5,0,0.0,19,0.4,3,0.1,53,1.2,75,1.8
17001000700,2020,700,Adams County,Illinois,119,21,12,61,25,942,110,212,297,190,18,83,32,17.6,10.1,51.3,21.0,11.7,22.5,31.5,20.2,1.9,8.8,3.4,765,17092,26516,1114,58,5.2,1056,94.8,937,84.1,101,9.1,0,0.0,12,1.1,0,0.0,0,0.0,6,0.5
17001000800,2020,800,Adams County,Illinois,113,11,89,13,0,1696,82,399,725,305,119,36,30,9.7,78.8,11.5,0.0,4.8,23.5,42.7,18.0,7.0,2.1,1.8,1005,24359,33486,2297,103,4.5,2194,95.5,1872,81.5,267,11.6,0,0.0,14,0.6,0,0.0,0,0.0,41,1.8
17001000900,2020,900,Adams County,Illinois,579,41,305,213,20,1610,26,56,474,531,153,305,65,7.1,52.7,36.8,3.5,1.6,3.5,29.4,33.0,9.5,18.9,4.0,1239,42102,61214,2738,63,2.3,2675,97.7,2534,92.5,57,2.1,0,0.0,0,0.0,0,0.0,0,0.0,84,3.1
17001001001,2020,1001,Adams County,Illinois,113,6,46,49,12,2301,10,35,863,572,301,381,139,5.3,40.7,43.4,10.6,0.4,1.5,37.5,24.9,13.1,16.6,6.0,1390,56731,61793,3389,164,4.8,3225,95.2,3199,94.4,0,0.0,6,0.2,9,0.3,0,0.0,0,0.0,11,0.3
