unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
05001480100,2022,480100,Arkansas County,Arkansas,1253,98,7.8,1155,92.2,819,65.4,328,26.2,0,0.0,0,0.0,0,0.0,0,0.0,8,0.6
05001480200,2022,480200,Arkansas County,Arkansas,1299,96,7.4,1203,92.6,1135,87.4,49,3.8,0,0.0,0,0.0,0,0.0,0,0.0,19,1.5
05001480300,2022,480300,Arkansas County,Arkansas,2885,126,4.4,2759,95.6,1889,65.5,750,26.0,19,0.7,0,0.0,0,0.0,0,0.0,101,3.5
05001480400,2022,480400,Arkansas County,Arkansas,2151,32,1.5,2119,98.5,503,23.4,1518,70.6,17,0.8,8,0.4,0,0.0,0,0.0,73,3.4
05001480500,2022,480500,Arkansas County,Arkansas,3597,25,0.7,3572,99.3,2361,65.6,1172,32.6,0,0.0,0,0.0,0,0.0,0,0.0,39,1.1
05001480600,2022,480600,Arkansas County,Arkansas,1900,153,8.1,1747,91.9,1693,89.1,32,1.7,0,0.0,0,0.0,0,0.0,0,0.0,22,1.2
05001480700,2022,480700,Arkansas County,Arkansas,2790,119,4.3,2671,95.7,2164,77.6,465,16.7,0,0.0,0,0.0,0,0.0,0,0.0,42,1.5
05001480800,2022,480800,Arkansas County,Arkansas,1149,0,0.0,1149,100.0,1049,91.3,65,5.7,10,0.9,0,0.0,0,0.0,0,0.0,25,2.2
05003960100,2022,960100,Ashley County,Arkansas,1394,168,12.1,1226,87.9,773,55.5,433,31.1,0,0.0,0,0.0,0,0.0,0,0.0,20,1.4
05003960200,2022,960200,Ashley County,Arkansas,2727,82,3.0,2645,97.0,2493,91.4,122,4.5,0,0.0,6,0.2,0,0.0,0,0.0,24,0.9
05003960300,2022,960300,Ashley County,Arkansas,4174,673,16.1,3501,83.9,2730,65.4,719,17.2,0,0.0,0,0.0,0,0.0,26,0.6,26,0.6
05003960400,2022,960400,Ashley County,Arkansas,1443,6,0.4,1437,99.6,953,66.0,482,33.4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1
05003960500,2022,960500,Ashley County,Arkansas,2555,39,1.5,2516,98.5,1978,77.4,516,20.2,0,0.0,14,0.5,0,0.0,0,0.0,8,0.3
05003960600,2022,960600,Ashley County,Arkansas,5006,112,2.2,4894,97.8,2771,55.4,2012,40.2,0,0.0,0,0.0,0,0.0,0,0.0,111,2.2
05003960700,2022,960700,Ashley County,Arkansas,1719,84,4.9,1635,95.1,1152,67.0,423,24.6,0,0.0,5,0.3,55,3.2,0,0.0,0,0.0
05005950100,2022,950100,Baxter County,Arkansas,4681,256,5.5,4425,94.5,4280,91.4,1,0.0,54,1.2,53,1.1,0,0.0,2,0.0,35,0.7
05005950200,2022,950200,Baxter County,Arkansas,4413,111,2.5,4302,97.5,4101,92.9,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,196,4.4
05005950300,2022,950300,Baxter County,Arkansas,5191,272,5.2,4919,94.8,4584,88.3,0,0.0,0,0.0,49,0.9,0,0.0,0,0.0,286,5.5
05005950400,2022,950400,Baxter County,Arkansas,3395,62,1.8,3333,98.2,3115,91.8,50,1.5,27,0.8,1,0.0,12,0.4,0,0.0,128,3.8
05005950500,2022,950500,Baxter County,Arkansas,4952,112,2.3,4840,97.7,4720,95.3,15,0.3,11,0.2,8,0.2,0,0.0,0,0.0,86,1.7
05005950600,2022,950600,Baxter County,Arkansas,3682,80,2.2,3602,97.8,3466,94.1,0,0.0,4,0.1,0,0.0,0,0.0,0,0.0,132,3.6
05005950700,2022,950700,Baxter County,Arkansas,3246,79,2.4,3167,97.6,3127,96.3,0,0.0,11,0.3,0,0.0,6,0.2,0,0.0,23,0.7
