unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)"
05001480100,2022,480100,Arkansas County,Arkansas,103,23,62,18,0,866,32,78,368,154,125,82,27,22.3,60.2,17.5,0.0,3.7,9.0,42.5,17.8,14.4,9.5,3.1
05001480200,2022,480200,Arkansas County,Arkansas,97,5,36,55,1,908,3,125,368,194,124,79,15,5.2,37.1,56.7,1.0,0.3,13.8,40.5,21.4,13.7,8.7,1.7
05001480300,2022,480300,Arkansas County,Arkansas,154,0,93,61,0,1924,102,160,786,334,139,241,162,0.0,60.4,39.6,0.0,5.3,8.3,40.9,17.4,7.2,12.5,8.4
05001480400,2022,480400,Arkansas County,Arkansas,167,48,87,32,0,1488,52,237,720,160,149,90,80,28.7,52.1,19.2,0.0,3.5,15.9,48.4,10.8,10.0,6.0,5.4
05001480500,2022,480500,Arkansas County,Arkansas,326,75,85,140,26,2431,47,203,919,400,421,325,116,23.0,26.1,42.9,8.0,1.9,8.4,37.8,16.5,17.3,13.4,4.8
05001480600,2022,480600,Arkansas County,Arkansas,150,19,52,74,5,1449,63,48,745,159,180,162,92,12.7,34.7,49.3,3.3,4.3,3.3,51.4,11.0,12.4,11.2,6.3
05001480700,2022,480700,Arkansas County,Arkansas,203,37,0,166,0,1948,118,245,890,268,243,121,63,18.2,0.0,81.8,0.0,6.1,12.6,45.7,13.8,12.5,6.2,3.2
05001480800,2022,480800,Arkansas County,Arkansas,34,0,2,32,0,875,95,60,253,148,98,137,84,0.0,5.9,94.1,0.0,10.9,6.9,28.9,16.9,11.2,15.7,9.6
05003960100,2022,960100,Ashley County,Arkansas,92,43,6,34,9,935,39,90,369,277,78,69,13,46.7,6.5,37.0,9.8,4.2,9.6,39.5,29.6,8.3,7.4,1.4
05003960200,2022,960200,Ashley County,Arkansas,245,45,49,100,51,1864,117,41,1186,388,66,49,17,18.4,20.0,40.8,20.8,6.3,2.2,63.6,20.8,3.5,2.6,0.9
05003960300,2022,960300,Ashley County,Arkansas,460,181,129,150,0,2721,210,393,1243,395,159,215,106,39.3,28.0,32.6,0.0,7.7,14.4,45.7,14.5,5.8,7.9,3.9
05003960400,2022,960400,Ashley County,Arkansas,53,5,20,28,0,1079,5,65,600,223,100,35,51,9.4,37.7,52.8,0.0,0.5,6.0,55.6,20.7,9.3,3.2,4.7
05003960500,2022,960500,Ashley County,Arkansas,121,8,18,95,0,1849,166,184,971,305,117,82,24,6.6,14.9,78.5,0.0,9.0,10.0,52.5,16.5,6.3,4.4,1.3
05003960600,2022,960600,Ashley County,Arkansas,444,52,303,89,0,3596,127,253,1516,760,210,562,168,11.7,68.2,20.0,0.0,3.5,7.0,42.2,21.1,5.8,15.6,4.7
05003960700,2022,960700,Ashley County,Arkansas,86,0,48,38,0,1178,72,106,519,268,73,78,62,0.0,55.8,44.2,0.0,6.1,9.0,44.1,22.8,6.2,6.6,5.3
05005950100,2022,950100,Baxter County,Arkansas,141,6,41,94,0,3526,30,201,1193,876,359,627,240,4.3,29.1,66.7,0.0,0.9,5.7,33.8,24.8,10.2,17.8,6.8
05005950200,2022,950200,Baxter County,Arkansas,166,0,80,86,0,3514,72,445,1102,901,370,367,257,0.0,48.2,51.8,0.0,2.0,12.7,31.4,25.6,10.5,10.4,7.3
05005950300,2022,950300,Baxter County,Arkansas,719,87,462,147,23,3705,108,205,1059,991,563,527,252,12.1,64.3,20.4,3.2,2.9,5.5,28.6,26.7,15.2,14.2,6.8
05005950400,2022,950400,Baxter County,Arkansas,447,72,144,231,0,2389,38,132,834,428,428,365,164,16.1,32.2,51.7,0.0,1.6,5.5,34.9,17.9,17.9,15.3,6.9
05005950500,2022,950500,Baxter County,Arkansas,196,6,122,65,3,3653,103,350,1328,801,420,439,212,3.1,62.2,33.2,1.5,2.8,9.6,36.4,21.9,11.5,12.0,5.8
05005950600,2022,950600,Baxter County,Arkansas,135,20,65,50,0,3115,105,167,1183,810,235,417,198,14.8,48.1,37.0,0.0,3.4,5.4,38.0,26.0,7.5,13.4,6.4
