unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
05001480100,2017,480100,Arkansas County,Arkansas,73,10,39,24,0,1085,56,101,487,214,56,162,9,13.7,53.4,32.9,0.0,5.2,9.3,44.9,19.7,5.2,14.9,0.8,614,35781,51862,1351,6,0.4,1345,99.6,1181,87.4,159,11.8,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4
05001480200,2017,480200,Arkansas County,Arkansas,88,18,40,30,0,1301,44,82,570,290,53,167,95,20.5,45.5,34.1,0.0,3.4,6.3,43.8,22.3,4.1,12.8,7.3,751,50034,64921,1616,0,0.0,1616,100.0,1416,87.6,165,10.2,0,0.0,0,0.0,0,0.0,0,0.0,35,2.2
05001480300,2017,480300,Arkansas County,Arkansas,231,64,139,20,8,1950,186,245,599,494,83,213,130,27.7,60.2,8.7,3.5,9.5,12.6,30.7,25.3,4.3,10.9,6.7,1147,40665,68461,2769,71,2.6,2698,97.4,1488,53.7,1210,43.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05001480400,2017,480400,Arkansas County,Arkansas,265,87,115,58,5,1467,137,236,593,390,64,47,0,32.8,43.4,21.9,1.9,9.3,16.1,40.4,26.6,4.4,3.2,0.0,982,31008,39099,2334,26,1.1,2308,98.9,608,26.0,1698,72.8,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0
05001480500,2017,480500,Arkansas County,Arkansas,335,7,113,215,0,2687,116,234,1115,596,171,266,189,2.1,33.7,64.2,0.0,4.3,8.7,41.5,22.2,6.4,9.9,7.0,1647,41587,56914,4100,175,4.3,3925,95.7,3323,81.0,529,12.9,0,0.0,0,0.0,0,0.0,0,0.0,73,1.8
05001480600,2017,480600,Arkansas County,Arkansas,144,5,50,77,12,1189,103,136,408,250,107,164,21,3.5,34.7,53.5,8.3,8.7,11.4,34.3,21.0,9.0,13.8,1.8,670,46964,64612,1641,26,1.6,1615,98.4,1528,93.1,71,4.3,0,0.0,0,0.0,0,0.0,0,0.0,16,1.0
05001480700,2017,480700,Arkansas County,Arkansas,196,32,93,62,9,1950,109,275,859,483,112,84,28,16.3,47.4,31.6,4.6,5.6,14.1,44.1,24.8,5.7,4.3,1.4,1220,27750,37206,2959,239,8.1,2720,91.9,1916,64.8,784,26.5,0,0.0,0,0.0,0,0.0,0,0.0,20,0.7
05001480800,2017,480800,Arkansas County,Arkansas,114,3,55,45,11,1093,32,121,329,307,86,138,80,2.6,48.2,39.5,9.6,2.9,11.1,30.1,28.1,7.9,12.6,7.3,661,48413,62931,1582,0,0.0,1582,100.0,1414,89.4,158,10.0,3,0.2,0,0.0,0,0.0,0,0.0,7,0.4
05003960100,2017,960100,Ashley County,Arkansas,133,12,40,75,6,1179,72,152,477,284,51,98,45,9.0,30.1,56.4,4.5,6.1,12.9,40.5,24.1,4.3,8.3,3.8,684,35357,48725,1679,43,2.6,1636,97.4,986,58.7,645,38.4,0,0.0,0,0.0,0,0.0,0,0.0,5,0.3
05003960200,2017,960200,Ashley County,Arkansas,173,38,17,112,6,1847,29,166,855,456,58,221,62,22.0,9.8,64.7,3.5,1.6,9.0,46.3,24.7,3.1,12.0,3.4,1045,52406,68733,2587,95,3.7,2492,96.3,2229,86.2,252,9.7,0,0.0,0,0.0,0,0.0,0,0.0,11,0.4
05003960300,2017,960300,Ashley County,Arkansas,401,62,79,224,36,3318,317,538,1226,596,91,311,239,15.5,19.7,55.9,9.0,9.6,16.2,36.9,18.0,2.7,9.4,7.2,1901,37661,53977,4976,303,6.1,4673,93.9,3671,73.8,918,18.4,10,0.2,0,0.0,0,0.0,5,0.1,69,1.4
05003960400,2017,960400,Ashley County,Arkansas,172,35,92,45,0,1004,39,111,459,214,49,92,40,20.3,53.5,26.2,0.0,3.9,11.1,45.7,21.3,4.9,9.2,4.0,640,36852,48349,1524,3,0.2,1521,99.8,978,64.2,507,33.3,0,0.0,0,0.0,0,0.0,0,0.0,36,2.4
05003960500,2017,960500,Ashley County,Arkansas,242,60,88,94,0,2030,100,164,1030,452,138,86,60,24.8,36.4,38.8,0.0,4.9,8.1,50.7,22.3,6.8,4.2,3.0,1103,38652,49148,2779,59,2.1,2720,97.9,2365,85.1,290,10.4,39,1.4,0,0.0,0,0.0,26,0.9,0,0.0
05003960600,2017,960600,Ashley County,Arkansas,464,58,243,163,0,3538,157,370,1226,991,270,439,85,12.5,52.4,35.1,0.0,4.4,10.5,34.7,28.0,7.6,12.4,2.4,2072,29944,44554,5327,553,10.4,4774,89.6,2673,50.2,2086,39.2,0,0.0,0,0.0,0,0.0,0,0.0,15,0.3
05003960700,2017,960700,Ashley County,Arkansas,201,21,57,116,7,1250,64,130,610,278,47,86,35,10.4,28.4,57.7,3.5,5.1,10.4,48.8,22.2,3.8,6.9,2.8,737,42594,50304,1899,27,1.4,1872,98.6,1224,64.5,611,32.2,0,0.0,0,0.0,0,0.0,0,0.0,37,1.9
05005950100,2017,950100,Baxter County,Arkansas,177,56,61,60,0,3413,192,206,1145,847,281,633,109,31.6,34.5,33.9,0.0,5.6,6.0,33.5,24.8,8.2,18.5,3.2,2081,41794,46866,4510,217,4.8,4293,95.2,4267,94.6,8,0.2,18,0.4,0,0.0,0,0.0,0,0.0,0,0.0
05005950200,2017,950200,Baxter County,Arkansas,354,49,166,139,0,3454,0,241,1256,779,237,566,375,13.8,46.9,39.3,0.0,0.0,7.0,36.4,22.6,6.9,16.4,10.9,2223,44175,75053,4481,33,0.7,4448,99.3,4389,97.9,2,0.0,0,0.0,16,0.4,0,0.0,0,0.0,41,0.9
