School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Quest H S,Burnet CISD,453,426,<50,<25,19.6,<25,,<25,11.1,Texas,30.7647814,-98.2259533,702 North Wood Street,78611,Burnet County,Burnet,48053,"702 North Wood Street, Burnet, Texas, 78611",960302,48053960302,2021,960302,Burnet County,Texas,493,70,102,262,59,2767,78,100,1108,828,60,386,207,14.2,20.7,53.1,12,2.8,3.6,40,29.9,2.2,14,7.5,1549,65536,78161,4455,1021,22.9,3434,77.1,3236,72.6,66,1.5,10,0.2,0,0,0,0,0,0,122,2.7,453
Marble Falls H S,Marble Falls ISD,458,442,<250,<250,100,<25,8.1,<50,19,Texas,30.5012717,-98.1775638,,N/A,Burnet County,N/A,48053,,960803,48053960803,2021,960803,Burnet County,Texas,35,0,0,35,0,1367,0,117,450,363,87,311,39,0,0,100,0,0,8.6,32.9,26.6,6.4,22.8,2.9,646,62121,83809,1623,137,8.4,1486,91.6,1412,87,0,0,0,0,27,1.7,0,0,0,0,47,2.9,458
Falls Career H S,Marble Falls ISD,,,<75,<25,1.7,<25,,<25,,Texas,30.5937644,-98.2748234,1800 Colt Circle,78654,Burnet County,Marble Falls,48053,"1800 Colt Circle, Marble Falls, Texas, 78654",960702,48053960702,2021,960702,Burnet County,Texas,119,0,48,33,38,3042,67,114,701,931,295,495,439,0,40.3,27.7,31.9,2.2,3.7,23,30.6,9.7,16.3,14.4,1558,49583,69963,4079,793,19.4,3286,80.6,3283,80.5,3,0.1,0,0,0,0,0,0,0,0,0,0,0
Lockhart H S,Lockhart ISD,452,441,<350,<300,86.4,<25,5,<50,15.4,Texas,29.8729641,-97.6777029,906 Center Street,78644,Caldwell County,Lockhart,48055,"906 Center Street, Lockhart, Texas, 78644",960300,48055960300,2021,960300,Caldwell County,Texas,377,38,198,104,37,3180,55,257,937,826,126,589,390,10.1,52.5,27.6,9.8,1.7,8.1,29.5,26,4,18.5,12.3,1723,68594,88345,4584,1922,41.9,2662,58.1,2230,48.6,89,1.9,0,0,294,6.4,0,0,0,0,49,1.1,452
Luling H S,Luling ISD,475,463,<100,<50,40.7,<25,8.6,<25,22.9,Texas,29.6777017,-97.654048,218 East Travis Street,78648,Caldwell County,Luling,48055,"218 East Travis Street, Luling, Texas, 78648",960702,48055960702,2021,960702,Caldwell County,Texas,68,0,51,0,17,2063,199,336,550,530,153,212,83,0,75,0,25,9.6,16.3,26.7,25.7,7.4,10.3,4,1202,49627,53544,2551,1061,41.6,1490,58.4,1334,52.3,140,5.5,0,0,16,0.6,0,0,0,0,0,0,475
Prairie Lea School,Prairie Lea ISD,442,428,<25,<25,76.9,<25,10,<25,10,Texas,29.7324613,-97.7527755,6910 San Marcos Highway,78661,Caldwell County,Prairie Lea,48055,"6910 San Marcos Highway, Prairie Lea, Texas, 78661",960502,48055960502,2021,960502,Caldwell County,Texas,221,70,127,24,0,2136,119,205,851,501,162,225,73,31.7,57.5,10.9,0,5.6,9.6,39.8,23.5,7.6,10.5,3.4,1109,69375,90470,3149,1736,55.1,1413,44.9,1327,42.1,81,2.6,0,0,0,0,0,0,0,0,5,0.2,442
Calhoun H S,Calhoun County ISD,530,528,<250,<75,30.6,<25,25,<50,43.1,Texas,28.6214099,-96.643,201 Sandcrab Boulevard,77979,Calhoun County,Port Lavaca,48057,"201 Sandcrab Boulevard, Port Lavaca, Texas, 77979",402,48057000402,2021,401,Calhoun County,Texas,62,0,31,31,0,2017,29,141,487,534,274,394,158,0,50,50,0,1.4,7,24.1,26.5,13.6,19.5,7.8,1105,74911,85851,2652,1082,40.8,1570,59.2,1325,50,0,0,0,0,79,3,0,0,0,0,166,6.3,530
Cross Plains H S,Cross Plains ISD,,,<50,<25,3.4,<25,,<25,,Texas,32.1543183,-99.2342196,,N/A,Callahan County,N/A,48059,,30200,48059030200,2021,30200,Callahan County,Texas,313,40,80,176,17,3557,129,344,1122,916,258,657,131,12.8,25.6,56.2,5.4,3.6,9.7,31.5,25.8,7.3,18.5,3.7,1787,54010,69816,4906,713,14.5,4193,85.5,3981,81.1,30,0.6,2,0,0,0,0,0,12,0.2,168,3.4,0
Clyde H S,Clyde CISD,562,553,<100,<25,9.1,<25,33.3,<25,55.6,Texas,32.4150738,-99.5269489,500 North Hays Road,79510,Callahan County,Clyde,48059,"500 North Hays Road, Clyde, Texas, 79510",30102,48059030102,2021,30102,Callahan County,Texas,230,0,105,125,0,3088,97,166,1087,795,195,575,173,0,45.7,54.3,0,3.1,5.4,35.2,25.7,6.3,18.6,5.6,1550,59066,74529,4039,217,5.4,3822,94.6,3615,89.5,15,0.4,0,0,0,0,0,0,0,0,192,4.8,562
Eula H S,Eula ISD,578,553,<25,<25,23.5,<25,25,<25,50,Texas,32.3767119,-99.5673479,,N/A,Callahan County,N/A,48059,,30102,48059030102,2021,30102,Callahan County,Texas,230,0,105,125,0,3088,97,166,1087,795,195,575,173,0,45.7,54.3,0,3.1,5.4,35.2,25.7,6.3,18.6,5.6,1550,59066,74529,4039,217,5.4,3822,94.6,3615,89.5,15,0.4,0,0,0,0,0,0,0,0,192,4.8,578
Texas Academy Of Mathematics & Sci,University Of Texas Rio Grande Val,646,648,<25,<25,,<25,68.4,<25,94.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,646
Hanna ECHS,Brownsville ISD,513,502,<600,<175,25.9,<25,12.6,<75,33.8,Texas,25.9363813,-97.4810373,2615 East Price Road,78521,Cameron County,Brownsville,48061,"2615 East Price Road, Brownsville, Texas, 78521",13002,48061013002,2021,13002,Cameron County,Texas,453,97,156,165,35,2666,208,162,840,490,236,406,324,21.4,34.4,36.4,7.7,7.8,6.1,31.5,18.4,8.9,15.2,12.2,1597,36639,58577,4574,4338,94.8,236,5.2,236,5.2,0,0,0,0,0,0,0,0,0,0,0,0,513
Porter ECHS,Brownsville ISD,491,477,<475,<75,14.9,<25,4.3,<25,21.4,Texas,25.9127896,-97.4723071,3500 International Boulevard,78521,Cameron County,Brownsville,48061,"3500 International Boulevard, Brownsville, Texas, 78521",13901,48061013901,2021,13901,Cameron County,Texas,227,84,135,0,8,1342,422,240,380,194,77,23,6,37,59.5,0,3.5,31.4,17.9,28.3,14.5,5.7,1.7,0.4,589,29943,33850,2372,2320,97.8,52,2.2,52,2.2,0,0,0,0,0,0,0,0,0,0,0,0,491
Pace ECHS,Brownsville ISD,498,460,<475,<125,26.5,<25,4.1,<25,15.7,Texas,25.9352122,-97.5250409,314 West Los Ebanos Boulevard,78520,Cameron County,Brownsville,48061,"314 West Los Ebanos Boulevard, Brownsville, Texas, 78520",12800,48061012800,2021,12800,Cameron County,Texas,491,156,154,181,0,2750,629,470,682,376,160,410,23,31.8,31.4,36.9,0,22.9,17.1,24.8,13.7,5.8,14.9,0.8,1441,33458,42501,4908,4586,93.4,322,6.6,269,5.5,53,1.1,0,0,0,0,0,0,0,0,0,0,498
Rivera ECHS,Brownsville ISD,510,484,<475,<75,14.1,<25,11.9,<25,22.4,Texas,25.9395138,-97.4159457,6955 Ruben M Torres Boulevard,78521,Cameron County,Brownsville,48061,"6955 Ruben M Torres Boulevard, Brownsville, Texas, 78521",12700,48061012700,2021,12700,Cameron County,Texas,920,160,457,295,8,2749,626,428,780,470,143,212,90,17.4,49.7,32.1,0.9,22.8,15.6,28.4,17.1,5.2,7.7,3.3,1284,42500,50440,5470,5412,98.9,58,1.1,58,1.1,0,0,0,0,0,0,0,0,0,0,0,0,510
Lopez ECHS,Brownsville ISD,466,469,<425,<175,38.2,<25,5.2,<50,17.4,Texas,25.8824211,-97.42242,3205 South Dakota Avenue,78521,Cameron County,Brownsville,48061,"3205 South Dakota Avenue, Brownsville, Texas, 78521",14101,48061014101,2021,14101,Cameron County,Texas,687,140,234,295,18,2263,349,828,485,447,14,140,0,20.4,34.1,42.9,2.6,15.4,36.6,21.4,19.8,0.6,6.2,0,1141,33328,41571,4276,4276,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466
Brownsville ECHS,Brownsville ISD,541,518,89,90,100,12,13.3,37,41.1,Texas,25.910952,-97.5055622,733 Palm Boulevard,78520,Cameron County,Brownsville,48061,"733 Palm Boulevard, Brownsville, Texas, 78520",13700,48061013700,2021,13700,Cameron County,Texas,607,138,213,256,0,2138,552,547,593,172,81,170,23,22.7,35.1,42.2,0,25.8,25.6,27.7,8,3.8,8,1.1,1110,24038,35539,3907,3797,97.2,110,2.8,110,2.8,0,0,0,0,0,0,0,0,0,0,0,0,541
Veterans Memorial ECHS,Brownsville ISD,529,507,553,127,23,21,16.5,52,40.9,Texas,25.9624717,-97.5716417,4550 U.S. 281,78520,Cameron County,Brownsville,48061,"4550 U.S. 281, Brownsville, Texas, 78520",12513,48061012513,2021,12513,Cameron County,Texas,337,49,49,239,0,2032,245,209,567,306,107,373,225,14.5,14.5,70.9,0,12.1,10.3,27.9,15.1,5.3,18.4,11.1,1158,49107,60284,3432,3142,91.6,290,8.4,277,8.1,0,0,9,0.3,0,0,0,0,0,0,4,0.1,529
Lincoln Park Sch,Brownsville ISD,,,<25,<25,,<25,,<25,,Texas,25.9013702,-97.4785085,7 Orange Street,78521,Cameron County,Brownsville,48061,"7 Orange Street, Brownsville, Texas, 78521",13902,48061013902,2021,13902,Cameron County,Texas,608,265,124,219,0,2362,611,345,535,332,340,184,15,43.6,20.4,36,0,25.9,14.6,22.7,14.1,14.4,7.8,0.6,1273,45320,46584,4297,4198,97.7,99,2.3,60,1.4,0,0,0,0,39,0.9,0,0,0,0,0,0,0
Harlingen H S,Harlingen CISD,501,479,<650,<100,12.9,<25,10.8,<25,24.1,Texas,26.2072853,-97.6838015,1201 Marshall Avenue,78550,Cameron County,Harlingen,48061,"1201 Marshall Avenue, Harlingen, Texas, 78550",10602,48061010602,2021,10602,Cameron County,Texas,80,13,43,24,0,1050,74,98,211,305,96,179,87,16.3,53.8,30,0,7,9.3,20.1,29,9.1,17,8.3,596,95000,94870,1691,1071,63.3,620,36.7,499,29.5,15,0.9,0,0,57,3.4,0,0,0,0,49,2.9,501
Harlingen H S-South,Harlingen CISD,520,508,477,87,18.2,13,14.9,31,35.6,Texas,26.235568,-97.7199454,,N/A,Cameron County,N/A,48061,,10205,48061010205,2021,10205,Cameron County,Texas,395,44,145,183,23,2709,612,510,760,156,263,272,136,11.1,36.7,46.3,5.8,22.6,18.8,28.1,5.8,9.7,10,5,1400,53380,57893,3880,2840,73.2,1040,26.8,893,23,7,0.2,0,0,140,3.6,0,0,0,0,0,0,520
Early College H S,Harlingen CISD,525,490,<75,<50,54.5,<25,13.9,<25,22.2,Texas,26.235568,-97.7199454,,N/A,Cameron County,N/A,48061,,10205,48061010205,2021,10205,Cameron County,Texas,395,44,145,183,23,2709,612,510,760,156,263,272,136,11.1,36.7,46.3,5.8,22.6,18.8,28.1,5.8,9.7,10,5,1400,53380,57893,3880,2840,73.2,1040,26.8,893,23,7,0.2,0,0,140,3.6,0,0,0,0,0,0,525
Harlingen School Of Health Profess,Harlingen CISD,551,538,<75,<50,36.2,<25,32,<25,64,Texas,26.2154657,-97.6733546,2302 North 21st Street,78550,Cameron County,Harlingen,48061,"2302 North 21st Street, Harlingen, Texas, 78550",10204,48061010204,2021,10204,Cameron County,Texas,232,32,107,37,56,2438,49,96,610,595,253,509,326,13.8,46.1,15.9,24.1,2,3.9,25,24.4,10.4,20.9,13.4,1394,62647,81864,4204,2941,70,1263,30,1062,25.3,0,0,0,0,201,4.8,0,0,0,0,0,0,551
La Feria H S,La Feria ISD,553,526,<225,<25,11,<25,20.8,<25,54.2,Texas,26.1638889,-97.8295716,901 North Canal Street,78559,Cameron County,La Feria,48061,"901 North Canal Street, La Feria, Texas, 78559",11904,48061011904,2021,11904,Cameron County,Texas,232,13,125,94,0,1034,228,134,284,237,73,51,27,5.6,53.9,40.5,0,22.1,13,27.5,22.9,7.1,4.9,2.6,689,30341,41145,2147,1972,91.8,175,8.2,160,7.5,15,0.7,0,0,0,0,0,0,0,0,0,0,553
Los Fresnos H S,Los Fresnos CISD,527,526,753,210,27.9,40,19,108,51.4,Texas,26.0828068,-97.4731113,907 North Arroyo Boulevard,78566,Cameron County,Los Fresnos,48061,"907 North Arroyo Boulevard, Los Fresnos, Texas, 78566",12402,48061012402,2021,12402,Cameron County,Texas,391,145,188,50,8,3350,566,352,737,642,408,533,112,37.1,48.1,12.8,2,16.9,10.5,22,19.2,12.2,15.9,3.3,1709,37121,65807,5843,5303,90.8,540,9.2,540,9.2,0,0,0,0,0,0,0,0,0,0,0,0,527
Port Isabel H S,Point Isabel ISD,437,427,<175,<150,89,<25,1.5,<25,12.4,Texas,26.0783266,-97.2469362,18001 Texas 100,78578,Cameron County,Port Isabel,48061,"18001 Texas 100, Port Isabel, Texas, 78578",14202,48061014202,2021,14202,Cameron County,Texas,503,171,152,168,12,1496,420,238,323,187,136,61,131,34,30.2,33.4,2.4,28.1,15.9,21.6,12.5,9.1,4.1,8.8,821,33988,71701,3000,2643,88.1,357,11.9,271,9,0,0,0,0,0,0,0,0,86,2.9,0,0,437
Port Isabel J H,Point Isabel ISD,,,<25,<25,,<25,,<25,,Texas,26.0750548,-97.2439452,17001 Texas 100,78578,Cameron County,Port Isabel,48061,"17001 Texas 100, Port Isabel, Texas, 78578",14202,48061014202,2021,14202,Cameron County,Texas,503,171,152,168,12,1496,420,238,323,187,136,61,131,34,30.2,33.4,2.4,28.1,15.9,21.6,12.5,9.1,4.1,8.8,821,33988,71701,3000,2643,88.1,357,11.9,271,9,0,0,0,0,0,0,0,0,86,2.9,0,0,0
Rio Hondo H S,Rio Hondo ISD,462,442,<150,<75,42.3,<25,1.8,<25,14.5,Texas,26.2306747,-97.5676956,22547 Texas 345,78583,Cameron County,Rio Hondo,48061,"22547 Texas 345, Rio Hondo, Texas, 78583",10103,48061010103,2021,10103,Cameron County,Texas,327,51,143,133,0,1518,479,39,305,301,165,229,0,15.6,43.7,40.7,0,31.6,2.6,20.1,19.8,10.9,15.1,0,759,47829,64526,2387,2336,97.9,51,2.1,51,2.1,0,0,0,0,0,0,0,0,0,0,0,0,462
San Benito H S,San Benito CISD,419,418,601,546,90.8,14,2.6,47,8.6,Texas,26.1419788,-97.65302,450 South Oscar Williams Road,78586,Cameron County,San Benito,48061,"450 South Oscar Williams Road, San Benito, Texas, 78586",11701,48061011701,2021,11701,Cameron County,Texas,614,87,329,198,0,2297,365,163,1253,363,73,58,22,14.2,53.6,32.2,0,15.9,7.1,54.5,15.8,3.2,2.5,1,1383,33295,40049,4541,4343,95.6,198,4.4,182,4,16,0.4,0,0,0,0,0,0,0,0,0,0,419
Santa Rosa H S,Santa Rosa ISD,527,420,<100,<25,11.1,<25,,<25,,Texas,26.2647402,-97.82343,,78593,Cameron County,Santa Rosa,48061,,10301,48061010301,2021,10301,Cameron County,Texas,627,156,275,196,0,2995,559,441,1053,505,180,154,103,24.9,43.9,31.3,0,18.7,14.7,35.2,16.9,6,5.1,3.4,1517,36166,48870,5225,4888,93.6,337,6.4,337,6.4,0,0,0,0,0,0,0,0,0,0,0,0,527
South Texas ISD World Scholars,South Texas ISD,505,474,<150,<100,72.2,<25,11,<25,23.1,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,505
South Texas ISD Medical Profession,South Texas ISD,529,516,<200,<125,55.8,<25,17,<50,41.5,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,529
South Texas ISD Health Professions,South Texas ISD,598,574,231,83,35.9,35,42.2,53,63.9,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,598
South Texas ISD Science Academy,South Texas ISD,592,590,170,198,100,94,47.5,143,72.2,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,592
Pittsburg H S,Pittsburg ISD,483,477,<150,<50,28.9,<25,9.8,<25,29.3,Texas,33.0042843,-94.9742585,300 North Texas Street,75686,Camp County,Pittsburg,48063,"300 North Texas Street, Pittsburg, Texas, 75686",950200,48063950200,2021,950200,Camp County,Texas,346,26,129,191,0,2994,266,163,1144,690,139,407,185,7.5,37.3,55.2,0,8.9,5.4,38.2,23,4.6,13.6,6.2,1784,39848,54774,4669,1402,30,3267,70,1877,40.2,1136,24.3,2,0,61,1.3,0,0,13,0.3,178,3.8,483
Panhandle H S,Panhandle ISD,511,512,<75,<50,80.7,<25,8.7,<25,37,Texas,35.2846627,-101.4339148,,N/A,Carson County,N/A,48065,,950200,48065950200,2021,950200,Carson County,Texas,282,48,112,99,23,2602,31,101,806,620,219,587,238,17,39.7,35.1,8.2,1.2,3.9,31,23.8,8.4,22.6,9.1,1444,78611,99380,3762,470,12.5,3292,87.5,3055,81.2,50,1.3,146,3.9,7,0.2,23,0.6,1,0,10,0.3,511
McLeod H S,McLeod ISD,,,<50,<25,2.8,<25,,<25,100,Texas,32.9451238,-94.0835219,19395 FM Rd 125 S,75551,Cass County,Atlanta,48067,"19395 FM Rd 125 S, Atlanta, Texas, 75551",950500,48067950500,2021,950500,Cass County,Texas,280,22,127,128,3,1713,10,126,660,342,178,240,157,7.9,45.4,45.7,1.1,0.6,7.4,38.5,20,10.4,14,9.2,1083,60139,75980,2476,16,0.6,2460,99.4,2280,92.1,128,5.2,2,0.1,27,1.1,0,0,0,0,23,0.9,0
Queen City H S,Queen City ISD,585,525,<100,<25,2.2,<25,50,<25,50,Texas,33.2115561,-94.1718542,,N/A,Cass County,N/A,48067,,950102,48067950102,2021,950102,Cass County,Texas,146,0,65,81,0,1765,102,258,732,257,100,192,124,0,44.5,55.5,0,5.8,14.6,41.5,14.6,5.7,10.9,7,1110,70714,76663,2731,27,1,2704,99,2157,79,522,19.1,0,0,0,0,0,0,0,0,25,0.9,585
Dimmitt H S,Dimmitt ISD,,,<100,<25,1.2,<25,,<25,100,Texas,34.5434376,-102.3301268,1405 Western Circle Drive,79027,Castro County,Dimmitt,48069,"1405 Western Circle Drive, Dimmitt, Texas, 79027",950200,48069950200,2021,950200,Castro County,Texas,498,139,302,57,0,2628,411,145,910,436,87,487,152,27.9,60.6,11.4,0,15.6,5.5,34.6,16.6,3.3,18.5,5.8,1406,54853,67621,4231,3057,72.3,1174,27.7,1021,24.1,45,1.1,19,0.4,86,2,0,0,0,0,3,0.1,0
Nazareth School,Nazareth ISD,481,577,<25,<25,45,<25,11.1,<25,33.3,Texas,34.5442668,-102.1004853,101 South 1st Street,79063,Castro County,Nazareth,48069,"101 South 1st Street, Nazareth, Texas, 79063",950100,48069950100,2021,950100,Castro County,Texas,45,7,32,6,0,729,112,23,144,153,79,157,61,15.6,71.1,13.3,0,15.4,3.2,19.8,21,10.8,21.5,8.4,381,83036,100012,1092,345,31.6,747,68.4,724,66.3,0,0,0,0,0,0,0,0,0,0,23,2.1,481
Anahuac H S,Anahuac ISD,491,502,<125,<50,46.1,<25,4.3,<25,23.4,Texas,29.7714507,-94.6763066,201 Kansas Avenue South,77514,Chambers County,Anahuac,48071,"201 Kansas Avenue South, Anahuac, Texas, 77514",710300,48071710300,2021,710300,Chambers County,Texas,53,12,16,25,0,1953,95,60,636,639,174,233,116,22.6,30.2,47.2,0,4.9,3.1,32.6,32.7,8.9,11.9,5.9,1069,83792,87279,2617,435,16.6,2182,83.4,1666,63.7,509,19.4,0,0,7,0.3,0,0,0,0,0,0,491
Barbers Hill H S,Barbers Hill ISD,523,531,385,290,75.3,65,22.4,139,47.9,Texas,29.8435569,-94.8521234,10300 Eagle Drive,77580,Chambers County,Mont Belvieu,48071,"10300 Eagle Drive, Mont Belvieu, Texas, 77580",710100,48071710100,2021,710100,Chambers County,Texas,694,70,346,194,84,6351,222,223,1303,2152,774,1341,336,10.1,49.9,28,12.1,3.5,3.5,20.5,33.9,12.2,21.1,5.3,3440,117552,128008,10047,1076,10.7,8971,89.3,7899,78.6,749,7.5,31,0.3,58,0.6,0,0,0,0,234,2.3,523
