unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
08001007801,2021,7801,Adams County,Colorado,4027,1341,33.3,2686,66.7,768,19.1,783,19.4,30,0.7,1032,25.6,4,0.1,12,0.3,57,1.4
08001007802,2021,7802,Adams County,Colorado,4598,2686,58.4,1912,41.6,660,14.4,728,15.8,83,1.8,287,6.2,21,0.5,41,0.9,92,2.0
08001007900,2021,7900,Adams County,Colorado,5749,2819,49.0,2930,51.0,1478,25.7,968,16.8,18,0.3,208,3.6,0,0.0,18,0.3,240,4.2
08001008000,2021,8000,Adams County,Colorado,5515,2428,44.0,3087,56.0,1876,34.0,456,8.3,109,2.0,97,1.8,0,0.0,345,6.3,204,3.7
08001008100,2021,8100,Adams County,Colorado,1538,261,17.0,1277,83.0,795,51.7,38,2.5,79,5.1,256,16.6,0,0.0,18,1.2,91,5.9
08001008200,2021,8200,Adams County,Colorado,6892,3903,56.6,2989,43.4,1856,26.9,684,9.9,0,0.0,206,3.0,0,0.0,0,0.0,243,3.5
08001008308,2021,8308,Adams County,Colorado,5827,3306,56.7,2521,43.3,1059,18.2,960,16.5,1,0.0,433,7.4,0,0.0,26,0.4,42,0.7
08001008309,2021,8309,Adams County,Colorado,4023,2630,65.4,1393,34.6,916,22.8,353,8.8,0,0.0,115,2.9,0,0.0,0,0.0,9,0.2
08001008354,2021,8354,Adams County,Colorado,4211,992,23.6,3219,76.4,938,22.3,1646,39.1,3,0.1,233,5.5,4,0.1,0,0.0,395,9.4
08001008355,2021,8355,Adams County,Colorado,5016,2453,48.9,2563,51.1,1835,36.6,363,7.2,0,0.0,256,5.1,0,0.0,0,0.0,109,2.2
08001008401,2021,8401,Adams County,Colorado,5491,772,14.1,4719,85.9,4346,79.1,28,0.5,25,0.5,16,0.3,0,0.0,75,1.4,229,4.2
08001008402,2021,8402,Adams County,Colorado,4974,699,14.1,4275,85.9,3903,78.5,41,0.8,5,0.1,10,0.2,0,0.0,44,0.9,272,5.5
08001008505,2021,8505,Adams County,Colorado,6952,2261,32.5,4691,67.5,4247,61.1,277,4.0,66,0.9,28,0.4,0,0.0,0,0.0,73,1.1
08001008506,2021,8506,Adams County,Colorado,6249,1874,30.0,4375,70.0,3439,55.0,98,1.6,81,1.3,83,1.3,102,1.6,22,0.4,550,8.8
08001008507,2021,8507,Adams County,Colorado,6091,1979,32.5,4112,67.5,3605,59.2,252,4.1,0,0.0,57,0.9,0,0.0,42,0.7,156,2.6
08001008508,2021,8508,Adams County,Colorado,5536,1802,32.6,3734,67.4,3378,61.0,45,0.8,23,0.4,105,1.9,0,0.0,12,0.2,171,3.1
08001008524,2021,8524,Adams County,Colorado,9478,1638,17.3,7840,82.7,5945,62.7,280,3.0,21,0.2,897,9.5,0,0.0,72,0.8,625,6.6
08001008526,2021,8526,Adams County,Colorado,7366,1238,16.8,6128,83.2,4965,67.4,46,0.6,0,0.0,739,10.0,0,0.0,0,0.0,378,5.1
08001008533,2021,8533,Adams County,Colorado,8142,3053,37.5,5089,62.5,4278,52.5,183,2.2,50,0.6,325,4.0,0,0.0,0,0.0,253,3.1
08001008534,2021,8534,Adams County,Colorado,4693,1993,42.5,2700,57.5,2481,52.9,34,0.7,0,0.0,130,2.8,0,0.0,29,0.6,26,0.6
08001008535,2021,8535,Adams County,Colorado,4626,1756,38.0,2870,62.0,2613,56.5,108,2.3,23,0.5,87,1.9,0,0.0,0,0.0,39,0.8
08001008536,2021,8536,Adams County,Colorado,4346,1108,25.5,3238,74.5,2599,59.8,66,1.5,4,0.1,355,8.2,0,0.0,11,0.3,203,4.7
08001008538,2021,8538,Adams County,Colorado,10456,3155,30.2,7301,69.8,6103,58.4,684,6.5,0,0.0,171,1.6,0,0.0,18,0.2,325,3.1
08001008540,2021,8540,Adams County,Colorado,9156,2712,29.6,6444,70.4,5323,58.1,0,0.0,74,0.8,739,8.1,0,0.0,0,0.0,308,3.4
08001008544,2021,8544,Adams County,Colorado,5898,1241,21.0,4657,79.0,3816,64.7,96,1.6,0,0.0,469,8.0,0,0.0,0,0.0,276,4.7
08001008545,2021,8545,Adams County,Colorado,6265,875,14.0,5390,86.0,4940,78.9,11,0.2,0,0.0,129,2.1,0,0.0,18,0.3,292,4.7
