School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
PSJA Memorial ECHS,Pharr-San Juan-Alamo ISD,476,455,<450,<150,28.3,<25,5.6,<25,18.3,Texas,26.1737652,-98.1237737,800 South Alamo Road,78516,Hidalgo County,Alamo,48215,"800 South Alamo Road, Alamo, Texas, 78516",21904,48215021904,2022,21904,Hidalgo County,Texas,397,96,109,123,69,2431,282,542,589,428,169,244,177,24.2,27.5,31,17.4,11.6,22.3,24.2,17.6,7,10,7.3,1339,55444,63678,3839,3027,78.8,812,21.2,794,20.7,0,0,0,0,0,0,0,0,0,0,18,0.5,476
PSJA North ECHS,Pharr-San Juan-Alamo ISD,484,473,489,126,25.8,5,4,23,18.3,Texas,26.2299428,-98.171975,500 East Nolana Loop,78577,Hidalgo County,Pharr,48215,"500 East Nolana Loop, Pharr, Texas, 78577",21707,48215021707,2022,21707,Hidalgo County,Texas,291,46,0,215,30,1237,46,188,413,382,64,144,0,15.8,0,73.9,10.3,3.7,15.2,33.4,30.9,5.2,11.6,0,751,35200,49050,2166,1763,81.4,403,18.6,403,18.6,0,0,0,0,0,0,0,0,0,0,0,0,484
PSJA Sonia M Sotomayor HS,Pharr-San Juan-Alamo ISD,390,382,<50,<25,14.3,<25,,<25,,Texas,26.2020739,-98.1676803,1200 East Polk Avenue,78577,Hidalgo County,Pharr,48215,"1200 East Polk Avenue, Pharr, Texas, 78577",21600,48215021600,2022,21600,Hidalgo County,Texas,460,72,125,251,12,2200,689,497,549,304,65,92,4,15.7,27.2,54.6,2.6,31.3,22.6,25,13.8,3,4.2,0.2,1257,26639,42684,3910,3764,96.3,146,3.7,146,3.7,0,0,0,0,0,0,0,0,0,0,0,0,390
PSJA Southwest ECHS,Pharr-San Juan-Alamo ISD,460,438,<400,<100,22.6,<25,3.4,<25,10.3,Texas,26.1569722,-98.1872638,300 East Javelina Drive,78577,Hidalgo County,Pharr,48215,"300 East Javelina Drive, Pharr, Texas, 78577",21409,48215021409,2022,21409,Hidalgo County,Texas,268,18,166,84,0,1597,87,151,532,461,0,317,49,6.7,61.9,31.3,0,5.4,9.5,33.3,28.9,0,19.8,3.1,918,54643,75253,2462,2050,83.3,412,16.7,384,15.6,28,1.1,0,0,0,0,0,0,0,0,0,0,460
PSJA Thomas Jefferson T-STEM ECHS,Pharr-San Juan-Alamo ISD,473,439,<175,<175,97.5,<25,4.5,<25,9,Texas,26.1923451,-98.1756765,714 U.S. 83 Business,78577,Hidalgo County,Pharr,48215,"714 U.S. 83 Business, Pharr, Texas, 78577",21401,48215021401,2022,21401,Hidalgo County,Texas,586,44,373,169,0,3149,546,370,1074,451,240,307,161,7.5,63.7,28.8,0,17.3,11.7,34.1,14.3,7.6,9.7,5.1,1728,32758,49704,5090,4829,94.9,261,5.1,261,5.1,0,0,0,0,0,0,0,0,0,0,0,0,473
Sharyland HS,Sharyland ISD,513,501,386,212,54.9,34,16,73,34.4,Texas,26.213279,-98.2832429,1216 North Shary Road,78572,Hidalgo County,Mission,48215,"1216 North Shary Road, Mission, Texas, 78572",20305,48215020305,2022,20305,Hidalgo County,Texas,215,20,37,110,48,1955,69,83,350,398,302,439,314,9.3,17.2,51.2,22.3,3.5,4.2,17.9,20.4,15.4,22.5,16.1,1177,66278,101394,3104,2467,79.5,637,20.5,565,18.2,0,0,0,0,72,2.3,0,0,0,0,0,0,513
Sharyland Pioneer HS,Sharyland ISD,518,519,353,153,43.3,28,18.3,65,42.5,Texas,26.3012574,-98.2724092,10001 North Shary Road,78573,Hidalgo County,Mission,48215,"10001 North Shary Road, Mission, Texas, 78573",24129,48215024129,2022,24129,Hidalgo County,Texas,336,17,82,234,3,2951,718,162,916,315,64,544,232,5.1,24.4,69.6,0.9,24.3,5.5,31,10.7,2.2,18.4,7.9,1053,47450,127543,3634,3419,94.1,215,5.9,215,5.9,0,0,0,0,0,0,0,0,0,0,0,0,518
Sharyland Advanced Academic,Sharyland ISD,547,542,89,58,65.2,18,31,32,55.2,Texas,26.2124292,-98.2811617,1106 North Shary Road,78572,Hidalgo County,Mission,48215,"1106 North Shary Road, Mission, Texas, 78572",20305,48215020305,2022,20305,Hidalgo County,Texas,215,20,37,110,48,1955,69,83,350,398,302,439,314,9.3,17.2,51.2,22.3,3.5,4.2,17.9,20.4,15.4,22.5,16.1,1177,66278,101394,3104,2467,79.5,637,20.5,565,18.2,0,0,0,0,72,2.3,0,0,0,0,0,0,547
La Joya HS,La Joya ISD,514,511,<750,<25,1.9,<25,21.4,<25,35.7,Texas,26.2534517,-98.4728944,604 Coyote Drive,78560,Hidalgo County,La Joya,48215,"604 Coyote Drive, La Joya, Texas, 78560",24210,48215024210,2022,24210,Hidalgo County,Texas,418,110,149,126,33,3244,392,504,1002,598,13,418,317,26.3,35.6,30.1,7.9,12.1,15.5,30.9,18.4,0.4,12.9,9.8,1479,51772,82406,5014,4628,92.3,386,7.7,345,6.9,0,0,0,0,41,0.8,0,0,0,0,0,0,514
Juarez-Lincoln HS,La Joya ISD,487,484,<575,<25,2,<25,9.1,<25,27.3,Texas,26.3267307,-98.3977689,7801 West Mile 7 Road,78574,Hidalgo County,Mission,48215,"7801 West Mile 7 Road, Mission, Texas, 78574",24127,48215024127,2022,24127,Hidalgo County,Texas,642,180,281,181,0,2385,1072,370,473,157,183,111,19,28,43.8,28.2,0,44.9,15.5,19.8,6.6,7.7,4.7,0.8,1056,44052,49636,4294,4222,98.3,72,1.7,57,1.3,0,0,15,0.3,0,0,0,0,0,0,0,0,487
La Joya Palmview HS,La Joya ISD,494,475,<575,<50,5.4,<25,6.7,<25,33.3,Texas,26.2589264,-98.3596752,3901 La Homa Road,78574,Hidalgo County,Palmview,48215,"3901 La Homa Road, Palmview, Texas, 78574",24107,48215024107,2022,24107,Hidalgo County,Texas,238,111,32,95,0,2520,769,549,503,373,104,93,129,46.6,13.4,39.9,0,30.5,21.8,20,14.8,4.1,3.7,5.1,1207,37982,48970,4379,4278,97.7,101,2.3,71,1.6,7,0.2,0,0,23,0.5,0,0,0,0,0,0,494
Thelma Rosa Salinas STEM ECHS,La Joya ISD,505,513,<100,<25,13,<25,25,<25,50,Texas,26.2547741,-98.4759924,801. N College Drive,78560,Hidalgo County,La Joya,48215,"801. N College Drive, La Joya, Texas, 78560",24208,48215024208,2022,24208,Hidalgo County,Texas,293,42,101,150,0,2505,155,912,865,173,162,205,33,14.3,34.5,51.2,0,6.2,36.4,34.5,6.9,6.5,8.2,1.3,1373,51657,64417,4326,3580,82.8,746,17.2,746,17.2,0,0,0,0,0,0,0,0,0,0,0,0,505
Weslaco HS,Weslaco ISD,534,529,<550,<25,1.8,<25,30,<25,30,Texas,26.168088,-98.001484,1005 West Pike Boulevard,78596,Hidalgo County,Weslaco,48215,"1005 West Pike Boulevard, Weslaco, Texas, 78596",22401,48215022401,2022,22401,Hidalgo County,Texas,292,98,121,72,1,2297,347,635,497,356,132,236,94,33.6,41.4,24.7,0.3,15.1,27.6,21.6,15.5,5.7,10.3,4.1,1276,40556,69210,3981,3927,98.6,54,1.4,52,1.3,0,0,0,0,0,0,0,0,0,0,2,0.1,534
Weslaco East HS,Weslaco ISD,524,477,<400,<25,1.8,<25,,<25,42.9,Texas,26.1743584,-97.9810845,,N/A,Hidalgo County,N/A,48215,,22502,48215022502,2022,22502,Hidalgo County,Texas,552,146,270,109,27,3310,781,509,711,448,148,592,121,26.4,48.9,19.7,4.9,23.6,15.4,21.5,13.5,4.5,17.9,3.7,1709,44623,52729,6209,5946,95.8,263,4.2,89,1.4,106,1.7,44,0.7,11,0.2,0,0,0,0,13,0.2,524
Monte Alto HS,Monte Alto ISD,435,403,<75,<25,6.2,<25,,<25,,Texas,26.3728159,-97.9689025,,78538,Hidalgo County,Monte Alto,48215,,24600,48215024600,2022,24600,Hidalgo County,Texas,948,223,355,307,63,3948,1015,584,914,741,195,454,45,23.5,37.4,32.4,6.6,25.7,14.8,23.2,18.8,4.9,11.5,1.1,1617,45438,59344,6827,6720,98.4,107,1.6,73,1.1,9,0.1,0,0,0,0,0,0,0,0,25,0.4,435
Valley View HS,Valley View ISD,605,548,<350,<25,1.1,<25,50,<25,75,Texas,26.1077196,-98.2267665,,N/A,Hidalgo County,N/A,48215,,21311,48215021311,2022,21311,Hidalgo County,Texas,603,238,128,146,91,3172,590,345,835,450,281,632,39,39.5,21.2,24.2,15.1,18.6,10.9,26.3,14.2,8.9,19.9,1.2,1323,46635,67327,5443,5441,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,605
Abbott School,Abbott ISD,572,557,<50,<25,22.2,<25,50,<25,66.7,Texas,31.8830923,-97.0766524,219 1st Street,76621,Hill County,Abbott,48217,"219 1st Street, Abbott, Texas, 76621",960700,48217960700,2022,960700,Hill County,Texas,72,26,32,14,0,1466,61,93,524,378,140,175,95,36.1,44.4,19.4,0,4.2,6.3,35.7,25.8,9.5,11.9,6.5,721,82750,86523,2231,324,14.5,1907,85.5,1749,78.4,71,3.2,0,0,12,0.5,0,0,0,0,75,3.4,572
Covington School,Covington ISD,461,433,<25,<25,69.6,<25,6.3,<25,12.5,Texas,32.1826952,-97.2575187,501 North Main Street,76636,Hill County,Covington,48217,"501 North Main Street, Covington, Texas, 76636",960100,48217960100,2022,960100,Hill County,Texas,395,60,156,172,7,3021,207,162,1053,896,294,265,144,15.2,39.5,43.5,1.8,6.9,5.4,34.9,29.7,9.7,8.8,4.8,1629,67776,86905,4540,1324,29.2,3216,70.8,2817,62,183,4,16,0.4,17,0.4,0,0,75,1.7,108,2.4,461
Hillsboro HS,Hillsboro ISD,496,482,<150,<75,37.7,<25,5.8,<25,32.7,Texas,31.981319,-97.1277853,1600 Abbott Avenue,76645,Hill County,Hillsboro,48217,"1600 Abbott Avenue, Hillsboro, Texas, 76645",960700,48217960700,2022,960700,Hill County,Texas,72,26,32,14,0,1466,61,93,524,378,140,175,95,36.1,44.4,19.4,0,4.2,6.3,35.7,25.8,9.5,11.9,6.5,721,82750,86523,2231,324,14.5,1907,85.5,1749,78.4,71,3.2,0,0,12,0.5,0,0,0,0,75,3.4,496
Hubbard HS,Hubbard ISD,498,504,<25,<25,37.5,<25,11.1,<25,33.3,Texas,31.8348718,-96.8122798,1803 Northwest 4th Street,76648,Hill County,Hubbard,48217,"1803 Northwest 4th Street, Hubbard, Texas, 76648",961400,48217961400,2022,961400,Hill County,Texas,299,35,42,208,14,2955,134,251,906,754,359,456,95,11.7,14,69.6,4.7,4.5,8.5,30.7,25.5,12.1,15.4,3.2,1573,50337,68410,4476,829,18.5,3647,81.5,3229,72.1,289,6.5,19,0.4,7,0.2,0,0,30,0.7,73,1.6,498
Itasca HS,Itasca ISD,442,417,<50,<50,100,<25,,<25,7.9,Texas,32.1641412,-97.1456819,123 North College Street,76055,Hill County,Itasca,48217,"123 North College Street, Itasca, Texas, 76055",960100,48217960100,2022,960100,Hill County,Texas,395,60,156,172,7,3021,207,162,1053,896,294,265,144,15.2,39.5,43.5,1.8,6.9,5.4,34.9,29.7,9.7,8.8,4.8,1629,67776,86905,4540,1324,29.2,3216,70.8,2817,62,183,4,16,0.4,17,0.4,0,0,75,1.7,108,2.4,442
Mount Calm ISD,Mount Calm ISD,523,495,<25,<25,30.8,<25,,<25,50,Texas,31.7498825,-96.8887202,,N/A,Hill County,N/A,48217,,961400,48217961400,2022,961400,Hill County,Texas,299,35,42,208,14,2955,134,251,906,754,359,456,95,11.7,14,69.6,4.7,4.5,8.5,30.7,25.5,12.1,15.4,3.2,1573,50337,68410,4476,829,18.5,3647,81.5,3229,72.1,289,6.5,19,0.4,7,0.2,0,0,30,0.7,73,1.6,523
Whitney HS,Whitney ISD,501,504,<125,<50,46.6,<25,10.4,<25,37.5,Texas,31.9673635,-97.3245764,1400 North Brazos Street,76692,Hill County,Whitney,48217,"1400 North Brazos Street, Whitney, Texas, 76692",960501,48217960501,2022,960501,Hill County,Texas,292,36,72,184,0,2432,96,160,880,656,407,162,71,12.3,24.7,63,0,3.9,6.6,36.2,27,16.7,6.7,2.9,1342,65568,83183,3631,432,11.9,3199,88.1,3093,85.2,74,2,4,0.1,0,0,0,0,0,0,28,0.8,501
Aquilla School,Aquilla ISD,438,459,<50,<25,76.9,<25,5,<25,5,Texas,31.8543056,-97.2186801,404 North Richards,76622,Hill County,Aquilla,48217,"404 North Richards, Aquilla, Texas, 76622",960501,48217960501,2022,960501,Hill County,Texas,292,36,72,184,0,2432,96,160,880,656,407,162,71,12.3,24.7,63,0,3.9,6.6,36.2,27,16.7,6.7,2.9,1342,65568,83183,3631,432,11.9,3199,88.1,3093,85.2,74,2,4,0.1,0,0,0,0,0,0,28,0.8,438
Blum ISD,Blum ISD,473,469,<25,<25,65.2,<25,,<25,20,Texas,32.1162871,-97.4165053,,N/A,Hill County,N/A,48217,,960200,48217960200,2022,960200,Hill County,Texas,327,20,209,98,0,3282,86,256,1231,690,233,516,270,6.1,63.9,30,0,2.6,7.8,37.5,21,7.1,15.7,8.2,1878,63893,87598,4214,354,8.4,3860,91.6,3777,89.6,35,0.8,0,0,0,0,0,0,2,0,46,1.1,473
Penelope School,Penelope ISD,460,420,<25,<25,33.3,<25,,<25,,Texas,31.8623335,-96.9307255,309 Avenue D,76676,Hill County,Penelope,48217,"309 Avenue D, Penelope, Texas, 76676",961400,48217961400,2022,961400,Hill County,Texas,299,35,42,208,14,2955,134,251,906,754,359,456,95,11.7,14,69.6,4.7,4.5,8.5,30.7,25.5,12.1,15.4,3.2,1573,50337,68410,4476,829,18.5,3647,81.5,3229,72.1,289,6.5,19,0.4,7,0.2,0,0,30,0.7,73,1.6,460
Levelland HS,Levelland ISD,537,531,<175,<25,4.1,<25,,<25,57.1,Texas,33.583644,-102.3497079,1400 Hickory Street,79336,Hockley County,Levelland,48219,"1400 Hickory Street, Levelland, Texas, 79336",950300,48219950300,2022,950300,Hockley County,Texas,400,113,169,118,0,2603,224,306,767,554,286,345,121,28.3,42.3,29.5,0,8.6,11.8,29.5,21.3,11,13.3,4.6,1562,54135,68869,4024,2237,55.6,1787,44.4,1559,38.7,119,3,0,0,57,1.4,0,0,17,0.4,35,0.9,537
Ropes School,Ropes ISD,512,504,<50,<25,53.3,<25,6.3,<25,31.3,Texas,33.4131087,-102.1531529,304 Ranch Street,79358,Hockley County,Ropesville,48219,"304 Ranch Street, Ropesville, Texas, 79358",950600,48219950600,2022,950600,Hockley County,Texas,100,8,70,17,5,946,79,63,256,221,83,175,69,8,70,17,5,8.4,6.7,27.1,23.4,8.8,18.5,7.3,495,83469,98644,1599,476,29.8,1123,70.2,1074,67.2,17,1.1,19,1.2,0,0,0,0,0,0,13,0.8,512
Smyer Schools,Smyer ISD,469,473,<25,<25,95.2,<25,10,<25,15,Texas,33.584003,-102.163196,,79367,Hockley County,Smyer,48219,,950200,48219950200,2022,950200,Hockley County,Texas,245,36,33,166,10,2630,190,204,801,741,220,351,123,14.7,13.5,67.8,4.1,7.2,7.8,30.5,28.2,8.4,13.3,4.7,1381,63897,89246,3976,1428,35.9,2548,64.1,2400,60.4,67,1.7,7,0.2,0,0,0,0,0,0,74,1.9,469
Sundown HS,Sundown ISD,524,512,<50,<50,95.6,<25,18.6,<25,37.2,Texas,33.4600201,-102.4857131,511 East 7th Street,79372,Hockley County,Sundown,48219,"511 East 7th Street, Sundown, Texas, 79372",950700,48219950700,2022,950700,Hockley County,Texas,204,10,83,97,14,1147,113,90,408,216,79,159,82,4.9,40.7,47.5,6.9,9.9,7.8,35.6,18.8,6.9,13.9,7.1,663,64821,84685,1808,894,49.4,914,50.6,813,45,0,0,0,0,9,0.5,0,0,0,0,92,5.1,524
Whitharral School,Whitharral ISD,580,570,<25,<25,14.3,<25,50,<25,50,Texas,33.7379856,-102.3266208,201 2nd Street,79380,Hockley County,Whitharral,48219,"201 2nd Street, Whitharral, Texas, 79380",950200,48219950200,2022,950200,Hockley County,Texas,245,36,33,166,10,2630,190,204,801,741,220,351,123,14.7,13.5,67.8,4.1,7.2,7.8,30.5,28.2,8.4,13.3,4.7,1381,63897,89246,3976,1428,35.9,2548,64.1,2400,60.4,67,1.7,7,0.2,0,0,0,0,0,0,74,1.9,580
Granbury HS,Granbury ISD,564,543,<375,<150,38.9,<50,33.8,<100,59.2,Texas,32.4391786,-97.81081,2000 West Pearl Street,76048,Hood County,Granbury,48221,"2000 West Pearl Street, Granbury, Texas, 76048",160100,48221160100,2022,160100,Hood County,Texas,488,79,174,171,64,4111,133,193,1216,1131,297,884,257,16.2,35.7,35,13.1,3.2,4.7,29.6,27.5,7.2,21.5,6.3,2090,60773,106121,5664,661,11.7,5003,88.3,4479,79.1,127,2.2,10,0.2,38,0.7,0,0,18,0.3,331,5.8,564
Stars Accelerated HS,Granbury ISD,615,590,<75,<25,3.3,<25,50,<25,100,Texas,32.444282,-97.7944353,301 North Hannaford Street,76048,Hood County,Granbury,48221,"301 North Hannaford Street, Granbury, Texas, 76048",160100,48221160100,2022,160100,Hood County,Texas,488,79,174,171,64,4111,133,193,1216,1131,297,884,257,16.2,35.7,35,13.1,3.2,4.7,29.6,27.5,7.2,21.5,6.3,2090,60773,106121,5664,661,11.7,5003,88.3,4479,79.1,127,2.2,10,0.2,38,0.7,0,0,18,0.3,331,5.8,615
Lipan HS,Lipan ISD,,,<50,<25,3.7,<25,100,<25,100,Texas,32.5086457,-98.0028892,,N/A,Hood County,N/A,48221,,160302,48221160302,2022,160302,Hood County,Texas,237,43,74,120,0,3230,78,188,1041,975,221,591,136,18.1,31.2,50.6,0,2.4,5.8,32.2,30.2,6.8,18.3,4.2,1648,70357,89556,5065,706,13.9,4359,86.1,4215,83.2,28,0.6,4,0.1,15,0.3,7,0.1,0,0,90,1.8,0
Tolar HS,Tolar ISD,490,489,<75,<50,75.9,<25,2.4,<25,26.8,Texas,32.382254,-97.9316224,301 Rock Church Highway,76476,Hood County,Tolar,48221,"301 Rock Church Highway, Tolar, Texas, 76476",160303,48221160303,2022,160303,Hood County,Texas,347,5,94,187,61,4155,94,251,1377,1161,424,505,343,1.4,27.1,53.9,17.6,2.3,6,33.1,27.9,10.2,12.2,8.3,2358,76016,86630,5718,657,11.5,5061,88.5,4720,82.5,0,0,65,1.1,57,1,0,0,8,0.1,211,3.7,490
Sulphur Springs HS,Sulphur Springs ISD,514,497,253,131,51.8,21,16,45,34.4,Texas,33.0881873,-95.6037465,,N/A,Hopkins County,N/A,48223,,950302,48223950302,2022,950302,Hopkins County,Texas,388,59,109,81,139,2252,58,214,509,462,165,596,248,15.2,28.1,20.9,35.8,2.6,9.5,22.6,20.5,7.3,26.5,11,1437,82736,112101,3583,924,25.8,2659,74.2,2457,68.6,72,2,30,0.8,24,0.7,0,0,26,0.7,50,1.4,514
Cumby HS,Cumby ISD,462,451,<50,<50,85.3,<25,,<25,13.8,Texas,33.1357584,-95.8449181,303 Sayle Street,75433,Hopkins County,Cumby,48223,"303 Sayle Street, Cumby, Texas, 75433",950200,48223950200,2022,950200,Hopkins County,Texas,331,37,125,135,34,3313,104,268,1162,734,252,586,207,11.2,37.8,40.8,10.3,3.1,8.1,35.1,22.2,7.6,17.7,6.2,1902,70988,88951,4682,385,8.2,4297,91.8,4021,85.9,115,2.5,31,0.7,6,0.1,16,0.3,29,0.6,79,1.7,462
North Hopkins HS,North Hopkins ISD,550,560,<50,<25,6.7,<25,50,<25,50,Texas,33.2708477,-95.6201879,1994 West Farm Road 71,75482,Hopkins County,Sulphur Springs,48223,"1994 West Farm Road 71, Sulphur Springs, Texas, 75482",950100,48223950100,2022,950100,Hopkins County,Texas,145,14,108,23,0,2068,69,171,843,514,152,202,117,9.7,74.5,15.9,0,3.3,8.3,40.8,24.9,7.4,9.8,5.7,1105,66750,80785,3060,122,4,2938,96,2798,91.4,51,1.7,18,0.6,11,0.4,0,0,5,0.2,55,1.8,550
Sulphur Bluff ISD,Sulphur Bluff ISD,484,490,<25,<25,47.4,<25,,<25,33.3,Texas,33.331108,-95.3939743,1027 County Road 3550,75481,Hopkins County,Sulphur Bluff,48223,"1027 County Road 3550, Sulphur Bluff, Texas, 75481",950100,48223950100,2022,950100,Hopkins County,Texas,145,14,108,23,0,2068,69,171,843,514,152,202,117,9.7,74.5,15.9,0,3.3,8.3,40.8,24.9,7.4,9.8,5.7,1105,66750,80785,3060,122,4,2938,96,2798,91.4,51,1.7,18,0.6,11,0.4,0,0,5,0.2,55,1.8,484
Crockett HS,Crockett ISD,479,462,<100,<75,64.3,<25,7.4,<25,22.2,Texas,31.3026036,-95.4717397,1600 Southwest Loop 304,75835,Houston County,Crockett,48225,"1600 Southwest Loop 304, Crockett, Texas, 75835",950400,48225950400,2022,950400,Houston County,Texas,179,25,83,71,0,1907,183,336,803,318,28,211,28,14,46.4,39.7,0,9.6,17.6,42.1,16.7,1.5,11.1,1.5,1158,32063,50761,3051,419,13.7,2632,86.3,891,29.2,1701,55.8,7,0.2,33,1.1,0,0,0,0,0,0,479
Grapeland HS,Grapeland ISD,482,466,<50,<25,26.5,<25,15.4,<25,23.1,Texas,31.4876599,-95.4987565,,N/A,Houston County,N/A,48225,,950101,48225950101,2022,950101,Houston County,Texas,242,65,86,91,0,1473,100,135,601,224,145,212,56,26.9,35.5,37.6,0,6.8,9.2,40.8,15.2,9.8,14.4,3.8,829,36533,62549,2030,129,6.4,1901,93.6,1300,64,504,24.8,54,2.7,0,0,0,0,11,0.5,32,1.6,482
Lovelady JH/HS,Lovelady ISD,498,500,<50,<25,61.8,<25,14.3,<25,28.6,Texas,31.0989433,-95.5197394,,N/A,Houston County,N/A,48225,,950700,48225950700,2022,950700,Houston County,Texas,184,23,113,30,18,4178,275,673,1678,883,334,218,117,12.5,61.4,16.3,9.8,6.6,16.1,40.2,21.1,8,5.2,2.8,864,64896,72837,4961,951,19.2,4010,80.8,2599,52.4,1131,22.8,3,0.1,7,0.1,10,0.2,0,0,260,5.2,498
Latexo HS,Latexo ISD,509,520,<50,<25,59.3,<25,18.8,<25,31.3,Texas,31.3965232,-95.4987565,,N/A,Houston County,N/A,48225,,950500,48225950500,2022,950500,Houston County,Texas,312,28,82,150,52,2864,184,286,1110,489,246,388,161,9,26.3,48.1,16.7,6.4,10,38.8,17.1,8.6,13.5,5.6,1595,49981,78440,3691,448,12.1,3243,87.9,2949,79.9,155,4.2,0,0,13,0.4,0,0,0,0,126,3.4,509
Kennard ISD,Kennard ISD,479,486,<25,<25,77.3,<25,11.8,<25,17.6,Texas,31.386773,-95.1849219,,N/A,Houston County,N/A,48225,,950600,48225950600,2022,950600,Houston County,Texas,43,0,12,31,0,1041,63,106,432,181,86,105,68,0,27.9,72.1,0,6.1,10.2,41.5,17.4,8.3,10.1,6.5,504,42396,63368,1482,0,0,1482,100,1145,77.3,244,16.5,0,0,0,0,0,0,0,0,93,6.3,479
Big Spring HS,Big Spring ISD,590,533,<275,<25,2.3,<25,50,<25,50,Texas,32.2463041,-101.4657043,707 East 11th Place,79720,Howard County,Big Spring,48227,"707 East 11th Place, Big Spring, Texas, 79720",950500,48227950500,2022,950500,Howard County,Texas,154,44,72,38,0,1819,136,243,548,523,164,144,61,28.6,46.8,24.7,0,7.5,13.4,30.1,28.8,9,7.9,3.4,1173,61230,69440,3000,1757,58.6,1243,41.4,1021,34,150,5,0,0,0,0,0,0,0,0,72,2.4,590
Coahoma HS,Coahoma ISD,525,550,<75,<25,3.8,<25,,<25,50,Texas,32.3447138,-101.2977322,,N/A,Howard County,N/A,48227,,950200,48227950200,2022,950200,Howard County,Texas,267,3,171,86,7,1450,152,113,461,369,96,180,79,1.1,64,32.2,2.6,10.5,7.8,31.8,25.4,6.6,12.4,5.4,861,56250,75550,2308,794,34.4,1514,65.6,1391,60.3,91,3.9,3,0.1,5,0.2,0,0,0,0,24,1,525
Forsan HS,Forsan ISD,627,557,<50,<25,6.8,<25,66.7,<25,66.7,Texas,32.1120536,-101.3688149,411 W 6th Street,79733,Howard County,Forsan,48227,"411 W 6th Street, Forsan, Texas, 79733",950900,48227950900,2022,950900,Howard County,Texas,186,8,70,90,18,3190,95,210,933,833,403,567,149,4.3,37.6,48.4,9.7,3,6.6,29.2,26.1,12.6,17.8,4.7,1676,90806,115494,4422,1153,26.1,3269,73.9,2993,67.7,122,2.8,1,0,37,0.8,0,0,0,0,116,2.6,627
Fort Hancock HS,Ft Hancock ISD,458,440,<50,<50,100,<25,2.9,<25,11.4,Texas,31.2889776,-105.8490577,100 West School Street,79839,Hudspeth County,Fort Hancock,48229,"100 West School Street, Fort Hancock, Texas, 79839",950300,48229950300,2022,950300,Hudspeth County,Texas,521,174,237,110,0,2242,625,386,567,340,92,212,20,33.4,45.5,21.1,0,27.9,17.2,25.3,15.2,4.1,9.5,0.9,890,35163,45286,3329,2651,79.6,678,20.4,545,16.4,24,0.7,0,0,34,1,0,0,0,0,75,2.3,458
Sierra Blanca School,Sierra Blanca ISD,,,<25,<25,12.5,<25,,<25,100,Texas,31.1792966,-105.3560696,500 Sierra Blanca Drive,79851,Hudspeth County,Sierra Blanca,48229,"500 Sierra Blanca Drive, Sierra Blanca, Texas, 79851",950300,48229950300,2022,950300,Hudspeth County,Texas,521,174,237,110,0,2242,625,386,567,340,92,212,20,33.4,45.5,21.1,0,27.9,17.2,25.3,15.2,4.1,9.5,0.9,890,35163,45286,3329,2651,79.6,678,20.4,545,16.4,24,0.7,0,0,34,1,0,0,0,0,75,2.3,0
Dell City School,Dell City ISD,,,<25,<25,50,<25,,<25,100,Texas,31.8952524,-105.1258955,,N/A,Hudspeth County,N/A,48229,,950300,48229950300,2022,950300,Hudspeth County,Texas,521,174,237,110,0,2242,625,386,567,340,92,212,20,33.4,45.5,21.1,0,27.9,17.2,25.3,15.2,4.1,9.5,0.9,890,35163,45286,3329,2651,79.6,678,20.4,545,16.4,24,0.7,0,0,34,1,0,0,0,0,75,2.3,0
