unique_id,year,tract_number,county_name,state_name,Total number of households,Median household income (dollars),Mean household income (dollars)
48001950100,2017,950100,Anderson County,Texas,1878,52119,76879
48001950401,2017,950401,Anderson County,Texas,100,43971,49978
48001950402,2017,950402,Anderson County,Texas,128,82938,86699
48001950500,2017,950500,Anderson County,Texas,1652,32189,41137
48001950600,2017,950600,Anderson County,Texas,1983,40025,54424
48001950700,2017,950700,Anderson County,Texas,918,29194,40218
48001950800,2017,950800,Anderson County,Texas,1855,57125,62155
48001950901,2017,950901,Anderson County,Texas,1824,41894,58103
48001950902,2017,950902,Anderson County,Texas,1825,37768,52506
48001951000,2017,951000,Anderson County,Texas,2800,43604,57127
48001951100,2017,951100,Anderson County,Texas,1604,49292,62289
48003950100,2017,950100,Andrews County,Texas,760,99844,156031
48003950200,2017,950200,Andrews County,Texas,2295,71914,81951
48003950300,2017,950300,Andrews County,Texas,1441,53169,63853
48003950400,2017,950400,Andrews County,Texas,917,54688,96017
48005000101,2017,101,Angelina County,Texas,2080,52361,58818
48005000102,2017,102,Angelina County,Texas,1545,53997,74251
48005000200,2017,200,Angelina County,Texas,2421,45507,53382
48005000301,2017,301,Angelina County,Texas,2015,54613,64345
48005000302,2017,302,Angelina County,Texas,1841,53906,69059
48005000400,2017,400,Angelina County,Texas,1853,30521,40502
48005000500,2017,500,Angelina County,Texas,1398,23198,33092
48005000600,2017,600,Angelina County,Texas,1974,36536,50976
48005000700,2017,700,Angelina County,Texas,1102,32059,38327
48005000800,2017,800,Angelina County,Texas,2361,51775,62898
48005000901,2017,901,Angelina County,Texas,2695,55355,80103
48005000902,2017,902,Angelina County,Texas,1684,63526,97331
48005001001,2017,1001,Angelina County,Texas,1340,37105,48181
48005001002,2017,1002,Angelina County,Texas,1407,47875,60526
48005001100,2017,1100,Angelina County,Texas,2359,65021,65130
48005001200,2017,1200,Angelina County,Texas,1045,36875,53772
48005001300,2017,1300,Angelina County,Texas,1811,42466,51933
48007950100,2017,950100,Aransas County,Texas,2318,38171,55922
48007950200,2017,950200,Aransas County,Texas,585,87188,123543
48007950300,2017,950300,Aransas County,Texas,2506,67266,88091
48007950400,2017,950400,Aransas County,Texas,1530,35976,49782
48007950500,2017,950500,Aransas County,Texas,2590,42634,74038
48007990000,2017,990000,Aransas County,Texas,0,-666666666,-666666666
48009020100,2017,20100,Archer County,Texas,1075,85089,102836
48009020200,2017,20200,Archer County,Texas,994,50500,67997
48009020300,2017,20300,Archer County,Texas,1282,49444,64975
48011950100,2017,950100,Armstrong County,Texas,702,68750,80517
48013960100,2017,960100,Atascosa County,Texas,2696,54387,75957
48013960201,2017,960201,Atascosa County,Texas,2083,60670,74289
48013960202,2017,960202,Atascosa County,Texas,2894,50000,65857
48013960300,2017,960300,Atascosa County,Texas,1213,41639,51318
48013960401,2017,960401,Atascosa County,Texas,707,51758,57873
48013960402,2017,960402,Atascosa County,Texas,2976,74333,94369
48013960500,2017,960500,Atascosa County,Texas,912,41667,53490
48013960600,2017,960600,Atascosa County,Texas,2028,58145,67588
48015760100,2017,760100,Austin County,Texas,988,51000,63820
48015760200,2017,760200,Austin County,Texas,2096,54167,77420
48015760300,2017,760300,Austin County,Texas,2587,71953,80662
48015760400,2017,760400,Austin County,Texas,1419,60602,78332
48015760501,2017,760501,Austin County,Texas,1749,94125,108946
48015760502,2017,760502,Austin County,Texas,2182,44824,60632
48017950100,2017,950100,Bailey County,Texas,2230,43523,54991
48019000101,2017,101,Bandera County,Texas,1763,60956,68804
48019000102,2017,102,Bandera County,Texas,2061,59779,76099
48019000200,2017,200,Bandera County,Texas,1002,49008,62735
48019000300,2017,300,Bandera County,Texas,2490,56319,74049
48019000400,2017,400,Bandera County,Texas,962,52661,65731
48021950100,2017,950100,Bastrop County,Texas,2988,67634,77886
48021950200,2017,950200,Bastrop County,Texas,2614,49211,60361
48021950300,2017,950300,Bastrop County,Texas,4944,70435,78393
48021950400,2017,950400,Bastrop County,Texas,3351,54817,61849
48021950501,2017,950501,Bastrop County,Texas,2138,53377,74068
48021950502,2017,950502,Bastrop County,Texas,2227,64498,78296
48021950600,2017,950600,Bastrop County,Texas,2077,61411,82132
48021950700,2017,950700,Bastrop County,Texas,1706,49653,63083
48021950801,2017,950801,Bastrop County,Texas,1922,65288,83700
48021950802,2017,950802,Bastrop County,Texas,2048,58267,68228
48023950300,2017,950300,Baylor County,Texas,1644,36157,66979
48025950100,2017,950100,Bee County,Texas,557,58365,78709
48025950201,2017,950201,Bee County,Texas,401,63301,65557
48025950202,2017,950202,Bee County,Texas,1797,52582,77739
48025950300,2017,950300,Bee County,Texas,2133,41513,54594
48025950400,2017,950400,Bee County,Texas,658,39597,50995
48025950500,2017,950500,Bee County,Texas,2174,34500,48627
48025950600,2017,950600,Bee County,Texas,811,42904,59356
48027020100,2017,20100,Bell County,Texas,2231,62528,76333
48027020201,2017,20201,Bell County,Texas,2453,83221,122853
48027020202,2017,20202,Bell County,Texas,2404,65688,72357
48027020300,2017,20300,Bell County,Texas,3273,73185,86679
48027020401,2017,20401,Bell County,Texas,1186,42308,57958
48027020402,2017,20402,Bell County,Texas,901,45268,51119
48027020500,2017,20500,Bell County,Texas,1321,44016,53690
48027020600,2017,20600,Bell County,Texas,926,47788,63157
48027020701,2017,20701,Bell County,Texas,744,14764,30110
48027020702,2017,20702,Bell County,Texas,610,24688,34857
48027020800,2017,20800,Bell County,Texas,1108,26306,42548
48027020900,2017,20900,Bell County,Texas,886,24464,36610
48027021000,2017,21000,Bell County,Texas,1718,35882,46683
48027021100,2017,21100,Bell County,Texas,1959,39693,49700
48027021201,2017,21201,Bell County,Texas,1515,47834,53159
48027021202,2017,21202,Bell County,Texas,1572,47127,62020
48027021203,2017,21203,Bell County,Texas,1864,50690,71926
48027021301,2017,21301,Bell County,Texas,1990,58846,78817
48027021302,2017,21302,Bell County,Texas,1406,66838,81176
48027021303,2017,21303,Bell County,Texas,2995,60284,83857
48027021400,2017,21400,Bell County,Texas,1435,60182,85541
48027021500,2017,21500,Bell County,Texas,2125,54904,68245
48027021601,2017,21601,Bell County,Texas,1902,47929,55253
48027021602,2017,21602,Bell County,Texas,420,60139,69194
48027021700,2017,21700,Bell County,Texas,3807,56201,77651
48027021800,2017,21800,Bell County,Texas,2857,58036,70347
48027021901,2017,21901,Bell County,Texas,1322,54000,63075
48027021903,2017,21903,Bell County,Texas,2987,83782,108183
48027021904,2017,21904,Bell County,Texas,3768,88291,88317
48027022000,2017,22000,Bell County,Texas,2760,56744,71679
48027022101,2017,22101,Bell County,Texas,1715,40498,47747
48027022103,2017,22103,Bell County,Texas,1728,51487,52295
48027022104,2017,22104,Bell County,Texas,1683,36847,48256
48027022105,2017,22105,Bell County,Texas,686,50962,62372
