unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2018,10100,Barnstable County,Massachusetts,2960,103,3.5,2857,96.5,2652,89.6,46,1.6,0,0.0,35,1.2,0,0.0,0,0.0,124,4.2
25001010206,2018,10206,Barnstable County,Massachusetts,3481,12,0.3,3469,99.7,3150,90.5,64,1.8,0,0.0,115,3.3,0,0.0,21,0.6,119,3.4
25001010208,2018,10208,Barnstable County,Massachusetts,1254,11,0.9,1243,99.1,1211,96.6,27,2.2,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4
25001010304,2018,10304,Barnstable County,Massachusetts,2431,18,0.7,2413,99.3,2267,93.3,22,0.9,0,0.0,101,4.2,0,0.0,0,0.0,23,0.9
25001010306,2018,10306,Barnstable County,Massachusetts,2462,21,0.9,2441,99.1,2232,90.7,105,4.3,0,0.0,15,0.6,0,0.0,39,1.6,50,2.0
25001010400,2018,10400,Barnstable County,Massachusetts,3044,34,1.1,3010,98.9,2700,88.7,257,8.4,0,0.0,53,1.7,0,0.0,0,0.0,0,0.0
25001010500,2018,10500,Barnstable County,Massachusetts,2777,48,1.7,2729,98.3,2724,98.1,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010600,2018,10600,Barnstable County,Massachusetts,3077,145,4.7,2932,95.3,2766,89.9,114,3.7,0,0.0,18,0.6,0,0.0,0,0.0,34,1.1
25001010700,2018,10700,Barnstable County,Massachusetts,3078,21,0.7,3057,99.3,2933,95.3,53,1.7,0,0.0,20,0.6,0,0.0,0,0.0,51,1.7
25001010800,2018,10800,Barnstable County,Massachusetts,4548,6,0.1,4542,99.9,4441,97.6,54,1.2,0,0.0,0,0.0,0,0.0,0,0.0,47,1.0
25001010900,2018,10900,Barnstable County,Massachusetts,5320,175,3.3,5145,96.7,5007,94.1,18,0.3,0,0.0,56,1.1,0,0.0,0,0.0,64,1.2
25001011002,2018,11002,Barnstable County,Massachusetts,4045,121,3.0,3924,97.0,3558,88.0,76,1.9,0,0.0,19,0.5,0,0.0,199,4.9,72,1.8
25001011100,2018,11100,Barnstable County,Massachusetts,4672,25,0.5,4647,99.5,4469,95.7,10,0.2,0,0.0,149,3.2,19,0.4,0,0.0,0,0.0
25001011200,2018,11200,Barnstable County,Massachusetts,3425,72,2.1,3353,97.9,3029,88.4,258,7.5,0,0.0,0,0.0,0,0.0,9,0.3,57,1.7
25001011300,2018,11300,Barnstable County,Massachusetts,2558,6,0.2,2552,99.8,2466,96.4,0,0.0,0,0.0,20,0.8,0,0.0,25,1.0,41,1.6
25001011400,2018,11400,Barnstable County,Massachusetts,2891,105,3.6,2786,96.4,2742,94.8,0,0.0,0,0.0,44,1.5,0,0.0,0,0.0,0,0.0
25001011500,2018,11500,Barnstable County,Massachusetts,3790,0,0.0,3790,100.0,3283,86.6,308,8.1,0,0.0,99,2.6,0,0.0,0,0.0,100,2.6
25001011600,2018,11600,Barnstable County,Massachusetts,2964,141,4.8,2823,95.2,2476,83.5,289,9.8,0,0.0,16,0.5,0,0.0,7,0.2,35,1.2
25001011700,2018,11700,Barnstable County,Massachusetts,1759,71,4.0,1688,96.0,1633,92.8,25,1.4,0,0.0,7,0.4,9,0.5,14,0.8,0,0.0
25001011801,2018,11801,Barnstable County,Massachusetts,2323,10,0.4,2313,99.6,2231,96.0,0,0.0,0,0.0,82,3.5,0,0.0,0,0.0,0,0.0
25001011802,2018,11802,Barnstable County,Massachusetts,4114,88,2.1,4026,97.9,3802,92.4,17,0.4,0,0.0,119,2.9,0,0.0,0,0.0,88,2.1
25001012001,2018,12001,Barnstable County,Massachusetts,5644,24,0.4,5620,99.6,5533,98.0,7,0.1,0,0.0,65,1.2,0,0.0,15,0.3,0,0.0
25001012002,2018,12002,Barnstable County,Massachusetts,2816,71,2.5,2745,97.5,2562,91.0,35,1.2,0,0.0,39,1.4,0,0.0,44,1.6,65,2.3
25001012101,2018,12101,Barnstable County,Massachusetts,5434,278,5.1,5156,94.9,4582,84.3,370,6.8,0,0.0,150,2.8,0,0.0,0,0.0,54,1.0
25001012102,2018,12102,Barnstable County,Massachusetts,3050,26,0.9,3024,99.1,2612,85.6,121,4.0,30,1.0,158,5.2,0,0.0,25,0.8,78,2.6
25001012200,2018,12200,Barnstable County,Massachusetts,4788,0,0.0,4788,100.0,4617,96.4,106,2.2,0,0.0,32,0.7,0,0.0,0,0.0,33,0.7
25001012502,2018,12502,Barnstable County,Massachusetts,3657,557,15.2,3100,84.8,2438,66.7,393,10.7,50,1.4,67,1.8,0,0.0,83,2.3,69,1.9
25001012601,2018,12601,Barnstable County,Massachusetts,3107,85,2.7,3022,97.3,2521,81.1,267,8.6,0,0.0,28,0.9,6,0.2,74,2.4,126,4.1
25001012602,2018,12602,Barnstable County,Massachusetts,5204,936,18.0,4268,82.0,3336,64.1,704,13.5,0,0.0,0,0.0,96,1.8,96,1.8,36,0.7
25001012700,2018,12700,Barnstable County,Massachusetts,4142,40,1.0,4102,99.0,3873,93.5,0,0.0,0,0.0,0,0.0,0,0.0,45,1.1,184,4.4
25001012800,2018,12800,Barnstable County,Massachusetts,3826,0,0.0,3826,100.0,3599,94.1,63,1.6,34,0.9,18,0.5,0,0.0,21,0.5,91,2.4
25001012900,2018,12900,Barnstable County,Massachusetts,3904,139,3.6,3765,96.4,3660,93.8,5,0.1,0,0.0,37,0.9,0,0.0,11,0.3,52,1.3
25001013002,2018,13002,Barnstable County,Massachusetts,2884,156,5.4,2728,94.6,2585,89.6,63,2.2,15,0.5,0,0.0,0,0.0,34,1.2,31,1.1
25001013100,2018,13100,Barnstable County,Massachusetts,5323,4,0.1,5319,99.9,5111,96.0,122,2.3,0,0.0,0,0.0,0,0.0,32,0.6,54,1.0
25001013200,2018,13200,Barnstable County,Massachusetts,4560,192,4.2,4368,95.8,4328,94.9,13,0.3,0,0.0,27,0.6,0,0.0,0,0.0,0,0.0
25001013300,2018,13300,Barnstable County,Massachusetts,3058,171,5.6,2887,94.4,2806,91.8,6,0.2,0,0.0,75,2.5,0,0.0,0,0.0,0,0.0
25001013400,2018,13400,Barnstable County,Massachusetts,3706,8,0.2,3698,99.8,3667,98.9,0,0.0,0,0.0,31,0.8,0,0.0,0,0.0,0,0.0
