unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2018,10100,Barnstable County,Massachusetts,126,2,48,76,0,2691,69,94,511,551,155,716,595,1.6,38.1,60.3,0.0,2.6,3.5,19.0,20.5,5.8,26.6,22.1,1760,50741,79641,2960,103,3.5,2857,96.5,2652,89.6,46,1.6,0,0.0,35,1.2,0,0.0,0,0.0,124,4.2
25001010206,2018,10206,Barnstable County,Massachusetts,366,2,42,106,216,2698,34,140,561,364,177,847,575,0.5,11.5,29.0,59.0,1.3,5.2,20.8,13.5,6.6,31.4,21.3,1584,69267,83050,3481,12,0.3,3469,99.7,3150,90.5,64,1.8,0,0.0,115,3.3,0,0.0,21,0.6,119,3.4
25001010208,2018,10208,Barnstable County,Massachusetts,42,19,1,22,0,1080,56,40,227,198,0,348,211,45.2,2.4,52.4,0.0,5.2,3.7,21.0,18.3,0.0,32.2,19.5,641,65446,69789,1254,11,0.9,1243,99.1,1211,96.6,27,2.2,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4
25001010304,2018,10304,Barnstable County,Massachusetts,254,0,81,36,137,1999,37,33,388,340,167,538,496,0.0,31.9,14.2,53.9,1.9,1.7,19.4,17.0,8.4,26.9,24.8,1137,79044,104565,2431,18,0.7,2413,99.3,2267,93.3,22,0.9,0,0.0,101,4.2,0,0.0,0,0.0,23,0.9
25001010306,2018,10306,Barnstable County,Massachusetts,207,66,41,58,42,1933,0,77,466,269,149,548,424,31.9,19.8,28.0,20.3,0.0,4.0,24.1,13.9,7.7,28.3,21.9,1234,62553,75673,2462,21,0.9,2441,99.1,2232,90.7,105,4.3,0,0.0,15,0.6,0,0.0,39,1.6,50,2.0
25001010400,2018,10400,Barnstable County,Massachusetts,93,0,44,49,0,2514,0,38,535,494,211,697,539,0.0,47.3,52.7,0.0,0.0,1.5,21.3,19.6,8.4,27.7,21.4,1443,60188,80612,3044,34,1.1,3010,98.9,2700,88.7,257,8.4,0,0.0,53,1.7,0,0.0,0,0.0,0,0.0
25001010500,2018,10500,Barnstable County,Massachusetts,45,19,26,0,0,2361,32,0,322,311,153,897,646,42.2,57.8,0.0,0.0,1.4,0.0,13.6,13.2,6.5,38.0,27.4,1387,78682,109047,2777,48,1.7,2729,98.3,2724,98.1,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010600,2018,10600,Barnstable County,Massachusetts,242,25,5,93,119,2554,35,22,385,406,233,897,576,10.3,2.1,38.4,49.2,1.4,0.9,15.1,15.9,9.1,35.1,22.6,1438,73203,99169,3077,145,4.7,2932,95.3,2766,89.9,114,3.7,0,0.0,18,0.6,0,0.0,0,0.0,34,1.1
25001010700,2018,10700,Barnstable County,Massachusetts,109,0,34,57,18,2529,30,62,422,297,290,817,611,0.0,31.2,52.3,16.5,1.2,2.5,16.7,11.7,11.5,32.3,24.2,1419,82417,162270,3078,21,0.7,3057,99.3,2933,95.3,53,1.7,0,0.0,20,0.6,0,0.0,0,0.0,51,1.7
25001010800,2018,10800,Barnstable County,Massachusetts,125,63,0,62,0,3837,10,28,697,495,246,1396,965,50.4,0.0,49.6,0.0,0.3,0.7,18.2,12.9,6.4,36.4,25.1,2160,71776,100470,4548,6,0.1,4542,99.9,4441,97.6,54,1.2,0,0.0,0,0.0,0,0.0,0,0.0,47,1.0
