unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)"
25001010100,2021,10100,Barnstable County,Massachusetts,183,34,73,57,19,3106,93,33,450,574,164,908,884,18.6,39.9,31.1,10.4,3.0,1.1,14.5,18.5,5.3,29.2,28.5
25001010206,2021,10206,Barnstable County,Massachusetts,428,32,41,60,295,3301,50,113,602,594,207,737,998,7.5,9.6,14.0,68.9,1.5,3.4,18.2,18.0,6.3,22.3,30.2
25001010208,2021,10208,Barnstable County,Massachusetts,2,2,0,0,0,1300,86,29,241,179,32,239,494,100.0,0.0,0.0,0.0,6.6,2.2,18.5,13.8,2.5,18.4,38.0
25001010304,2021,10304,Barnstable County,Massachusetts,110,0,47,49,14,2463,22,11,517,489,277,603,544,0.0,42.7,44.5,12.7,0.9,0.4,21.0,19.9,11.2,24.5,22.1
25001010306,2021,10306,Barnstable County,Massachusetts,90,43,13,15,19,2196,51,59,456,328,253,589,460,47.8,14.4,16.7,21.1,2.3,2.7,20.8,14.9,11.5,26.8,20.9
25001010400,2021,10400,Barnstable County,Massachusetts,55,0,30,0,25,2866,0,32,668,551,233,749,633,0.0,54.5,0.0,45.5,0.0,1.1,23.3,19.2,8.1,26.1,22.1
25001010500,2021,10500,Barnstable County,Massachusetts,138,0,14,124,0,2466,0,6,189,220,215,984,852,0.0,10.1,89.9,0.0,0.0,0.2,7.7,8.9,8.7,39.9,34.5
25001010600,2021,10600,Barnstable County,Massachusetts,189,3,49,107,30,2724,18,28,345,591,160,913,669,1.6,25.9,56.6,15.9,0.7,1.0,12.7,21.7,5.9,33.5,24.6
25001010700,2021,10700,Barnstable County,Massachusetts,145,0,43,41,61,2887,28,61,335,402,129,1075,857,0.0,29.7,28.3,42.1,1.0,2.1,11.6,13.9,4.5,37.2,29.7
25001010800,2021,10800,Barnstable County,Massachusetts,284,100,62,122,0,3936,1,21,835,866,345,899,969,35.2,21.8,43.0,0.0,0.0,0.5,21.2,22.0,8.8,22.8,24.6
25001010900,2021,10900,Barnstable County,Massachusetts,308,0,222,54,32,4340,32,196,956,916,394,862,984,0.0,72.1,17.5,10.4,0.7,4.5,22.0,21.1,9.1,19.9,22.7
25001011002,2021,11002,Barnstable County,Massachusetts,255,47,103,60,45,3431,27,51,1001,596,248,853,655,18.4,40.4,23.5,17.6,0.8,1.5,29.2,17.4,7.2,24.9,19.1
25001011100,2021,11100,Barnstable County,Massachusetts,356,69,243,19,25,4218,30,14,1172,1005,411,832,754,19.4,68.3,5.3,7.0,0.7,0.3,27.8,23.8,9.7,19.7,17.9
25001011200,2021,11200,Barnstable County,Massachusetts,286,0,60,75,151,3136,7,36,528,436,387,967,775,0.0,21.0,26.2,52.8,0.2,1.1,16.8,13.9,12.3,30.8,24.7
25001011300,2021,11300,Barnstable County,Massachusetts,120,11,46,0,63,2253,8,95,646,370,152,405,577,9.2,38.3,0.0,52.5,0.4,4.2,28.7,16.4,6.7,18.0,25.6
25001011400,2021,11400,Barnstable County,Massachusetts,193,72,78,29,14,2590,0,59,567,409,280,805,470,37.3,40.4,15.0,7.3,0.0,2.3,21.9,15.8,10.8,31.1,18.1
25001011500,2021,11500,Barnstable County,Massachusetts,434,9,211,214,0,3164,66,131,921,840,335,647,224,2.1,48.6,49.3,0.0,2.1,4.1,29.1,26.5,10.6,20.4,7.1
25001011600,2021,11600,Barnstable County,Massachusetts,129,0,5,100,24,2191,2,103,560,592,242,536,156,0.0,3.9,77.5,18.6,0.1,4.7,25.6,27.0,11.0,24.5,7.1
25001011700,2021,11700,Barnstable County,Massachusetts,127,35,26,33,33,1821,11,30,340,284,250,532,374,27.6,20.5,26.0,26.0,0.6,1.6,18.7,15.6,13.7,29.2,20.5
25001011801,2021,11801,Barnstable County,Massachusetts,47,0,10,10,27,1993,0,6,195,320,168,781,523,0.0,21.3,21.3,57.4,0.0,0.3,9.8,16.1,8.4,39.2,26.2
25001011802,2021,11802,Barnstable County,Massachusetts,276,11,133,22,110,3785,54,15,794,816,385,1053,668,4.0,48.2,8.0,39.9,1.4,0.4,21.0,21.6,10.2,27.8,17.6
25001012001,2021,12001,Barnstable County,Massachusetts,352,0,301,16,35,5067,54,146,1620,1039,442,949,817,0.0,85.5,4.5,9.9,1.1,2.9,32.0,20.5,8.7,18.7,16.1
25001012002,2021,12002,Barnstable County,Massachusetts,133,17,55,61,0,2138,12,98,820,413,171,382,242,12.8,41.4,45.9,0.0,0.6,4.6,38.4,19.3,8.0,17.9,11.3
25001012101,2021,12101,Barnstable County,Massachusetts,449,69,243,97,40,4416,319,136,1262,895,473,865,466,15.4,54.1,21.6,8.9,7.2,3.1,28.6,20.3,10.7,19.6,10.6
25001012102,2021,12102,Barnstable County,Massachusetts,161,12,51,40,58,2558,42,111,441,669,162,567,566,7.5,31.7,24.8,36.0,1.6,4.3,17.2,26.2,6.3,22.2,22.1
25001012200,2021,12200,Barnstable County,Massachusetts,232,105,116,11,0,3595,155,74,402,731,275,965,993,45.3,50.0,4.7,0.0,4.3,2.1,11.2,20.3,7.6,26.8,27.6
25001012502,2021,12502,Barnstable County,Massachusetts,334,81,153,90,10,2687,74,247,831,544,191,452,348,24.3,45.8,26.9,3.0,2.8,9.2,30.9,20.2,7.1,16.8,13.0
25001012601,2021,12601,Barnstable County,Massachusetts,239,115,94,30,0,2565,9,50,851,506,288,593,268,48.1,39.3,12.6,0.0,0.4,1.9,33.2,19.7,11.2,23.1,10.4
25001012602,2021,12602,Barnstable County,Massachusetts,698,107,274,317,0,3945,103,272,1950,424,448,563,185,15.3,39.3,45.4,0.0,2.6,6.9,49.4,10.7,11.4,14.3,4.7
25001012700,2021,12700,Barnstable County,Massachusetts,599,0,175,277,147,3756,32,64,861,633,369,914,883,0.0,29.2,46.2,24.5,0.9,1.7,22.9,16.9,9.8,24.3,23.5
25001012800,2021,12800,Barnstable County,Massachusetts,129,55,8,15,51,3127,98,117,871,352,249,967,473,42.6,6.2,11.6,39.5,3.1,3.7,27.9,11.3,8.0,30.9,15.1
25001012900,2021,12900,Barnstable County,Massachusetts,255,35,78,132,10,3349,21,124,711,481,602,689,721,13.7,30.6,51.8,3.9,0.6,3.7,21.2,14.4,18.0,20.6,21.5
25001013002,2021,13002,Barnstable County,Massachusetts,132,34,18,64,16,2489,11,0,421,426,260,656,715,25.8,13.6,48.5,12.1,0.4,0.0,16.9,17.1,10.4,26.4,28.7
25001013100,2021,13100,Barnstable County,Massachusetts,239,0,132,81,26,4573,9,93,1077,824,930,871,769,0.0,55.2,33.9,10.9,0.2,2.0,23.6,18.0,20.3,19.0,16.8
25001013200,2021,13200,Barnstable County,Massachusetts,491,126,203,107,55,3675,7,127,568,613,478,1073,809,25.7,41.3,21.8,11.2,0.2,3.5,15.5,16.7,13.0,29.2,22.0
25001013300,2021,13300,Barnstable County,Massachusetts,185,74,47,64,0,2494,0,39,484,321,255,827,568,40.0,25.4,34.6,0.0,0.0,1.6,19.4,12.9,10.2,33.2,22.8
25001013400,2021,13400,Barnstable County,Massachusetts,267,54,63,76,74,3192,6,38,439,434,446,900,929,20.2,23.6,28.5,27.7,0.2,1.2,13.8,13.6,14.0,28.2,29.1
25001013500,2021,13500,Barnstable County,Massachusetts,560,187,110,200,63,5224,80,17,1020,866,506,1606,1129,33.4,19.6,35.7,11.3,1.5,0.3,19.5,16.6,9.7,30.7,21.6
25001013600,2021,13600,Barnstable County,Massachusetts,611,87,105,301,118,4288,34,166,1005,935,815,873,460,14.2,17.2,49.3,19.3,0.8,3.9,23.4,21.8,19.0,20.4,10.7
25001013700,2021,13700,Barnstable County,Massachusetts,595,61,191,305,38,3217,64,139,930,657,364,621,442,10.3,32.1,51.3,6.4,2.0,4.3,28.9,20.4,11.3,19.3,13.7
25001013800,2021,13800,Barnstable County,Massachusetts,400,21,124,122,133,3927,10,146,692,844,324,1311,600,5.3,31.0,30.5,33.3,0.3,3.7,17.6,21.5,8.3,33.4,15.3
25001013900,2021,13900,Barnstable County,Massachusetts,533,114,82,178,159,3539,14,42,781,703,394,977,628,21.4,15.4,33.4,29.8,0.4,1.2,22.1,19.9,11.1,27.6,17.7
25001014002,2021,14002,Barnstable County,Massachusetts,454,65,116,223,50,3635,90,93,833,645,284,773,917,14.3,25.6,49.1,11.0,2.5,2.6,22.9,17.7,7.8,21.3,25.2
25001014100,2021,14100,Barnstable County,Massachusetts,122,12,84,16,10,426,7,4,85,168,21,69,72,9.8,68.9,13.1,8.2,1.6,0.9,20.0,39.4,4.9,16.2,16.9
25001014300,2021,14300,Barnstable County,Massachusetts,350,34,37,51,228,2934,0,0,214,487,257,882,1094,9.7,10.6,14.6,65.1,0.0,0.0,7.3,16.6,8.8,30.1,37.3
25001014402,2021,14402,Barnstable County,Massachusetts,298,84,99,115,0,5624,221,328,668,1004,517,1832,1054,28.2,33.2,38.6,0.0,3.9,5.8,11.9,17.9,9.2,32.6,18.7
25001014500,2021,14500,Barnstable County,Massachusetts,423,38,133,82,170,4454,36,328,1230,1054,415,773,618,9.0,31.4,19.4,40.2,0.8,7.4,27.6,23.7,9.3,17.4,13.9
25001014600,2021,14600,Barnstable County,Massachusetts,456,27,93,240,96,3442,63,124,821,588,438,815,593,5.9,20.4,52.6,21.1,1.8,3.6,23.9,17.1,12.7,23.7,17.2
25001014700,2021,14700,Barnstable County,Massachusetts,455,23,153,198,81,2746,48,87,769,418,304,585,535,5.1,33.6,43.5,17.8,1.7,3.2,28.0,15.2,11.1,21.3,19.5
25001014800,2021,14800,Barnstable County,Massachusetts,186,14,101,24,47,3095,54,162,485,358,361,854,821,7.5,54.3,12.9,25.3,1.7,5.2,15.7,11.6,11.7,27.6,26.5
25001014900,2021,14900,Barnstable County,Massachusetts,202,11,64,77,50,3293,48,83,306,377,120,885,1474,5.4,31.7,38.1,24.8,1.5,2.5,9.3,11.4,3.6,26.9,44.8
25001015001,2021,15001,Barnstable County,Massachusetts,266,18,87,137,24,3467,26,66,1012,879,341,729,414,6.8,32.7,51.5,9.0,0.7,1.9,29.2,25.4,9.8,21.0,11.9
25001015002,2021,15002,Barnstable County,Massachusetts,31,0,0,14,17,3346,20,50,1010,726,509,628,403,0.0,0.0,45.2,54.8,0.6,1.5,30.2,21.7,15.2,18.8,12.0
25001015100,2021,15100,Barnstable County,Massachusetts,388,48,39,301,0,2976,25,15,633,702,301,834,466,12.4,10.1,77.6,0.0,0.8,0.5,21.3,23.6,10.1,28.0,15.7
25001015200,2021,15200,Barnstable County,Massachusetts,174,7,0,71,96,1979,10,18,390,239,165,602,555,4.0,0.0,40.8,55.2,0.5,0.9,19.7,12.1,8.3,30.4,28.0
25001015300,2021,15300,Barnstable County,Massachusetts,39,0,13,26,0,2715,317,248,815,616,187,348,184,0.0,33.3,66.7,0.0,11.7,9.1,30.0,22.7,6.9,12.8,6.8
25001990000,2021,990000,Barnstable County,Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
25003900100,2021,900100,Berkshire County,Massachusetts,253,61,133,33,26,2483,112,281,958,398,210,346,178,24.1,52.6,13.0,10.3,4.5,11.3,38.6,16.0,8.5,13.9,7.2
25003900200,2021,900200,Berkshire County,Massachusetts,300,15,146,103,36,3196,96,183,972,839,439,336,331,5.0,48.7,34.3,12.0,3.0,5.7,30.4,26.3,13.7,10.5,10.4
25003900300,2021,900300,Berkshire County,Massachusetts,400,0,239,120,41,1863,10,114,730,360,217,282,150,0.0,59.8,30.0,10.3,0.5,6.1,39.2,19.3,11.6,15.1,8.1
25003900400,2021,900400,Berkshire County,Massachusetts,220,29,48,117,26,3776,99,250,930,1201,139,658,499,13.2,21.8,53.2,11.8,2.6,6.6,24.6,31.8,3.7,17.4,13.2
25003900500,2021,900500,Berkshire County,Massachusetts,149,0,58,69,22,2838,69,131,662,459,236,784,497,0.0,38.9,46.3,14.8,2.4,4.6,23.3,16.2,8.3,27.6,17.5
25003900600,2021,900600,Berkshire County,Massachusetts,377,22,187,137,31,2055,50,217,636,580,139,297,136,5.8,49.6,36.3,8.2,2.4,10.6,30.9,28.2,6.8,14.5,6.6
25003900700,2021,900700,Berkshire County,Massachusetts,227,30,117,61,19,2241,27,64,720,460,260,386,324,13.2,51.5,26.9,8.4,1.2,2.9,32.1,20.5,11.6,17.2,14.5
25003900800,2021,900800,Berkshire County,Massachusetts,348,32,97,111,108,3936,51,99,847,571,266,1192,910,9.2,27.9,31.9,31.0,1.3,2.5,21.5,14.5,6.8,30.3,23.1
25003900900,2021,900900,Berkshire County,Massachusetts,374,66,69,181,58,3662,18,140,1029,653,436,774,612,17.6,18.4,48.4,15.5,0.5,3.8,28.1,17.8,11.9,21.1,16.7
