unique_id,year,tract_number,county_name,state_name,Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2021,10100,Barnstable County,Massachusetts,3582,276,7.7,3306,92.3,3059,85.4,17,0.5,0,0.0,91,2.5,0,0.0,0,0.0,139,3.9
25001010206,2021,10206,Barnstable County,Massachusetts,4305,50,1.2,4255,98.8,3665,85.1,30,0.7,0,0.0,41,1.0,0,0.0,47,1.1,472,11.0
25001010208,2021,10208,Barnstable County,Massachusetts,1575,1,0.1,1574,99.9,1574,99.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010304,2021,10304,Barnstable County,Massachusetts,2939,8,0.3,2931,99.7,2654,90.3,25,0.9,0,0.0,147,5.0,0,0.0,0,0.0,105,3.6
25001010306,2021,10306,Barnstable County,Massachusetts,2735,0,0.0,2735,100.0,2443,89.3,136,5.0,21,0.8,17,0.6,0,0.0,0,0.0,118,4.3
25001010400,2021,10400,Barnstable County,Massachusetts,3309,77,2.3,3232,97.7,3161,95.5,11,0.3,0,0.0,54,1.6,0,0.0,0,0.0,6,0.2
25001010500,2021,10500,Barnstable County,Massachusetts,2967,15,0.5,2952,99.5,2943,99.2,2,0.1,0,0.0,7,0.2,0,0.0,0,0.0,0,0.0
25001010600,2021,10600,Barnstable County,Massachusetts,3142,29,0.9,3113,99.1,3067,97.6,27,0.9,0,0.0,0,0.0,0,0.0,0,0.0,19,0.6
25001010700,2021,10700,Barnstable County,Massachusetts,3412,54,1.6,3358,98.4,3166,92.8,42,1.2,0,0.0,135,4.0,0,0.0,0,0.0,15,0.4
25001010800,2021,10800,Barnstable County,Massachusetts,4785,47,1.0,4738,99.0,4652,97.2,7,0.1,0,0.0,0,0.0,0,0.0,0,0.0,79,1.7
25001010900,2021,10900,Barnstable County,Massachusetts,5497,213,3.9,5284,96.1,5073,92.3,3,0.1,0,0.0,60,1.1,0,0.0,31,0.6,117,2.1
25001011002,2021,11002,Barnstable County,Massachusetts,4337,161,3.7,4176,96.3,3843,88.6,68,1.6,0,0.0,17,0.4,0,0.0,182,4.2,66,1.5
25001011100,2021,11100,Barnstable County,Massachusetts,5229,12,0.2,5217,99.8,5199,99.4,2,0.0,0,0.0,16,0.3,0,0.0,0,0.0,0,0.0
25001011200,2021,11200,Barnstable County,Massachusetts,3763,67,1.8,3696,98.2,3468,92.2,144,3.8,0,0.0,5,0.1,0,0.0,21,0.6,58,1.5
25001011300,2021,11300,Barnstable County,Massachusetts,2538,10,0.4,2528,99.6,2381,93.8,0,0.0,0,0.0,34,1.3,0,0.0,38,1.5,75,3.0
25001011400,2021,11400,Barnstable County,Massachusetts,3214,7,0.2,3207,99.8,3049,94.9,36,1.1,78,2.4,44,1.4,0,0.0,0,0.0,0,0.0
25001011500,2021,11500,Barnstable County,Massachusetts,4109,543,13.2,3566,86.8,3244,78.9,177,4.3,0,0.0,16,0.4,0,0.0,0,0.0,129,3.1
25001011600,2021,11600,Barnstable County,Massachusetts,2747,25,0.9,2722,99.1,2504,91.2,170,6.2,0,0.0,11,0.4,0,0.0,0,0.0,37,1.3
25001011700,2021,11700,Barnstable County,Massachusetts,2056,51,2.5,2005,97.5,1932,94.0,32,1.6,0,0.0,0,0.0,9,0.4,12,0.6,20,1.0
25001011801,2021,11801,Barnstable County,Massachusetts,2260,0,0.0,2260,100.0,2238,99.0,0,0.0,0,0.0,13,0.6,0,0.0,0,0.0,9,0.4
25001011802,2021,11802,Barnstable County,Massachusetts,4722,99,2.1,4623,97.9,4463,94.5,6,0.1,0,0.0,70,1.5,0,0.0,0,0.0,84,1.8
25001012001,2021,12001,Barnstable County,Massachusetts,5829,306,5.2,5523,94.8,5017,86.1,43,0.7,0,0.0,314,5.4,0,0.0,0,0.0,149,2.6
25001012002,2021,12002,Barnstable County,Massachusetts,2728,31,1.1,2697,98.9,2366,86.7,68,2.5,0,0.0,153,5.6,0,0.0,35,1.3,75,2.7
25001012101,2021,12101,Barnstable County,Massachusetts,6260,253,4.0,6007,96.0,4056,64.8,1307,20.9,0,0.0,93,1.5,0,0.0,300,4.8,251,4.0
25001012102,2021,12102,Barnstable County,Massachusetts,3091,28,0.9,3063,99.1,2883,93.3,48,1.6,29,0.9,9,0.3,0,0.0,24,0.8,70,2.3
25001012200,2021,12200,Barnstable County,Massachusetts,4913,0,0.0,4913,100.0,4744,96.6,65,1.3,0,0.0,40,0.8,0,0.0,30,0.6,34,0.7
25001012502,2021,12502,Barnstable County,Massachusetts,3742,201,5.4,3541,94.6,2258,60.3,874,23.4,42,1.1,93,2.5,0,0.0,165,4.4,109,2.9
25001012601,2021,12601,Barnstable County,Massachusetts,3508,213,6.1,3295,93.9,2848,81.2,207,5.9,0,0.0,85,2.4,10,0.3,36,1.0,109,3.1
25001012602,2021,12602,Barnstable County,Massachusetts,6018,1464,24.3,4554,75.7,3041,50.5,404,6.7,6,0.1,0,0.0,0,0.0,435,7.2,668,11.1
25001012700,2021,12700,Barnstable County,Massachusetts,5044,33,0.7,5011,99.3,4333,85.9,1,0.0,0,0.0,0,0.0,0,0.0,193,3.8,484,9.6
25001012800,2021,12800,Barnstable County,Massachusetts,4131,74,1.8,4057,98.2,3666,88.7,244,5.9,10,0.2,44,1.1,0,0.0,35,0.8,58,1.4
25001012900,2021,12900,Barnstable County,Massachusetts,4461,93,2.1,4368,97.9,3677,82.4,9,0.2,0,0.0,94,2.1,0,0.0,58,1.3,530,11.9
25001013002,2021,13002,Barnstable County,Massachusetts,2906,143,4.9,2763,95.1,2477,85.2,49,1.7,17,0.6,0,0.0,0,0.0,61,2.1,159,5.5
25001013100,2021,13100,Barnstable County,Massachusetts,5593,85,1.5,5508,98.5,5468,97.8,9,0.2,0,0.0,31,0.6,0,0.0,0,0.0,0,0.0
25001013200,2021,13200,Barnstable County,Massachusetts,4638,64,1.4,4574,98.6,4130,89.0,373,8.0,0,0.0,26,0.6,0,0.0,0,0.0,45,1.0
25001013300,2021,13300,Barnstable County,Massachusetts,3010,90,3.0,2920,97.0,2799,93.0,9,0.3,0,0.0,87,2.9,0,0.0,0,0.0,25,0.8
25001013400,2021,13400,Barnstable County,Massachusetts,4054,31,0.8,4023,99.2,3958,97.6,0,0.0,0,0.0,65,1.6,0,0.0,0,0.0,0,0.0
25001013500,2021,13500,Barnstable County,Massachusetts,7283,158,2.2,7125,97.8,6206,85.2,292,4.0,0,0.0,361,5.0,0,0.0,39,0.5,227,3.1
25001013600,2021,13600,Barnstable County,Massachusetts,6004,179,3.0,5825,97.0,5582,93.0,2,0.0,42,0.7,19,0.3,0,0.0,92,1.5,88,1.5
25001013700,2021,13700,Barnstable County,Massachusetts,4336,130,3.0,4206,97.0,3822,88.1,22,0.5,61,1.4,77,1.8,0,0.0,7,0.2,217,5.0
25001013800,2021,13800,Barnstable County,Massachusetts,5834,228,3.9,5606,96.1,4826,82.7,82,1.4,0,0.0,242,4.1,0,0.0,266,4.6,190,3.3
25001013900,2021,13900,Barnstable County,Massachusetts,4719,3,0.1,4716,99.9,4389,93.0,0,0.0,0,0.0,16,0.3,0,0.0,311,6.6,0,0.0
25001014002,2021,14002,Barnstable County,Massachusetts,4646,121,2.6,4525,97.4,4280,92.1,91,2.0,0,0.0,69,1.5,0,0.0,0,0.0,85,1.8
25001014100,2021,14100,Barnstable County,Massachusetts,847,67,7.9,780,92.1,715,84.4,36,4.3,0,0.0,0,0.0,0,0.0,13,1.5,16,1.9
25001014300,2021,14300,Barnstable County,Massachusetts,3993,2,0.1,3991,99.9,3862,96.7,37,0.9,0,0.0,70,1.8,0,0.0,13,0.3,9,0.2
25001014402,2021,14402,Barnstable County,Massachusetts,7203,524,7.3,6679,92.7,6191,86.0,14,0.2,80,1.1,174,2.4,0,0.0,56,0.8,164,2.3
25001014500,2021,14500,Barnstable County,Massachusetts,5786,257,4.4,5529,95.6,4935,85.3,142,2.5,0,0.0,0,0.0,0,0.0,67,1.2,385,6.7
25001014600,2021,14600,Barnstable County,Massachusetts,4448,0,0.0,4448,100.0,3951,88.8,65,1.5,0,0.0,119,2.7,0,0.0,63,1.4,250,5.6
25001014700,2021,14700,Barnstable County,Massachusetts,3625,35,1.0,3590,99.0,3438,94.8,42,1.2,46,1.3,0,0.0,0,0.0,25,0.7,39,1.1
25001014800,2021,14800,Barnstable County,Massachusetts,3623,115,3.2,3508,96.8,3038,83.9,62,1.7,95,2.6,90,2.5,0,0.0,43,1.2,180,5.0
25001014900,2021,14900,Barnstable County,Massachusetts,3848,32,0.8,3816,99.2,3596,93.5,59,1.5,0,0.0,57,1.5,0,0.0,30,0.8,74,1.9
25001015001,2021,15001,Barnstable County,Massachusetts,4628,17,0.4,4611,99.6,4151,89.7,94,2.0,168,3.6,47,1.0,0,0.0,21,0.5,130,2.8
25001015002,2021,15002,Barnstable County,Massachusetts,4107,73,1.8,4034,98.2,2887,70.3,243,5.9,372,9.1,96,2.3,0,0.0,44,1.1,392,9.5
25001015100,2021,15100,Barnstable County,Massachusetts,3903,82,2.1,3821,97.9,3363,86.2,105,2.7,16,0.4,214,5.5,0,0.0,34,0.9,89,2.3
25001015200,2021,15200,Barnstable County,Massachusetts,2358,26,1.1,2332,98.9,2291,97.2,0,0.0,0,0.0,13,0.6,0,0.0,0,0.0,28,1.2
25001015300,2021,15300,Barnstable County,Massachusetts,3602,908,25.2,2694,74.8,1746,48.5,453,12.6,0,0.0,0,0.0,0,0.0,60,1.7,435,12.1
25001990000,2021,990000,Barnstable County,Massachusetts,0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0
25003900100,2021,900100,Berkshire County,Massachusetts,3225,259,8.0,2966,92.0,2423,75.1,258,8.0,0,0.0,33,1.0,0,0.0,24,0.7,228,7.1
25003900200,2021,900200,Berkshire County,Massachusetts,4738,572,12.1,4166,87.9,3158,66.7,491,10.4,11,0.2,25,0.5,0,0.0,53,1.1,428,9.0
25003900300,2021,900300,Berkshire County,Massachusetts,2651,604,22.8,2047,77.2,1828,69.0,106,4.0,0,0.0,104,3.9,0,0.0,0,0.0,9,0.3
25003900400,2021,900400,Berkshire County,Massachusetts,4593,171,3.7,4422,96.3,4129,89.9,137,3.0,0,0.0,0,0.0,17,0.4,0,0.0,139,3.0
25003900500,2021,900500,Berkshire County,Massachusetts,3407,203,6.0,3204,94.0,3031,89.0,27,0.8,0,0.0,121,3.6,0,0.0,1,0.0,24,0.7
25003900600,2021,900600,Berkshire County,Massachusetts,3391,542,16.0,2849,84.0,1728,51.0,585,17.3,1,0.0,21,0.6,0,0.0,2,0.1,512,15.1
25003900700,2021,900700,Berkshire County,Massachusetts,2987,115,3.9,2872,96.1,2774,92.9,98,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25003900800,2021,900800,Berkshire County,Massachusetts,5132,449,8.7,4683,91.3,4317,84.1,18,0.4,0,0.0,67,1.3,0,0.0,0,0.0,281,5.5
25003900900,2021,900900,Berkshire County,Massachusetts,5413,140,2.6,5273,97.4,4467,82.5,239,4.4,0,0.0,139,2.6,0,0.0,0,0.0,428,7.9
