unique_id,year,tract_number,county_name,state_name,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
25001010100,2021,10100,Barnstable County,Massachusetts,183,34,73,57,19,3106,93,33,450,574,164,908,884,18.6,39.9,31.1,10.4,3.0,1.1,14.5,18.5,5.3,29.2,28.5,1968,72904,124709,3582,276,7.7,3306,92.3,3059,85.4,17,0.5,0,0.0,91,2.5,0,0.0,0,0.0,139,3.9
25001010206,2021,10206,Barnstable County,Massachusetts,428,32,41,60,295,3301,50,113,602,594,207,737,998,7.5,9.6,14.0,68.9,1.5,3.4,18.2,18.0,6.3,22.3,30.2,1736,90208,112578,4305,50,1.2,4255,98.8,3665,85.1,30,0.7,0,0.0,41,1.0,0,0.0,47,1.1,472,11.0
25001010208,2021,10208,Barnstable County,Massachusetts,2,2,0,0,0,1300,86,29,241,179,32,239,494,100.0,0.0,0.0,0.0,6.6,2.2,18.5,13.8,2.5,18.4,38.0,913,83992,113654,1575,1,0.1,1574,99.9,1574,99.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
25001010304,2021,10304,Barnstable County,Massachusetts,110,0,47,49,14,2463,22,11,517,489,277,603,544,0.0,42.7,44.5,12.7,0.9,0.4,21.0,19.9,11.2,24.5,22.1,1318,87262,110551,2939,8,0.3,2931,99.7,2654,90.3,25,0.9,0,0.0,147,5.0,0,0.0,0,0.0,105,3.6
25001010306,2021,10306,Barnstable County,Massachusetts,90,43,13,15,19,2196,51,59,456,328,253,589,460,47.8,14.4,16.7,21.1,2.3,2.7,20.8,14.9,11.5,26.8,20.9,1207,75631,92996,2735,0,0.0,2735,100.0,2443,89.3,136,5.0,21,0.8,17,0.6,0,0.0,0,0.0,118,4.3
25001010400,2021,10400,Barnstable County,Massachusetts,55,0,30,0,25,2866,0,32,668,551,233,749,633,0.0,54.5,0.0,45.5,0.0,1.1,23.3,19.2,8.1,26.1,22.1,1628,71875,92779,3309,77,2.3,3232,97.7,3161,95.5,11,0.3,0,0.0,54,1.6,0,0.0,0,0.0,6,0.2
25001010500,2021,10500,Barnstable County,Massachusetts,138,0,14,124,0,2466,0,6,189,220,215,984,852,0.0,10.1,89.9,0.0,0.0,0.2,7.7,8.9,8.7,39.9,34.5,1361,91807,177055,2967,15,0.5,2952,99.5,2943,99.2,2,0.1,0,0.0,7,0.2,0,0.0,0,0.0,0,0.0
25001010600,2021,10600,Barnstable County,Massachusetts,189,3,49,107,30,2724,18,28,345,591,160,913,669,1.6,25.9,56.6,15.9,0.7,1.0,12.7,21.7,5.9,33.5,24.6,1579,78682,131500,3142,29,0.9,3113,99.1,3067,97.6,27,0.9,0,0.0,0,0.0,0,0.0,0,0.0,19,0.6
25001010700,2021,10700,Barnstable County,Massachusetts,145,0,43,41,61,2887,28,61,335,402,129,1075,857,0.0,29.7,28.3,42.1,1.0,2.1,11.6,13.9,4.5,37.2,29.7,1585,110689,142268,3412,54,1.6,3358,98.4,3166,92.8,42,1.2,0,0.0,135,4.0,0,0.0,0,0.0,15,0.4
25001010800,2021,10800,Barnstable County,Massachusetts,284,100,62,122,0,3936,1,21,835,866,345,899,969,35.2,21.8,43.0,0.0,0.0,0.5,21.2,22.0,8.8,22.8,24.6,2237,85959,116385,4785,47,1.0,4738,99.0,4652,97.2,7,0.1,0,0.0,0,0.0,0,0.0,0,0.0,79,1.7
